mz	rtime	p-value	t-score
733.814263655255	989.833466347304	0.00135936839463877	-3.91606946634108
600.261113625994	954.083773648016	0.00143564608448597	-3.88939356420042
483.507416459089	682.331843578962	0.00146982020641684	3.87790423658155
199.098566572973	1363.14505916994	0.00152856480954743	-3.85877175696114
325.149031393873	1063.89587322205	0.00211705559935252	3.70005325987894
547.207940238134	893.613191232016	0.00256095472257948	-3.60747137728664
707.79763747382	977.098838228868	0.0028962229809675	-3.54767850463679
856.843135053666	1105.17396773586	0.0029880851208088	-3.53250610443567
582.585443236665	939.926079944228	0.00299321631837469	-3.53167245162128
830.329646829179	1083.90124819087	0.00305021539901913	-3.52250707139248
455.82842669308	660.304496476586	0.00332821239710265	3.48013077906382
740.821886875198	977.014962983944	0.00379256228481817	-3.41667829354068
473.502937783664	593.87754206349	0.00405017859529974	3.38474574513813
955.396111244144	1105.26089133018	0.00466803707095657	-3.31573636723744
196.92901826607	61.8841789430298	0.00476013184652909	-3.30623690719262
462.814970743655	664.228495981102	0.00515674532373416	3.26731171123951
702.268184686013	856.536802919561	0.0059638693618028	3.19652561543438
582.91951609758	944.363345195148	0.00600149744257729	-3.19346186549559
169.159577135173	1171.10912156188	0.00611356373769673	-3.18444861411991
339.164824415661	1185.43928329394	0.00621530859033245	3.17640600904717
435.482106480312	697.962712787713	0.006316336674899	3.16854792996419
754.652177941314	998.704353845484	0.0064879762648229	-3.15547831698485
830.830849406183	1088.59156566044	0.00662942091811114	-3.144962299706
734.312168276673	995.983236212661	0.00720045290903112	-3.10464760429484
231.139346748283	1858.68170556549	0.00729911898715395	3.09800302234485
337.170340191707	1137.65351999452	0.00752300460276026	3.08324832763999
508.854064792877	636.815922685721	0.00773418708096715	3.06972216195615
458.52208609225	784.802031744469	0.0080117920177541	-3.05248469634678
393.479416022144	668.864725793483	0.00802341739447355	3.05177572627951
680.785207020206	946.822750066621	0.00805197264233459	-3.05003857523647
648.263421276004	1014.57463944627	0.0080941285485838	-3.04748508080637
402.795250278407	54.0312500705718	0.00815685488215272	3.04370969932745
217.181252910928	1347.28543926722	0.00915667132826703	-2.9871035733719
694.290391611643	958.183014081765	0.00929369759001648	-2.97982302189941
558.770488421465	65.918947110866	0.00949253365546415	-2.96944344345139
208.934869507397	57.570204459554	0.00973676311944749	-2.956982086519
673.283428574519	952.042976859066	0.00978393302746336	-2.95461065860088
478.508244716873	623.436037638941	0.00992913470086161	2.94738043801676
767.335702449834	990.473194601406	0.00996176243199464	-2.9457700152106
239.16587332598	1136.58393470575	0.010048832721489	-2.94149759458536
901.872274534905	1095.43148565649	0.0100792505506155	-2.94001357101972
714.309262116263	959.491996386442	0.0101817561229887	-2.93504461481378
928.883838176781	1098.55744006694	0.010777078261744	-2.90711967269788
748.32271860529	990.922629491207	0.0109331384317222	-2.90004882268235
536.213521718476	1000.8778692943	0.0112838769361445	-2.88451059245992
259.192241315047	1583.27399203605	0.0114554037108595	-2.87708260162343
