mz	rtime	p-value	t-score
542.753213478784	819.49504848895	2.18204295053955e-07	-9.48599771442179
544.903267001543	774.085489899465	6.48157664028473e-07	-8.65264915081136
267.167558310987	689.904301294671	5.60864518074866e-06	-7.153872116585
500.264379241386	809.025968833499	1.66500142567093e-05	-6.46478025095074
528.24858871143	942.790685222003	2.60882268320557e-05	-6.19169673129938
442.821127899762	54.0818800644035	5.64773854441203e-05	-5.73601830147634
379.281976845157	2236.72920158007	5.71283074823431e-05	5.72938309991007
610.763080157701	980.142549428377	6.07120001184893e-05	-5.69421382453731
223.130109857157	1306.9252054177	0.000127938290035789	-5.2710477900775
534.763832549776	812.74673816987	0.000161007926430676	-5.14324214365694
251.125057762188	1337.68602286516	0.000178599888991212	-5.08598881300514
344.844026544724	46.0046654949508	0.000192920789340378	-5.04355505538453
244.205998514352	2533.61827941744	0.000195075830517918	5.03745428341533
302.828947716238	57.780512342672	0.000226003474465345	-4.95688280040037
301.151879086208	768.423547557872	0.000235895087270563	-4.93351512926624
342.847164257649	45.3333490053744	0.000246009863184263	-4.91064919356159
571.267623064365	1821.33739556446	0.000250082543575897	4.90171654807665
275.0533957592	1240.01995013028	0.000283544453374301	-4.83357868455891
255.098955206092	1757.63698387176	0.000302377414436705	4.79880745776766
169.075808372214	1532.61319768872	0.000539474218954008	4.48925193471693
281.183819294832	1161.66796185933	0.000622668859051851	-4.41346025922735
488.274710613092	1849.05622322906	0.000623261859236654	-4.41295832195822
342.101632745241	1703.00358566852	0.000638233501601286	4.40044615893139
366.826124770458	45.3807630064848	0.000639805905875972	-4.39914964014094
329.136607319384	1069.59224949552	0.000695571419373774	-4.35517293797098
434.73794231989	54.6763514437027	0.000699635083986426	4.3521115210634
655.62340423961	623.227895586827	0.000713414678065461	-4.34186500854164
623.253130055091	877.502056918108	0.000715140030595822	-4.34059639970156
421.240581977176	986.556669737521	0.000749889017926663	-4.31569548796249
288.19451825671	1643.70881309604	0.000763892581316873	4.30599440001391
315.177963886658	1670.9805241358	0.000856817878835196	4.24591350577554
526.759273218569	804.64031605023	0.000871104749798427	-4.2372742100314
344.279613859127	1790.06730562009	0.000883500268511011	4.22989567090995
552.315895211258	923.109801656619	0.000971940064035945	-4.18014680297229
493.225379181733	1009.08276667274	0.00102955069296591	-4.15017802313555
164.929749758921	43.9293755058746	0.00110321453857128	-4.11426934254609
709.338654616548	974.580864639333	0.00114929864768548	-4.09303300667585
172.111928857104	1768.95511121149	0.00115891048429954	4.08871370238429
550.788901954007	996.338198479819	0.00122099275991775	-4.06166922661506
656.285962141477	880.562183830683	0.00122739628662937	-4.05896014594601
497.214593445477	1496.52701083368	0.00126303125953774	4.04414363266728
309.180344266265	927.506162423047	0.00126727362013783	4.04240826704033
539.269393947769	926.413086052806	0.00132377518686229	-4.01984611773245
158.096390983741	1721.46481394807	0.00135878474505842	4.00635485195747
448.206840020179	1094.8348114419	0.00163248069031101	-3.91171881255768
420.177372965209	967.772085477347	0.0016421575381785	-3.90867678921612
306.0595870093	620.453834291261	0.00168414555748667	-3.895685692983
375.199126491236	988.004154347764	0.00173016424735799	-3.88182135452894
233.114525592407	1346.1905897177	0.00173124117935205	-3.88150141809975
263.125041656908	1342.8676689073	0.00175083236296111	-3.87571637395437
173.041894538018	59.5903925736561	0.00177702679505819	-3.8680836581099
