m.z	p.value	t.score
733.814263655255	0.00135936839463876	-3.91606946634109
600.261113625994	0.00143564608448596	-3.88939356420042
483.507416459089	0.00146982020641688	3.87790423658154
199.098566572973	0.00152856480954744	-3.85877175696114
325.149031393873	0.00211705559935245	3.70005325987896
547.207940238134	0.00256095472257945	-3.60747137728664
707.79763747382	0.0028962229809675	-3.54767850463679
856.843135053666	0.00298808512080866	-3.53250610443569
582.585443236665	0.00299321631837474	-3.53167245162128
830.329646829179	0.00305021539901909	-3.52250707139248
455.82842669308	0.00332821239710261	3.48013077906383
740.821886875198	0.00379256228481805	-3.41667829354069
473.502937783664	0.00405017859529992	3.38474574513811
955.396111244144	0.0046680370709566	-3.31573636723743
196.92901826607	0.00476013184652901	-3.30623690719263
462.814970743655	0.00515674532373406	3.26731171123952
702.268184686013	0.00596386936180284	3.19652561543437
582.91951609758	0.00600149744257713	-3.19346186549561
169.159577135173	0.00611356373769687	-3.1844486141199
339.164824415661	0.0062153085903328	3.17640600904714
435.482106480312	0.00631633667489908	3.16854792996419
754.652177941314	0.00648797626482288	-3.15547831698485
830.830849406183	0.0066294209181112	-3.14496229970599
734.312168276673	0.00720045290903146	-3.10464760429481
231.139346748283	0.00729911898715369	3.09800302234487
337.170340191707	0.00752300460276029	3.08324832763999
508.854064792877	0.00773418708096728	3.06972216195614
458.52208609225	0.00801179201775406	-3.05248469634679
393.479416022144	0.00802341739447339	3.05177572627952
680.785207020206	0.00805197264233434	-3.05003857523649
648.263421276004	0.0080941285485838	-3.04748508080637
402.795250278407	0.00815685488215262	3.04370969932745
217.181252910928	0.00915667132826726	-2.98710357337189
694.290391611643	0.00929369759001662	-2.9798230218994
558.770488421465	0.0094925336554641	-2.96944344345139
208.934869507397	0.00973676311944752	-2.956982086519
673.283428574519	0.00978393302746331	-2.95461065860088
478.508244716873	0.00992913470086195	2.94738043801674
767.335702449834	0.00996176243199465	-2.9457700152106
239.16587332598	0.0100488327214892	-2.94149759458536
901.872274534905	0.0100792505506151	-2.94001357101974
714.309262116263	0.0101817561229887	-2.93504461481378
928.883838176781	0.0107770782617437	-2.9071196726979
748.32271860529	0.0109331384317219	-2.90004882268237
536.213521718476	0.0112838769361445	-2.88451059245993
259.192241315047	0.0114554037108592	-2.87708260162344
261.186829260744	0.0116421684098345	-2.86911715186546
741.320272623539	0.0118151902706271	-2.86184827329878
264.125552590577	0.0120434200058301	-2.85241717591423
902.370456108577	0.0127096850138729	-2.82584954475132
319.228996791032	0.0127992623101075	-2.82238147555333
848.845453128955	0.0128209645683696	-2.82154480637196
529.681966451319	0.0128867747436535	2.81901607912605
91.021318882676	0.0129358760308582	-2.81713755301476
456.162255996482	0.0132387104801768	2.80570270183095
919.376023919289	0.0132442694940515	-2.80549518246054
301.145765523061	0.0134735962764418	-2.79700731033969
380.885228089098	0.0137605286088896	2.78658284679317
685.798306802764	0.0137842654835465	-2.78572994620765
678.278672094959	0.0142566788714724	-2.76904554271049
491.512429766761	0.0144570089641187	2.76213180984414
259.171149268818	0.0149610218513802	-2.74514003232738
622.728009371027	0.015320045287751	2.73337120039964
469.834869793244	0.016553438630046	2.69487973443661
547.234168083161	0.0171465905641845	-2.6773456439432
473.836812896247	0.0175055224529539	2.66701738200521
126.904481881249	0.0175819581744911	-2.66484433638727
728.32568905647	0.0176142394024422	-2.66392932435193
712.311970994489	0.0180224940366251	-2.65249475721395
462.163674019712	0.0183178660083036	2.64437637588045
326.760865500766	0.0183464996751218	2.64359608524615
712.811911685296	0.019228728399763	-2.62011158248917
268.192837491555	0.0193871529400924	-2.61600442946457
862.342904291042	0.0195564163408596	-2.61165176348985
459.831129314	0.0196386763837058	2.60954947096453
781.853590848326	0.0199220415747906	-2.60237178849183
244.06231992629	0.0205997282155505	-2.58559565355877
243.233640206728	0.0206431399669171	-2.58453911950933
754.317365072262	0.0209646574004559	-2.57677985530344
687.795838690499	0.0211827633619394	-2.57158091045134
431.819610190708	0.0212948302047654	2.5689295112987
125.02388350853	0.0213937795730078	2.56659954698112
210.842552167054	0.0215908644579535	2.56198937281546
318.877709932106	0.0218135978755375	-2.55682748258151
367.878234641531	0.0219678645167829	2.55328180992815
875.358415891472	0.0225246833072109	-2.54067903225432
281.143693256685	0.023105301503797	-2.52785091384078
439.136719179907	0.0236883253973449	2.51527580164107
506.660161668353	0.0237060386841588	2.51489838986266
551.708611534026	0.0240778549617403	2.50703768970807
571.898725953408	0.0245364352645464	-2.49750059099906
731.816982122059	0.0246362733808925	-2.49544679329048
472.667662742078	0.0247569365114154	2.49297515715103
411.15492259758	0.0250025283839164	2.48797976237358
217.181185698655	0.0251074746968113	-2.48585936834735
507.197457522295	0.0254012143178161	-2.4799690477957
765.338715273638	0.0254698029919238	-2.47860298885336
613.722430597302	0.02554371942814	2.47713473258138
634.769353049808	0.0256020339946977	-2.47597923799017
183.102696306907	0.0260264062773869	-2.46764500193989
613.763494170388	0.0261240334074701	-2.4657459998237
84.0083418335907	0.0267378953848426	2.45395775242276
582.708508547197	0.0273483566655437	2.4424870643529
918.874580380676	0.0273875416251804	-2.44175909858255
552.698120294493	0.0273997179404742	2.44153309215021
93.0338315256835	0.0282044119751394	-2.42680433370063
588.235486778136	0.0304627372250993	-2.38750088743367
915.873208278999	0.0309736011213414	-2.3789930836312
367.250262499585	0.0316062880904585	-2.36863826300846
534.534797616587	0.031752486398111	-2.36627335837376
705.30355645978	0.0322906614990648	-2.35765542878533
541.171524530861	0.032504726578775	2.35426514464648
755.829339066569	0.0334886987125535	-2.33894701789435
640.235924254901	0.033871863914372	2.33309641350887
491.847591010009	0.0340607965915744	2.3302344555953
648.599046644142	0.0342603531174929	-2.32722773404182
973.407901252131	0.0343151954968835	-2.32640430750629
287.223725151126	0.0344496294339544	-2.32439108126668
301.202962684122	0.0345427569964049	2.32300076709851
536.547125322118	0.0349302483998598	-2.31725341930713
193.087044258028	0.0349480845541212	-2.31699031443153
197.154797798358	0.0352883078755988	-2.31199560639692
673.784355544257	0.0357857182804079	-2.30477405883928
646.769935655455	0.0359702551907508	-2.30211883491571
584.564557323985	0.0362099806581906	-2.29868854418116
208.84546346406	0.0364452666537101	2.29534242670874
251.165935329715	0.0368063542730663	-2.29024640617086
945.88724646919	0.0368706110822603	-2.28934446550849
440.846310356662	0.0369073320421266	-2.28882969293856
671.781758147163	0.0371283720829548	-2.28574114510151
207.139179208291	0.0372636361584749	-2.28385961193363
566.216616304702	0.0372877974406982	-2.28352420025817
635.278519856074	0.0376276654711952	-2.27882752836415
526.86360834182	0.0381766387604025	2.27132443454092
865.848309504443	0.0382546843991895	-2.27026595221381
367.215682601869	0.0386231525422235	-2.26529577728726
803.816686643187	0.0386890628518641	-2.26441140730702
608.256614391871	0.038723064134988	-2.26395573619876
667.777857021072	0.0388300613649786	-2.26252424022495
537.204809758502	0.0390039659948857	2.26020545010788
593.74221260706	0.0390913217239478	-2.25904431949891
600.714732775481	0.0391021448043294	2.25890062818485
666.789921119011	0.0391082327916403	-2.25881981809106
754.838503838597	0.039264259242139	-2.25675277104551
601.907179097053	0.0396882946523216	-2.25117364886292
446.15625724696	0.0401744269516634	2.24484558004851
352.438354513725	0.0401906643923267	2.24463545030876
225.186393337417	0.0408616184281585	-2.23602111450179
76.9872439174709	0.0411733587023371	2.23206349543984
601.746979527837	0.0412472517419731	-2.23112950116251
425.482481874524	0.0412605034723043	2.23096216668766
635.260505460981	0.0413088022728094	-2.23035270362125
212.839635082988	0.0415206995078125	2.22768668103433
754.986118373915	0.0419972640161925	-2.22173671236094
692.299080029026	0.0420095439903803	-2.22158422787635
491.178713465403	0.0420878320741971	2.22061307355784
335.154510492016	0.043458083532432	-2.20388198829975
421.47837523662	0.0436483823355689	2.20159730618082
233.155009709567	0.0436864918828476	2.20114088486507
700.298621632464	0.0437997295007241	-2.19978686737328
702.763577528752	0.0438178078575517	2.19957099999156
411.802981279621	0.0441244187629986	2.19592241215424
