"Query.Mass","Matched.Compound","Matched.Form","Mass.Diff"
"600.261113625994","CE2751","M+HCOO[-]","0.00581837400602581"
"740.821886875198","C11174","M(S34)-H[-]","0.00566334196787466"
"740.821886875198","C11174","M(Cl37)-H[-]","0.00426334196788503"
"740.821886875198","C11526","M(S34)-H[-]","0.00566334196787466"
"740.821886875198","C11526","M(Cl37)-H[-]","0.00426334196788503"
"196.92901826607","C00122","M+Br81[-]","0.00171826606998593"
"702.268184686013","C03170","M-H2O-H[-]","0.0026388472169856"
"169.159577135173","C08281","M-2H[2-]","0.000196398056971248"
"694.290391611643","C05769","M+ACN-H[-]","0.00212307841309212"
"694.290391611643","C05770","M+ACN-H[-]","0.00212307841309212"
"208.934869507397","C07649","M+Br[-]","0.0013304926029889"
"259.192241315047","C02679","M+CH3COO[-]","0.00134631504698746"
"319.228996791032","C00219","M-H+O[-]","0.00116325780197712"
"319.228996791032","C02797","M+HCOO[-]","0.00165179103197488"
"319.228996791032","C02940","M+HCOO[-]","0.00165179103197488"
"319.228996791032","C03836","M+HCOO[-]","0.00165179103197488"
"319.228996791032","C04742","M-H[-]","0.00117325780200872"
"319.228996791032","C04805","M-H[-]","0.00117325780200872"
"319.228996791032","C14748","M-H[-]","0.00117325780200872"
"319.228996791032","C14749","M-H[-]","0.00117325780200872"
"319.228996791032","C14768","M-H[-]","0.00117325780200872"
"319.228996791032","C14769","M-H[-]","0.00117325780200872"
"319.228996791032","C14770","M-H[-]","0.00117325780200872"
"319.228996791032","C14771","M-H[-]","0.00117325780200872"
"319.228996791032","C14772","M-H2O-H[-]","0.00117325780200872"
"319.228996791032","C14773","M-H2O-H[-]","0.00117325780200872"
"319.228996791032","C14774","M-H2O-H[-]","0.00117325780200872"
"319.228996791032","C14775","M-H2O-H[-]","0.00117325780200872"
"319.228996791032","C14778","M-H[-]","0.00117325780200872"
"319.228996791032","C14779","M-H[-]","0.00117325780200872"
"319.228996791032","CE5016","M-H[-]","0.00113525780199097"
"529.681966451319","C07297","M-2H[2-]","0.00369291808897287"
"91.021318882676","C00184","M(Cl37)-H[-]","0.000304650554014074"
"91.021318882676","C00186","M(Cl37)-H[-]","0.000304650554014074"
"91.021318882676","C00256","M(Cl37)-H[-]","0.000304650554014074"
"91.021318882676","C00577","M(Cl37)-H[-]","0.000304650554014074"
"91.021318882676","C01013","M(Cl37)-H[-]","0.000304650554014074"
"456.162255996482","C00445","M(C13)-H[-]","0.00293246325196606"
"456.162255996482","C00143","M-H[-]","0.00146753674800948"
"456.162255996482","C16577","M-H2O-H[-]","0.0040675367479821"
"301.145765523061","C05298","M-H+O[-]","0.00123198983101247"
"301.145765523061","C05300","M-H+O[-]","0.00123198983101247"
"301.145765523061","CE2180","M-H+O[-]","0.00124098983104659"
"301.145765523061","CE5249","M-H+O[-]","0.00124098983104659"
"301.145765523061","CE5250","M-H+O[-]","0.00124098983104659"
"301.145765523061","CE5253","M-H+O[-]","0.00124098983104659"
"301.145765523061","CE5254","M-H+O[-]","0.00124098983104659"
"678.278672094959","C11304","M+Cl[-]","0.00412790504094573"
"678.278672094959","CE6238","M+Cl[-]","0.00407090504097596"
"678.278672094959","CE6244","M+Cl[-]","0.00407090504097596"
"469.834869793244","C01060","M+Cl37[-]","0.00176979324402282"
"126.904481881249","C05590","M-H[-]","0.00054165198100975"
"268.192837491555","C02838","M-H2O-H[-]","0.00101395832501794"
"125.02388350853","C00090","M-H+O[-]","0.000550024700004315"
"125.02388350853","C00530","M-H+O[-]","0.000550024700004315"
"411.15492259758","CE6452","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6453","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6454","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6455","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6456","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6457","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6458","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6459","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6460","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6461","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6462","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6463","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6464","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6465","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6466","M+K-2H[-]","0.00318746888001442"
"411.15492259758","CE6467","M+K-2H[-]","0.00318746888001442"
"411.15492259758","C04518","M+Br[-]","0.00152259758004902"
"411.15492259758","C05138","M+Br[-]","0.00152259758004902"
"411.15492259758","C05485","M+Br[-]","0.00152259758004902"
"411.15492259758","C18038","M+Br[-]","0.00152259758004902"
"411.15492259758","CE1343","M+Cl[-]","0.00257640242000434"
"183.102696306907","C05956","M-2H[2-]","2.2773677017085e-05"
"183.102696306907","C05962","M-2H[2-]","2.2773677017085e-05"
"183.102696306907","CE2061","M-H+O[-]","2.6773677006986e-05"
"93.0338315256835","C00146","M-H[-]","0.000792007546507989"
"93.0338315256835","C04221","M-H2O-H[-]","0.00069200754651888"
"93.0338315256835","C15584","M-H[-]","0.000792007546507989"
"367.250262499585","C11695","M+Na-2H[-]","0.000415433124999254"
"287.223725151126","C03413","M(S34)-H[-]","0.00169838210393891"
"287.223725151126","C06424","M+CH3COO[-]","0.00153015112601906"
"367.215682601869","C00427","M-H+O[-]","0.00304906863897259"
