Feature	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12
Row.105_1855	0.0248764742264938	0.061201660921847	0.0789487514148074	0.0204948945862169	-0.0180460466044774	-0.00622052867449996	-0.0403995464300614	-0.0536694739243643	0.0197429078364756	-0.0183621234755638	0.0902977771709802	-0.0367453215538641
Row.106_14192	-0.0428851323878366	-0.00112094063866025	0.0116776586455459	0.0321934139911135	0.0161895828519658	-0.0283364166395304	0.0151925010164264	-0.00960510648518946	0.0091720052713451	0.049184471190345	0.00190304855397233	-0.0126528759232574
Row.109_50192	-0.00313312553903442	-0.00146993315620755	0.0218131036455368	0.0133514493597678	-0.0260837801416241	0.0246050106292858	-0.00919894898467233	0.0414153548776095	-0.00925053758488407	-0.0346180630245811	0.0377439323003598	-0.00188467212543622
Row.111_30476	-0.00797939306647397	0.00292638640800357	0.0104069248723191	-0.00126295662416104	-0.0123041535625987	-0.00875049465310642	-0.0230483492008675	0.00277538469892933	-0.0475093284900169	0.0092527003232836	0.0470796676515138	0.0146845733453442
Row.113_27068	0.0272700706992235	0.00105103406841342	-0.0133187560873878	-0.0155360946748116	-0.0155700754110601	-0.0117607229975251	-0.0104498920387705	0.0345726122815541	0.0485857286557341	0.029771637297985	-0.0274583696490393	0.019364639028663
Row.115_13419	-0.0560414570149416	0.000842871589541616	0.0284684277224364	0.0390336225077375	0.0239587144896759	0.0325751303637505	-0.0318340803405469	0.0332847074032362	0.0284481238583685	0.0280885560009431	-0.00568069395195464	-0.0376028064231976
Row.117_14781	-0.0243080897952341	0.0283347800815666	0.0059038232246256	0.00818676188587508	-0.0158417620207939	-0.00375334145762182	0.00623550995702554	-0.0112913187334644	0.00451197515339715	0.00459258217493302	-0.00874588866062176	-0.0396150779530902
Row.120_22899	-0.0130093049924531	-0.0222461594224965	0.0133267295898821	0.0391258741104	0.0549557231604364	0.0118752950403058	-0.0173618865879574	-0.009905485480369	0.0572901314192668	0.00671146171940399	-0.0105032272279337	-0.00879036673457658
Row.122_23348	0.0191585339920183	0.0087875175640089	-0.0473028221505189	0.0425351635280904	-0.0227249474115145	0.0139023928045454	0.0333507663432192	-0.012949333551891	-0.00415082556134414	0.0107736324018965	-0.00802502998838263	-0.0222483863151821
Row.123_22731	-0.00272159156126954	0.0140798881487656	-0.022560434026164	0.00683662026790064	-0.0137720909534537	0.00641040746554694	-0.0100947076616995	-0.00278301771391233	-0.000832321467070256	0.0173614380698125	-0.0335384987760694	0.0277494214831443
Row.126_19552	-0.0153402515274624	0.000326599659752327	-0.0123656252131061	0.00960047486298654	0.00100897808972818	-0.0142239968603617	0.0130585400951226	0.0181420680285376	-0.000676895602711811	-0.02644409595185	-0.017053704279443	0.0341339404975752
Row.128_31456	0.0168743616772165	-0.00974028141498246	0.0240435648906936	-0.0340410841138922	0.0274528784471472	0.0176033397093621	-0.0217447927577486	0.00426066041751886	0.0058208526391723	0.0450884632171463	-0.0232201220898139	-0.0211879297247631
Row.130_32336	-0.00627790396995151	0.0575984283978403	0.0338470184943902	-0.0275015000996386	-0.0123296255034256	-0.0204866741801089	0.0200846235296932	-0.00709504169363633	-0.0127963817795131	0.0189315004713575	-0.0275245114958904	0.00505475648203418
Row.133_10826	-0.0419834417962135	-0.0756643207343772	-0.0127760112579558	-0.0830841654909841	0.0143040757774017	-0.0279457047592148	0.0406949384012621	-0.0285559639359248	0.0343083113137766	0.0430492074716077	-0.00982804581004513	-0.0361592838919282
Row.135_39169	0.000411713575967691	0.0227033314192639	-0.0268978961572838	-0.0675518449255507	-0.00224026118572215	0.0496384496675442	0.0335720614248431	-0.013411811419021	0.0620989137599646	-0.11859854211271	-0.0219944958715206	-0.0433416221139476
Row.138_50879	0.0128722150255282	0.0352866198163097	0.0455744631808842	0.0313745496361773	-0.0244010433292414	0.0325202582112114	0.0163638027222182	0.00656987945203622	-0.0103983460818464	0.0136828916127609	-0.0208830089301586	0.00681665946905301
Row.139_41503	0.0225235149143834	-0.0207009717706063	-0.0180565868232572	0.0245344454709896	0.0448272205102496	-0.0149166072675984	-0.00839739884268	0.0185900303422912	-0.0499865079391925	0.0953903768742333	0.00414498930467871	-0.0261388296085671
Row.141_12332	-0.0133908724578908	-0.00972633930228625	-0.0145980671130105	0.0222572094540443	-0.0138708692605432	-0.0213217266846704	-0.0351494328862764	0.000240337036113631	-0.0686822905047364	0.0256816768190928	0.0217913612380157	-0.0336764247652761
Row.142_18134	-0.0167610167101485	0.00666251365048009	-0.0422571234957113	-0.00715786846639182	-0.0383809970438695	0.0432277310648705	-0.0125161102182837	0.0410175544666561	-0.025407623803882	-0.000634842393392294	-0.0366793928740051	0.0103584995354554
Row.144_26107	0.0270287518899909	0.0564959220325579	0.0212341731994931	0.0242829165236073	0.00591521508670699	-0.0147560588450089	-0.0107274000201388	-0.0527602764617215	-0.0202980830414844	-0.0327857140599507	-0.00837382248654999	-0.0332146212694039
Row.145_28016	0.049059263962178	-0.0110281616795049	-0.00847452344514979	0.014293944288794	-0.0651913064311708	-0.120520113148244	0.0508697800666796	-0.024373719528095	0.00331467579609519	0.0799440915924958	0.0467952470972705	-0.0287511065279863
Row.146_20862	0.00644554081112079	0.0158996067567815	-0.0181226559934323	0.00717752124415933	0.000433427835800461	0.0111845480711163	0.0107769488213091	0.00361504006684865	0.00985308799192941	-0.000656808807417051	0.00787765934441352	0.0336422485232437
Row.149_16445	-0.0173081350119302	-0.00759991636499075	-0.0102368994648818	-0.0290655367351771	0.007675335659624	0.0177445131109728	-0.000247661633448646	0.0363160333120058	-0.0199972456266939	0.0136652490932087	0.0164158182128797	0.0206061675055824
Row.153_20154	-0.0076772523022572	0.000744942462985265	-0.00395669176797142	0.0287333422247742	0.0418825281094576	-0.012307177463933	-0.00430026337870037	0.00838807085736193	0.0227093758518874	0.0158841002922379	-0.0146510596377853	-0.0429707217509712
Row.156_16133	-0.0115989123590661	-0.0121646956957732	0.00530903724181787	0.00748383542481942	0.0111459414331392	-0.0126230442388461	-0.0280134456251213	-0.00161605281900638	-0.0260420552634652	0.0579018018549387	0.0351926051304048	-0.033290349714007
Row.158_1503	0.0476696343525709	0.00459875447297821	0.014072427665763	-0.0126514535752636	0.0546162934146715	0.0263125361098262	-0.0355044005755403	0.0238975503175846	0.00801231070437246	-0.025486242375559	0.0350240771029094	0.0240152906526082
Row.159_60284	-0.0110435949580224	0.0505710964139106	0.0447665787203853	-0.0167526955382556	-0.0212104061766368	0.0743424663716346	-0.00204807637935067	-0.0141158703851596	0.0243677792720446	-0.0667413346104686	-0.0313604635742337	0.0259201850636307
Row.165_42162	-0.0098964827396149	0.111241084101589	0.0713543351110534	-0.0136854402760266	0.0555998823578578	-0.00261855100589005	0.0342733678503721	0.0313079575284011	0.0092495428733841	-0.00124064973511622	0.0474236963120183	-0.0261855428676634
Row.166_15436	-0.0313409258780057	-0.00369472398875315	0.00311609125446571	0.0388396796996995	0.0143626266730843	-0.00359874185094852	-0.0157658313093302	-0.0102553021783581	-0.00655995378671415	-0.0125704393692173	-0.00554636080957832	0.0271289372350114
Row.168_34444	0.0289858521411685	0.0772916988614279	0.0579206663308091	-0.00412685724855417	0.0825266188373497	-0.0581662366576985	0.0607828620783904	-0.106779436926765	-0.0461609375305479	-0.0170317168532759	0.114003664101296	0.0312283693261862
Row.176_24624	-0.0180948543470197	7.83025081413836e-07	0.00196172538959189	0.0164055719445964	0.0109821636110049	-0.00527187048449944	0.00913227468838776	0.0180569777253237	0.00719505656771179	0.00650722248990927	0.0173641797326677	-0.0273121629188603
Row.177_62938	0.0348047144720747	0.057301457935395	0.0532023245588149	-0.0360115892571972	0.0122403481410545	0.00424468289628571	0.054151925203599	0.0187579564165517	-0.0611323847591991	-0.0153716488909261	0.0205681191565134	-0.0318665767177845
Row.179_50313	-0.00398494125128316	0.000460863707704868	0.0320093222268158	-0.0252649514591352	-0.00306094384206251	-0.00635366567177253	0.0104450726246346	-0.0118745594899692	-0.0470647337766224	-0.0190340948691882	0.0211862132191552	-0.0255877085067236
Row.181_1441	0.0240226346608284	-0.0366246770839504	0.0270370284173221	0.00899816899109291	-0.00620747001937159	-0.0143138379602791	-0.00597973710416954	-0.0106333235988191	-0.015151827281585	-0.0150920179122915	-0.0119789293953841	-0.0211839521309051
Row.189_38459	0.00603630885164775	-0.00997666308271067	0.00738570790803979	0.012947368903607	-0.0116976773812728	-0.00310962538645059	-0.0222501806197893	0.0135232811154042	-0.0289019000209151	-0.0227690348589748	0.0158710013578195	-0.00664474992978888
Row.192_30664	-0.0229814457797214	0.00588147637230609	0.0125704365854715	-0.0328946302699183	-0.0106463605195522	-0.014711156025289	-0.00821846271467795	0.00961933661036568	-0.0385439161665738	0.0526202662735112	-0.0359211524375022	-0.00411999213860529
Row.194_14373	-0.0153708666320644	0.00236049603137192	0.0326155227710172	0.0265757381933588	0.0111132779235369	0.00269160150486283	0.013229767860844	-0.0491011406427492	-0.00859470408724829	-0.0059712409620629	0.0249817240947941	-0.00641559535142045
Row.195_38576	-0.0582010739497201	0.0527824331388198	0.0477010931735731	-0.126653428870086	-0.0487735401305234	0.146978470396136	0.0277815178105395	-0.037465550771747	0.0526656339059055	0.00485056577485847	-0.0433693967935161	-0.0314518893055779
Row.197_55690	-0.00554675495991959	0.00501315891766146	0.0327490190969451	0.0110741020515709	-0.00580591669042451	-0.00422774678365546	0.0292113951789768	0.0353786444969593	0.011747469211653	0.0384097788835366	0.011563314675657	0.0350214511174511
Row.198_12789	-0.0559278777358567	0.00263451631944489	-0.0298881444506141	0.0127832746034011	0.0158300278295906	-0.0432590792143094	-0.0138490792442574	-0.033532435509199	0.0201305295098287	-0.0100143029262543	-0.0180526825930459	-0.0396336835906526
Row.201_54042	0.0122867208468131	-0.00862034741568562	0.0108243297482544	-0.016972257768658	-0.0108388469740097	0.00998893746600127	-0.0155925012394356	0.0133194032459323	-0.0256026229905153	0.00331863297041298	-0.0330935442490278	0.00643563866573075
Row.205_23337	0.00972195394692776	0.0191215204472439	-0.0119811333473935	0.00635200959206357	-0.00325307503328264	-0.0141364511443903	-0.00457372737068949	-0.0112678336286616	0.000629037502126835	-0.000997388867989312	-0.00624502063218639	-0.0195112379101994
Row.206_28863	0.0505422710110413	0.0710375974490977	0.0250355813977848	0.00316310512750692	-0.0140191838945826	-0.0580712781006601	0.131667850564502	-0.0730494067790282	-0.129789893647356	0.0594794925278591	-0.0170522958972012	0.0414299649974116
Row.209_20872	0.00685573999273734	0.0106153267639091	-0.0116591813061001	-0.0285325587346044	-0.0431490683618831	-0.0177324688193173	0.014791606454371	0.0422737179248288	-0.0449366888741796	0.0196252547579363	0.00964080706015173	0.00193429244295061
Row.210_12813	-0.0452444919978626	-0.0112941890392627	-0.0132036822617399	-0.0136311476866219	-0.0275684146545077	0.0224760889787631	-0.0266760063429252	-0.0618022832583061	-0.010525227533953	-0.0332040384384778	0.00605176632278411	-3.00927836268835e-05
Row.212_18231	0.0171035829538266	-0.00585580333497943	-0.0364517036908831	0.0232958538370255	0.0281082825402619	0.00415863638113722	0.00210857624242153	0.0210282302037728	0.0669463044222094	-0.0457297596423088	-0.0326457770149018	0.00309676379131896
Row.214_17445	0.00485047583338031	0.00266915038532081	0.0136979886753327	-0.00664756543220092	0.0104074724811074	0.00256337523587425	0.0326246723855236	-0.0113300107416704	-0.020717484089585	0.0136965054252525	0.00422714265906089	0.0359178646449677
Row.215_21121	0.0169604511474901	0.00380958347510217	-0.0150112902860198	0.0143732920755706	-0.021829109887217	-0.0205884076811947	0.0129622231009757	0.00712154867396456	0.00703509181055397	0.00514187071338222	-0.0123041566532409	-0.0260510061400515
Row.216_29076	-0.0238827215291769	-0.0141231659058216	0.0505166084456351	-0.0193385978065692	-0.00945249340528276	0.0235191301232605	-0.0269233669390636	0.0338649153893744	0.00576112125187064	-0.02843084209429	0.0235125317977909	-0.0216526880546366
Row.219_57076	0.0160602287527142	-0.0135917819388453	0.00401924302159598	-0.0384162894853779	0.0144883065639437	0.0348088091685931	-0.00172829193847809	-0.00373249216424167	0.00824494946750662	-0.0253023349179862	0.0122186524358803	-0.0222663795916925
Row.223_21385	0.0191125358202467	0.0517807404988283	-0.0210693627755976	-0.0115893924524643	-0.0133550391545542	-0.0616479264295438	0.0123838333148765	-0.0259278531861383	-0.000981646040787168	-0.0182813708952544	-0.0054259377183795	-0.0293044510210452
Row.224_1903	0.0414472253318535	-0.00661513507878056	-0.0108634982136059	-0.0113596855586175	0.0708531488665574	0.0681104807409512	0.00305378089457361	-0.00435075619298388	-0.0142937737304594	-0.00220970739545235	0.0026586661140955	-0.00382711572979118
Row.226_25567	0.0240422460516443	0.00302476654686357	0.0130630471009089	0.016881588933097	-0.0227888456437789	0.0194419628945109	-0.000412296921978189	0.0153932802464375	0.00113723088474763	-0.0042833421695434	-0.00963556034904232	0.00492111545230437
Row.233_33467	0.0119394356588926	0.017997760451784	-0.018085829359872	0.00174764567060557	-0.00578688242935195	0.0135654662093767	0.00969924718072868	-0.0142398253762851	0.000839118723654501	0.0241416837605395	0.0372911761063	0.00631162102869345
Row.236_19275	-0.023309262309858	0.00953171524880485	-0.0136214260637122	0.011525654376908	-0.00922133903548049	-0.000667714431904648	-0.00171303678152797	0.0127181675183587	-0.00396037861211453	-0.0189866968202073	0.00480160588129266	0.0418206216279284
Row.237_31991	-0.00765440410758753	0.0366875122458033	0.00583183912903744	-0.0227972709541709	0.0366213502147623	-0.032150834328561	0.0123845054647225	-0.0251691249610003	-0.0191438447690058	0.0550565684210563	0.0426810645720161	-0.0240597219933395
Row.239_22694	0.00965636547431342	0.0157706040584445	-0.0127030076134535	-0.016626688516663	-0.0237991795069785	0.00619046478614069	-0.00624833311073042	0.000385721625892669	0.00464779879889528	0.00301878602115944	-0.0125671578537598	-0.0134048732638784
Row.242_10527	-0.0139557869862953	0.000482578317314672	-0.0198519965319718	0.0218009070354841	0.0514357745100075	0.0516878391740875	-0.00923533257947971	0.00136007989049849	-0.0225589616873035	0.0049788455807133	-0.0488988677966521	-0.0157425544749521
Row.244_27133	0.00451803511472876	0.0410396405435232	0.0188264088901799	0.0245144725909956	0.026360281336994	-0.00504540879934035	-0.00408139367675511	-0.0280559579702633	0.0292905382363271	0.00378959964477308	-0.0436955050605494	-0.0317186291868854
Row.245_45261	0.0189714987105364	0.028181196454122	0.0453752870540909	0.0404164762317667	-0.0205702142711211	0.0589030615907359	0.0697876310157235	-0.00520307946506802	0.0121832311302846	0.00914794015503612	-0.0243603330307987	0.0276239060438275
Row.246_40293	0.0245223757935325	0.00515442588954068	0.0115598414221496	-0.00128369042847792	0.0309777980351541	-0.0173039262294311	-0.0123956922282466	0.012070270958084	-0.00552474945203158	-0.0452528817386547	0.0541643940068647	0.0253610393267901
Row.247_21605	0.00587023200423642	0.020955296820288	-0.0233659446380417	0.0105151140746772	-0.0154939395031031	-0.0300822064881887	0.0189637632691029	0.0115826677429281	0.00260649416998809	0.0406035840938316	0.0275446541064518	-0.00543098371787593
Row.248_1962	0.0231924269565245	-0.0432659136414412	-0.0367918544993715	-0.0256420778806791	0.0894396120269741	0.0697912600261459	-0.00227624808302336	-0.00532467478207074	-0.0195875471859579	-0.000922376485914355	-0.0336855809200232	-0.00496555615989726
Row.249_17703	-0.0644598758809132	0.00904414260614275	-0.00619961495309606	1.29365507978444e-05	-0.0187036144945104	-0.0129250114251848	-0.0137889760083586	0.0227651864175651	-0.00251577659274822	-0.00554595399447798	0.00161124650792559	0.0148495075956875
Row.250_20437	-0.00666123713643482	0.0158852809287997	-0.0183565875698159	-3.06902267195572e-05	-0.034002850496703	0.0155542770515917	0.0131161863472727	0.0150895903441524	0.0123293209477932	0.00889788762431971	0.0107576917851998	0.0273943136604792
Row.252_21192	-0.000738859337676499	0.0211364785602753	-0.0184902282374919	-0.00311647073579719	-0.0157467649849254	0.0128439916544164	0.00735270755417925	-0.00348553534841225	-0.00319814385055106	-0.002133018756271	-0.000663900440015978	0.0143925500494664
Row.254_12953	-0.0386624468434391	0.0511650157388122	0.00485636394340584	0.0222527745651836	0.0242204584051796	-0.0189473054305926	-0.033250844760836	0.005239711028006	0.0270473415277117	-0.0227713256774271	0.061702948926054	0.000548743316732242
Row.255_32302	-0.00592749482101334	0.030806858288867	0.0590234326887746	0.0298268129828151	-0.0548615735775397	0.0137606184013403	0.0254891845455067	0.0180480557948624	0.0286887526503403	0.00987159551834399	0.0385403163426133	-0.00657642541463861
Row.258_1329	0.024388769175657	-0.0414555530670846	0.0161666669608304	0.00332602740751516	-0.00654285165511095	-0.022536644315454	-0.00940651349798643	0.0169968557672298	0.00730837193282847	0.00626785562306915	0.0156668512926992	-0.00100290113840286
Row.261_30162	-0.00308323821808186	0.00904886606948741	0.0236384066394144	-0.00994110154094016	0.0284753536266597	0.0213406291584442	-0.00655650773555639	-0.000602955093587583	0.020866662400686	-0.0103676094648397	-0.0285101299387325	-0.0418256391396293
Row.262_27465	-0.0121995110097424	0.0322538363324183	0.0154487649646563	-0.0565735722704493	-0.017651789481109	0.0163586202700842	-0.00471523948816776	0.0522483629871983	0.0349939789682866	-5.1709622949395e-05	0.00142922448221114	-0.0213224850270118
Row.264_12080	-0.0526126461971753	-0.010929469015654	-0.03017227273307	-0.00527972029536015	0.00514119484941955	-0.0319014960584087	-0.00551628025205267	0.0230258364248821	-0.0157581524321285	-0.0237321212366859	-0.00682667578182301	0.0201874904092754
Row.267_17684	-0.0174940143622654	0.0105240304983935	-0.0147637696244208	0.0433126091396134	0.00627281972063806	-0.0119602804279066	-0.012338669534149	0.000544487997199543	0.000491986514522652	-0.00760393500414001	0.0109859456548148	-0.0354952178008573
Row.268_46383	0.00924508943979925	0.0228419312877872	0.052445310626961	-0.0162624455368511	0.059174847937046	-0.00715868599465602	-0.00380333299927712	0.0101256265803542	-0.0240423475093505	0.0024921819805189	-0.00534786630491758	-0.0406798106854347
Row.269_25976	0.0322062194560514	-0.00804110548360811	0.0115400037318545	-0.0186751778701476	-0.000964225457740675	0.0335272410053337	-0.0774196562691423	0.00635259641417583	-0.00209820571983739	0.0376983365280579	-0.0108177586232184	-0.0305316049224439
Row.272_60298	-0.020871422251124	0.0704801955580612	0.0339114471311032	0.0654698271709825	-0.0425247442535106	0.0396230891991756	0.0983640862660502	0.0451025377562107	-0.0316971896940499	0.0357991293732983	-0.0416674305063037	0.0260721550952875
