	Glucose	Glucose1	Glucose2	Glucose3	Glucose4	Glucose5	NoGlucose	NoGlucose1	NoGlucose2	NoGlucose3	NoGlucose4	NoGlucose5
Row.13_2268	22.1885601715735	21.5859985066455	22.8403631951289	20.623167596236	20.8354753833406	22.1223550351786	24.2314386797208	23.5271030914755	21.6660095402479	22.4123806868017	21.5632197703211	22.2004114898637
Row.14_3347	20.9025632399101	21.0320204322969	21.6829717323248	21.9022586500139	21.3592104037151	22.2978818751816	22.8280149224765	21.5937047581716	21.1838761504234	21.0280426672864	20.7106633106615	19.5090943485984
Row.15_113600	19.2774384724681	18.3300421690956	20.169492631288	19.2384506484419	18.8383299007348	19.3704498506007	18.4742156933393	20.1522345516977	18.2826768735339	19.1746211827901	20.2876541287246	20.2344729404307
Row.16_102899	20.266606120328	19.2998267262674	19.4417422205606	20.1117658222425	19.8323694654097	20.1183522700389	20.1252921569963	19.8142875929361	19.8507313866396	19.8778614996283	20.8201473085282	19.3035226883875
Row.17_4178	27.8579161846152	26.9563668254453	21.8065561835111	24.7769014011442	26.1349484952287	22.056198015186	25.9308668803288	21.8858717932859	24.9012450017322	27.4963333410324	26.485956521107	20.7279985180034
Row.18_119772	19.8761555792734	20.1628885808898	19.6526490382017	19.0442952509089	20.1522345516977	19.610124922079	20.9832548006039	20.2972705597852	20.9408210812553	21.7095712259933	19.7988642437249	19.537400882242
Row.19_30665	22.2819113930545	20.1663670176543	22.1701736321124	22.1993008063724	20.8146627779633	21.3160427543372	21.3048563047322	18.3300421690956	19.8778614996283	19.4207952873904	20.833191785815	21.0475439271634
Row.20_91658	22.2930017150444	22.4530390177376	22.2072355482951	22.652986617287	23.7700670837067	22.9909933158118	22.1535777073063	22.4452881372048	22.3122270554252	23.129003763318	22.4225148714294	22.4816500103629
Row.22_96984	23.5404948199843	23.8441429118844	23.04489131646	23.5538968354634	24.7896779195816	23.5365955939679	23.3309398396696	23.874425166815	24.228235175348	23.8005691894396	23.6976702324031	23.3012831292199
Row.24_3723	20.9408210812553	19.4207952873904	24.7896779195816	24.679394126417	20.2937262158192	25.7854475471336	23.253518166296	23.2034180290011	22.8390511476292	22.1282662515598	22.1655031745004	24.1721530374043
Row.25_114699	21.6370261157841	22.0828523516752	21.8735177198451	21.4851198923949	20.9144155725105	23.1054530078741	21.6621021422859	22.0762558946903	21.9898068684606	22.4287903948058	20.9898706824252	22.0040108728586
Row.26_85151	22.0516120333639	22.6204891195692	21.9081952238505	21.7580294800414	22.652986617287	22.6792231872917	21.1483333148577	21.8084017704984	21.9488261861961	21.7384128394512	22.0309041793665	21.7463533965244
Row.27_119532	20.9494258046425	21.1511437373994	20.5327051050723	21.0591741269704	20.411127404987	21.362664834084	21.4503982117739	21.0424089811567	21.2557331275099	21.8084017704984	21.2393393213626	20.7511144157345
Row.29_55011	20.3819803198593	20.2774832014299	20.3302798355505	20.8940410190771	20.6776904488363	20.477736371209	20.1464401981832	19.9986077502517	20.0207324755908	20.3666839134314	19.7456768876033	20.4183593175899
Row.30_109319	21.7512520646752	22.1701736321124	21.6267820798741	21.6003832810862	21.4025866118552	19.6439746146657	23.0507812121359	22.3260532111575	22.3607590662954	22.8390511476292	23.4456793883877	21.7769973503542
Row.31_101272	22.390136960638	23.6423418387445	22.3019780444149	22.5395154794362	24.6978863880536	23.6423418387445	23.0626501674225	23.4777912878054	23.3309398396696	23.219899970219	24.0342037266081	22.853934869744
Row.32_73678	22.6838156078647	20.6776904488363	22.6702617730925	22.8346703845633	21.1636269893719	21.0132375144127	21.4008889871059	21.4599434196076	20.9367483020178	20.8235141005664	21.1483333148577	22.129308704433
Row.33_64550	27.4206179442746	26.8579345114771	27.0559241797403	27.3344776873383	27.5859622019898	27.9699119249944	25.7385806409572	26.8579345114771	25.9404129412521	26.1349484952287	26.1796571605876	26.699492410015
Row.34_3252	23.6403381143087	22.6414918553054	25.8918519383436	23.5995724825177	22.7705721396883	25.398425780414	24.7435074328094	24.3897806642509	24.1417425983466	23.8119223570402	22.8219130873031	25.2084565195723
Row.35_15162	21.6644191767116	23.7052608235295	21.8102347535098	24.1530919115201	24.2834784991394	24.7605400725265	22.2464654452295	21.6675351057811	21.4311973302822	21.1185274627082	22.9071554219264	21.9375299030726
Row.36_66829	20.6390786185714	20.8536298391252	20.9959341649455	23.7478723136741	23.1859754743457	23.393772088973	21.5519278331112	21.3432564261146	21.2899305712082	20.7816453764234	20.2294133721036	21.1207068715773
Row.37_92938	21.4961665195041	21.4359858999263	20.8940410190771	21.2557331275099	22.6988873721555	21.9728040342469	21.1502611729367	22.8364705691247	23.1682522428059	22.388362709134	21.6174628879751	21.7481982529311
Row.38_59680	21.3432564261146	21.21270539016	21.1808925780436	21.3561319244379	21.0873285623324	21.3765809989278	20.8612276533082	20.7442943075337	19.7954159457899	20.6531616054572	20.9981099008768	21.1757231510308
Row.39_108919	19.6784981454174	20.2294133721036	19.962630310757	20.7483184592545	21.3208091661627	20.195634325151	20.7483184592545	20.4290977262531	20.833191785815	20.9144155725105	21.2777587061251	20.1393105113734
Row.40_3197	22.706257670379	22.3949729064689	23.5945918489452	22.1874411887837	22.8184829344326	23.574698315102	24.4666372774457	23.7819420230673	23.9947526090067	23.1556689350829	22.5169525092835	23.0983141546614
Row.41_2497	21.3578689616991	23.8944016761174	24.5616492467269	22.8245497421455	22.9909933158118	25.1595479576375	24.0486187552045	24.2198743664401	24.4106744241636	23.1889477156031	23.7321057760158	24.4517735795856
Row.42_87287	24.7047996385427	24.5270815933983	24.0412799924475	24.3897806642509	24.4106744241636	24.7085780731411	24.1506639016121	24.6940293455838	24.1608893746163	24.1918081612954	23.9633811184287	23.9755331103885
Row.43_58090	21.8718269915999	22.158998674321	22.5551149908643	22.7328511740342	22.2210500927929	22.3186616744663	21.4715564403424	21.3048563047322	22.1701736321124	22.1767113871507	21.478403471213	21.9081952238505
Row.44_97447	21.0873285623324	22.0693731257903	21.2940417605171	21.6820271808325	22.5506566009962	21.8316915334951	21.7565784334495	22.0477631593367	22.5346952290627	22.5551149908643	22.5880539644662	21.9814401929895
Row.45_97432	21.3048563047322	21.9924642504649	21.3616418802722	21.6216978362105	22.1917446343162	21.9744342196757	21.524927358994	21.9356898459827	21.8735177198451	22.3514878667916	22.0012524014665	21.5600577175957
Row.46_69539	21.2963584763003	19.8577962111583	19.8292563713339	20.0991074235718	19.728688262752	19.3420318239343	20.3709626533295	20.8536298391252	20.6904821702731	19.292932000575	18.822792309843	20.2373686572224
Row.47_80710	24.5371473665661	24.3955739088318	24.0267848987487	24.551257880124	23.9633811184287	23.6944658612457	24.2353732769332	23.9423763807462	23.8005691894396	23.9822269432819	23.6256718475187	24.1772001661889
Row.48_98585	25.8262871297686	26.3287901968518	25.5550567305361	25.7775852479605	27.016097413523	25.0358878370189	25.7775852479605	26.3694691292899	26.4278702035858	25.7687665608442	26.1113719099164	25.4542326374137
Row.49_49646	20.5515016212145	20.2057666158292	19.9902046201568	20.5446979442506	20.3181172786454	17.7496092509174	19.1509713394811	20.5201751762447	20.1141972950946	18.1912851237446	20.3436662969059	20.0620217111875
Row.50_2637	24.6940293455838	23.385245957053	24.310781431016	24.9074289599069	24.1857622394729	24.9913033242109	24.6206511601618	24.0859864168165	24.3498777809724	24.4329307943076	23.5159105794189	23.8781095683923
Row.51_98778	22.056198015186	22.5046717778256	22.0326285871784	22.3709601458199	21.1532065928329	19.2205409294395	21.3208091661627	22.4168075378627	22.7085922799967	22.8346703845633	22.9751915172512	22.373600636578
Row.52_86394	21.1119925484761	23.005316544279	20.5749927021261	20.3797526538684	21.9252944446577	22.7439054570563	22.4597741510528	22.160852347525	22.4106965835786	23.3571064580991	21.5749274711314	22.7653799258284
Row.53_99756	22.1121293393943	21.5410471735063	21.9252944446577	21.4083195272419	21.3450609704834	21.3034061138342	22.853934869744	22.067449904887	22.1001938929691	21.6370261157841	22.1073311651145	21.7546811362764
Row.54_64590	22.0240192408805	21.7593523737538	20.2057666158292	20.0620217111875	22.2916255434518	26.699492410015	20.2163645236941	20.2294133721036	19.4417422205606	19.3474688011435	20.4918322895525	21.1603004109422
Row.55_80107	22.1974158486616	22.502333558837	22.4399665715958	22.2666159538563	19.8398162994237	20.4838913135872	22.9358729166298	21.6587367114271	22.225940028989	21.037721438079	21.3660918456927	22.4106965835786
Row.57_93209	21.4008889871059	22.1562571521511	21.219140554981	21.8415924061153	22.3662531540436	22.2222276774139	22.502333558837	22.5700664732868	22.7505277538137	22.1338098673408	21.6621021422859	21.2027136914845
Row.58_3737	21.718465004127	20.1880583610965	22.2150112913247	20.8960141297415	21.6243438069829	21.7775706086974	22.8335528441772	22.6653489632643	22.8206996631089	21.8670320956967	22.0774826027502	22.1052433968077
Row.59_70017	23.8408978802487	20.9918913962382	23.5271030914755	23.7832797318054	24.2124632963878	24.0728482044901	22.5618646085699	24.9700110328785	23.2791319069124	23.3226527940767	23.1556689350829	20.9424304778163
Row.60_56721	21.1910272488198	20.6414946666539	21.4101004231349	21.3616418802722	23.7545274665364	23.6152296095526	20.2694481683977	20.6105164476236	18.8500566291808	20.2083797121373	19.7954159457899	20.411127404987
Row.61_85008	22.3531462365862	22.4659084086146	22.2506469985053	22.6683328559812	22.3103806833743	22.0040108728586	22.7735272521031	22.2110735223532	22.1012501314914	22.4894009947073	22.3916602844332	21.8532553990195
Row.62_73214	24.6420034678195	23.8877348864703	24.9398174769159	24.9192935360111	24.0757944225708	24.2834784991394	23.8944016761174	23.9583849786769	23.9844086162106	24.0594831029046	24.379168968949	24.7246520976083
Row.63_2211	22.2018116577847	21.6763554598787	23.1381309288595	22.3303266363675	22.8403631951289	23.391813862031	23.5271030914755	22.9838399571881	23.2710980693455	22.1562571521511	21.7781438670407	22.5225182228676
Row.65_132640	22.4764753786451	22.6221829104669	21.8894409203057	21.9938731414157	22.7599015440943	24.0305925519661	21.8718269915999	21.8635231194398	22.9706866568544	22.2998402128777	22.583536152373	22.5368438805537
Row.66_2110	23.574698315102	22.8490055712685	24.7769014011442	24.4825762460368	24.254402198652	25.125333441688	25.9085975158564	24.8067285897268	25.1113282807676	23.8907240191516	23.1859754743457	24.1829874010126
Row.67_103944	21.3377532628894	21.2899305712082	20.9297292633914	21.4492373010238	21.7719739093596	20.9832548006039	21.4101004231349	21.6022323641549	21.4138917266528	21.3532088510746	22.171899754278	21.2940417605171
Row.68_109901	23.7792753229039	24.0412799924475	23.4391793219506	24.2413509684993	24.8557997097177	24.837255226028	24.1685058199993	24.9488684507754	24.7435074328094	24.5371473665661	24.712486003809	23.9882652685411
Row.69_119631	21.7565784334495	21.7580294800414	21.4048325803324	21.4477482814209	22.8089582849897	22.1675634508748	23.1191885306972	23.393772088973	23.3178344523126	22.9909933158118	21.2557331275099	21.9318238670032
Row.70_100102	21.182522346426	21.4285769086794	21.1838761504234	21.3289344908774	21.6542688636097	21.0552020936104	22.0485643346663	22.7964218749326	22.5202420003893	22.0940964678016	22.5181522975843	21.7228468043326
Row.71_78578	24.0040947802531	24.3069595036902	24.2691192978947	24.5039454553377	23.3249588239749	23.0589692088697	23.8119223570402	23.8119223570402	22.815218050772	23.7545274665364	23.2300978872842	24.238921288454
Row.72_2276	23.253518166296	23.1404163731845	24.387129208693	24.0075077007853	23.6460567697279	24.5878201828891	24.3986559890042	23.5061843921159	24.1829874010126	23.253518166296	22.9382310409398	23.8539980378693
Row.73_62173	20.7337526578735	20.2344729404307	21.1132253387665	20.8826032041481	20.4064189425811	20.489890484834	21.3714111226784	20.6643399003505	20.2358549205928	20.6691982996101	20.4338807137333	20.8826032041481
Row.74_110713	21.7364047175355	21.7112559231811	21.7848781380988	21.9097298010342	22.2061286837413	22.9100528057439	22.4429989725409	22.0828523516752	23.4015779129247	23.04489131646	23.1656692641366	22.0873788155882
Row.75_4516	23.1889477156031	22.3646107385366	21.7143605918646	23.5769921220872	22.0952009208797	21.9639696153758	23.7978821824833	22.5527784496761	23.6529964602109	24.1685058199993	24.4134828339088	18.532841205678
Row.76_74265	22.3476771010037	21.5800291105605	22.3775754172145	22.6876193891987	21.7143605918646	22.0940964678016	23.0261336430178	21.362664834084	21.7063378981528	21.9744342196757	22.0477631593367	22.0403522205142
Row.77_85051	21.8065561835111	22.3662531540436	22.7038317081867	22.4479003140673	22.5949001276525	19.6203714969205	21.0883963839171	21.2645300427145	22.0418204360545	21.8878429327896	24.5774339421398	22.0894235644375
Row.78_111522	20.5998852087401	21.4534736573021	19.2998267262674	20.1345252260306	21.2268592518906	21.7706380092539	22.3260532111575	22.3161413272121	23.1596445006561	21.6567331634468	22.5506566009962	22.0110952312797
Row.79_115808	21.0108809452722	20.4463787399955	21.0442918604709	20.8004743598967	22.0195041379261	22.2706896515804	18.2367095373459	18.7574217176912	19.3704498506007	22.2447381472811	20.5854725210197	20.7667136440419
Row.80_3474	22.2061286837413	21.6115436407787	23.2369600030658	21.7859474344402	22.0744170269223	22.7870874115684	23.8278935478094	23.2600788631794	23.6256718475187	22.8245497421455	22.3324648223095	23.1122893628741
Row.81_74672	23.1320151909767	24.8817250051383	24.1379303958302	22.9050193683972	20.984665590226	19.9427932429086	19.6670332528227	20.3436662969059	20.031518306018	21.8016988418916	24.3592667147845	23.583042525975
Row.83_93643	21.1368037873489	21.8799125434546	23.903837992842	21.219140554981	24.1005560418793	21.8977167663935	23.1122893628741	22.8722711523094	20.9237803637027	21.0534181581681	20.6917047747393	20.5854725210197
Row.84_60058	21.1946602435942	21.0873285623324	21.1717428740462	21.1267218206882	20.5294219676708	21.530424439505	21.7859474344402	21.0258515934713	20.8285881374269	21.0569573697723	20.2774832014299	20.3302798355505
Row.85_124142	22.6378453419596	22.5700664732868	21.9275464896223	22.1655031745004	22.8069241775059	22.5527784496761	23.2816849547467	23.5480496971406	25.0598351052536	23.5404948199843	23.1838689044673	22.9706866568544
Row.86_127219	21.3679441177688	21.6514377066598	21.0132375144127	21.3180954019539	21.8683815858064	22.6727010988414	21.9898068684606	22.1163429330303	22.3036398082116	23.9239510209781	22.9464147693391	22.1246688513151
Row.87_72313	21.3357717207644	20.1367616042499	22.9269532198905	22.7735272521031	20.6828335248568	21.2477503701928	22.1993008063724	21.1788431574276	21.3592104037151	21.9516023381647	19.7238398773573	21.3509345883196
Row.88_77498	22.6356091975917	22.0795284219006	21.8718269915999	21.3208091661627	20.0822139220597	18.4494461508033	21.5498447651385	21.7425744687138	22.7155485134105	20.1522345516977	21.0728114136991	21.0636061377504
Row.89_68774	22.1731507645855	21.3844563527157	21.6908879986173	22.3646107385366	20.7359205699086	20.8201473085282	22.6150770755563	22.5250219557741	22.2930017150444	21.3660918456927	20.6851827871307	22.0577255095239
Row.90_67527	24.1608893746163	23.6079726126232	23.1596445006561	22.9594623430435	23.7792753229039	23.8581817042276	23.1349033266304	23.0626501674225	22.3709601458199	23.192455097807	23.3226527940767	24.366717195598
Row.91_119577	20.3834385795643	20.195634325151	18.8500566291808	19.5090943485984	19.7456768876033	21.0649752317374	19.9986077502517	21.3903528608242	19.1289010955303	21.1502611729367	19.6041935412595	20.6583603736696
Row.92_5311	22.7020012914598	23.0240394130211	20.2448412685999	23.0589692088697	21.4773572572638	21.3532088510746	21.143081598772	18.959549726964	20.5870078913505	22.2110735223532	22.1917446343162	18.7282791799027
Row.94_54476	18.6391153742867	23.334515043494	21.2175367641694	19.6895534590461	21.2777587061251	19.8241983178642	19.6839612449669	19.1087141755855	20.5714214554714	22.9817972863749	18.1912851237446	19.5689053471107
Row.95_43165	20.0207324755908	21.5600577175957	22.7566585654137	20.3966005944263	23.7228040553271	22.6506420853772	20.5327051050723	19.2864655957397	19.3135827649478	20.0620217111875	19.4535103519389	21.5983520707633
Row.96_72941	23.9269603491874	23.1122893628741	24.1880033640469	24.238921288454	23.1838689044673	23.6976702324031	23.6585065578457	23.5848207893812	23.8305359036844	23.6079726126232	23.253518166296	24.0594831029046
Row.97_86153	20.9069266786371	21.5112767038539	20.9123617104462	21.4454916848902	20.4838913135872	21.8894409203057	19.4972878080689	19.9407690981152	20.5588781561907	21.7867731356013	19.4022991748072	19.0442952509089
Row.98_59161	19.6153691322095	19.7816891983144	21.0836045881099	20.498168265932	21.8193750409276	23.129003763318	21.6370261157841	20.4726686496311	20.0178431163075	19.958951388016	19.537400882242	21.9456594421321
Row.99_83534	22.8184829344326	22.4106965835786	22.1917446343162	22.7038317081867	21.6829717323248	19.9505783092191	21.0948267163859	21.6872167287825	21.941721403717	21.0049063021088	21.9996475945962	22.067449904887
Row.100_64073	23.3334257979514	23.0772308639522	21.9982883972882	20.9884772345401	17.963104649602	19.137716070715	21.8084017704984	22.6876193891987	23.2551219526876	21.0728114136991	21.7063378981528	21.8997448716155
Row.101_61352	21.7546811362764	20.6321095775049	21.3786889655302	23.9239510209781	20.3526160526111	21.4904513571469	20.8039322273041	20.4665502635154	20.2373686572224	19.7681420993461	19.9542503519473	22.0220714643874
Row.102_102119	21.0132375144127	20.3966005944263	21.0649752317374	20.5588781561907	20.7932158945629	18.6635411224415	20.6885318882355	20.6795129697331	21.3903528608242	21.4503982117739	22.0920094968053	19.7954159457899
Row.103_72767	21.2074888911817	20.5130120155338	21.437167041405	20.7834584294227	19.9427932429086	20.76312444085	21.5326179472789	20.8787344745567	21.2027136914845	20.9596977574853	21.2268592518906	21.4559304675503
Row.104_87693	23.1191885306972	22.9358729166298	22.7155485134105	22.6414918553054	22.9382310409398	23.1533086737654	22.0988842413347	22.5114531837777	21.8193750409276	22.1381632288815	22.8245497421455	22.5046717778256
Row.105_54316	21.7925337989357	22.6258371875404	22.5576918601761	21.3413584909753	22.1675634508748	22.6988873721555	22.9416537362159	20.5236603438649	23.3677096746431	22.4274365398269	20.7466936126147	21.0320204322969
Row.106_100212	22.7888516115215	22.4939565928039	21.7837016791844	22.0133387850979	21.7095712259933	22.0092574041096	22.1106302039881	23.1703220043457	22.9214133154985	22.472229271641	23.6613233980546	22.86107283102
Row.107_83761	21.9172837180216	21.7837016791844	22.3236708281337	22.2135275720836	21.6232936488583	21.1889764753263	21.7112559231811	21.2453250221165	21.0649752317374	22.0744170269223	21.1502611729367	21.2826548361921
Row.108_93359	29.9333643270814	29.9333643270814	24.1212180472796	24.1103417310917	27.2831600844803	26.1909239203565	31.9978950982043	32.5125797811991	32.5125797811991	31.9978950982043	29.569846593623	30.6424520359445
Row.109_4888	21.8799125434546	21.9516023381647	19.8241983178642	22.7383097076901	21.7022199667994	21.9716744038583	19.8241983178642	21.4048325803324	21.0852381591433	21.5527772997806	20.1762873965458	18.0419714147504
Row.111_69505	21.1532065928329	20.876250958223	20.8039322273041	20.3086887745235	21.2573845323287	21.692913918057	19.8292563713339	19.7732238266195	20.4338807137333	19.9081010832867	20.2605901338803	21.9775603554913
Row.112_76926	20.5749927021261	20.1779838342156	20.7551606702306	21.5859985066455	19.2998267262674	21.173406336886	20.488101161253	18.6391153742867	18.8383299007348	20.411127404987	21.7425744687138	20.6864432662205
Row.113_58444	20.7511144157345	19.3420318239343	21.6603036009618	21.0827409241207	19.1584905136516	20.5675108110083	20.4600486552218	20.620456912527	20.0019967529612	19.0317885995719	18.8945028487103	20.620456912527
Row.114_51714	20.8905086510939	21.1095483603865	19.9812395977189	21.0242920123547	19.8545244823394	20.496034164745	19.0442952509089	20.2083797121373	19.2038353182926	17.6486396004238	19.6439746146657	19.8398162994237
Row.115_29422	20.1367616042499	20.5854725210197	18.9238537401726	21.1603004109422	20.1023519330636	21.1910272488198	19.993083778617	19.1935465311913	19.2485521698394	18.5601370678657	20.0653194680709	19.2435617288528
Row.117_54420	20.0281725123718	21.9081952238505	20.5221387096652	22.0309041793665	21.5508834970165	21.5698182867718	21.752404589495	20.4789883101614	20.2513416522356	19.9470143470376	21.2857789332518	20.6786017092847
Row.118_109517	21.7425744687138	22.0158132658553	21.4426087632581	21.8532553990195	22.3161413272121	22.4429989725409	21.9298234257516	22.395886145063	22.6245025690147	22.6245025690147	23.2750609913318	22.1417392397148
Row.119_66925	21.9333443283575	21.5487349889106	21.3139230798109	21.1107670237863	21.6267820798741	20.8494903692098	21.5094249232205	21.7925337989357	21.5078994456974	20.9884772345401	21.2899305712082	22.5092772814574
Row.120_83735	23.8982264211793	24.0903940765244	24.0666732859206	24.208182766844	23.9372053807346	23.75934690232	23.6256718475187	23.6256718475187	23.9755331103885	24.1139836115543	23.5848207893812	22.4989453671826
Row.121_81318	20.5714214554714	19.6784981454174	20.4532209159579	21.0676448728436	20.3105206668618	19.904709226472	20.5854725210197	19.4022991748072	19.8761555792734	19.8864327118048	19.2571478373069	20.0855838508841
Row.122_58913	21.9397907776052	20.6454990172012	19.8358395957962	20.7897563801851	20.5446979442506	21.8590686746337	19.2435617288528	20.9993450816419	19.8292563713339	19.8577962111583	20.2737234557637	20.048756220151
Row.123_99178	20.1980374520212	22.381504757566	22.1089367935773	23.0167513745265	26.1422346550964	24.4210830992975	21.3263489037765	20.9959341649455	20.341583289684	21.1246967224568	22.563935716543	21.3679441177688
Row.124_107513	29.3534178873589	28.3293709817884	29.569846593623	29.1943827464582	30.2985381519874	29.4217032706853	29.9333643270814	30.2985381519874	30.4493021136516	30.4493021136516	31.060804917642	29.4217032706853
Row.125_2548	23.5848207893812	22.794656936344	24.2636189757189	23.7881878958879	23.7632186490359	24.254402198652	24.7769014011442	23.8907240191516	24.3635131548589	23.1811988632168	22.9681118345096	23.8581817042276
Row.126_78827	22.1767113871507	19.7238398773573	21.5859985066455	20.4136662458259	20.4820882546757	19.5689053471107	21.2233387306298	20.4755319240625	21.0442918604709	19.6439746146657	20.9712639856408	20.3774265568043
Row.127_130978	20.7106633106615	23.7759782728776	23.8907240191516	23.7867073519063	24.208182766844	20.1367616042499	23.01548106378	22.9358729166298	22.4625884411991	22.1246688513151	22.9817972863749	22.8293625617429
Row.128_111193	23.7832797318054	21.9011533273768	22.9214133154985	23.2710980693455	19.916246098619	22.3843908701764	23.7832797318054	22.4659084086146	24.4606014558646	24.2880415743863	25.3081260623284	23.7545274665364
Row.129_68623	22.0283632520395	21.3472224863167	21.8442267398259	21.9851282082321	20.9682866531816	21.4492373010238	20.5998852087401	21.2477503701928	20.5350972547289	20.8056374885354	20.9634203587736	21.7112559231811
Row.130_114173	19.728688262752	22.8390511476292	19.3704498506007	18.7711371535679	22.5901281870412	18.959549726964	20.0739615022561	19.8545244823394	20.498168265932	19.9960270591297	18.8716083093787	19.51394218753
Row.131_117714	20.3748001574678	20.9634203587736	19.7019694029898	19.2571478373069	20.6917047747393	20.8905086510939	19.9505783092191	20.7301155375767	20.6474036401364	21.0873285623324	20.3004316639179	20.3394739943637
Row.132_124588	20.2906554255143	21.2393393213626	19.2038353182926	18.959549726964	20.1762873965458	21.954919724525	19.636946576322	20.9189905246901	20.9123617104462	20.8787344745567	21.5600577175957	20.95799437412
Row.133_3740	22.7248450231355	23.7792753229039	26.3978497415909	23.3093346791068	22.4669581646066	21.3969779592103	27.1236609277791	27.0559241797403	26.3593301021337	25.8649567368363	24.9596356283524	26.76252939857
Row.134_76273	22.560581775219	22.7705721396883	23.2945209151301	22.2447381472811	21.5859985066455	20.7816453764234	21.5937047581716	21.3844563527157	22.5949001276525	22.381504757566	22.2612376111866	22.2798580224378
Row.135_70280	20.5411195152702	21.1150264344462	21.2074888911817	22.2852695197215	20.7834584294227	22.1267454128749	22.042876216638	20.0786294191223	20.5327051050723	20.3302798355505	21.2489727499247	22.2682598001932
Row.136_90436	24.3321317784602	24.217495286041	24.1445594130461	24.441449932424	24.5414125937861	23.9269603491874	23.8493913232517	24.1250546621032	24.6658833589645	24.5921738063603	24.45696963054	23.9457049406295
Row.137_2971	25.3293771040469	24.7435074328094	23.7176590670223	25.9682601598015	22.2965283847637	23.3718885839483	24.2729597686307	23.2893201348444	22.4274365398269	24.6159379564198	24.9163056244797	23.4553181528706
Row.138_140691	20.8259547455336	21.7755206219074	20.0459382687717	20.6971603609032	21.941721403717	21.1095483603865	20.6864432662205	19.7921319047229	21.3509345883196	21.8204412286161	21.6820271808325	21.833049852728
Row.139_86393	26.2497100764249	25.5617667540934	25.641399190846	26.1019151411577	25.6938524946527	26.0108453095019	25.0950230787339	25.4161494610829	25.65850276785	25.398425780414	24.9353743310282	24.9781592801141
Row.140_74057	22.1747035988428	20.5088779031312	22.235671771255	24.0342037266081	22.2706896515804	21.4981140451735	23.2300978872842	22.2852695197215	22.0438613596948	21.7282091291388	22.6823801773559	21.196418382066
Row.141_3062	22.7748084031421	22.5551149908643	23.5604676175483	23.9346248063943	22.9429337261797	23.8101028485991	24.6037039163045	23.75934690232	24.208182766844	23.0079209818081	22.6506420853772	23.0772308639522
Row.142_115387	23.14722182227	21.0242920123547	21.2696684962513	21.0913316734672	23.0101957857397	23.0959377346449	19.4723593865267	24.2353732769332	20.411127404987	21.6156139447361	20.6141768700444	19.6203714969205
Row.144_136944	19.7019694029898	18.7711371535679	19.1087141755855	21.5112767038539	20.3302798355505	22.1861228702045	21.6022323641549	20.3470417968229	20.9993450816419	20.3224831227125	20.9749525368557	23.808373220671
Row.145_106067	21.3844563527157	20.8396613390836	20.2163645236941	21.2175367641694	20.6502212416437	18.7046152021561	19.3420318239343	20.1050063201465	20.0281725123718	21.2857789332518	21.5698182867718	20.71550875713
Row.146_101692	25.8439233146553	26.1422346550964	25.0598351052536	25.6276679166401	24.0175984398957	25.6362658750732	25.8366320006716	26.5305432330919	26.4215980573552	26.3287901968518	27.0885222942353	26.4278702035858
