feature_identifier	mz	mummichogID_hsa_mfn
Row.647_5772	216.099327991809	C00475,C05711,C09640,CE4890
Row.649_2358	209.114518115381	
Row.650_70808	285.166717096839	
Row.651_3712	140.903273686041	C00023,C14818,C14819
Row.652_83882	366.167519116612	
Row.653_42943	528.24858871143	C03642
Row.654_58754	343.172625467415	
Row.655_98381	273.109533287053	C16582,C16584
Row.656_2718	265.213523086839	
Row.657_102104	287.088878492141	C14854,C14854
Row.658_112508	197.151114679113	
Row.659_56146	283.187453030344	C02567
Row.660_3146	158.057432591206	C02505,C02558
Row.661_82864	357.188657629155	C01674
Row.662_96181	423.141469774212	C05560
Row.663_65231	327.13137473313	C05399
Row.664_121394	651.221535598004	
Row.665_2542	223.130044187944	
Row.666_61139	189.088320504346	C00179,C01149,C11924
Row.667_90451	209.11454290835	
Row.668_90128	311.182632224472	
Row.669_81207	237.109409263617	CE2061
Row.670_117254	305.20867452587	C05139,C05294,C14497,C18045,C18075,CE1356,CE1358,C00280,C04707,C06439,andrstndn
Row.671_4167	480.746901960184	
Row.672_2758	436.782586060193	
Row.673_51979	335.182559179173	C03958,CE5525
Row.674_45046	511.252919205868	
Row.675_67523	288.120276805262	C06350
Row.676_97576	335.182787779124	C03958,CE5525
Row.679_3537	530.652832349772	
Row.680_40635	406.161729844319	
Row.681_3974	141.052064249948	
Row.682_82937	197.150994635662	
Row.683_74482	247.106865633106	C04148,C05642
Row.684_62476	298.104642227552	C16612,C16612
Row.685_63802	369.237675004241	C01530
Row.686_50699	274.179488280569	
Row.687_126116	313.234968051216	C04717,C14827,C14765,CE5526,CE5527
Row.688_3003	287.161598504017	C05298,C05300,CE2180,CE5249,CE5250,CE5253,CE5254
Row.689_55336	313.161900669919	
Row.690_68170	174.09109064908	C06212,C06526,CE6205
Row.691_127927	544.338067587981	
Row.692_5361	684.689764140076	
Row.693_98885	111.041886855133	C00246
Row.694_3671	556.671879211474	
Row.695_118422	513.340087924707	
Row.696_71574	202.179823979927	
Row.697_96371	259.093920149033	
Row.698_56624	497.200787263036	
Row.699_70664	249.145737109535	C00449
Row.700_86021	209.150872453168	C00449
Row.701_76048	257.171944582058	
Row.702_81310	183.135381773855	C01387
Row.704_109188	224.163109067582	CE2890,C14153
Row.705_78854	236.126231582709	C04692
Row.706_132469	379.281976845157	C13856
Row.707_116309	329.229881502148	C04785,C16321,CE5528
Row.708_21871	199.057424158618	C00233,C00671,C03465,C06102
Row.709_2372	233.056965939234	C00669,C05640
Row.711_83967	241.177123876661	C00750
Row.713_66146	301.198296449942	
Row.714_119472	249.109723548346	
Row.715_3618	522.713875438887	
Row.716_77285	379.162269719732	C01007,C00390
Row.717_108856	293.208554739687	C00390,C04785,C05470,C05471,C05474,C05489,C16321,CE5528
Row.718_15947	268.103700901602	C00212,C00330,C01136
Row.719_85165	174.09121591458	C06212,C06526,CE6205
Row.721_134798	463.277424321853	
Row.724_79039	199.072443264019	C00299
Row.725_116813	336.251302256859	
Row.726_64410	299.146027881141	
Row.727_114869	239.16170210356	
Row.728_104521	231.135517447331	C00449
Row.729_97281	215.104109577506	C00214,C00756,C03415
Row.730_96799	295.236959517642	
Row.731_103629	253.190789217406	C07073
Row.732_122060	281.060572185887	C01096
Row.733_133343	439.266479749139	5adtststeroneglc,C11135,C11136,ahandrostanglc,andrstrnglc
Row.734_81716	176.106907115127	C00475,C05711,C09640,CE4890
Row.735_129330	489.340211623609	CE5790
Row.736_122646	223.166763742538	C02679
Row.737_99805	275.125186756443	
Row.738_102232	257.172200524678	
Row.739_88839	311.146265870091	
Row.740_82932	409.18309428972	
Row.741_71645	247.093658022801	C00120,C00120,C16635,C00526
Row.742_68583	235.142501248483	
Row.743_128502	265.227262054384	ocdcea,vacc
Row.744_106451	263.104120500154	C00120
Row.745_73248	307.200579659639	C00376,C02110,C16681,CE5575,CE5589,retinal-11-cis,retinal-cis-9
Row.746_103104	305.17226687363	C05298,C05300,CE1343,CE2180,CE5249,CE5250,CE5253,CE5254,CE5723
Row.747_65941	289.10427457059	C14852,C14852
Row.748_118556	275.173533939915	CE5795
Row.749_3059	670.519927247767	
Row.750_114448	167.154212590736	CE1936
Row.751_134188	306.242350783523	
Row.752_106649	234.148099962587	C16560
Row.753_109960	153.138581956508	C03793,CE5627
Row.754_69011	353.193343694566	
Row.755_2284	199.093877261576	C16014,C06114
Row.756_68763	295.141559929067	
Row.757_118459	305.172277553901	C05298,C05300,CE1343,CE2180,CE5249,CE5250,CE5253,CE5254,CE5723
Row.758_2237	181.083208629145	
Row.759_86144	299.109901079491	C05839
Row.760_103965	353.157151657218	C01674,CE2102
Row.762_105304	296.125642096717	
Row.763_89896	370.147162328304	C00718,C05796
Row.766_1373	131.08142425299	C00439
Row.767_97650	221.114746508843	C01239,C00964,C02452,C02759,C03263,C05768,C11409
Row.768_90124	255.156291621412	
Row.769_90318	185.057061063312	C01107,C02373,C06205
Row.770_99804	338.136083610182	C04540,C04540,C05202
Row.771_75900	278.211054029872	
Row.772_110618	305.114765927377	C04079,C14852
Row.773_52113	467.26254107581	5adtststeroneglc,C11135,C11136,ahandrostanglc,andrstrnglc
Row.774_52565	580.311003891533	
Row.775_81712	425.251155944501	CE5708
Row.776_124573	445.313901822022	C01747,CE2890
Row.777_2475	157.083341063718	
Row.778_2240	191.067617834739	C05829,C06459
Row.779_33230	379.181786400666	C00353,C11356
Row.780_62600	339.141510205278	
Row.781_116485	453.167682010655	C04776
Row.782_68156	287.173236909479	C06424
Row.783_51331	356.194237581142	CE2566,CE2567,CE4876,CE4990,CE5178,CE5304,CE5349,CE5721,CE6508,CE7080,CE7083,CE7084,CE7091,CE7097
Row.784_83975	282.167559592832	
Row.785_45715	609.310086093584	C03428
Row.786_72952	317.193488438627	
Row.787_103427	231.06261156025	C06205
Row.788_131397	273.146158087425	
Row.789_109519	245.078292364679	C00299
Row.790_89383	189.088381992388	C00179,C01149,C11924
Row.791_114280	359.219245359966	C16546,C00523,C00959,C02165,C03917,C04295,C04373,C04685,C04686,C04849,C05293,C05356,C05965,C05966,C14781,C14813
Row.792_112310	789.468594051711	
Row.794_2647	317.114744533041	C00921,C00921
Row.795_108370	248.104477436971	
Row.798_2506	185.041812122685	C00141
Row.799_62604	317.193618130009	
Row.800_76714	313.125411659037	
Row.801_106056	283.187853283961	C02567
Row.802_104045	233.057179141871	C00669,C05640
Row.803_2687	379.281570840197	C13856
Row.804_82026	294.16761670914	C03428
Row.805_2171	124.073300810058	C12455
Row.806_87956	280.188702206852	C16659,C16659
Row.807_91238	373.219943945696	
Row.808_89975	285.203350378921	
Row.810_100169	263.173220326781	
Row.812_114631	488.274636112803	CE5798,C05462,C05466
Row.813_3087	255.156384363257	
Row.814_124603	283.237875971179	
Row.815_2361	240.859295935319	
Row.816_39834	541.2833861024	C00486,C16641
Row.817_102699	227.104030847597	C00931,C00328,C05647,C16582,C16584
Row.818_98171	338.193658940875	
Row.819_71896	227.067401379262	C00475,C05711,C00299,C02909,C05844,C08261,C14089
Row.820_71146	319.15140543985	C02999,CE6185
Row.821_2342	293.150651898443	C00468,CE5818
Row.822_62203	393.187577452904	C05504
Row.824_117952	359.25550594793	CE5707
Row.825_58849	285.13031293566	
Row.826_79441	207.148908664807	C16561
Row.827_114744	311.219214964468	C04785,C07163,C16321,CE5528
Row.828_63536	293.184230945597	C00255
Row.829_104460	251.049960117219	C00627,C01817,C16551
Row.830_86966	200.104221647394	C06114,C00475,C00881,C05711
Row.831_134043	361.19016017195	CE5791,C02075,C06428,CE5013,CE5932
Row.832_86946	285.203260910624	
Row.833_63588	269.126548072494	
Row.834_3583	227.139921069834	
Row.835_73176	448.243610247227	C06124,CE5703,CE5704
Row.836_42947	656.355737698679	
Row.837_80145	243.206426649738	
Row.838_97210	297.203470058304	C05956,C05962,C06424
Row.839_44362	635.2530222657	
Row.840_65980	208.13049211013	
Row.841_64653	290.135947899911	C04540
Row.842_36230	579.226353053298	
Row.843_1972	153.088334963184	CE4995
Row.844_2546	127.036571892487	C00207,C00479,C00989,C01089,C01188,C03197,C05984,C06001
Row.845_71598	240.195358342767	
Row.846_92633	367.136093396712	
Row.847_2366	243.135192756696	
Row.848_67282	233.078068138408	C00062,C00792,C02325
Row.849_124356	349.141122660422	
Row.851_42129	307.079794806901	C11945,C11946,C01225,C05643,CE2119
Row.854_41256	528.278475620808	CE2751
Row.855_41382	509.220281960167	
Row.856_108146	211.166888812652	
Row.857_66513	546.244379382639	
Row.858_65164	349.161854774416	
Row.860_88573	257.114469108943	C07501,C15522,thbpt4acam
Row.861_64643	305.099202153912	C14853,C14853
Row.862_120780	137.057245462167	
Row.863_137260	544.337902799246	
Row.864_62836	300.194616475699	
Row.865_98165	289.177236896692	C05141,C05301,CE2179,hestratriol,C00468,C00762,C01780
Row.866_2769	245.078144849814	C00299
Row.867_1250	104.107251649238	C00114,C00123,C00407
Row.868_125663	435.212122807908	C05476
Row.869_66592	282.168314647907	
Row.870_129792	401.287468338476	
Row.871_101694	310.177828166001	CE5140
Row.872_3638	316.776096380896	
Row.873_68249	604.335878108452	
Row.874_3180	436.687704019268	
Row.875_58016	519.241164180376	
Row.877_3255	432.693529654731	
Row.878_98169	233.114718031074	C03415
Row.879_111141	235.166752845651	
Row.880_92705	210.146646198541	
Row.881_72692	258.109908722608	C00670
Row.882_66656	347.182530743026	CE2054,CE5976
Row.883_101718	269.208605590432	
Row.884_62749	486.186413879277	
Row.885_112524	269.172135411669	C02679
Row.886_84613	185.057013387501	C01107,C02373,C06205
Row.887_67468	258.109925653922	C00670
Row.888_101286	341.172537790189	C00951,CE1343
Row.889_94750	499.230201950209	C11061
Row.891_86669	205.119666705347	C00449,C00521,C03415,C06078,C06099,C06306
Row.892_2012	185.057032506254	C01107,C02373,C06205
Row.893_74179	372.179568944797	C02838,C05552
Row.894_104414	657.326190007574	
Row.895_2272	289.176919346149	C05141,C05301
Row.896_81004	299.219057404055	C05963
Row.897_143598	244.205998514352	
Row.898_110341	737.331176077275	
Row.899_60314	245.114458698727	C01893,C00931,C01246
Row.900_30505	534.763832549776	
Row.901_78111	265.152337107033	C16608
Row.903_56943	290.136060313257	C04540
Row.904_2332	165.088325032618	C00064,C00819,C05100
Row.905_75886	249.072990562228	C00590,C05933
Row.906_103862	223.16670657645	C02679
Row.907_64199	475.21470610445	
Row.908_2367	217.046750630912	C00085,C00092,C00103,C00275,C00446,C00636,C00668,C01094,C01096,C01097,C01171,C01172,C01177,C02965,C02976,C02985,C03546,C03735,C03862,C04006,C05345,C06103,CE3075
Row.909_82801	254.144098823909	C00468
Row.910_110365	263.17312675858	
Row.911_111087	247.130373194979	C00921
Row.912_1321	74.0969270517171	C00183,C00431,C00719,C12455
Row.913_116355	370.29521032363	C00836
Row.914_35427	415.101034364456	C00255
Row.915_102509	307.151589381092	C05791,CE2102
Row.917_3343	183.099002377361	
Row.918_117525	269.172134220572	C02679
Row.919_59257	553.319360286963	
Row.920_134419	317.11496346053	C00921,C00921
Row.921_44284	525.287928172076	
Row.922_57117	364.173007273357	
Row.923_110695	244.2269917873	C02567,C02838
Row.924_98668	233.151186767983	CE1938,C00449
Row.925_76640	229.083137522044	C00526,C06423
Row.926_13097	145.037189772661	C00153,C00940,C05572
Row.927_27659	533.201258390299	C05504
Row.928_9927	169.09462534678	C00047,CE2705,CE5236,CE6511
Row.929_108062	269.208526564871	
Row.930_41830	325.090281892528	C01262
Row.931_62962	249.072945584157	C00590,C05933,C14803,C14804,C14805,C14806
Row.933_2592	142.947866388244	C07294,C14843,C14845,C14846
Row.934_89977	206.117327059212	
Row.935_55356	270.109696423976	
Row.936_43618	451.251026872878	
Row.937_86095	575.231669421671	
Row.939_88640	296.183055144819	
Row.940_79023	251.125057762188	C03415
Row.941_80017	228.099174518068	C00881,C16420
Row.942_73170	201.05178874315	C01107,C02985,C14784
Row.944_135819	503.35586165662	
Row.945_2390	241.155823003274	
Row.946_76338	120.080810136153	C00079,C00483,C01183,C02735,CE2172,CE6205
Row.947_50727	469.278394081007	CE5798
Row.948_108130	268.18897843339	
Row.950_87467	288.156756292161	C05202
Row.951_118997	245.151208531063	
Row.952_101746	282.204177210148	
Row.953_72734	283.141942687661	
Row.954_103743	371.240693157633	C05963,CE0955,CE5945,CE6232,C00427,C00584,C00696,C01312,C02198,C04654,C04671,C04853,C06314,C06315
Row.955_120255	315.120394956618	C00921
Row.957_42350	523.236664995504	C00923,C00924,CE5240,CE5242,CE5244
Row.958_36837	656.285962141477	C05769,C05770
Row.959_2576	217.155830901385	CE1928
Row.960_62301	651.28452733727	
Row.961_2307	238.862183901468	
Row.962_83673	318.24251649835	CE5946
Row.963_2392	169.046874802404	C01031,C06006
Row.964_79799	233.114525592407	C03415
Row.965_104160	462.259595647323	
Row.966_2799	629.192574930165	
Row.967_73258	241.094432854466	C15522,thbpt4acam,C00294,C00978,C01762,CE2152,CE5626
Row.968_90495	267.156373296767	CE2102
Row.969_94367	252.193243754268	
Row.970_86888	204.138086099478	
Row.971_55755	317.193638382304	
Row.973_2645	261.109393518777	C00214,C03626
Row.974_87128	211.166637236362	
Row.975_3082	183.062534426158	C03078
Row.976_2316	161.093471930171	C00526,C03415
Row.977_95424	231.098930360304	C04376
Row.978_88980	576.326303429466	
Row.980_109239	377.219378831067	C05480,CE2211
Row.981_127374	287.197793158692	C00280,andrstndn,C05139,C05294,C14497,C18045,C18075,CE1356,CE1358
Row.982_3664	536.692388616784	
Row.983_68816	201.088242512683	C00299,C00526
Row.985_119705	261.088519306505	C04537
Row.986_83910	225.145776951668	
Row.987_48800	347.204207114027	C05490,C05490,CE1349,CE1349
Row.988_88153	295.130325603038	C04079
Row.989_3501	235.130091044328	
Row.990_74594	298.104680839061	C16612,C16612
Row.992_119901	263.198123933953	C05953,C05954,C05955,C05957,CE5535,CE5537,CE5925,CE5928
Row.993_72473	196.132811322573	
Row.994_87325	359.204416866917	
Row.995_113120	309.239958984535	C00427,C00517,C00523,C00584,C00639,C00696,C00959,C01312,C02165,C02198,C03917,C04295,C04373,C04654,C04671,C04685,C04686,C04741,C04843,C04849,C04853,C05293,C05356,C05959,C05965,C05966,C06314,C06315,C14781,C14782,C14813,C14814
Row.996_113667	310.126002877099	
Row.997_102199	227.16169419274	
Row.998_87812	166.119911124613	
Row.999_127203	289.177275258086	C05141,C05301,CE2179,hestratriol,C00468,C00762,C01780
Row.1000_42564	493.2253858844	
Row.1001_3141	490.652110768737	
Row.1002_89985	254.136296736485	C04692
Row.1003_46775	625.268756486421	
Row.1004_119319	331.151671813101	
Row.1005_123216	391.151546327413	C04555
Row.1006_2471	249.182287457755	
Row.1007_26471	301.151879086208	C05399
Row.1008_104539	441.131213133234	
Row.1009_93571	279.206115706861	C00517
Row.1010_107820	211.180359362202	
Row.1011_107587	245.078242756134	C00299
Row.1012_81230	325.162013920655	
Row.1014_42905	407.22533115009	
Row.1015_79662	294.205137100007	
Row.1016_130860	537.340156012164	
Row.1017_131109	493.313833823854	
Row.1018_98596	281.172150479333	
Row.1019_85045	280.13068854872	C05202
Row.1020_130586	437.206613530342	
Row.1021_57690	275.124988811178	
Row.1022_85182	236.162091106044	
Row.1023_124617	371.240659930024	C05963,CE0955,CE5945,CE6232,C00427,C00584,C00696,C01312,C02198,C04654,C04671,C04853,C06314,C06315
Row.1024_89364	209.150975869545	C00449
Row.1025_43131	484.731489737714	
Row.1027_93774	173.104727038	C05122,C15516,C16548,C05933,C16362
Row.1028_92036	345.202875807298	C05490,C16548,CE1349,C00735,C01124,C03413,C05469,C05473,C16300
Row.1029_6741	172.036809856816	C00555,C02637,C05578,C06055,C12215,CE4888
Row.1031_76272	223.09367602314	
Row.1033_57210	493.261511831489	
Row.1035_65686	841.367142758054	
Row.1036_125173	331.187977285148	CE1343,CE5848,CE5947,CE7109,CE7110
Row.1037_113995	257.114624334696	C07501,C15522,thbpt4acam
Row.1038_33397	611.252983734228	CE5790
Row.1039_2716	229.155556364443	
Row.1040_110487	304.188655728158	
Row.1041_120812	266.173239905823	C16660
Row.1042_2125	291.265490709381	C05480,CE2211,CE5072
Row.1043_128558	277.119844832256	C01449,C04079
Row.1044_75021	465.212453737707	C05504,C11133,estroneglc
Row.1045_2642	239.124926781443	C01239
Row.1046_105338	340.136677506986	C04692
Row.1047_111601	429.282718512698	C05951
Row.1049_114157	251.211606871041	
Row.1050_120228	359.24046106959	CE5787
Row.1051_54942	402.190521732448	C00101
Row.1052_92609	325.162083901271	
Row.1053_111786	359.219237939213	C16546,C00523,C00959,C02165,C03917,C04295,C04373,C04685,C04686,C04849,C05293,C05356,C05965,C05966,C14781,C14813
Row.1054_39515	634.332913441998	
Row.1055_90966	289.176986231224	C05141,C05301,CE2179,hestratriol,C00468,C00762,C01780
Row.1056_2414	109.026177333921	C00055
Row.1057_65091	270.109602005658	
Row.1058_82628	287.088747926534	C14854,C14854
Row.1059_65585	205.059652415396	C00127,C00248
Row.1060_2377	175.109213621776	C00437,C00214,C00964,C01239,C02452,C02759,C11409
Row.1062_119827	331.187939881993	CE1343,CE5848,CE5947,CE7109,CE7110
Row.1063_120456	452.225814697916	
Row.1064_66688	272.125346018611	
Row.1065_121896	337.075109927021	C00294
Row.1066_99068	296.162213384604	C05791
Row.1067_98853	267.192947585993	
Row.1068_108610	150.12771807326	C09640,CE4890
Row.1069_100319	287.173125618203	C06424
Row.1070_39024	521.256855597884	
Row.1071_89184	251.161513951221	CE1938
Row.1072_76720	266.172521314759	C16660,C16660
Row.1073_102644	257.114628427973	C07501,C15522,thbpt4acam
Row.1074_118721	217.094719476308	C01601,C01762
Row.1075_104155	310.177853726511	CE5140
Row.1077_119974	283.151539737331	
Row.1078_53612	259.142751969631	C02679
Row.1079_142398	530.358677017693	
Row.1080_58469	302.135804019353	
Row.1081_115540	255.135307810763	
Row.1082_117275	176.143277456163	
Row.1083_51912	639.284320857329	CE5531,CE6235,CE6242,CE6243
Row.1084_63949	275.173510304226	CE5795
Row.1085_111476	263.104237757544	C00120
Row.1086_79635	201.088316375934	C00299,C00526
Row.1087_117837	223.166764913283	C02679
Row.1088_3641	272.794264973788	
Row.1089_99587	230.211293214131	
Row.1090_76422	265.18891930741	
Row.1091_63216	216.062792694421	C01233,C00123,C00352,C00407,C06377,C12214,C16587,C16595
Row.1092_72788	230.116253831245	
Row.1093_104399	309.130751539975	
Row.1094_81846	214.179791967397	C05452
Row.1097_118879	451.173240548956	CE5947
Row.1098_79590	264.15695211502	
Row.1099_83530	263.161467496682	
Row.1100_47640	566.331903281657	
Row.1101_108633	558.317807317003	C02166,clpndcrn,dcsptn1crn
Row.1102_120339	283.224251444715	C00639,C04741,C04785,C04843,C05959,C14782,C14814,C16321,CE5528
Row.1103_119467	337.234911258008	C00959,C02165,C04685,C04686,C04849,C05356,C05965,C05966,C14781,C14813,CE2445,CE2446,CE2449,CE5179,CE5343,CE5815,CE5944,CE6240,CE6246,CE6251,CE6474,CE7096,CE7172,C00639,C00909,C04741,C04843,C05470,C05471,C05474,C05489,C05959,C14782,C14814,CE4987,CE4988,CE5350,CE5352,CE6230
Row.1104_69978	297.166732857708	C02999
Row.1105_3031	748.510422212654	
Row.1106_129994	357.261102278485	C14772,C14773,C14774,C14775
Row.1107_62856	264.195336908141	
Row.1108_107516	432.237733149916	
Row.1109_72740	323.125193475004	C04079
Row.1110_79716	293.135586339122	C02999
Row.1111_78782	358.147005182832	
Row.1112_70850	311.218900220821	C04785,C07163,C16321,CE5528
Row.1113_85203	211.072601148926	C00881,C00526
Row.1114_101508	322.236995408509	
Row.1116_70497	251.161380992856	CE1938
Row.1117_86641	309.086135524106	C14852
Row.1118_65777	221.126632739788	C05952,C04148,C05642,C05643,CE2119
Row.1120_129172	321.18211073289	
Row.1122_102957	241.029232425806	C00491,C14847,C14848
Row.1123_71446	275.088569435926	
Row.1124_3224	564.58526638468	
Row.1125_103577	248.163617923481	
Row.1126_59430	361.219592422532	
Row.1127_115659	193.119903441152	C00437,C01239
Row.1128_3742	342.799744420818	
Row.1129_131501	361.234896545264	C14772,C14773,C14774,C14775,CE2209
Row.1130_95628	233.10474445282	
Row.1131_95766	210.088742146295	C00386,C06486,C16420,C00881,C02325,chtn
Row.1132_99921	180.135711584999	
Row.1133_2109	259.166446327208	
Row.1134_102325	298.178265184846	
Row.1135_120786	167.104227071512	CE5848,CE7109,CE7110,C04785,C06423,C16321,CE5528
Row.1136_62741	254.173791882781	
Row.1137_124110	343.22437689815	CE5787,C02797,C02940,C03836,C04742,C04805,C14748,C14749,C14768,C14769,C14770,C14771,C14778,C14779,CE5016
Row.1138_96331	283.187761180702	C02567
Row.1139_106995	300.157095387458	C05176,C06174
Row.1140_122468	289.119798831438	
Row.1141_81707	257.135435753115	
Row.1142_114009	266.123254285941	C04148,C05642,C00270
Row.1143_117713	539.2104471131	C00923,C00924
Row.1145_74769	225.159269409867	C16561,CE1936
Row.1146_96908	228.136995751283	C05176,C06174
Row.1148_2055	111.041808568628	C00246
Row.1149_2287	219.135238250909	
Row.1150_86056	284.125503521448	
Row.1151_97480	282.131088226488	
Row.1152_100078	373.198548419723	C04707,C05139,C05294,C06439,C14497,C18045,C18075,CE1356,CE1358
Row.1153_88329	219.146588122991	
Row.1154_81958	292.226721642246	
Row.1155_69387	268.15218964243	C04540
Row.1156_108136	299.219189499794	C05963
Row.1157_93214	499.230143730075	C11061
Row.1158_54958	537.25134559177	C00500
Row.1159_85052	340.224830200613	C16661,CE1447,CE2056,CE3554,CE5533,CE5534,CE5926,CE5930,CE5946
Row.1160_98450	275.067722434385	
Row.1161_2598	251.161296944394	CE1938
Row.1163_98923	211.072759866151	C00881,C00526,C05844
Row.1164_111061	448.280140703958	
Row.1165_124111	387.271779596492	
Row.1166_108752	267.193011601232	
Row.1167_71447	225.109290732304	CE2006,CE6506
Row.1168_94233	351.177849523549	
Row.1169_92402	411.162468761844	C00445
Row.1170_98856	249.157221169493	
Row.1171_75116	314.136153596269	
Row.1172_89434	200.06797097801	C00255,C00318,CE1918,CE5629
Row.1173_98695	325.198647879462	C03413
Row.1174_32599	453.230726017787	
Row.1175_11870	306.080820477	C00387,C00835,C03684
Row.1176_61095	305.147543320306	
Row.1178_5440	155.078702034959	C00077,C00515,C01602,C03943
Row.1179_92390	381.188093397692	C01674,C03958,CE5140,CE5525
Row.1180_78936	341.193578619987	
Row.1181_2155	189.088323078009	C00179,C01149,C11924
Row.1182_77504	274.141012948856	C04692
Row.1183_100667	381.167170752641	
Row.1184_114502	336.251212597475	
Row.1185_115596	365.172515133835	C03958,C03958,CE5140,CE5525
Row.1186_97105	199.072742997336	C00299
Row.1187_57689	511.17998129603	CE5994
Row.1188_135965	771.487362209823	
Row.1189_129331	757.472550768843	
Row.1190_109146	270.205930245999	C02838
Row.1191_3207	157.0469202346	C00246,C01801,C05649,CE0520
Row.1192_2318	257.187090002387	
Row.1193_98701	380.146844015391	
Row.1194_2242	167.103974311442	CE5848,CE7109,CE7110,C04785,C06423,C16321,CE5528
Row.1195_2547	233.078155016074	C00062,C00792,C02325
Row.1196_61629	174.091094595303	C06212,C06526,CE6205
Row.1197_91327	275.06759593665	
Row.1198_61502	213.145841747568	
Row.1199_63229	277.104170437527	
Row.1200_43634	669.294135638782	
Row.1201_73382	252.158997417333	
Row.1202_2463	274.838734370535	
Row.1203_99588	252.193689301648	C02838
Row.1204_111418	237.146020267215	
Row.1205_103418	342.101632745241	
Row.1206_115168	269.17221496738	C02679
Row.1207_109297	351.156698412745	
Row.1208_99731	266.172898644846	C16660,C16660
Row.1209_86922	230.151916191552	
Row.1210_96837	279.120073599724	
Row.1211_101279	236.162179945217	
Row.1212_70219	443.167248613633	C00440
Row.1213_127330	349.060002613548	
Row.1214_95540	276.157489212556	C01416
Row.1215_2721	195.098938251468	CE5947
Row.1216_65078	475.214716074877	
Row.1217_115925	238.12024056661	
Row.1218_2441	413.265963560203	CE5850
Row.1219_119630	323.255679270854	C00219,C05472,C05476,CE5707
Row.1220_2689	361.234550199685	C14772,C14773,C14774,C14775,CE2209
Row.1221_23850	611.279621859525	
Row.1222_81425	254.172773811232	
Row.1223_63591	277.190164033711	
Row.1225_115509	307.224300160897	C00427,C00535,C00584,C00674,C00696,C01227,C01312,C02198,C03772,C04654,C04671,C04707,C04853,C05953,C05954,C05955,C05957,C06314,C06315,C06439,CE5535,CE5537,CE5925,CE5928,dhea
Row.1226_50529	329.156697576764	
Row.1227_94749	277.083295306147	
Row.1228_109690	227.104192828158	C00931,C00328,C05647,C16582,C16584
Row.1229_98525	294.109829778096	C14180
Row.1230_81032	324.157170391453	C07344
Row.1231_43845	455.262658517897	
Row.1232_66091	291.119900449875	
Row.1233_104121	222.14642866105	
Row.1234_118226	425.287507555213	
Row.1235_98773	260.221874242908	C02838
Row.1236_54334	449.234947870227	
Row.1237_32822	438.713850316449	
Row.1238_80996	240.157214732316	
Row.1239_11166	291.069699275555	C01169,C14796,C14797,C14798,C00294,C03415,CE5626
Row.1240_46174	709.338654616548	
Row.1241_34036	215.125062270968	
Row.1242_68248	282.109630116959	
Row.1243_100540	247.178405715012	
Row.1244_82580	295.151246808724	C00449
Row.1245_85374	300.193406120822	
Row.1247_83619	314.23199727861	
Row.1248_46597	354.193290680287	
Row.1249_76602	251.125027166634	C03415
Row.1250_112772	261.088407175046	C04537
Row.1251_130028	373.235008465907	C05963,C07108,CE5847,C00219,C05476
Row.1252_87673	222.110346214563	C12448,CE2065,egme
Row.1253_95585	273.109472348897	C16582,C16584
Row.1254_97641	392.240756068391	
Row.1255_106405	257.150976231037	CE5251,CE5252,CE5255,CE5256
Row.1256_83149	425.156774250744	
Row.1257_2415	229.140786432702	
Row.1258_3081	253.213372414763	
Row.1259_100730	313.23487772716	C04717,C14827,C14765,CE5526,CE5527
Row.1260_61987	300.120361249959	C04540
Row.1261_101512	271.187790037002	C02838
Row.1262_94736	261.109414029227	C00214,C03626
Row.1263_114536	425.136166479483	
Row.1265_107860	295.224209907714	C14765,CE5526,CE5527,C04717,C05472,C14827,C16300
Row.1266_2281	231.062504900754	C06205
Row.1267_3662	318.773104134672	
Row.1268_2477	690.552123121363	
Row.1269_93655	223.143719363994	C03406
Row.1270_54798	419.225083588518	
Row.1271_105367	253.029178083803	
Row.1272_76054	223.130109857157	
Row.1273_2309	253.140712928774	
Row.1274_62283	287.14603045855	C01516,C16576,CE5251,CE5251,CE5252,CE5252,CE5255,CE5255,CE5256,CE5256
Row.1275_77162	260.164124358475	C01416
Row.1277_136635	683.435788864252	
Row.1278_73452	229.13106073524	C04441,C16561
Row.1279_125885	198.127715870712	
Row.1280_89531	287.088791019721	C14854,C14854
Row.1281_76799	203.067557051938	C00590,C03078
Row.1283_112598	252.157287572393	
Row.1284_109199	303.099146870082	C14853,C14854
Row.1286_132189	268.226915840597	
Row.1287_110404	381.167316307702	
Row.1288_67371	339.190871833623	C16677,C16679,C16680
Row.1289_73252	247.093725661743	C00120,C00120,C16635,C00526
Row.1290_65036	254.116911546836	
Row.1291_70579	283.187545539718	C02567
Row.1292_99087	339.054186797526	C01185,C01185
Row.1293_86315	227.067499817711	C00475,C05711,C00299,C02909,C05844,C08261,C14089
Row.1294_2724	155.103980108729	
Row.1295_79862	203.067597878793	C00590,C03078
Row.1297_104126	271.130374994451	C00921
Row.1298_77420	198.148578226243	
Row.1299_70845	309.203287293625	
Row.1300_87874	229.119726100513	CE3481
Row.1301_70636	313.161803578191	
Row.1302_83195	330.187172918307	
Row.1303_56623	302.099456386522	pcrn
Row.1304_99743	243.135529279378	
Row.1305_3908	335.291739005121	C01607,C06425,C13856
Row.1307_114811	267.044882490899	C05584
Row.1309_2439	203.067475732748	C00590,C03078
Row.1310_129165	549.340348447103	
Row.1311_108262	209.151189526321	C00449
Row.1312_82211	238.141912222682	
