feature_identifier	mz	mummichogID_hsa_mfn
Row.1313_57338	651.284567136329	
Row.1314_62281	285.157490777879	C01079,CE5795
Row.1315_2648	201.073109514814	C01817,C06103
Row.1316_28789	409.204253159582	
Row.1317_82709	299.182600215347	
Row.1318_89266	503.282700615281	CE2858
Row.1319_76172	394.162277562605	
Row.1321_4036	302.828947716238	
Row.1323_76628	270.109731662286	CE2065
Row.1324_106034	425.1365424335	
Row.1325_92981	299.08781132995	C01262
Row.1326_74666	254.114802544436	
Row.1327_113986	255.098970086685	C07535,C07535,C16582,C16584,C02406,C02700,C03150,C04874,C15605
Row.1328_2393	315.192740434567	CE5653,C00762,C01780,C04707,C06439
Row.1329_90868	268.188211234593	
Row.1330_57352	303.169186288952	CE5795,CE5845,C00718,C05796,C07073
Row.1331_82724	385.220008052304	CE3554,CE5946,CE5947
Row.1332_45056	499.252401667784	
Row.1333_100113	409.162012062952	
Row.1334_84629	247.093869412323	C00120,C16635,C00526
Row.1335_72207	224.161789268053	
Row.1336_101509	265.104432982774	
Row.1337_59737	333.166642580963	
Row.1338_69832	288.157283116852	C05202
Row.1339_73781	201.088281578204	C00299,C00526
Row.1340_84394	249.14583533269	C00449
Row.1341_72231	221.125782829096	
Row.1342_89052	273.109419706832	C16582,C16584
Row.1343_73454	185.05695474338	C01107,C02373,C06205
Row.1344_99927	288.19451825671	
Row.1345_94409	298.104595054816	C16612,C16612
Row.1346_2064	201.051812421818	C01107,C02985,C14784
Row.1347_60797	381.188254585488	C01674,C03958,CE5140,CE5525
Row.1348_3058	714.57916642977	
Row.1349_106834	462.259339089812	
Row.1350_81619	178.122426443165	
Row.1351_2839	203.052374527343	C05983,C00031,C00095,C00124,C00137,C00159,C00221,C00247,C00267,C00293,C00738,C00795,C00936,C00962,C00984,C01582,C01801,C02336,C05649,C07480,C13747,CE0520
Row.1352_2325	177.051885286264	C00438,C00337
Row.1353_27218	208.094133749681	
Row.1354_109497	317.135931788874	CE2102
Row.1355_68126	462.222488987654	
Row.1357_98212	369.22500536868	C05956,C05962,CE1447,CE2056,CE5533,CE5534,CE5926,CE5930,C04707,C06439,CE0955,CE5945,CE6232
Row.1358_87213	215.049743674755	C00669
Row.1359_77615	225.109328474937	CE2006,CE6506
Row.1360_115081	244.22701972703	C02567,C02838
Row.1361_68045	299.146056732729	
Row.1362_2239	233.150855264611	CE1938,C00449
Row.1363_128863	365.136001936115	CE3140
Row.1364_2688	129.052129022082	
Row.1365_76305	321.166941243404	C02999
Row.1366_75640	267.192863871667	
Row.1367_118876	490.290828214095	
Row.1368_101532	251.04997252595	C00627,C01817,C16551
Row.1369_88571	211.093766579162	C16604,C08261
Row.1370_117386	174.127655598645	
Row.1371_108316	243.099127465159	C00214,C00921,C01601,C03227,C05651
Row.1373_124179	347.183002408679	CE2054,CE5976
Row.1374_119646	283.224234278919	C00639,C04741,C04785,C04843,C05959,C14782,C14814,C16321,CE5528
Row.1375_106258	238.120371385402	
Row.1376_98274	242.115337675349	C06350
Row.1377_100822	263.103937827486	C00120
Row.1378_74448	271.178046086948	
Row.1379_45572	420.177372965209	
Row.1380_91647	306.942868801695	
Row.1381_101419	425.157278683915	
Row.1382_94009	211.180257749404	
Row.1383_85543	234.146908084012	C16560
Row.1384_118633	487.324244002788	
Row.1385_86058	197.11458833159	C05963
Row.1386_96551	208.169378469417	
Row.1387_88955	243.14677481839	C05839
Row.1388_93363	197.15087704236	
Row.1389_80199	219.146608983519	
Row.1390_144376	253.213807076317	
Row.1391_98926	293.221258554933	
Row.1392_90292	244.094379943718	C00475,C05711
Row.1393_67001	223.093619096569	
Row.1394_104137	241.177259790022	C00750
Row.1395_129902	669.420115392951	
Row.1397_78319	276.195335780149	
Row.1398_76089	205.133243765195	C01598,C05643,CE2119
Row.1399_116354	244.094486880124	C00475,C05711
Row.1400_101108	180.135667870045	
Row.1401_100294	225.159604799591	C16561,CE1936
Row.1402_74213	196.073041958335	C12205
Row.1403_2278	123.041681995199	C00299
Row.1404_80459	288.156779991242	C05202
Row.1405_111095	240.137889124409	C01516,C16576
Row.1406_70989	186.088570205668	C16396
Row.1407_105350	264.135678698279	C05176,C06174
Row.1408_68615	296.183856996715	
Row.1409_61151	224.161716039652	
Row.1410_3825	116.107092697575	C00318,C03087
Row.1411_87336	285.166837258364	
Row.1412_115991	395.146741933081	
Row.1413_95513	241.177163799821	C00750
Row.1414_106220	165.138574709784	
Row.1415_121811	341.193625595202	
Row.1416_9911	96.0423600195703	C00534,C01888,C02229,C05665
Row.1417_59270	274.179588511161	
Row.1418_65944	241.176966381986	C00750
Row.1419_88030	237.145837413193	
Row.1420_100295	209.114651165799	
Row.1421_3782	284.840978737302	
Row.1422_70138	252.121350958945	
Row.1423_81464	263.17358991317	
Row.1424_2747	235.166581856689	
Row.1425_87883	266.174407018034	C16660
Row.1426_76045	290.136009461425	C04540
Row.1427_89312	336.141538532767	C04540
Row.1428_3447	332.750036705031	
Row.1429_30137	602.30299032788	
Row.1431_123557	297.253568984933	
Row.1432_110795	329.229866962513	C04785,C16321,CE5528
Row.1434_2581	285.145747428318	CE5251,CE5252,CE5255,CE5256,C02679
Row.1435_105736	269.135676982579	
Row.1436_132211	291.22932785535	C00523,C03917,C04295,C04373,C05293,C00619,C00909,C00959,C01034,C02165,C04685,C04686,C04849,C05356,C05953,C05954,C05955,C05957,C05965,C05966,C14781,C14813,CE5535,CE5537,CE5925,CE5928
Row.1437_71179	248.126471066749	CE7087
Row.1438_63629	357.101003916335	
Row.1440_61400	249.145784359408	C00449
Row.1441_97761	254.136574246568	C04692
Row.1442_2364	189.051795778768	C00601,C05581
Row.1443_5194	140.068059488075	C01449,C00183,C00431,C00719
Row.1444_63140	281.183819294832	C07572
Row.1445_40982	582.327025332274	
Row.1446_109775	398.266672051388	CE4878,C06124
Row.1447_36386	497.256410635581	
Row.1448_91687	200.10675793682	C05588
Row.1449_89347	281.172022859495	
Row.1450_119568	288.120499433388	C06350
Row.1451_109114	277.140910057981	C00449
Row.1452_78135	261.10938024062	C00214,C03626
Row.1453_116092	193.169937613328	
Row.1454_47120	365.181630345257	
Row.1455_98717	456.142041888233	
Row.1456_71993	192.137971952385	
Row.1457_105371	315.156703669202	
Row.1458_89559	409.173107594401	C04707,C06439,C07344
Row.1459_1767	90.0917231238781	C00183,C00318,C00431,C00719
Row.1460_40777	493.225195886261	
Row.1461_128554	297.203369516213	C05956,C05962,C06424
Row.1462_96903	369.224961634908	C05956,C05962,CE1447,CE2056,CE5533,CE5534,CE5926,CE5930,C04707,C06439,CE0955,CE5945,CE6232
Row.1463_107186	310.177658271329	CE5140
Row.1464_78844	257.17193539599	
Row.1465_76169	247.09374929011	C00120,C16635,C00526
Row.1466_2282	149.093523428249	C01239
Row.1467_94769	360.274089463367	
Row.1468_125372	329.208614254263	C02140,C05470,C05471,C05474,C05477,C05488,C05489,C05497,CE1347
Row.1469_104663	158.096390983741	C06213,C09640,CE4890
Row.1470_49226	469.242154641565	C01246
Row.1471_94603	313.198252769395	
Row.1472_46178	412.208990081802	
Row.1473_102375	266.209400026118	
Row.1474_76310	195.135289845198	
Row.1475_9418	190.012505386016	C00065,C00097,C00242,C00740,C03722,C05379
Row.1476_5762	112.037074858425	C00041,C00099,C00133,C00213
Row.1477_2386	305.244731988608	C00219,C00473,C00712,C00899,C01712,C04518,C05138,C05475,C05476,C05478,C05485,C05487,C18038,CE1754,CE5590,retinol-cis-11,retinol-cis-13
Row.1478_113232	425.136130348035	
Row.1479_82458	195.135337997267	
Row.1480_108290	269.222137106176	
Row.1481_49398	507.240942182159	
Row.1482_88848	232.132351679542	C01416
Row.1483_87441	227.103854670066	C00931,C00328,C05647,C16582,C16584
Row.1484_2435	211.130134205082	
Row.1485_111206	569.101038222609	
Row.1486_82852	556.05801304372	
Row.1487_84011	651.357649991139	
Row.1488_111812	463.209572086821	CE5708
Row.1489_128137	709.472551881582	
Row.1490_111633	271.166562579685	C05141,C05301,CE2179,hestratriol
Row.1491_84630	259.105099106656	C06212
Row.1492_103123	319.15169641215	C02999,CE6185
Row.1493_124091	190.158992422314	
Row.1495_95800	209.151076991631	C00449
Row.1496_90449	340.13655431838	C04692
Row.1497_117170	269.208610028275	
Row.1498_59344	262.179623029881	
Row.1499_112404	245.151064324126	
Row.1500_53968	594.28980638699	CE5531,CE6235,CE6242,CE6243,CE7086
Row.1501_51719	199.130237043416	C00756
Row.1502_71512	245.114459473644	C01893,C00931,C01246
Row.1503_129564	461.287747568773	C02528,C04483,C15517
Row.1504_66852	337.161978654361	CE6185,C02999
Row.1505_41046	303.120176464066	C00500
Row.1506_69206	302.135825498997	
Row.1507_49448	367.172436171033	
Row.1508_42918	565.283791153953	
Row.1509_110379	223.166755336956	C02679
Row.1510_116474	365.229939110859	C05470,C05471,C05474,C05489,C02140,C05477,C05488,C05497,C14762,C14825,C14826,CE1347
Row.1511_24717	550.771280688021	
Row.1512_8887	154.083745770287	C00123,C00407
Row.1513_40402	377.177887314795	
Row.1514_108027	269.135736989156	
Row.1515_130770	599.391181710957	
Row.1516_6793	156.062967074502	C00270,C00555
Row.1517_49517	493.225379181733	
Row.1519_85150	235.130259068596	
Row.1520_77240	283.151108162544	
Row.1521_130469	581.366791530223	
Row.1522_130173	269.208599326934	
Row.1523_102656	239.104020726356	C07501,C00268,C00364,C00643,C02953,C04244
Row.1524_105077	320.258236201933	
Row.1525_82538	244.131429739832	C05202,C06350
Row.1526_15899	306.0595870093	C00140,C00212,C00330,C00645,C01132
Row.1527_71881	228.099151184303	C00881,C16420
Row.1528_112253	367.245748864564	C05472,C05475,C05478,C05487
Row.1529_2558	155.067671425415	C06103
Row.1530_56649	383.218326850093	C00410
Row.1531_112890	249.182584690563	C00390
Row.1532_111150	350.987138620634	C05695
Row.1533_70143	321.216118963103	CE4987,CE4988,CE5350,CE5352,CE6230,C00712,C01712
Row.1534_19277	261.130525384531	
Row.1535_52857	219.062370143267	C01096,C02646,C12205,C14863
Row.1536_80065	279.168711625979	
Row.1538_54602	462.186315902115	C00440
Row.1539_51417	733.426836624977	
Row.1540_49069	252.15720017063	
Row.1541_69143	250.179663969814	
Row.1542_92428	211.166734316082	
Row.1543_65054	247.106980287131	C04148,C05642
Row.1544_97483	239.161626075742	
Row.1545_98831	274.200945475282	
Row.1546_94105	211.130339201464	
Row.1548_62341	225.145728976947	
Row.1549_69781	230.139740020645	
Row.1550_91025	497.214593445477	
Row.1551_106877	255.098955206092	C07535,C07535,C16582,C16584,C02406,C02700,C03150,C04874,C15605
Row.1552_70699	341.193577456439	
Row.1553_92495	237.034191551666	
Row.1554_30180	500.264379241386	
Row.1555_97253	306.242510606664	
Row.1556_3285	646.56971280839	
Row.1557_123942	178.158986200084	
Row.1558_48373	639.284311074215	CE5531,CE6235,CE6242,CE6243
Row.1559_52980	497.200853857665	
Row.1560_3132	604.572779817221	
Row.1561_63935	274.104573951682	C03406,C04847
Row.1562_52508	341.157654748796	
Row.1563_126863	172.133111251924	C03793,C12448,egme,pcrn
Row.1565_104304	245.114735580216	C01893,C00931,C01246
Row.1566_93310	224.125758130243	CE2065
Row.1567_92992	242.114917280439	
Row.1568_74066	180.138010839555	
Row.1569_124577	353.266245843676	C01530,CE5072
Row.1570_91798	279.168188033617	C07572
Row.1571_66772	480.233750524346	C11131,CE4878
Row.1572_2108	241.067886579799	C01817
Row.1573_76911	217.083139963141	C00299,C05640
Row.1575_2275	467.101979238244	C00448
Row.1576_95494	377.147037685951	C00255
Row.1577_63091	292.114917457456	
Row.1578_82474	327.141365844354	
Row.1579_107664	230.211339304667	
Row.1580_98213	239.013552241338	C06607
Row.1581_67306	464.582929961581	
Row.1582_2436	239.088725724847	
Row.1583_88165	214.083661629549	CE6205
Row.1584_67700	264.120540169015	C01259,C04540
Row.1585_101751	325.198601952596	C03413
Row.1587_2022	221.187306814619	CE1936
Row.1588_102569	425.136762808233	
Row.1589_76684	159.09146880142	C00078,C00525,C00780,C16365
Row.1590_2321	139.036317131387	C06606,C00141
Row.1591_92097	215.067478077776	
Row.1592_91594	222.148368233639	
Row.1593_2081	305.281062792118	C03990,CE5124,CE5127
Row.1594_4041	458.764718153728	
Row.1595_93257	354.240538938103	C08012,CE4989,CE5663,CE5828,CE5924,CE5929,CE5931,CE6234,CE7093,C00639,C04741,C04843,C05959,C14782,C14814,CE2445,CE2446,CE2449,CE5179,CE5343,CE5815,CE5944,CE6240,CE6246,CE6251,CE6474,CE7096,CE7172
Row.1596_84393	216.195528720814	C02838
Row.1597_2365	201.088274402374	C00299,C00526
Row.1598_72192	264.195400736821	
Row.1599_105079	299.182750643916	
Row.1600_61626	301.162056438857	C05176,C06174
Row.1601_98347	251.104055004208	C00455,C00559,C04079,C05198
Row.1603_2375	136.073092259855	
Row.1604_2801	449.360055207773	
Row.1605_130931	349.271343844504	CE5707
Row.1606_78538	195.135294108967	
Row.1608_62979	279.168884975614	
Row.1609_46717	569.314716424999	C01079,C03428
Row.1610_75369	285.145952164042	CE5251,CE5252,CE5255,CE5256,C02679
Row.1611_2416	191.103975465773	CE2061
Row.1612_70003	241.1405874074	
Row.1613_32710	393.209147624989	
Row.1614_90882	217.08326597959	C00299,C05640
Row.1615_109879	795.336661160021	
Row.1616_104770	236.162152641172	
Row.1617_92597	342.152062335537	
Row.1618_98854	295.151342559705	C00449
Row.1619_113280	267.206446336251	
Row.1620_68875	243.098803081684	C00214,C00921,C01601,C03227,C05651
Row.1621_73392	176.106813703232	C00475,C05711,C09640,CE4890
Row.1622_59835	260.088930154142	C16612,CE6205
Row.1623_73296	213.088100421602	
Row.1624_54964	329.136607319384	C02999
Row.1625_72956	309.215708145084	
Row.1626_3579	378.728766831945	
Row.1627_104417	179.104112731269	C05953,C05954,C05955,C05957,CE2006,CE5535,CE5537,CE5925,CE5928,CE6506
Row.1628_58510	276.17002293958	
Row.1630_95038	321.214883131681	
Row.1631_92820	267.192773280337	
Row.1632_108614	255.193157227474	
Row.1633_137817	327.22918302198	C00219,CE2961
Row.1634_88508	290.947805580837	
Row.1635_104305	307.151481344148	C05791,CE2102
Row.1636_3914	249.14587055049	C00449
Row.1637_131036	381.109916437988	
Row.1638_79274	245.114443397545	C01893,C00931,C01246
Row.1639_58470	333.179646638596	CE2053,CE5138,CE5661,CE7088,CE7112,CE7113,CE7114,CE7115,C00370,C14765,CE5526,CE5527
Row.1640_85097	227.124941353211	C01601
Row.1641_10501	138.052527570299	C00148,C00763,CE1944,CE4788,CE6229
Row.1642_99531	251.161697568651	CE1938
Row.1643_109500	409.162406658132	
Row.1644_97915	214.120117669423	
Row.1645_53991	360.179602229212	
Row.1646_130308	240.195727183306	
Row.1647_104909	269.208536832315	
Row.1648_120002	174.127706344782	
Row.1649_98346	352.136685703947	
Row.1650_95418	358.200407528166	
Row.1651_130977	327.228703853156	C00219,CE2961
Row.1652_40574	495.240912860263	
Row.1653_91026	282.109829493787	
Row.1654_113893	558.317741038167	C02166,clpndcrn,dcsptn1crn
Row.1655_106695	277.119683890332	C01449,C04079
Row.1656_106694	224.104455255855	C01262,C00239,C11133,estroneglc
Row.1657_110257	399.253395859003	C01246,CE5846
Row.1659_4696	157.097005719132	C00437
Row.1660_101351	354.152344562661	C04540
Row.1661_121341	490.290611462083	
Row.1662_84661	250.179455130716	
Row.1663_66512	359.2045323561	
Row.1664_63792	238.177577965323	
Row.1665_66363	315.213916323709	
Row.1666_81876	200.164227144393	
Row.1667_98193	354.168474930942	
Row.1668_71118	387.200301053534	
Row.1669_61176	347.204488403145	C05490,C05490,CE1349,CE1349
Row.1670_82814	313.161900933028	
Row.1671_75690	247.130197648781	C00921
Row.1672_80135	251.161488655635	CE1938
Row.1673_60354	317.14697515902	C05399
Row.1674_65070	797.341950229559	
Row.1675_7141	136.048052091657	C00379,C00532
Row.1676_97441	258.206224180318	
Row.1677_88043	314.209069744566	CE5140,CE5946
Row.1679_42845	625.26888843253	
Row.1680_83615	216.099414695296	C00475,C05711,C09640,CE4890
Row.1681_76816	180.101661785983	C09642,C05588
Row.1682_113883	251.197969648783	C06424
Row.1683_107100	236.162157784099	
Row.1684_49166	381.116585668617	C03451
Row.1685_75406	232.190388932064	
Row.1686_103093	211.166812108718	
Row.1687_9393	240.120513342719	C01262,CE2065,CE4995,pcrn
Row.1688_89777	276.157393672426	C01416
Row.1689_3743	400.758455218123	
Row.1690_120550	357.203696494391	C00535,C00674,C01227,C03772,C05953,C05954,C05955,C05957,CE5535,CE5537,CE5925,CE5928,dhea
Row.1691_83762	262.112811501138	C00831
Row.1692_87882	216.19554281975	C02838
Row.1693_102028	227.0676785276	C00475,C05711,C00299,C02909,C05844,C08261,C14089
Row.1694_2085	350.986761582531	C05695
Row.1696_88154	271.151080060109	
Row.1697_48878	491.255417615138	C09332
Row.1698_96682	342.240835534018	CE0955,CE5945,CE5946,CE6232
Row.1699_94767	322.162370632919	C01416
Row.1700_98713	230.078847692954	
Row.1701_103673	523.201475043984	
Row.1702_97387	195.135449572481	
Row.1703_2266	175.072681857859	C00439,C03680
Row.1704_75831	254.172404625907	
Row.1705_120067	393.167227012663	
Row.1706_2557	472.694145338432	
Row.1707_50649	578.331674256168	
Row.1708_2206	165.051993492675	
Row.1709_52821	651.284441264716	
Row.1710_101589	250.17767135865	
Row.1711_117720	232.190641642739	
Row.1712_102054	236.071554062653	C07496,C16601,C16602,C00051
Row.1713_121395	353.078350367925	C00921,C14854
Row.1716_81435	238.120044468835	
Row.1717_106810	253.029255369066	
Row.1718_64442	275.124856434131	
Row.1719_8997	176.065630185332	C02538
Row.1721_58403	476.2019779945	C11132
Row.1722_98914	199.13035233925	C00756
Row.1723_59689	572.331924991393	
Row.1724_3623	330.752990352553	
Row.1725_70970	164.106754236562	C00318,C12448,CE6205,egme
Row.1726_87422	247.025245026452	C00018
Row.1727_38970	555.299716273712	C05791
Row.1729_2315	223.093711762861	
Row.1730_113784	266.173113916057	C16660,C16660
Row.1731_3695	152.03163359595	C16265,C01879,C02238,C04281,C04282
Row.1732_107991	170.096300190666	C05587,C07453
Row.1733_8066	154.047369713346	C01847,C00430,C01110,C01157,C01165,C03341,C03440
Row.1734_128740	503.355884569903	
Row.1735_63775	282.168609862264	
Row.1736_35289	487.226802836726	C11134,tststeroneglc
Row.1737_80864	261.109408410296	C00214,C03626
Row.1738_66086	239.124940438082	C01239
Row.1739_66314	671.354882986173	
Row.1740_107518	237.182369155324	
Row.1741_84075	285.203317159329	
Row.1742_2014	414.735551122562	
Row.1743_77505	252.159016586755	
Row.1744_3411	149.057124787437	
Row.1745_68760	259.142119912758	C01262,C02679
Row.1746_93639	423.1523915773	CE2054,CE5976
Row.1747_127876	293.20853138176	C00390,C04785,C05470,C05471,C05474,C05489,C16321,CE5528
Row.1748_91542	134.096329974938	CE1395,C02442,C03711,C09642,CE1918,CE5629
Row.1749_43465	637.268698659445	C05769,C05770
Row.1750_77332	300.19343369107	
Row.1751_2363	225.109309214012	CE2006,CE6506
Row.1754_99577	282.167550564039	
Row.1755_113708	289.140855079829	CE2102
Row.1756_97489	255.192988148153	
Row.1757_113722	303.120226048407	C00500
Row.1758_92108	313.198284281519	
Row.1759_105286	305.162244353737	CE5795,CE5795,C07344
Row.1760_69207	272.161663999386	C05176,C06174
Row.1761_80098	574.27576133	
Row.1762_112339	398.241484835594	CE5719
Row.1763_99416	173.093607818742	C02576
Row.1764_97259	212.106783090779	
Row.1765_129164	533.366538172937	
Row.1766_79343	280.130592453759	C05202
Row.1767_77174	244.094194847251	C00475,C05711
Row.1769_74506	201.088303307832	C00299,C00526
Row.1770_86061	315.083721322432	C04441
Row.1771_96993	227.104002967761	C00931,C00328,C05647,C16582,C16584
Row.1772_1942	340.802612881505	
Row.1773_65931	231.098813202464	C04376
Row.1775_108291	313.162219460105	
Row.1776_92944	723.412041490891	
Row.1777_80431	266.174430424352	C16660
Row.1779_2114	776.578068259999	
Row.1780_92187	267.168762879932	
Row.1781_5467	133.097098540165	C00077,C00515,C01602,C03943,CE4878
Row.1782_2787	555.173403903994	
Row.1783_93258	261.109391873628	C00214,C03626
Row.1784_106284	351.156588608392	
Row.1786_78847	679.315543274956	
Row.1787_86798	208.169222324321	
Row.1788_122192	250.178394860039	
Row.1789_71473	216.099184672555	C00475,C05711,C09640,CE4890
Row.1790_49842	593.242099996075	
Row.1792_3666	193.046982938117	C05576
Row.1793_2225	173.093413912094	C02576
Row.1794_87438	292.226699621296	
Row.1795_2512	213.145861659231	
Row.1796_36541	623.253130055091	
Row.1797_79414	197.15092796653	
Row.1798_92594	399.162469146557	C04776
Row.1799_103466	579.162378321275	
Row.1801_61162	405.24608147631	
Row.1802_111645	386.253835314148	
Row.1803_3357	90.9770521040951	
Row.1804_104948	240.136030433597	C01516,C16576
Row.1805_4079	658.61752023088	
Row.1806_102646	370.258836120496	
Row.1807_88136	459.256713386007	
Row.1808_119874	183.13558681286	C01387
Row.1809_2360	393.082808183522	
Row.1810_48975	637.268851074415	C05769,C05770
Row.1811_47861	465.23036890489	
Row.1812_96226	285.203475676132	
Row.1813_3157	289.155554043091	CE5723
Row.1814_71116	329.193354493336	C02567
Row.1815_72142	217.119529558468	
Row.1816_51655	449.198910773295	C11133,C11133,estroneglc,estroneglc
Row.1817_48181	413.72569087081	
Row.1818_91684	275.124980443049	
Row.1819_52880	405.728287925408	
Row.1820_115987	285.203545638375	
Row.1821_94424	213.145867563877	
Row.1822_125557	226.216442749207	
Row.1823_114475	239.211617987294	
Row.1824_87373	289.140729023648	CE2102
Row.1825_90657	275.08859984605	
Row.1826_101762	229.068138700928	C03078,C05695,C05933
Row.1827_136375	727.462631799636	
Row.1828_84200	335.230875672127	
Row.1829_68386	398.21942587741	
Row.1830_117431	337.234877782182	C00959,C02165,C04685,C04686,C04849,C05356,C05965,C05966,C14781,C14813,CE2445,CE2446,CE2449,CE5179,CE5343,CE5815,CE5944,CE6240,CE6246,CE6251,CE6474,CE7096,CE7172,C00639,C00909,C04741,C04843,C05470,C05471,C05474,C05489,C05959,C14782,C14814,CE4987,CE4988,CE5350,CE5352,CE6230
Row.1831_9047	175.001565708157	C01620,C00184,C00186,C00256,C00262,C00577,C00988,C01013
Row.1832_82535	286.177625272221	
Row.1833_114408	315.12039872536	C00921
Row.1834_75613	317.172174199318	C03958,CE5525
Row.1835_83989	295.141654631415	
Row.1836_114251	409.162363465119	
Row.1837_66904	284.615927725865	
Row.1838_85592	250.142693777019	
Row.1839_55903	545.286055041606	
Row.1840_116975	277.140852407643	C00449
Row.1841_55414	280.153440796179	
Row.1842_102568	409.162418327881	
Row.1843_73067	214.083427860769	CE6205
Row.1844_45300	635.252845323524	
Row.1845_70843	288.21627052581	C02838
Row.1846_92759	265.177048206765	C16660
Row.1847_98018	296.183280457217	
Row.1848_114967	297.203635337551	C05956,C05962,C06424
Row.1850_4267	137.070794016635	1mncam,C00328,C02918,C05647
Row.1852_71859	285.120763455526	
Row.1853_83628	257.222030883493	
Row.1854_105921	160.111979441004	C00881
Row.1855_2901	217.104425523938	C16015,C16015,C14854
Row.1856_112835	266.21097156412	
Row.1857_90125	447.293012363121	
Row.1858_1971	195.135341587779	
Row.1859_98912	139.072869120225	C00449
Row.1861_94000	69.0452876778615	C00106,C00429,C02512,C05650,C05828
Row.1862_2113	207.135226924656	CE5797,C02727
Row.1863_60838	270.109711854079	
Row.1864_129624	413.323809164562	CE1928,CE1928
Row.1865_96787	268.130633396709	C01416,C01516,C16576
Row.1866_61972	581.314789803235	
Row.1867_2412	441.297420642877	CE7072
Row.1868_52507	224.127638357246	C00051,CE2065
Row.1869_38266	255.119788818187	C04692
Row.1870_113969	247.072899529196	C00299,C00299,C11736,C12739,C04376,C08261
Row.1871_114081	275.161672020899	
Row.1872_98994	506.285815987768	lnlncacrn,lnlncgcrn
Row.1873_78051	311.146195080424	
Row.1874_58129	589.312976513105	
Row.1875_86509	293.172011844393	CE2054,CE5976,CE6185
Row.1876_47131	343.172810002232	
Row.1877_103239	385.292413742012	
Row.1878_85107	187.072767306438	
Row.1879_87381	261.109439765295	C00214,C03626
Row.1880_119530	357.224894212454	
Row.1881_88339	279.156439208485	
Row.1882_94948	229.11968544024	CE3481
Row.1883_67590	353.205498896924	CE0955,CE5945,CE6232,17ahprgstrn,C00376,C01176,C02110,C03205,C03748,C05498,C16681,CE1353,CE5575,CE5589,CE5888,retinal-11-cis,retinal-cis-9
Row.1884_96891	269.185391756311	C16560
Row.1885_2359	301.140669257286	CE6185
Row.1887_109223	225.182389568757	
Row.1888_74598	288.157113431165	C05202
Row.1890_91806	383.204003547507	CE5140,CE2054,CE3554,CE5976
Row.1891_74756	267.206066179507	
Row.1892_84026	260.185275069559	
Row.1893_35062	641.26325309213	
Row.1894_109372	297.167067322948	C02999
Row.1896_2357	273.145638785651	
Row.1897_3734	518.673149633227	
Row.1898_100769	307.130344122966	CE5251,CE5252,CE5255,CE5256
Row.1899_55191	198.134601391368	C00272,C16565
Row.1900_134283	279.243025068201	
Row.1901_83545	288.156761080448	C05202
Row.1902_82568	258.206006185227	
Row.1903_106604	351.077391094583	
Row.1904_40102	523.272375039425	
Row.1905_28209	350.160597450643	
Row.1906_2432	185.078263206364	
Row.1907_52591	476.249301567946	
Row.1908_2033	88.0760843034993	C00555,C00148,C00430,C00763,C01110,C01157,C01165,C03087,C03341,C03440,CE1944,CE4788
Row.1909_36742	362.191064743934	CE1350,CE1350
Row.1910_74970	289.10433113592	C14852,C14852
Row.1911_102967	229.119747818848	CE3481
Row.1912_65966	237.159186454335	
Row.1913_82526	210.146419283403	
Row.1914_87050	588.291513568343	C16641
Row.1915_102946	251.049991815391	C00627,C01817,C16551
Row.1917_49413	467.226390030501	C05503,estradiolglc
Row.1918_79633	519.278087093884	C02191
Row.1921_103709	244.226954034053	C02567,C02838
Row.1922_110711	323.14654361344	
Row.1923_64703	268.152341211758	C04540
Row.1924_3642	258.817427713435	
Row.1925_97955	254.115436166335	
Row.1926_60263	245.127429513363	5adtststeroneglc,C11135,C11136,ahandrostanglc,andrstrnglc
Row.1927_40171	596.342193264139	
Row.1928_105829	275.161630321454	
Row.1929_51297	479.245960426895	C11061,C11061
Row.1930_104181	225.195915025792	
Row.1931_47059	769.310524420771	
Row.1933_104107	289.177251863518	C05141,C05301,CE2179,hestratriol,C00468,C00762,C01780
Row.1934_81942	303.12019027764	C00500
Row.1935_93951	197.05715473036	C00829,C01419
Row.1936_2564	377.208485850871	C14772,C14773,C14774,C14775,CE2209
Row.1937_83029	273.157868213937	C16560
Row.1938_10185	108.042322414633	C06157
Row.1939_2118	274.140892874428	
Row.1940_46351	463.214708652352	
Row.1941_2286	199.108832638664	C00214,C00931,C01387,C05636,C05638
Row.1942_111689	243.099135882564	C00214,C00921,C01601,C03227,C05651
Row.1943_110604	351.156763326232	
Row.1945_81808	200.067927590915	C00255,C00318,CE1918,CE5629
Row.1946_103802	381.167283652386	
Row.1948_110712	571.267623064365	
Row.1949_110279	409.256245178161	CE2863,CE4980
Row.1950_116879	263.067725057249	C16633
Row.1951_95405	211.166938946025	
Row.1952_104380	197.15113786576	
Row.1954_128479	665.446517346703	
Row.1955_96028	207.041481085472	C00418,C06459
Row.1956_2326	321.276069197928	C02528,C04483,C15517
Row.1957_65281	327.141356768757	
Row.1958_9059	159.02762203746	C01042,C01045,C05520,C00072,C00184,C00186,C00191,C00256,C00262,C00577,C00618,C01013,C01620,C02167,C02514,C02670,C06472,glac
Row.1959_128957	577.39320368183	
Row.1960_10722	125.021076654579	C00018,C00109,C00164,C00232,C00349,C06002
Row.1961_68233	247.093670017429	C00120,C00120,C16635,C00526
Row.1962_72046	183.135364567036	C01387
Row.1963_77157	282.14625857408	C05176,C06174
Row.1964_51488	421.240638111888	
