	Glucose	Glucose1	Glucose2	Glucose3	Glucose4	Glucose5	NoGlucose	NoGlucose1	NoGlucose2	NoGlucose3	NoGlucose4	NoGlucose5
Row.45_1516	25.1178169414603	25.569028950126	25.7576428963201	25.0512743886943	26.0227947379498	28.0083643428166	26.887308414169	24.9475000046018	24.6001069084174	26.0343706297829	25.3817666196202	25.4053586270068
Row.47_16688	28.7644338576532	28.9135308904518	28.3205521085644	30.4418796906681	29.6251205327726	33.8093619548378	27.8264850986993	28.2503840086171	27.1971510425504	28.8514869315616	28.5594242125262	28.5996056826261
Row.48_52930	20.8556843614876	20.8556843614876	21.6127565340037	21.9879304134393	20.9143212020092	22.2705173111201	20.3312404039266	21.3598584941796	21.1468097364305	20.2987010689009	20.8556843614876	20.7921433347362
Row.50_66407	21.4449267610741	22.8468885358552	22.255178472782	23.4017269976476	20.6616522474285	22.7521958681856	22.892304437182	23.3479074242613	22.7960012469303	22.3716180082351	24.7842547189778	24.9528446748891
Row.52_21483	26.134375285039	26.538715392802	26.5305983688445	26.7213316760394	28.7757408697592	28.3907215988648	25.0372320119699	26.1057966538236	24.2601681603305	26.4717191104879	26.2313045292943	24.8059644819764
Row.54_26732	24.2761552599653	21.3297538384689	21.6434083647467	22.3061124295114	24.0607760150831	23.96401923531	23.3164936840843	22.9665035620934	22.4261458440545	22.1575919650862	22.0266972809468	22.3716180082351
Row.55_21083	26.0288450198525	25.6082705577299	24.6806912265876	24.1540723625682	25.8889767326449	26.7951653192746	24.942723180919	24.7351169978779	24.7425831981381	23.5313215175647	24.7202651042343	25.5927434546574
Row.59_13958	23.7463080909402	25.0229227160659	24.2249209187972	24.2394451955824	25.8862436251419	25.8746231413168	26.3001087341866	25.5176730000267	24.8268018733053	24.294973954978	23.0820558550481	24.6661257595766
Row.64_32415	26.9529894805939	26.3060343187791	25.7729346468336	26.3860647593341	24.8387018182018	25.6971533322224	29.612326109293	26.3158648796543	28.2011116685159	27.1286684939719	27.1735796972796	28.0830547181468
Row.66_33499	23.0367142628064	21.9545694424238	19.2834761675943	23.0301725441638	22.5836221275068	22.0683892278174	19.7604905581946	21.5866602891029	23.1702749943891	19.9680648288669	22.6850735489956	22.2179143724149
Row.67_21868	25.2472844218426	25.929059798477	23.1870803382501	24.334962138125	26.7608343543188	25.6559361006876	24.7103792430747	25.5245233470687	22.8194609319089	23.0367142628064	25.845747156596	24.0485322135988
Row.71_22542	23.7873555090906	23.9199933136026	23.5823653558334	24.3024234319964	25.8393867585237	25.2186170805599	23.6869183543622	22.7233070889912	23.2424765696033	23.9818854539798	23.5365796065838	23.3263524621879
Row.73_60108	19.6909993057191	20.1189350765487	21.1727334048589	20.2490266490401	20.5113537786706	20.3733126829767	23.701006757513	20.7461985912917	18.8513862364196	20.4363088679825	21.1177505104866	21.5164099264044
Row.77_16065	27.6183139769753	27.7906145747449	27.5417035381407	26.7922943102817	25.3464494462281	26.555160578879	27.5094644438914	27.8164197837119	27.3589925351941	27.7842861304495	27.564779917225	27.8933647313409
Row.79_31526	22.0396222058337	23.5365796065838	21.8408180848254	23.2788467904097	22.1088039868618	23.7326210798235	23.0231809993771	22.0683892278174	22.1238755625265	23.4814977850456	22.3134495929614	22.892304437182
Row.80_49536	19.8317841479225	18.5705471029377	20.2800287230306	19.9680648288669	20.8757647861461	22.1691081976078	19.9680648288669	20.6482017317001	20.6482017317001	20.0624045085337	19.9236584227509	20.1859633527159
Row.81_15879	27.7799165822043	27.4191129366513	27.0023420421804	27.5545080203463	25.5288221799164	27.7956361089173	27.5515066873738	27.8520430081111	27.4191129366513	27.7107405786457	27.2580358009357	28.0083643428166
Row.83_1207	22.4823759597271	22.8260021614045	22.6744247387225	22.9180844586203	23.269964464329	26.0547808854037	24.6911869468929	23.7839609347518	24.4234374771631	24.311958855918	22.5904003388503	22.5494437748104
Row.85_27728	23.6575044197654	22.9354526837489	22.7960012469303	22.4033240997644	22.4891946991954	23.6713460940409	22.2403314325913	22.7521958681856	23.0666019478178	22.2705173111201	22.2828861633912	23.3211883878868
Row.91_19001	23.9915898130957	23.9486204519695	24.5080065876855	24.4010573250832	25.4362673226803	24.6241442228815	25.0790615307291	24.8483359274898	25.3464494462281	24.7718842281616	23.96401923531	24.0668799736798
Row.93_32474	28.4654572256814	27.7799165822043	27.2136410727665	27.1531105785185	26.3454538407697	27.9635743883458	20.0964029904095	28.4654572256814	26.3454538407697	25.9819925248271	28.0467477585727	28.5928439687817
Row.97_22963	25.8980038979851	24.2394451955824	24.8222291944036	25.8270694673842	24.3024234319964	23.9247592042987	26.3242826411003	24.7842547189778	26.2861735123858	24.2193149574208	24.5375683655666	25.0277556964792
Row.104_33191	23.7939926814948	24.1491978017281	27.4255579791056	24.2877040629957	26.7849804406266	23.473164477046	22.4359587076654	25.045666104297	25.8708582040569	21.9545694424238	21.9545694424238	28.3947878173807
Row.105_1855	22.1944984171897	22.7797392559975	25.0372320119699	22.1088039868618	22.3416690672672	23.6869183543622	19.0064448066559	19.6599825477387	20.1410080813272	21.2217651956858	20.0330957971257	25.929059798477
Row.106_14192	25.1600459711285	27.6976625390372	28.120085671584	26.995919465189	25.1527714418862	22.8660429246754	27.3589925351941	26.9434895525204	27.7519471639109	26.8064554485178	26.3514831199544	26.3106994578123
Row.109_50192	21.0557065640855	20.0152094230011	20.9143212020092	20.6883713148271	21.4766821958133	20.6128614177066	22.0111039711748	20.0624045085337	21.1343273208805	20.9451174130646	20.8211938772996	22.9986438183517
Row.111_30476	20.7921433347362	21.597709238512	20.4497312483029	21.1633084369906	21.1343273208805	20.3312404039266	20.8949786222973	21.1177505104866	21.5276111311013	21.7311581508195	20.0152094230011	22.5836221275068
Row.113_27068	23.8859998261789	23.9348919717858	23.2618422985252	22.7159047442565	25.2400315949168	25.8830813666251	23.1702749943891	23.4356251001653	24.0256977069021	21.9456457567319	24.4293505113623	22.8194609319089
Row.115_13419	25.5218344840121	25.7935325064457	27.038585072978	27.2265976444853	23.718446081194	20.8352329122667	27.6695547539086	24.811285058783	27.435852382819	24.4490704767529	25.3277701335956	26.4038881620792
Row.117_14781	27.4400134184505	27.9191148573832	28.2244643940841	27.5151068682927	27.0958584302377	24.647191000275	26.7560804190024	27.6183139769753	26.7951653192746	27.0091022265747	27.7325064140374	28.0600686916933
Row.120_22899	24.3875949014845	24.1435795235196	26.4646707397129	25.7150296450198	23.1428823568697	24.0370530905859	26.1057966538236	23.5823653558334	25.7486979447736	24.1606674301596	23.7257840663078	23.059297149052
Row.122_23348	24.2313901721696	25.2441510688366	24.7461438675565	25.1238627785933	27.4596720850691	25.6937500882654	25.6316239805163	25.3029086099322	22.5494437748104	25.0115020111528	25.063264645445	23.4670811787273
Row.123_22731	26.1724788433888	26.2567627293587	25.5831110888245	26.3216236376697	26.7661714230942	25.0908120882561	25.681584574456	26.5871467885342	25.2400315949168	25.0790615307291	26.0581111571069	25.3119633191978
Row.126_19552	28.0467477585727	27.4719199971177	28.2863776395753	28.1669020050647	28.4111825707397	26.496971461088	28.3489413086613	28.3862882606817	28.5272282432724	28.6522706493878	28.7644338576532	27.6695547539086
Row.128_31456	22.3416690672672	22.6541643250354	21.5746599808009	22.7336375307702	20.8352329122667	24.556075982339	21.7927605185412	21.9835822937891	23.087628527114	20.9143212020092	22.3061124295114	22.3416690672672
Row.130_32336	23.2325678603496	24.4802847097587	24.2173888596368	23.7782655710072	22.9587756339767	22.3583473799713	20.4363088679825	23.6014313089289	22.63033393484	22.5494437748104	25.045666104297	25.4708433624895
Row.133_10826	23.8322460321426	24.3293831986276	21.9879304134393	20.3312404039266	18.7476042667524	21.5442139234262	25.2368931042906	25.3671591145366	26.2359288638201	24.6606406814902	23.9871062360619	20.9337941547154
Row.135_39169	26.1186812518188	20.9589090078028	21.8004238094876	21.1727334048589	21.6259167612245	22.0989372508898	21.300986484034	21.4766821958133	20.3570650484883	22.8327157281408	24.8483359274898	21.4766821958133
Row.138_50879	22.3345909728074	23.2511126195768	24.724872624886	24.4108751882941	23.88043942121	24.1435795235196	22.9354526837489	22.9587756339767	21.6723924682324	21.7750382844303	24.0183093774977	25.9099045389721
Row.139_41503	18.4360647602904	22.0551609763295	19.4607786875129	22.4538477358048	21.597709238512	23.0666019478178	21.2870039909008	20.7831857050242	21.7750382844303	20.7831857050242	19.8692660272281	19.3469309002101
Row.141_12332	23.1092025208091	24.3875949014845	22.9665035620934	24.532198843983	24.7377409490049	22.5329507597026	24.4293505113623	25.1027531056731	24.7014402421999	24.7014402421999	22.2403314325913	24.3476982384358
Row.142_18134	26.5216836237476	25.2670811060643	23.3431898663626	25.7486979447736	26.6553728885484	23.2511126195768	26.5654082280812	26.4305103472466	24.9368357006415	24.6391094291046	26.3293039575933	25.378111981294
Row.144_26107	26.3106994578123	26.2398499109316	28.1350183200942	27.8976732114774	27.6517513495613	27.8830270526609	23.2172227835911	25.9520624498711	24.0077276710417	26.2398499109316	25.8359537488093	27.505934727222
Row.145_28016	21.1727334048589	26.3651043657968	25.1397548703167	20.8949786222973	27.5584975755451	28.4352068329041	22.984247070963	25.7576428963201	24.0872558877239	24.9767666236197	23.6869183543622	23.9964925256919
Row.146_20862	27.5997250332256	27.7571076626835	27.2988082184357	27.6417781810302	28.3560606039535	27.4777752030057	27.2136410727665	26.8064554485178	26.4480595645465	27.3489076058276	27.8264850986993	26.9485166058028
Row.149_16445	27.5417035381407	27.5758038367825	25.462050984944	27.1797993242004	26.3911004108282	25.8270694673842	27.8119600062608	26.8941260309191	28.1350183200942	27.4596720850691	27.7842861304495	27.321007938399
Row.153_20154	26.8906476581954	27.5911718860622	28.4837942185217	28.6966453136644	27.4255579791056	26.7874487379735	27.6909152538434	26.866526730695	28.310373531561	27.3589925351941	27.4674236270033	26.2277838772109
Row.156_16133	24.7377409490049	26.8251769315676	25.1694863002411	25.9819925248271	25.0277556964792	24.8537653339947	26.0776501903038	25.6677740824566	26.8193548005472	25.7086196214487	24.1842184660432	25.8047359047873
Row.158_1503	28.2784555030137	26.9159541528759	27.0293468917752	28.8782873390694	28.2244643940841	32.115585762439	26.5251381453821	24.9604179917253	27.6631399502013	27.3643294368311	27.1683741743932	27.657491057912
Row.159_60284	24.4060398857142	21.2077578358854	23.4524438696718	22.9986438183517	20.9337941547154	20.8949786222973	21.2077578358854	21.4002102985695	20.0152094230011	20.7048526305477	23.5537315365105	24.9721233175883
Row.165_42162	24.9721233175883	26.9464609143796	27.5692363912496	27.6815277252542	24.4490704767529	23.5192028597287	20.8352329122667	21.3758459739202	24.3875949014845	24.8858671978821	27.9695702309901	28.8782873390694
Row.166_15436	29.0291702257012	28.8719865167892	30.4148421377213	30.3391884588319	28.6706954692292	26.4480595645465	30.2131870397024	29.5910447895541	29.9170252396303	29.7557537253357	28.4273293374615	29.1469567187042
Row.168_34444	25.7434505473999	29.3873406361388	30.0268321432083	28.9637172577726	26.0058363763793	29.6354075241956	21.7750382844303	24.5182222261178	24.6661257595766	30.4978423456867	26.907827786684	29.0605094020237
Row.176_24624	25.2236176765951	25.9366489267591	26.1814543056685	25.9366489267591	25.4708433624895	24.0607760150831	26.3569648275595	25.1757944554976	26.3709471215009	26.051685946908	25.8801996304203	25.7150296450198
Row.177_62938	23.0820558550481	24.2761552599653	23.8322460321426	25.0324661487721	24.094755662356	26.9563389467794	20.6883713148271	22.5212367475257	22.3656231548657	24.437020299504	26.2532254329922	27.3778252061563
Row.179_50313	20.0330957971257	20.0330957971257	19.9680648288669	20.0624045085337	18.9176247774353	20.3570650484883	19.5021318256969	20.5397814683303	20.3993344362293	21.2463897529368	20.2281347135754	22.0827880401399
Row.181_1441	25.6241755948494	25.1476275703015	26.884710589032	25.9744127149418	26.3032495502174	29.4638418533755	27.1033041530904	27.2915427720212	27.112845959325	26.6775990068503	25.5061827713371	26.9225146554521
Row.189_38459	22.475493051379	21.8341592491628	22.4033240997644	22.7521958681856	23.3663193931358	23.2325678603496	23.0301725441638	22.7597517837716	23.059297149052	23.0231809993771	21.8004238094876	23.5448686825268
Row.192_30664	24.0668799736798	25.3935403757441	23.4814977850456	24.5810143273972	23.1513180000902	22.6084030685042	23.7257840663078	25.901258044534	25.5732618253234	23.7463080909402	24.9937263292028	25.3817666196202
Row.194_14373	26.7560804190024	27.5584975755451	29.1594956817751	27.9191148573832	25.8606530879274	26.3617980481436	27.657491057912	27.3396606045885	26.8463318521498	28.2011116685159	26.4768958117196	28.3348285499817
Row.195_38576	30.1892750923655	27.2580358009357	24.7103792430747	24.6911869468929	19.8692660272281	20.991271320192	25.2714165786339	25.7879227810404	23.1513180000902	22.8194609319089	29.0680729880634	29.0680729880634
Row.197_55690	19.0064448066559	20.991271320192	21.2344252313334	20.2129493722868	20.0964029904095	20.1189350765487	20.8757647861461	19.7604905581946	21.0341031532713	19.7952387986503	21.3456772385778	21.76537561815
Row.198_12789	27.7571076626835	27.5515066873738	28.1716345875995	27.2190414353279	26.051685946908	21.76537561815	27.0816907406133	28.228276983898	28.235008301878	28.0830547181468	26.5851601278012	25.2400315949168
Row.201_54042	19.5021318256969	18.8513862364196	18.5705471029377	19.6018767732318	19.4055079821671	20.8556843614876	19.3469309002101	20.2129493722868	19.7604905581946	18.7476042667524	19.5664622235795	20.1410080813272
Row.205_23337	28.3706033126295	28.5690977173038	28.5272282432724	28.5272282432724	29.3873406361388	28.6315051550211	27.2190414353279	28.3348285499817	27.5817058878853	28.1716345875995	28.2503840086171	27.9695702309901
Row.206_28863	22.7009967914164	28.9309633514967	27.318162375198	27.8656574405032	28.1716345875995	30.518130251215	22.1691081976078	28.3947878173807	22.4359587076654	28.3809007534455	28.8309866315416	28.8650638985185
Row.209_20872	24.9156284518967	25.9520624498711	23.5192028597287	24.3875949014845	26.7951653192746	25.5541370030063	24.6706937571105	26.0227947379498	25.4166887299565	25.4273986936647	26.378906085568	26.5718996159415
Row.210_12813	26.0058363763793	24.0742107672417	23.9068166332357	23.473164477046	22.1748030745692	20.1859633527159	25.0856866105363	25.7182258377038	23.718446081194	24.909165874975	22.7336375307702	24.1435795235196
Row.212_18231	26.5443701842893	24.4425326978487	26.3944888541613	26.0288450198525	27.3254840072527	26.907827786684	26.2532254329922	24.7377409490049	25.6082705577299	25.4908765530958	26.4305103472466	23.0939793888956
Row.214_17445	26.5693122866291	27.7157065708581	27.3538600698279	27.5692363912496	26.6055592618706	28.053624664563	27.0555216610129	27.3332909963304	26.866526730695	27.8048896362314	27.8656574405032	27.7799165822043
Row.215_21121	25.1343911896188	25.681584574456	25.8634983319455	25.1642210055158	27.435852382819	26.7760381630334	25.462050984944	26.0837622122345	25.1757944554976	25.462050984944	25.9819925248271	25.2549197414634
Row.216_29076	27.5949473949383	25.9188810333927	27.0471968962792	26.3738726630162	24.8930344925604	25.500173304286	27.8475768617078	26.2229999524123	28.5690977173038	26.5010638960208	26.7076714215068	29.317771141985
Row.219_57076	24.0435030285824	22.3583473799713	21.8341592491628	22.5069575233455	21.8408180848254	24.8633357325262	22.9440155516074	22.146550713193	22.6242975948898	22.9895095834516	23.0445137174696	22.7797392559975
Row.223_21385	27.9016434336294	28.4420411352269	28.256849856071	27.321007938399	29.8799341017887	28.2011116685159	24.1274868326052	27.9016434336294	26.2812654233625	28.1350183200942	28.3862882606817	27.3828248084507
Row.224_1903	26.4173832892957	25.6642338178972	24.5488984735744	28.1350183200942	25.5732618253234	30.1666596438823	26.1109858092785	24.2036817097384	24.7662059042259	26.0936537368124	26.134375285039	24.6543572968747
Row.226_25567	23.1949403505634	22.9180844586203	23.7534455582355	23.5759322277149	24.7351169978779	25.5503480755423	23.8151077771473	23.3355218378325	22.7291091270517	22.6084030685042	23.6181718181051	24.4639938216046
Row.233_33467	23.087628527114	24.2877040629957	22.6242975948898	23.0082763744184	23.9407902628432	23.6085656105493	22.6744247387225	22.3416690672672	21.6127565340037	23.087628527114	22.892304437182	22.8327157281408
Row.236_19275	28.3205521085644	27.8717027643132	28.0247424917743	28.1266792613274	28.3205521085644	25.4420341043309	28.3251696185281	28.0467477585727	28.0710753631458	28.3706033126295	28.1604255429424	28.0662873265535
Row.237_31991	24.3602304332483	27.3980539355859	25.0115020111528	25.6642338178972	24.0872558877239	24.0668799736798	22.5904003388503	24.133997554547	24.909165874975	25.6413695517855	25.1343911896188	25.1343911896188
Row.239_22694	29.1685775613702	28.7757408697592	27.8760817686716	28.0710753631458	29.3434208226147	28.8994507278394	27.7107405786457	28.7333481029021	27.6695547539086	27.7571076626835	28.8650638985185	28.5690977173038
Row.242_10527	22.7797392559975	22.1575919650862	22.0227889747557	25.3616320895242	21.7843072418986	21.3297538384689	23.5684968122359	22.5069575233455	22.2705173111201	22.3345909728074	22.7693466714459	21.2077578358854
Row.244_27133	24.2352600352007	24.5216588234176	26.4768958117196	25.941883886511	24.3875949014845	24.2647922088596	22.5413108864581	23.8446822008434	23.3479074242613	23.1949403505634	24.6862379303018	24.2466536191226
Row.245_45261	20.4710911041978	21.6578169309501	23.7939926814948	22.6744247387225	21.9456457567319	23.443685146604	22.4823759597271	21.1727334048589	19.0064448066559	20.5588653967079	23.4972540824141	23.9068166332357
Row.246_40293	21.104262834531	20.3570650484883	21.1633084369906	21.2870039909008	21.7311581508195	23.2115179373435	19.8692660272281	19.2183996030749	21.3190802798334	22.1381804864828	20.4899393211632	21.4114034831736
Row.247_21605	24.4866375929913	26.8345190019689	25.2274014134138	24.875557752542	27.1473024164406	25.1027531056731	24.647191000275	25.0679210757514	24.8633357325262	25.4166887299565	25.6937500882654	24.9767666236197
Row.248_1962	24.8268018733053	23.2030419428943	21.5056249547157	26.1456403867548	22.3838374822088	27.1350287717599	25.4476771119984	23.4289412828378	24.0552201261998	24.5848420698019	24.094755662356	20.8352329122667
Row.249_17703	30.0268321432083	29.7557537253357	29.5312168042863	29.2061808662276	28.4052351554941	23.3017381608265	30.0997708784806	30.0997708784806	30.8938039023929	29.7098947526886	29.6822994389191	30.0483428619225
Row.250_20437	27.393357665519	27.657491057912	26.6119808121364	26.3709471215009	27.9995454931474	25.8047359047873	27.3538600698279	26.9265544092572	26.1236131057908	26.5760128802014	27.6909152538434	27.2764264489741
Row.252_21192	30.9261467512513	30.8620551059309	30.0155199641913	30.47493561663	31.1938383524735	29.7557537253357	29.9830282640565	30.4418796906681	29.2505370243486	30.2801777869765	30.8938039023929	30.4148421377213
Row.254_12953	28.0247424917743	28.0830547181468	28.7869222496997	28.1716345875995	27.2692145327018	22.7009967914164	25.7576428963201	25.0790615307291	27.5545080203463	27.6081562231584	26.6505617792069	27.8882663264659
Row.255_32302	22.3716180082351	23.713481041531	25.500173304286	22.4130716615424	23.5959133973732	22.44396419806	23.5588725790646	22.2631232952669	22.3345909728074	22.0683892278174	23.8188089174887	26.7922943102817
Row.258_1329	23.6264916994934	23.7939926814948	24.4802847097587	23.3479074242613	24.8332819655219	27.4596720850691	25.4708433624895	24.594982470001	25.8862436251419	24.5488984735744	23.6325535591942	24.5375683655666
Row.261_30162	24.6001069084174	23.6085656105493	24.6911869468929	24.942723180919	22.7058556685601	24.0771538158052	23.5918910293883	23.421486951174	24.2105574933222	23.2857221395204	24.6036358021148	24.2761552599653
Row.262_27465	25.4908765530958	24.5265190784809	23.2511126195768	23.1428823568697	23.473164477046	22.6357140001404	22.7597517837716	22.8660429246754	24.503290748636	22.5800681235713	25.941883886511	25.5245233470687
Row.264_12080	25.0733808207796	24.3635753895744	24.0116681979438	24.4537430522342	23.9486204519695	19.7604905581946	25.3119633191978	25.5831110888245	26.538715392802	25.9957881219762	24.8896360820808	23.6909150166176
Row.267_17684	27.1683741743932	27.5003218319901	28.3560606039535	28.310373531561	28.3809007534455	25.3074182611802	27.8393157837495	27.2468499845476	27.505934727222	27.8760817686716	26.7951653192746	27.0135735918573
Row.268_46383	23.0301725441638	23.5759322277149	24.3228145109996	25.5388855344868	22.146550713193	25.0012885829715	21.6127565340037	22.3656231548657	24.4902375266947	23.5918910293883	24.2601681603305	25.112095558705
Row.269_25976	24.8633357325262	24.1054263704391	22.7521958681856	24.594982470001	24.334962138125	27.1971510425504	23.7326210798235	23.7706897343243	24.3681391194193	21.8709593259881	22.5329507597026	24.4802847097587
Row.272_60298	20.6883713148271	23.9915898130957	25.1831530923488	25.1397548703167	24.5342759621986	20.2129493722868	23.5823653558334	23.1631730991099	20.5397814683303	22.0396222058337	26.6055592618706	26.5305983688445
Row.273_32340	23.3164936840843	23.4017269976476	24.5889051550467	25.0733808207796	25.045666104297	22.5280940764101	21.900173032421	23.2857221395204	24.1794768060743	21.9218699888897	23.3082217644719	26.5251381453821
Row.275_14166	24.5182222261178	24.0256977069021	24.6751284916574	24.9228091877816	24.6543572968747	23.5918910293883	24.7425831981381	24.5889051550467	25.0324661487721	23.5132448506946	24.4060398857142	25.3707570080653
Row.277_50688	21.9995584919799	21.9073290140633	18.9176247774353	23.9871062360619	23.059297149052	25.5927434546574	23.179459453119	23.2618422985252	23.2325678603496	22.6541643250354	21.6723924682324	23.7782655710072
Row.278_13736	26.6246614869093	26.0714684598669	27.1531105785185	26.8979716375284	25.6607109048832	23.4891961772383	28.0907090737856	27.0293468917752	28.1604255429424	28.0662873265535	26.9869899498527	27.318162375198
Row.279_43059	20.7831857050242	19.9236584227509	20.9337941547154	20.0964029904095	20.991271320192	21.75517358528	21.104262834531	21.2463897529368	20.6616522474285	21.197982713412	18.5705471029377	19.9680648288669
Row.280_13885	27.109079916148	27.6228113729888	26.7994332484132	26.4429205061659	25.1831530923488	23.7598055345931	27.4719199971177	27.8588256657262	28.3947878173807	27.8264850986993	27.7956361089173	26.8193548005472
Row.281_16174	25.0591338501187	25.3887587991969	25.1914793814377	26.7661714230942	27.2394831733032	29.0291702257012	24.8332819655219	24.6806912265876	25.0550684902502	26.7661714230942	24.294973954978	24.4866375929913
Row.283_13216	25.1238627785933	24.2466536191226	24.1435795235196	23.7839609347518	24.1956303013325	22.0227889747557	24.17490570735	24.0552201261998	22.9440155516074	23.6085656105493	23.6575044197654	24.2601681603305
Row.284_21874	33.510379724684	34.160594207414	34.6768000516986	34.8082749708225	32.5948856427034	33.6643351810105	34.4280544728225	33.0760114152663	34.160594207414	34.160594207414	33.9618157238831	33.7452706842194
Row.286_1282	22.2828861633912	21.8824158582155	22.8194609319089	22.1691081976078	23.2788467904097	25.9218685918713	24.3420736311631	23.0666019478178	24.4537430522342	23.2030419428943	22.4891946991954	22.7233070889912
Row.288_20749	26.9111793289984	27.321007938399	26.4923077304485	26.6349305043685	27.7628025251791	26.5998872758125	26.0714684598669	26.5125791184098	25.4476771119984	26.5336278898528	27.0091022265747	26.0288450198525
Row.289_15320	28.2441092981222	27.2062199684618	28.235008301878	27.6270750818926	27.4052441797278	26.6904531540767	28.2503840086171	28.5526656007264	28.8242891829239	28.0600686916933	28.0955144213519	28.5594242125262
Row.298_1865	25.5176730000267	23.3904713040528	21.9545694424238	19.5021318256969	21.9835822937891	21.9371132331553	24.0295938207611	23.3164936840843	22.4538477358048	21.8004238094876	24.1921851188469	19.5021318256969
Row.302_16162	27.2062199684618	26.9529894805939	26.9779294252926	28.3907215988648	27.6631399502013	27.8882663264659	25.8359537488093	26.2966046291337	25.0963014541734	27.4777752030057	26.2812654233625	27.6228113729888
Row.304_22733	31.2537046226611	30.6917935417474	29.8184710705406	30.5999881115208	32.2642248751221	31.8097750086956	29.6941685029527	30.8620551059309	29.8421272662133	30.1666596438823	30.779553102766	30.1475499878045
Row.305_32532	21.5056249547157	24.0485322135988	22.0396222058337	22.5413108864581	21.0902395947444	22.0633234025614	21.1468097364305	22.9354526837489	22.6541643250354	21.3598584941796	22.0450695474014	23.3479074242613
Row.306_27095	22.5836221275068	22.3134495929614	22.0633234025614	22.5280940764101	23.6425509624963	25.287802612445	20.2281347135754	22.0989372508898	21.7030621317328	20.3733126829767	22.5695334223464	21.9218699888897
Row.311_2032	22.4261458440545	21.75517358528	21.185755403357	20.0152094230011	21.7158112919827	24.0435030285824	20.2490266490401	19.6909993057191	19.3469309002101	19.7604905581946	20.9451174130646	21.0557065640855
Row.313_26841	21.3758459739202	21.4601241226485	22.3416690672672	21.9657971391472	23.586454450492	22.5605007574658	22.8468885358552	22.9711159270156	21.8926112192322	21.8341592491628	21.0557065640855	21.2463897529368
Row.315_20668	25.2714165786339	24.7014402421999	25.0856866105363	25.2694539424853	27.3035845863832	25.0229227160659	26.0547808854037	26.0288450198525	24.334962138125	25.5541370030063	25.0190200884347	25.0324661487721
