feature_identifier	mz	mummichogID_hsa_biocyc
Row.1356_18041	825.813355544263	CPD-11400,CPD-11402
Row.1358_1290	115.075782750462	C02373,TRANS-2-HEXENOL
Row.1361_27659	285.208105113859	
Row.1367_33956	257.176663719788	
Row.1368_20279	606.25814599128	
Row.1375_15300	475.154868103246	
Row.1376_45365	213.149914166597	
Row.1379_33901	169.159604107833	
Row.1380_21227	755.829339066569	
Row.1383_32041	265.148847563719	
Row.1386_1019	171.102495261442	CPD-10806
Row.1387_21054	715.271038854339	
Row.1389_19308	471.846904503238	
Row.1391_32234	351.185797731878	
Row.1392_32976	317.180040734839	
Row.1393_1084	250.145772536614	CPD-731
Row.1395_19916	460.162074539607	CPD3DJ-11366,THF
Row.1398_29758	277.21812345824	CPD-8117,LINOLENIC_ACID
Row.1401_22942	678.239542633996	
Row.1402_1447	154.063236486248	CPD-824,DI-H-URACIL,HIS
Row.1403_1167	85.0035837269637	
Row.1404_19956	734.2897500114	
Row.1407_34355	367.250262499585	CPD-7598
Row.1408_25465	495.193138845258	CPD0-1028,C00353
Row.1409_31166	241.217964632883	
Row.1410_26431	295.159313991254	
Row.1411_25362	803.816686643187	
Row.1412_32809	267.144747967145	
Row.1414_30941	243.160938868795	
Row.1416_24805	327.164693506139	
Row.1424_31451	335.154534639316	
Row.1429_1098	233.155280209598	
Row.1430_2193	518.799554811929	
Row.1432_51301	225.056077584763	
Row.1433_25649	915.873208278999	
Row.1443_1719	125.02388350853	CATECHOL
Row.1444_13887	441.151624234302	
Row.1448_14729	462.14413267645	
Row.1449_18096	590.231132182407	
Row.1450_48103	244.098639683726	CPD-11406
Row.1452_22548	861.345966197692	
Row.1453_2089	239.060351031138	C00525,TRP
Row.1455_14728	456.182589392304	
Row.1457_30679	273.208054145992	CPD-7836
Row.1458_21078	809.315474111151	
Row.1459_20754	642.268956609378	
Row.1468_18035	576.727887785815	
Row.1469_29621	199.170434498033	DODECANOATE
Row.1470_23452	865.35088414066	
Row.1475_30914	369.211676485448	
Row.1477_24919	273.171641935359	
Row.1481_31358	233.155205594243	
Row.1482_1068	157.086718306779	TRANS-2-HEXENAL
Row.1484_1605	89.0236738869978	3-HYDROXY-PROPIONATE,ACETALD,ACETOL,ALPHA-D-GALACTOSE,ALPHA-GLUCOSE,BETA-D-FRUCTOSE,CPD-12601,CPD-13559,CPD-358,CPD-9569,D-LACTATE,C00184,C00067,GALACTOSE,GLC,GLYCERALD,L-LACTATE,LACTALD,C00137
Row.1487_845	83.024276895359	
Row.1488_20385	841.350773221018	
Row.2_.	778.811542312844	
Row.3_.	421.461142618102	
Row.4_.	530.864204108226	
Row.5_.	439.663935645185	
Row.6_.	479.690311860953	
Row.7_.	928.883838176781	
Row.9_.	85.028754994042	CPD-12175,CPD-1843,CPD-335
Row.10_.	874.8520843058	
Row.12_.	667.777857021072	
Row.13_.	542.879053495524	
Row.14_.	495.522249010387	
Row.16_.	406.115619484627	
Row.18_.	370.144066845371	C01137
Row.19_.	519.528779341758	
Row.24_.	94.9799568789311	
Row.25_.	535.531909109582	
Row.26_.	78.9714035646947	
Row.28_.	626.748559221424	
Row.29_.	521.174291451131	
Row.30_.	632.731803382908	
Row.31_.	620.711891439692	
Row.32_.	472.682873578711	
Row.33_.	919.882276671834	
Row.34_.	412.653786943812	
Row.35_.	521.706674310674	
Row.38_.	448.832860888458	
Row.39_.	751.797835815017	
Row.40_.	482.17844389786	
Row.44_.	446.493381499225	
Row.46_.	552.877755688983	
Row.49_.	502.202295456567	
Row.51_.	773.797999385884	
Row.53_.	672.25769035446	
Row.56_.	534.524175583717	
Row.57_.	490.693182293792	
Row.58_.	712.271263652094	
Row.60_.	614.68509186671	
Row.61_.	853.339654198317	
Row.62_.	473.836812896247	
Row.63_.	902.872409221031	
Row.65_.	628.727726018143	
Row.68_.	844.834615541462	
Row.69_.	471.842690741384	
Row.70_.	330.802444714973	
Row.72_.	719.635111620904	
Row.74_.	718.748653868998	
Row.75_.	619.739020552686	
Row.76_.	622.272019163688	BILIVERDINE,TAUROLITHOCHOLATE-SULFATE
Row.78_.	530.702674898938	
Row.82_.	432.628987159915	
Row.84_.	294.825406497162	
Row.86_.	582.233741520671	
Row.87_.	534.534797616587	
Row.88_.	296.869977580853	
Row.89_.	712.311970994489	
Row.90_.	768.296990634589	
Row.92_.	512.762292613385	
Row.94_.	272.843566058677	
Row.95_.	878.855030722837	
Row.96_.	550.7071300267	
Row.98_.	707.960282562149	
Row.99_.	628.680576206505	
Row.100_.	754.986118373915	
Row.101_.	212.839635082988	
Row.102_.	96.921513098291	
Row.103_.	472.743797045588	
Row.107_.	525.709903593865	
Row.108_.	724.276381183702	
Row.110_.	78.9181990896483	
Row.112_.	835.829885794506	
Row.114_.	530.532513809282	
Row.116_.	782.30381051668	
Row.118_.	546.680145938626	
Row.119_.	486.663564559386	
Row.121_.	636.738755851259	
Row.124_.	458.500460054776	
Row.125_.	892.361862150355	
Row.127_.	590.706037562913	
Row.129_.	629.756104169612	
Row.131_.	592.717295292607	
Row.132_.	630.923075555135	
Row.134_.	366.761973517257	
Row.136_.	516.52592008134	
Row.137_.	470.672187535462	
Row.140_.	475.688035393392	
Row.143_.	462.814970743655	
Row.147_.	76.0032656983542	
Row.148_.	76.9693425788422	
Row.150_.	99.0443585887987	CPD-13228,CPD-14642,PRENAL
Row.151_.	729.816040921345	
Row.152_.	539.690365992066	
Row.154_.	447.489385933531	
Row.155_.	79.9566080138966	
Row.157_.	547.687825319991	
Row.160_.	542.545248910793	
Row.161_.	367.878234641531	
Row.162_.	512.16901108609	
Row.163_.	377.467538394145	
Row.164_.	399.796496270175	
Row.167_.	113.023743683885	
Row.169_.	400.468469901035	
Row.170_.	663.754904907597	
Row.171_.	900.360615741503	
Row.172_.	534.190486688942	
Row.173_.	513.525615560991	
Row.174_.	834.83242040176	
Row.175_.	719.259382737132	
Row.178_.	184.134240340456	CPD-195
Row.180_.	876.366920321807	
Row.182_.	350.787506940401	
Row.183_.	403.785430009828	
Row.184_.	538.873197589081	
Row.185_.	505.519617068937	
Row.186_.	470.699359020069	
Row.187_.	352.468477535977	
Row.188_.	530.873511302986	
Row.190_.	613.763494170388	
Row.191_.	377.461365935739	
Row.193_.	648.785609249852	
Row.196_.	634.76630354671	
Row.199_.	335.190933911081	
Row.200_.	474.821325159247	
Row.202_.	476.837804346957	
Row.203_.	208.934869507397	
Row.204_.	434.414806940499	
Row.207_.	673.784355544257	
Row.208_.	548.69575492557	
Row.211_.	666.608693877484	
Row.213_.	786.297955157329	
Row.217_.	479.839794119858	
Row.218_.	112.998629310629	
Row.220_.	720.771632162284	
Row.221_.	332.799534782157	
Row.222_.	703.767203084577	
Row.225_.	405.49520905177	
Row.227_.	358.87090619058	
Row.228_.	759.29753286632	
Row.229_.	76.969281579931	
Row.230_.	542.71148525899	
Row.231_.	488.144747243543	
Row.232_.	481.68841012276	
Row.234_.	420.663780857092	
Row.235_.	401.823368468541	
Row.238_.	112.984956333741	
Row.240_.	438.485915322912	
Row.241_.	513.52113831169	
Row.243_.	731.816982122059	
Row.251_.	460.150601612415	
Row.253_.	405.799620783443	
Row.256_.	745.772698132609	
Row.257_.	741.320272623539	
Row.259_.	453.634244373358	
Row.260_.	576.807539054593	
Row.263_.	307.159601235604	
Row.265_.	425.910309108489	
Row.266_.	398.647699645196	
Row.270_.	851.82586413353	
Row.271_.	268.801916958886	
Row.274_.	525.677097390599	
Row.276_.	814.329179772023	
Row.282_.	93.0006907132898	CPD-7046,CPD-7671,HS
Row.285_.	460.494762989516	
Row.287_.	645.744322321356	
Row.290_.	639.719297551109	
Row.291_.	428.830865471672	
Row.292_.	439.828689027196	
Row.293_.	536.540690858701	
Row.294_.	825.829686465474	
Row.295_.	541.87123464095	
Row.296_.	528.705067529018	
Row.297_.	818.824357719541	
Row.299_.	613.722430597302	
Row.300_.	786.308545525995	
Row.301_.	581.742501143052	
Row.303_.	740.821886875198	5-DIPHOSPHO-1D-MYO-INOSITOL-12346P,5-DIPHOSPHO-1D-MYO-INOSITOL-12346P,CPD-11700,CPD-11700,CPD-11937,CPD-11937
Row.307_.	942.381590095482	
Row.308_.	354.781567172126	
Row.309_.	293.143747438224	
Row.310_.	791.809482926517	
Row.312_.	628.25544349053	
Row.314_.	474.487408624206	
Row.318_.	538.682525776993	
Row.320_.	588.750651070355	
Row.321_.	761.302365700402	
Row.322_.	410.14553815849	
Row.323_.	697.762955659718	
Row.324_.	494.513157908668	
Row.325_.	678.79009286382	
Row.326_.	445.82369738631	
Row.329_.	115.039439446889	2-KETO-ISOVALERATE
Row.330_.	449.1750124305	
Row.331_.	666.275289043023	
Row.334_.	424.820088303247	
Row.335_.	383.128898530352	
Row.336_.	435.482106480312	
Row.340_.	534.744428325768	
Row.341_.	487.510492431863	
Row.343_.	613.205636508268	
Row.345_.	411.405479497261	
Row.346_.	689.765493458541	
Row.347_.	449.495364086281	
Row.350_.	701.812157741934	
Row.351_.	108.901323267347	
Row.352_.	476.785446479079	
Row.355_.	482.505204721623	
Row.360_.	593.74221260706	CPD1G-332
Row.362_.	452.661163625778	
Row.364_.	575.227207783692	
Row.365_.	754.652177941314	
Row.366_.	687.795838690499	
Row.369_.	92.9273044490317	
Row.370_.	270.846471434531	
Row.372_.	698.771071415732	
Row.373_.	485.655742751995	
Row.376_.	799.813154227552	
Row.378_.	681.262708167612	
Row.379_.	474.837222474051	
Row.381_.	407.901688264893	
Row.382_.	567.883830212789	
Row.383_.	601.746979527837	
Row.384_.	101.023750325476	2-OXOBUTANOATE,3-KETOBUTYRATE,CH3-MALONATE-S-ALD,SUCC-S-ALD
Row.385_.	523.873115433848	
Row.386_.	283.138435437122	
Row.387_.	482.505293787801	
Row.389_.	356.826120520112	
Row.390_.	208.84546346406	
Row.391_.	88.0032925314298	
Row.395_.	436.659769781854	
Row.397_.	902.370456108577	CPD0-1080
Row.399_.	792.310047298794	
Row.401_.	444.46808802213	
Row.402_.	543.72010375908	
Row.405_.	533.706417228025	
Row.407_.	454.16728537774	
Row.408_.	910.877949338253	
Row.410_.	778.311171598385	
Row.411_.	618.91076707322	
Row.412_.	422.817020107741	
Row.413_.	95.0131061549898	
Row.416_.	78.9452913376451	
Row.418_.	861.84313358958	
Row.420_.	500.5288675448	
Row.421_.	274.888132021656	
Row.422_.	456.674543057591	
Row.423_.	506.660161668353	
Row.425_.	349.792950903701	
Row.427_.	440.626521436105	
Row.428_.	493.518443122565	
Row.429_.	483.8431722046	
Row.431_.	579.704109764599	
Row.434_.	804.824746718029	
Row.435_.	485.281025586451	CPD-7238,GLYCOCHOLIC_ACID
Row.437_.	465.501925796018	
Row.438_.	212.887107442446	
Row.442_.	702.763577528752	
Row.445_.	772.802369907355	
Row.447_.	728.827577546623	
Row.448_.	449.666372996994	
Row.449_.	528.658450990097	
Row.451_.	608.747101596589	
Row.452_.	498.188249528844	
Row.453_.	526.86360834182	
Row.454_.	410.821339781005	
Row.455_.	588.66163803155	
Row.458_.	87.008044674769	ASCORBATE,CPD-37,GLYCERATE,MALONATE-S-ALD,METHYL-GLYOXAL,PYRUVATE
Row.459_.	108.021007277949	AMINO-ACETONE,CPD-181,CPD-6082
Row.460_.	695.797048968931	MI-HEXAKISPHOSPHATE
Row.461_.	618.222694774014	
Row.465_.	888.859820967459	
Row.466_.	448.764824119042	
Row.468_.	395.470636721517	
Row.470_.	489.703738377647	
Row.471_.	664.260884988029	
Row.472_.	787.815589306591	
Row.474_.	579.744063362498	
Row.475_.	588.235486778136	
Row.479_.	234.869373435912	
Row.480_.	706.768479743347	
Row.482_.	447.922301146476	
Row.484_.	542.548447174621	
Row.488_.	617.753085214349	
Row.490_.	492.497145699548	
Row.492_.	544.539109425397	
Row.493_.	541.171524530861	
Row.494_.	411.468604857119	
Row.496_.	818.323572114384	
Row.503_.	98.0240405060596	AMINO-OXOBUT
Row.508_.	506.865527904404	
Row.512_.	540.222933066437	
Row.513_.	472.667662742078	
Row.514_.	424.503029692087	
Row.517_.	769.804185738761	
Row.521_.	517.522262306611	
Row.522_.	441.743627151765	
Row.523_.	519.70916823277	
Row.527_.	569.244608930376	
Row.528_.	515.842201800442	
Row.530_.	808.816793706441	
Row.531_.	784.292838430905	
Row.534_.	544.872149893134	
Row.537_.	216.928793351224	
Row.538_.	94.9799721571527	
Row.543_.	572.765957255234	
Row.545_.	487.195810196623	
Row.548_.	574.762939636272	
Row.549_.	596.744912261333	
Row.550_.	412.484379068019	
Row.551_.	421.408998990185	
Row.554_.	600.261113625994	
Row.555_.	534.715666157545	
Row.562_.	756.330360826942	
Row.563_.	752.298213318925	
Row.564_.	561.883419485353	
Row.565_.	489.182608642926	
Row.566_.	475.843320490042	
Row.567_.	342.875715162153	
Row.570_.	936.388062015626	
Row.572_.	610.728020080825	
Row.573_.	423.810861668907	
Row.575_.	666.789921119011	
Row.576_.	659.784293142657	
Row.578_.	536.214093050484	
Row.579_.	547.876708903771	
Row.580_.	402.6410522093	
Row.581_.	513.709334900353	
Row.583_.	622.728009371027	
Row.584_.	532.532796001577	
Row.585_.	517.856081740234	
Row.588_.	78.9583495052711	CARBON-DIOXIDE
Row.589_.	416.83008276576	
Row.592_.	951.390199039188	
Row.594_.	394.644351038101	
Row.596_.	601.722613061225	
Row.598_.	671.249600984998	
Row.600_.	685.798306802764	
Row.601_.	736.97715946212	
Row.603_.	733.814263655255	
Row.604_.	522.861238754758	
Row.605_.	489.518368496269	
Row.610_.	578.736608087961	
Row.611_.	772.662194189921	
Row.612_.	711.766000098804	
Row.613_.	599.706704992999	
Row.614_.	412.740677653654	
Row.617_.	719.776193579696	
Row.618_.	393.79289107569	
Row.620_.	621.749818509128	
Row.623_.	480.824532166421	
Row.626_.	532.717226250117	
Row.627_.	526.52966363456	
Row.628_.	409.642536399084	
Row.630_.	605.750144562502	
Row.631_.	980.404470028836	CPD0-1080
Row.633_.	503.522348759043	
Row.638_.	519.862449538457	
Row.640_.	493.851699257962	
Row.641_.	459.142492496468	C01674
Row.642_.	535.879769130286	
Row.643_.	644.736261453876	
Row.644_.	838.352506664591	
Row.645_.	429.154444824912	
Row.646_.	238.911027757369	
Row.649_.	473.502937783664	
Row.652_.	666.232621184125	
Row.657_.	515.521873066304	
Row.658_.	467.502423903441	
Row.659_.	401.140415608334	
Row.661_.	418.488017546931	
Row.662_.	506.5206569897	
Row.663_.	712.662848425416	
Row.664_.	463.499447693917	
Row.665_.	918.874580380676	
Row.667_.	473.504351146346	
Row.671_.	384.892460983939	
Row.673_.	701.62608068767	
Row.674_.	445.652346457411	
Row.676_.	78.9582616291039	CARBON-DIOXIDE
Row.678_.	352.438354513725	
Row.679_.	453.494520737544	
Row.681_.	746.786688815168	
Row.682_.	583.891249439978	
Row.683_.	772.28592390629	
Row.690_.	424.912195301262	
Row.691_.	375.63404732898	
Row.692_.	564.217141523701	TAUROLITHOCHOLATE
Row.693_.	491.512429766761	
Row.695_.	326.760865500766	
Row.696_.	596.746858118581	
Row.699_.	393.479416022144	
Row.700_.	515.69590121491	
Row.701_.	384.481731871032	
Row.702_.	172.5451754292	
Row.703_.	572.736613934578	
Row.704_.	692.789574372291	
Row.707_.	514.857762249109	
Row.708_.	894.378018869296	
Row.709_.	478.682877103673	
Row.712_.	550.541061157889	
Row.713_.	387.789573178582	
Row.716_.	769.80755872759	
Row.717_.	489.521821469405	
Row.718_.	355.125655579799	
Row.719_.	830.830849406183	
Row.721_.	292.828513679429	
Row.723_.	577.896334204063	
Row.724_.	798.799242302881	
Row.725_.	551.866420056484	
Row.726_.	465.844671678883	
Row.731_.	436.155698292144	
Row.733_.	483.520269575203	
Row.735_.	840.342622938574	
Row.738_.	321.175349655895	
Row.739_.	381.388306982937	
Row.740_.	712.811911685296	
Row.744_.	560.695469577747	
Row.745_.	494.850064745322	
Row.746_.	516.21723495449	
Row.748_.	680.244139744341	
Row.749_.	380.885228089098	
Row.753_.	138.91420188538	
Row.755_.	356.615842886696	
Row.757_.	366.471916642215	
Row.759_.	544.871913275816	
Row.760_.	610.642929514313	
Row.761_.	613.581653779251	
Row.763_.	488.845395993275	
Row.764_.	508.694854924872	
Row.766_.	714.309262116263	
Row.770_.	551.689011103211	
Row.771_.	453.839350902894	
Row.776_.	595.758542489382	
Row.777_.	508.692147064386	
Row.778_.	575.209084771412	
Row.780_.	436.491673429041	
Row.781_.	537.872347796172	
Row.782_.	446.15625724696	THF
Row.784_.	478.508244716873	
Row.786_.	251.133023073153	
Row.789_.	468.67959630948	CHLORDECONE-ALCOHOL
Row.792_.	474.5049483979	
Row.793_.	634.769353049808	
Row.795_.	93.0338574455597	CPD-289
Row.796_.	328.805418339539	
Row.798_.	893.86891420006	
Row.801_.	494.179428572311	
Row.802_.	526.71717737099	
Row.803_.	563.717814524527	
Row.806_.	777.302986029242	
Row.810_.	552.698120294493	
Row.811_.	696.766898470386	
Row.812_.	493.195926446848	
Row.816_.	720.80534022859	5-DIPHOSPHO-1D-MYO-INOSITOL-12346P,CPD-11700,CPD-11937
Row.817_.	652.733678700065	
Row.818_.	873.847004422891	
Row.822_.	566.203762179412	
Row.831_.	518.537874395263	
Row.832_.	444.786468484728	
Row.833_.	96.9512100546489	
Row.834_.	605.724860554015	
Row.835_.	555.54735965931	
Row.836_.	98.0001901546456	
Row.837_.	393.82414464107	
Row.838_.	465.83185248751	
Row.839_.	84.0083418335907	CARBON-DIOXIDE,CPD-3344
Row.840_.	536.547125322118	
Row.841_.	862.342904291042	
Row.843_.	648.599046644142	
Row.846_.	694.290391611643	
Row.847_.	558.770488421465	
Row.848_.	460.170653584864	5-METHYL-THF
Row.851_.	620.25574752875	
Row.855_.	554.546457703362	
Row.863_.	586.734417213874	
Row.865_.	444.802577668934	
Row.867_.	440.492403072468	
Row.868_.	471.502438742681	
Row.869_.	407.144265227657	BETA-HYDROXYANDROST-5-EN-17-ONE-3-SULFAT
Row.870_.	748.32271860529	
Row.871_.	464.843272000596	
Row.872_.	79.9565704072525	
Row.875_.	214.884206900881	
Row.877_.	768.799354741652	
Row.878_.	74.0239706527339	
Row.880_.	488.508858736524	
Row.881_.	662.24627329063	
Row.886_.	85.0287510139886	CPD-12175,CPD-1843,CPD-335
Row.887_.	465.839437409707	
Row.888_.	557.546250134634	
Row.889_.	498.679282174717	
Row.890_.	518.706762173403	
Row.891_.	535.723712411398	
Row.897_.	684.285583957087	
Row.901_.	72.9923090498281	
Row.903_.	551.877361886215	
Row.905_.	318.877709932106	
Row.906_.	526.863600336132	
Row.907_.	377.799504481924	
Row.909_.	746.289652071308	
Row.910_.	321.175245576892	
Row.911_.	99.0080295589621	4-FUMARYL-ACETOACETATE,4-MALEYL-ACETOACETATE,SUC
Row.917_.	755.790081224599	
Row.918_.	570.721543693661	
Row.919_.	375.475864202843	
Row.920_.	482.518892996065	
Row.921_.	522.516902350429	
Row.923_.	523.526756402886	
Row.924_.	661.773879624603	
Row.925_.	390.805955665263	
Row.926_.	270.799022706194	
Row.927_.	507.193681722659	
Row.928_.	249.153646121878	
Row.929_.	332.847059049177	
Row.930_.	429.15230645214	
Row.931_.	536.870156469066	
Row.933_.	781.853590848326	
Row.935_.	671.781758147163	
Row.936_.	738.784473911142	MI-HEXAKISPHOSPHATE
Row.937_.	509.838403560004	
Row.938_.	466.705383188722	
Row.939_.	150.886299914491	
Row.940_.	680.787825856775	
Row.941_.	529.681966451319	3-OXOPRISTANOYL-COA
Row.943_.	649.736993603708	
Row.945_.	654.749471445535	
Row.947_.	556.693708249536	
Row.949_.	504.679428792671	
Row.951_.	478.170812710529	
Row.953_.	523.859433132525	
Row.954_.	96.9688004446238	CPD-12799,H2CO3,HCO3
Row.955_.	461.631373473403	
Row.956_.	501.518979535612	
Row.957_.	425.482481874524	
Row.958_.	73.0287163661378	ETHYLENE-CMPD
Row.959_.	482.181347021757	
Row.960_.	334.796621910105	
Row.961_.	560.736014339598	
Row.963_.	683.950013124695	
Row.964_.	782.313898358521	
Row.965_.	463.190425753032	CPD-14704
Row.966_.	429.491871095581	
Row.967_.	477.658130522011	
Row.969_.	528.868985305394	
Row.970_.	93.0006283976504	CPD-7046,CPD-7671,HS
Row.972_.	307.159672526698	
Row.974_.	813.829849939237	
Row.975_.	80.964371297745	
Row.980_.	466.816808550571	
Row.982_.	681.754819462124	
Row.985_.	518.860757003683	
Row.987_.	480.490950519488	CPD-14270
Row.989_.	468.833940220676	
Row.991_.	530.529916976875	
Row.995_.	888.855749263094	
Row.996_.	607.907289477623	
Row.997_.	151.123689714666	
Row.998_.	436.838856757628	
Row.999_.	623.726879296432	
Row.1001_.	508.855969502218	
Row.1004_.	454.803496264492	
Row.1005_.	408.746458337252	
Row.1007_.	866.855972914864	
Row.1008_.	542.209465861463	
Row.1009_.	488.522859303661	
Row.1010_.	700.252594459691	
Row.1012_.	559.731331284268	
Row.1014_.	998.415340389923	
Row.1015_.	388.761367350056	
Row.1017_.	579.744346121941	
Row.1020_.	628.235871136761	CPD-13227,CPD-13227
Row.1024_.	473.76589618084	
Row.1025_.	463.832410807213	
Row.1028_.	615.754361188093	
Row.1032_.	932.877714318396	
Row.1033_.	98.9551366664126	C00059
Row.1035_.	638.770696417661	
Row.1036_.	652.276768095013	
Row.1038_.	441.487272503843	
Row.1041_.	512.854343613581	
Row.1042_.	568.722873941078	
Row.1043_.	561.720687710352	
Row.1044_.	648.665928680559	
Row.1046_.	494.661087523956	
Row.1048_.	528.715023874108	
Row.1052_.	156.924975918943	
Row.1053_.	450.762042352967	
Row.1055_.	741.783746737765	
Row.1056_.	418.478051831152	
Row.1057_.	441.634354689952	
Row.1058_.	707.776200291976	
Row.1059_.	536.213521718476	
Row.1060_.	569.721522822487	
Row.1063_.	458.52208609225	
Row.1065_.	708.268585416258	
Row.1067_.	434.662518497074	
Row.1070_.	456.811730926851	
Row.1071_.	982.420281485274	
Row.1074_.	447.177175480307	
Row.1075_.	692.725730168097	
Row.1077_.	256.877374763846	
Row.1080_.	639.761545579188	
Row.1081_.	918.377776376809	
Row.1082_.	648.263421276004	
Row.1083_.	152.956841584601	
Row.1087_.	392.755462163336	
Row.1089_.	426.663195290864	
Row.1090_.	540.714998068808	
Row.1091_.	612.758135289068	
Row.1092_.	625.763113058667	
Row.1093_.	504.518480947298	
Row.1095_.	504.171551004483	
Row.1096_.	453.827179131966	
Row.1097_.	840.842109373378	
Row.1098_.	482.696623353818	
Row.1102_.	501.853286604843	
Row.1104_.	405.473714912305	
Row.1105_.	513.176868444604	
Row.1107_.	714.806665325013	
Row.1108_.	538.225679636845	
Row.1109_.	510.693400722852	
Row.1111_.	396.844100060936	
Row.1114_.	887.859264384451	
Row.1115_.	619.23069048487	C00486
Row.1120_.	812.324326426756	
Row.1122_.	297.154071134965	
Row.1130_.	499.850657900376	
Row.1132_.	506.197210136619	
Row.1135_.	410.743603205721	
Row.1137_.	466.682407703974	
Row.1138_.	387.819690346805	
Row.1140_.	706.270686003589	
Row.1141_.	505.85068267727	
Row.1143_.	266.804830017619	
Row.1145_.	649.773735519034	
Row.1147_.	461.17499177712	
Row.1149_.	428.660944100043	
Row.1151_.	394.895512122932	
Row.1152_.	107.04960685171	BENZYL-ALCOHOL,CPD-7202,N3-METHYLCYTOSINE
Row.1153_.	604.241675138861	PROTOPORPHYRINOGEN
Row.1154_.	451.144933374223	
Row.1155_.	763.792088132018	
Row.1156_.	585.743319718958	
Row.1157_.	196.92901826607	FUM
Row.1158_.	334.84401825453	
Row.1163_.	671.938447533842	
Row.1165_.	383.46495912904	
Row.1166_.	411.802981279621	
Row.1168_.	468.147651636244	
Row.1169_.	427.816771834004	
Row.1171_.	96.0084049066584	
Row.1172_.	314.906826562512	
Row.1173_.	387.142468849913	
Row.1174_.	854.335793958419	
Row.1175_.	460.682467692707	
Row.1178_.	521.860790204703	
Row.1180_.	398.399381779727	
Row.1181_.	423.171002114632	
Row.1185_.	426.815996150141	
Row.1186_.	865.848309504443	
Row.1187_.	604.738385539188	
Row.1191_.	582.91951609758	
Row.1192_.	518.70241651161	
Row.1196_.	210.842552167054	
Row.1200_.	675.23829074413	
Row.1204_.	487.84296500684	
Row.1205_.	80.9644432673684	HSO3,SO3
Row.1206_.	754.317365072262	
Row.1212_.	496.8180688493	
Row.1213_.	764.797250990689	
Row.1218_.	693.760291334374	
Row.1222_.	477.846561568769	
Row.1226_.	68.0133855938222	
Row.1233_.	429.478665427493	
Row.1234_.	474.788446426981	
Row.1236_.	546.222768586364	GLYCOCHOLIC_ACID
Row.1238_.	434.866019006835	
Row.1240_.	458.164596626407	METHYLENE-THF,CPD3DJ-11366
Row.1241_.	701.752108742963	
Row.1244_.	307.159543431849	
Row.1245_.	808.320444490298	
Row.1247_.	532.865426980474	
Row.1248_.	455.665491648456	
Row.1250_.	600.714732775481	
Row.1253_.	516.859211786302	
Row.1254_.	411.499868363645	
Row.1255_.	478.830290528117	
Row.1257_.	514.20106806518	
Row.1258_.	69.0086127123896	
Row.1259_.	517.526551102688	
Row.1260_.	584.214447499434	
Row.1263_.	459.831129314	
Row.1266_.	498.850889670839	
Row.1267_.	639.730183209605	
Row.1268_.	572.736156725571	
Row.1269_.	150.920647800551	
Row.1272_.	418.81617510523	
Row.1278_.	680.785207020206	
Row.1279_.	566.712396489678	
Row.1280_.	116.927921411977	
Row.1283_.	516.848481151802	CPD-13017,CPD-13019,CPD-13020
Row.1284_.	442.495459064861	
Row.1285_.	552.725371731887	
Row.1289_.	336.88873745499	
Row.1290_.	368.130939800816	
Row.1291_.	712.772288502941	
Row.1292_.	510.764950350546	
Row.1294_.	856.843135053666	
Row.1295_.	728.32568905647	
Row.1297_.	499.518850137158	
Row.1300_.	594.19854840807	
Row.1301_.	588.234777144282	
Row.1303_.	901.872274534905	
Row.1308_.	477.837505332531	
Row.1309_.	471.51438306528	
Row.1310_.	626.219411509661	
Row.1311_.	382.792979130283	
Row.1312_.	516.181143133244	METHYLENE-THF
Row.1315_.	577.728849477007	
Row.1317_.	915.369741365978	
Row.1318_.	812.82183934498	
Row.1319_.	447.835475715713	
Row.1320_.	693.79469527395	
Row.1321_.	480.172344815025	
Row.1322_.	542.731120276763	
Row.1323_.	452.758941523699	
Row.1325_.	436.677228797792	
Row.1326_.	627.227979103252	
Row.1327_.	555.720123554523	
Row.1330_.	571.898725953408	
Row.1332_.	574.201057498977	
Row.1334_.	548.882430817548	
Row.1335_.	403.64797080917	
Row.1338_.	293.143934249399	
Row.1341_.	455.82842669308	
Row.1344_.	641.776504905033	
Row.1345_.	464.180299971345	
Row.1349_.	448.164750515321	
Row.1353_.	473.690320823495	
Row.1354_.	572.556009673278	
Row.1357_.	595.236313558281	
Row.1359_.	390.758426943555	
Row.1360_.	485.846428559816	
Row.1362_.	469.834869793244	DIIODO-L-TYROSINE
Row.1363_.	482.853110963178	
Row.1364_.	305.17743411148	
Row.1365_.	734.782194160959	
Row.1366_.	750.789855166546	
Row.1369_.	93.0338315256835	CPD-289
Row.1370_.	426.409543515035	
Row.1371_.	456.848198005371	
Row.1372_.	444.49166875093	
Row.1373_.	402.795250278407	
Row.1374_.	444.823199669441	
Row.1377_.	508.854064792877	
Row.1378_.	632.771442875756	
Row.1381_.	656.748681092666	
Row.1382_.	410.827160462173	
Row.1384_.	701.959991338212	
Row.1385_.	465.510906765435	
Row.1388_.	692.745882564247	
Row.1390_.	500.852739970104	
Row.1394_.	436.496716708048	
Row.1396_.	678.278672094959	
Row.1397_.	822.332462271446	
Row.1399_.	648.932864088658	
Row.1400_.	218.932956624798	
Row.1405_.	534.869242920307	
Row.1406_.	371.63574352195	
Row.1413_.	417.472603609958	
Row.1415_.	359.79191134134	
Row.1417_.	251.132985318562	
Row.1418_.	702.801160987673	
Row.1419_.	654.703773095254	
