PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
IKBKB_O14920	0.00128945443388873	-0.0117160861047572	-0.000634178258550507	0.00174435814456514	0.00270326836004803	0.017644484251441	0.0126940483676377	-0.0059113973147577	-0.00574255639962339	-0.0154879935972039
RGS12_O14924	-0.00472416640179694	0.0182572354719971	-0.0168054825055294	0.0109284202471108	-0.0792166825967058	-0.00527717656334528	0.0708456559800369	0.151447760231234	-0.0664982757119047	0.00325087869509947
PPP1R12A_O14974	-0.00128834555024201	0.0140182806978175	0.0139895333895847	0.0053914056214656	-0.00693487447451277	0.00149739094453621	-0.00744839331751605	-0.00668075360459847	-0.00239126921803624	0.00883250950463492
PPP1R12A_O14974.1	-0.00193952793344671	0.00743398980662238	0.00583533601118372	0.00251373262610041	-0.0105403308613425	-0.0177614789487847	0.000992531607415461	0.00441058012299999	0.00608898919181541	0.0118277728805126
GAK_O14976.1	-0.000467683232786877	-0.0034798174509915	0.00587445445501284	-0.00755492166260693	-7.76255944358062e-05	-0.00788739566393149	0.0009970692175817	-0.00111720367485925	-0.00210342190445107	0.0118774920293288
XPO1_O14980	-0.00172441156411495	0.0132069461452386	0.0149189805190373	-0.00918702675282592	-0.0044508743456621	-0.00388610857976511	0.00218999955333711	0.00611853279006659	0.00949651964282266	-0.00309960016886796
SPTBN2_O15020	-0.000419751438029092	-0.00494788038247708	0.00701087297290024	-0.0161546210310922	0.00970840536720461	-0.0110830737545795	0.00980166448767167	0.00323194435452219	-0.00385215740038846	0.000135099404323102
SEC16A_O15027	-0.000551186758978293	0.00492114471105281	0.00207197066314601	0.00502083656060134	-0.0103369026542258	0.00188253690854318	0.00612165255047816	0.00385526749391477	-4.34464221920191e-05	0.00261025490459553
SEC16A_O15027.1	0.00143037859545269	-0.00697773754059412	0.00279627554489555	-0.0321811682981618	0.0533655365127232	-0.038779236134674	-0.0225221576021385	0.00240060256100679	-0.0131521887362611	0.00425134041687993
SEC16A_O15027.2	0.000489725163166906	-0.00234479318196322	-0.00283401665900917	0.00338122374376961	0.00346761311377622	-0.00395270591583161	-0.00978652611722265	-0.00366819177152101	-0.00586656561139359	-0.002618197860932
SEC16A_O15027.4	0.0041660602212739	-0.0164129176774605	-0.0121599547784527	0.00317124530777285	-0.00177191095492005	0.0056858114344302	0.040891482869477	-0.00500036746709741	0.00616851244962698	-0.00708542135885985
PLXNB2_O15031	-0.00010627884274425	0.00987923556306487	0.00249931926335099	0.00787775457867757	0.0036730462858261	0.00120591526927815	-0.000153698083067216	-0.00322683307352231	-0.00332963357876851	-0.00928553112205179
PLXNB2_O15031.1	-0.00336750312842946	-0.0135498557996654	0.011977957496975	0.00231046053337426	-0.00864604041651343	-0.00216697851256077	-0.00339719616372572	0.00772289542881262	0.00792860862221554	0.0088586295353299
U2SURP_O15042	-0.000107953361697922	0.00482427542681875	-0.0143914552564506	0.0127386283804127	0.0156750039616694	-0.00453781865626929	-0.00765447887201763	-0.00321597154214939	-0.0130023645683213	0.0094269663699106
U2SURP_O15042.1	-0.00250431534079046	0.00510854946338347	0.00321966266589411	-0.00154625479020844	0.00672939439866885	0.00232874502432952	-0.00454825121220661	0.00408959780443747	0.0159964515874147	-0.00559523581042613
SYNM_O15061	0.000348757619637475	0.00780175675090806	0.00718671094627461	0.00476769070697839	0.0016851430367793	0.0141429325576876	-0.00465035100638376	-0.00995313729935265	-0.00383489226972849	0.00231963164256344
SYNM_O15061.1	-7.99285238052559e-05	0.00650841967877054	0.00260205438051981	0.0063958753468522	0.00978112999507419	0.000235151522945239	-0.0018416196985413	9.80688067088448e-05	-0.00412465639259437	-0.0121486146969389
ARHGEF11_O15085	-0.000399328140464118	-0.00632395928960342	-0.0119845288474639	-0.00163681288750754	-0.0230203225882187	-0.000852290056213512	-0.0150492159623564	-0.0109600590368987	0.000224687737711529	-0.00773681368883169
ARHGEF11_O15085.3	-0.00116696163152715	0.000373098244105283	-0.00117042291580574	-0.00485739037077915	0.00134841221964336	-0.00746997667801483	0.00507532080552223	0.00623193544143687	-0.0166713835853026	0.00606003662103949
ARHGEF11_O15085.4	-0.000667558178425856	-0.00285443726560931	-0.00381446010494048	-0.00780900308259016	-0.00601099444231778	0.0134767070591049	-0.00602308386378569	0.00357202540286448	0.00756095085642665	-0.00262050163760829
ARHGEF11_O15085.5	-0.00210856837821456	0.00643457781876851	0.00548264025865776	0.006514387662212	-0.00847147417432347	0.0145196274790611	0.00421880233753017	-0.00363729488052434	0.00119737596673722	-0.00657398869913003
SCAMP1_O15126	-0.000185033587162608	0.00790513706252008	-0.0118812375875507	0.00706932100118825	0.000944887455031088	-0.00882630303297339	0.00169820164666629	-0.00849565770989499	-0.00591088442109802	-0.00602646248860957
SCAMP2_O15127	-0.000354664577433807	0.0111701089383278	0.00957948460715712	0.0067737398963901	0.00497090897460513	0.00692583621730278	-0.00812835124530509	-0.0102346577685739	-0.0114930682510569	0.0145387737334155
SCAMP2_O15127.1	-0.0015004177649571	0.0084342445373729	0.00736946028765539	-0.0004042743099557	0.0142895331047846	-0.00306821940565324	-0.00762657912252456	-0.00933353532905768	-0.0090990756984607	-0.00896617353382845
