PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12
Row.36_51026	-0.0251510653896521	0.00615967899646163	0.0382906972120151	0.000669832691051245	0.00858959206670925	0.0696211661117922	-0.00827907413454349	-0.00587365384539693	0.0386454692354256	0.00027580314053199	0.00946420940264382	-0.088856770446701
Row.37_13188	-0.0427310854682187	-0.00908074991981463	0.0165924722180348	-0.0150710753575088	-0.0120814779818343	-0.030961620167824	-0.0130690065583706	-0.0123669397374455	0.0511941655033995	-0.0692691435775039	-0.00277947225228976	-0.0258754573674712
Row.41_16252	-0.0400597476861059	-0.00894651521342667	0.00395721356878267	0.00479930717065982	0.0201012351619667	0.0146076097290858	-1.95790999687143e-06	0.00125199239845077	-0.0188857274984693	-0.0156044635186021	-0.0107892845969585	-0.0229089993398991
Row.42_28893	-0.0107442343659248	-0.010701682119351	0.0422886249214508	0.00235527526288574	0.0267241467475662	0.0522899213739427	0.00959364411214001	0.0404356544278128	0.00226931595043778	0.0328865886954196	-0.00606234230667948	0.00977876841929713
Row.43_40693	0.00167468039542924	-0.0171461781854522	0.00699194280833341	-0.0346699190654898	-0.011326296825932	0.0145574678548837	0.0131599001575964	0.00945227806376433	-0.00292243564564042	0.0173286278738301	0.0383041361917186	-0.0278665593345454
Row.45_1516	0.0233799079309865	-0.0182052508943538	-0.000208956233051813	0.0151406698327405	-0.00397620593559971	0.0234134698105043	0.0291080802533808	-0.00954161626986257	0.0129370729861514	-1.57820251792712e-05	0.0346897151377653	0.0367975757604665
Row.47_16688	0.0527417015435149	0.00723075945805978	0.00103288093048325	-0.00252935960242285	0.0336035139841541	0.0294284142395829	-0.00132753821955872	-0.0289253950636997	-0.0287096855916713	0.00555328778479378	-0.00300972039049034	-0.0313663356331864
Row.48_52930	0.0118065349493704	0.00362821177434453	0.0115416650517642	0.00538987134291792	0.0183864581565508	-0.00470718281815193	-0.0164614842034114	-0.0134024925850273	0.00113516537391115	0.011654936704112	-0.0391660459942903	0.0281527017843885
Row.50_66407	-0.00836339307125047	0.0036227224189088	0.0459613556448959	-0.0254844377732627	0.000588392198714386	0.0278375060010365	0.0533395753680569	0.0234565933845687	-0.0490428076415658	0.0320631951745291	-0.036849829612208	-0.00395760006653014
Row.52_21483	0.0337063835979368	0.0229402726109944	-0.0360172080034455	0.0232063321303624	0.00153308291845525	-0.0125116334812304	0.0121077700110863	-0.0258054156987657	0.00445700547664702	-0.00715729129127549	-0.00592032755359651	0.0224161074434017
Row.54_26732	0.0163954248177629	-0.0135640744172586	-0.022427778627476	-0.00488639613254508	-0.0255325366519217	0.0259308378124394	-0.0429651884259217	0.0122270783420602	0.00628598069264448	-0.0459028965016009	-0.0135793691840603	-0.00149922898071834
Row.55_21083	0.0200507027906457	0.00373618509618715	0.00221933031964	-0.017572526223216	-0.0306306779636514	0.0184192616088105	-0.0309857804237264	0.00549130924511902	0.0331779338391599	0.0210537222504493	0.0102080955276819	-0.00398954803631354
Row.59_13958	0.0120978381396586	-0.0275131246997544	-0.00904193180859457	0.0294453358820912	-0.031120349955888	0.000894809521170081	-0.0217851744846982	-0.000831063841531145	-0.0169357588206633	0.042294919531441	0.0165429589757697	0.0326961050388583
Row.64_32415	-0.0238833065704473	-0.0369579705488921	0.0215270776809319	-0.0150823013356913	-0.00173901406981829	0.0498408906671405	0.00977376796329914	0.0443329165923104	-0.00840171044855618	-0.00245625978709184	0.0315501823099775	0.0287597067518587
Row.66_33499	0.00777743065728468	0.0263435169131316	-0.0109041437144069	-0.0521667082816672	0.0118951325798952	0.00561636626075524	-0.0645220455497934	0.066552451465439	-0.0276214832426005	0.0229258398691658	-0.0457752765708843	0.00765777840079256
Row.67_21868	0.0192901496030184	0.0194278080097712	-0.0427829021456254	-0.012873003797772	-0.0455450846630358	0.0325323508597856	0.0107836563483031	0.00917178082678912	0.00793063741277892	0.0490510929064821	-0.0362215038362644	0.0340367547905831
Row.71_22542	0.0217054085166009	0.0100618307468957	-0.0212236897278493	0.0205390414680089	0.00680840604179376	0.00250908971002585	-0.00868086878641529	0.017038843692265	0.00279873531858768	-0.00581756288581707	0.028839287568005	-0.0177744162793314
Row.73_60108	-0.00447989161554216	-0.0170678064559745	0.00956936016690297	0.0418064230584406	-0.0383437712696704	0.0629409783543696	0.0559323144031979	0.0021383622175137	0.00383028726257386	0.000161058168743518	0.00566389496497023	-0.0357436138780405
Row.77_16065	-0.0156905792442844	-0.0066700241170768	0.0180407714084516	-0.0246922567137957	-0.000818957269405273	0.00757348796871802	0.0192104369118494	-0.0293008936014181	-0.000204129328965108	0.00437706223159104	0.00623291582747955	0.0201157358707227
Row.79_31526	0.00838058613892417	-0.00463188554774941	0.00150168737669686	-0.00306605719332906	0.0204977102928533	0.0217287712829375	0.0160920518436938	-0.0115375794935163	-0.0348505843897816	0.0273439072423272	0.0424410597742834	0.0384429848699565
Row.80_49536	0.0205875507631009	-0.0161447098139606	0.00925994400340319	0.00625538064109336	-0.00477365633090405	-0.018654025426309	-0.0110567048707123	0.0120063865517444	-0.00816393814507266	-0.0332404731744155	-0.0300180618799009	0.0298105884922656
Row.81_15879	-0.00395228960093248	-0.0115871180928071	0.0188411283984416	-0.0259639575607565	0.00964479708281212	0.0213818572921424	0.00165315288781142	-0.0259478904951968	-0.0207487568827234	0.000319424131311199	-0.00189573966015984	0.00735501476853179
Row.83_1207	0.0199046883604958	-0.0475635951488245	-0.0025966211646422	0.00136657097813381	0.0138543190284964	-0.0113147767150668	0.00467111333894877	0.00245615426952998	-0.017917424302764	0.00668858411291597	0.0127091052224328	0.0417876235834463
Row.85_27728	0.00706085700805818	0.000418203859488401	0.0123449987567887	-0.0206451879823383	-0.00633733722031391	0.00134736809021796	-0.0290960530642852	-0.0110029361361335	0.0130221432008744	-0.000756633817570985	0.00613659382136403	0.0238268879078815
Row.91_19001	0.00175133998949089	-0.0157125299298887	-0.00924806372239717	0.0198121846036167	-0.00367782506130585	-0.0219979775243845	-0.0123739726733022	0.0170233225591759	-0.00621600304409935	-0.00562452544966327	-0.00196861874247784	-0.0186789733587467
Row.93_32474	0.0168836860081608	0.0756581771665598	0.0325021364443584	-0.0896312189459763	-0.00368402847042683	-0.0707055597365729	-0.031599269129288	-0.0584720174230761	-0.0292023056337377	-0.0107365410880925	-0.0741505449393593	0.000868741466227567
Row.97_22963	-0.0160491391320905	-0.0152673890050809	0.00505909089118337	0.00515842438883796	0.0133319799364986	0.0306921124308956	-0.0440437413182925	0.0252904827494763	0.0124497719957408	-0.0088603566802657	-0.0170651537489534	-0.031210731103266
Row.104_33191	-0.00146189869198595	0.0381745098152958	0.0673559764876595	0.052958348054809	-0.0708171392238088	-0.0703967580270584	-0.106491452344778	0.0136361443466253	0.00525506083583599	0.00882896970159313	-0.00135022989885578	-0.00417587774324242
Row.105_1855	0.0248764742264937	0.0612016609218471	0.0789487514148073	0.0204948945862171	-0.0180460466044775	-0.00622052867449967	-0.0403995464300619	-0.0536694739243637	0.0197429078364765	-0.0183621234755646	0.0902977771709799	-0.0361484667937114
Row.106_14192	-0.0428851323878367	-0.00112094063866025	0.0116776586455458	0.0321934139911136	0.0161895828519655	-0.0283364166395306	0.0151925010164261	-0.00960510648518981	0.00917200527134512	0.0491844711903448	0.00190304855397293	-0.0115607459532885
Row.109_50192	-0.00313312553903437	-0.00146993315620755	0.0218131036455367	0.0133514493597678	-0.0260837801416241	0.0246050106292861	-0.00919894898467178	0.0414153548776097	-0.00925053758488386	-0.0346180630245813	0.0377439323003595	0.00239391214477587
Row.111_30476	-0.00797939306647397	0.00292638640800356	0.010406924872319	-0.001262956624161	-0.0123041535625987	-0.00875049465310637	-0.0230483492008676	0.00277538469892966	-0.0475093284900166	0.00925270032328311	0.0470796676515142	0.00788220477353055
Row.113_27068	0.0272700706992235	0.00105103406841339	-0.0133187560873878	-0.0155360946748117	-0.0155700754110601	-0.011760722997525	-0.0104498920387699	0.0345726122815543	0.0485857286557337	0.0297716372979855	-0.0274583696490394	0.0340002466126924
Row.115_13419	-0.0560414570149416	0.000842871589541717	0.0284684277224362	0.0390336225077377	0.0239587144896759	0.0325751303637506	-0.0318340803405462	0.0332847074032368	0.0284481238583683	0.0280885560009436	-0.00568069395195449	0.0379810827737474
Row.117_14781	-0.024308089795234	0.0283347800815666	0.00590382322462554	0.008186761885875	-0.0158417620207939	-0.00375334145762177	0.00623550995702533	-0.0112913187334643	0.00451197515339711	0.00459258217493309	-0.00874588866062172	0.0275502396336127
Row.120_22899	-0.0130093049924532	-0.0222461594224964	0.013326729589882	0.0391258741104002	0.0549557231604364	0.0118752950403058	-0.0173618865879574	-0.0099054854803686	0.0572901314192668	0.00671146171940428	-0.010503227227934	0.0122039321726625
Row.122_23348	0.0191585339920183	0.00878751756400875	-0.0473028221505189	0.0425351635280902	-0.0227249474115147	0.0139023928045455	0.0333507663432191	-0.0129493335518913	-0.00415082556134437	0.0107736324018964	-0.00802502998838251	0.0106021243099614
Row.123_22731	-0.0027215915612695	0.0140798881487657	-0.022560434026164	0.00683662026790056	-0.0137720909534538	0.00641040746554694	-0.0100947076616995	-0.00278301771391227	-0.0008323214670705	0.0173614380698127	-0.0335384987760694	-0.0188583519286679
Row.126_19552	-0.0153402515274624	0.00032659965975222	-0.0123656252131063	0.00960047486298647	0.00100897808972798	-0.0142239968603619	0.0130585400951227	0.0181420680285375	-0.000676895602711947	-0.0264440959518499	-0.0170537042794431	-0.0300186587295908
Row.128_31456	0.0168743616772165	-0.00974028141498239	0.0240435648906937	-0.034041084113892	0.0274528784471474	0.017603339709362	-0.0217447927577483	0.00426066041751901	0.00582085263917215	0.0450884632171466	-0.0232201220898135	-0.0356863522217409
Row.130_32336	-0.00627790396995153	0.0575984283978403	0.0338470184943902	-0.0275015000996386	-0.0123296255034256	-0.0204866741801091	0.0200846235296931	-0.00709504169363667	-0.0127963817795133	0.0189315004713576	-0.02752451149589	0.00839775950919288
Row.133_10826	-0.0419834417962136	-0.0756643207343771	-0.0127760112579556	-0.0830841654909841	0.0143040757774019	-0.0279457047592151	0.0406949384012615	-0.0285559639359254	0.0343083113137763	0.043049207471608	-0.00982804581004485	0.037048837118782
Row.135_39169	0.000411713575967763	0.0227033314192639	-0.0268978961572834	-0.067551844925551	-0.0022402611857218	0.0496384496675443	0.033572061424843	-0.0134118114190214	0.0620989137599644	-0.11859854211271	-0.0219944958715222	-0.0316664377402014
Row.138_50879	0.0128722150255283	0.0352866198163098	0.0455744631808841	0.0313745496361773	-0.0244010433292414	0.0325202582112115	0.0163638027222186	0.00656987945203588	-0.0103983460818467	0.013682891612761	-0.0208830089301585	0.0339895596328667
Row.139_41503	0.0225235149143833	-0.0207009717706063	-0.0180565868232573	0.0245344454709898	0.0448272205102496	-0.0149166072675987	-0.00839739884267977	0.0185900303422912	-0.0499865079391925	0.0953903768742335	0.00414498930467999	0.0364124402854075
Row.141_12332	-0.0133908724578908	-0.00972633930228633	-0.0145980671130107	0.0222572094540442	-0.0138708692605433	-0.0213217266846705	-0.0351494328862766	0.000240337036114037	-0.0686822905047362	0.0256816768190926	0.0217913612380165	-0.0182549518859512
Row.142_18134	-0.0167610167101485	0.00666251365047995	-0.0422571234957112	-0.00715786846639208	-0.0383809970438693	0.0432277310648707	-0.0125161102182831	0.0410175544666562	-0.0254076238038826	-0.000634842393391787	-0.036679392874005	0.0116282262546751
Row.144_26107	0.0270287518899909	0.0564959220325579	0.0212341731994929	0.0242829165236073	0.00591521508670659	-0.0147560588450091	-0.0107274000201398	-0.0527602764617211	-0.0202980830414843	-0.0327857140599509	-0.0083738224865502	-0.0308081764823942
Row.145_28016	0.0490592639621779	-0.0110281616795048	-0.00847452344514971	0.0142939442887939	-0.0651913064311713	-0.120520113148244	0.0508697800666791	-0.0243737195280959	0.00331467579609562	0.0799440915924951	0.0467952470972714	0.0357469213375414
Row.146_20862	0.00644554081112079	0.0158996067567815	-0.0181226559934322	0.00717752124415925	0.000433427835800515	0.0111845480711165	0.0107769488213091	0.00361504006684842	0.00985308799192931	-0.000656808807417088	0.00787765934441322	-0.022437038480761
Row.149_16445	-0.0173081350119302	-0.00759991636499085	-0.0102368994648816	-0.0290655367351771	0.0076753356596241	0.0177445131109729	-0.00024766163344808	0.0363160333120056	-0.0199972456266941	0.0136652490932086	0.01641581821288	-0.0310700911518179
Row.153_20154	-0.0076772523022572	0.000744942462985381	-0.00395669176797152	0.0287333422247744	0.0418825281094574	-0.0123071774639331	-0.00430026337870026	0.00838807085736195	0.0227093758518872	0.0158841002922382	-0.0146510596377854	-0.0268485615803615
Row.156_16133	-0.0115989123590661	-0.0121646956957731	0.00530903724181779	0.00748383542481951	0.0111459414331391	-0.0126230442388461	-0.0280134456251213	-0.00161605281900607	-0.026042055263465	0.0579018018549385	0.0351926051304055	0.0208991857434968
Row.158_1503	0.047669634352571	0.0045987544729783	0.0140724276657631	-0.0126514535752634	0.0546162934146716	0.0263125361098262	-0.0355044005755397	0.023897550317585	0.00801231070437261	-0.0254862423755589	0.0350240771029091	0.00827227559692893
Row.159_60284	-0.0110435949580224	0.0505710964139106	0.0447665787203853	-0.0167526955382556	-0.0212104061766364	0.0743424663716348	-0.00204807637935064	-0.0141158703851597	0.0243677792720444	-0.0667413346104683	-0.0313604635742346	0.0128371538461626
Row.165_42162	-0.009896482739615	0.111241084101589	0.0713543351110533	-0.0136854402760262	0.0555998823578579	-0.00261855100589037	0.0342733678503725	0.0313079575284007	0.00924954287338406	-0.00124064973511655	0.0474236963120182	-0.0378692017346878
Row.166_15436	-0.0313409258780057	-0.00369472398875314	0.00311609125446559	0.0388396796996996	0.0143626266730841	-0.00359874185094856	-0.0157658313093304	-0.0102553021783579	-0.00655995378671408	-0.0125704393692173	-0.00554636080957819	0.0165931605067708
Row.168_34444	0.0289858521411683	0.0772916988614281	0.057920666330809	-0.00412685724855383	0.0825266188373494	-0.0581662366576995	0.0607828620783888	-0.106779436926766	-0.0461609375305471	-0.0170317168532773	0.114003664101296	0.00618634796689846
Row.176_24624	-0.0180948543470197	7.83025081478959e-07	0.00196172538959189	0.0164055719445964	0.0109821636110048	-0.00527187048449952	0.00913227468838812	0.0180569777253237	0.00719505656771178	0.00650722248990916	0.0173641797326677	-0.0262858604035183
Row.177_62938	0.0348047144720747	0.0573014579353951	0.0532023245588149	-0.036011589257197	0.0122403481410545	0.0042446828962854	0.054151925203599	0.0187579564165507	-0.0611323847591992	-0.0153716488909264	0.0205681191565136	0.0330162300682116
Row.179_50313	-0.00398494125128315	0.000460863707704956	0.0320093222268158	-0.0252649514591352	-0.00306094384206241	-0.00635366567177274	0.0104450726246344	-0.0118745594899693	-0.0470647337766222	-0.0190340948691886	0.0211862132191555	-0.00478310661228995
Row.181_1441	0.0240226346608284	-0.0366246770839503	0.0270370284173221	0.00899816899109294	-0.00620747001937178	-0.0143138379602792	-0.00597973710417	-0.0106333235988188	-0.015151827281585	-0.0150920179122913	-0.011978929395384	-0.0132796528547757
Row.189_38459	0.00603630885164778	-0.00997666308271066	0.00738570790803979	0.0129473689036069	-0.0116976773812729	-0.00310962538645053	-0.0222501806197892	0.0135232811154046	-0.028901900020915	-0.022769034858975	0.0158710013578197	-0.0122777119773248
Row.192_30664	-0.0229814457797214	0.00588147637230609	0.0125704365854716	-0.0328946302699182	-0.0106463605195522	-0.014711156025289	-0.00821846271467795	0.00961933661036562	-0.0385439161665739	0.0526202662735114	-0.0359211524375014	-0.0133618932787965
Row.194_14373	-0.0153708666320645	0.00236049603137193	0.0326155227710171	0.026575738193359	0.0111132779235368	0.00269160150486255	0.0132297678608434	-0.0491011406427495	-0.00859470408724802	-0.00597124096206322	0.024981724094794	-0.00300793644460774
Row.195_38576	-0.0582010739497201	0.05278243313882	0.0477010931735735	-0.126653428870086	-0.0487735401305225	0.146978470396136	0.0277815178105398	-0.0374655507717475	0.0526656339059046	0.0048505657748589	-0.0433693967935167	-0.0255181593916872
Row.197_55690	-0.00554675495991962	0.00501315891766148	0.0327490190969451	0.011074102051571	-0.00580591669042448	-0.00422774678365545	0.0292113951789772	0.0353786444969589	0.011747469211653	0.0384097788835365	0.0115633146756571	0.0281749305345032
Row.198_12789	-0.0559278777358568	0.00263451631944494	-0.0298881444506141	0.0127832746034011	0.0158300278295904	-0.0432590792143094	-0.013849079244258	-0.0335324355091987	0.0201305295098288	-0.0100143029262543	-0.018052682593046	0.0366825104841415
Row.201_54042	0.0122867208468131	-0.00862034741568566	0.0108243297482545	-0.016972257768658	-0.0108388469740095	0.00998893746600125	-0.0155925012394354	0.0133194032459324	-0.0256026229905156	0.00331863297041327	-0.0330935442490275	0.0102888766025225
Row.205_23337	0.00972195394692777	0.0191215204472439	-0.0119811333473936	0.0063520095920636	-0.00325307503328268	-0.0141364511443902	-0.00457372737068981	-0.0112678336286616	0.000629037502126998	-0.000997388867989239	-0.00624502063218623	0.00523641255144614
Row.206_28863	0.0505422710110412	0.0710375974490977	0.0250355813977847	0.00316310512750694	-0.0140191838945827	-0.0580712781006613	0.131667850564501	-0.0730494067790304	-0.129789893647356	0.0594794925278588	-0.0170522958971998	-0.0346963245366887
Row.209_20872	0.00685573999273729	0.0106153267639091	-0.0116591813061	-0.0285325587346045	-0.0431490683618832	-0.0177324688193172	0.0147916064543716	0.0422737179248285	-0.0449366888741799	0.0196252547579364	0.0096408070601522	-0.0223760350365648
Row.210_12813	-0.0452444919978626	-0.0112941890392628	-0.0132036822617397	-0.013631147686622	-0.0275684146545077	0.0224760889787631	-0.0266760063429259	-0.0618022832583058	-0.0105252275339528	-0.0332040384384778	0.00605176632278413	0.00602213430440004
Row.212_18231	0.0171035829538267	-0.00585580333497945	-0.0364517036908832	0.0232958538370253	0.0281082825402619	0.00415863638113727	0.00210857624242173	0.0210282302037731	0.066946304422209	-0.0457297596423084	-0.0326457770149025	-0.029338423903367
Row.214_17445	0.00485047583338029	0.00266915038532077	0.0136979886753327	-0.00664756543220092	0.0104074724811075	0.00256337523587398	0.0326246723855233	-0.0113300107416709	-0.020717484089585	0.0136965054252524	0.00422714265906121	-0.0266265914967213
Row.215_21121	0.0169604511474901	0.00380958347510206	-0.0150112902860198	0.0143732920755704	-0.0218291098872172	-0.0205884076811947	0.0129622231009759	0.0071215486739645	0.00703509181055391	0.00514187071338227	-0.0123041566532409	0.0154683463611274
Row.216_29076	-0.0238827215291769	-0.0141231659058216	0.0505166084456353	-0.0193385978065692	-0.00945249340528261	0.0235191301232608	-0.0269233669390632	0.0338649153893749	0.00576112125187078	-0.0284308420942901	0.0235125317977903	-0.0103336726811805
Row.219_57076	0.0160602287527142	-0.0135917819388453	0.00401924302159611	-0.0384162894853779	0.0144883065639441	0.0348088091685931	-0.00172829193847804	-0.00373249216424166	0.00824494946750666	-0.0253023349179863	0.0122186524358803	-0.023213383614838
Row.223_21385	0.0191125358202467	0.0517807404988283	-0.0210693627755975	-0.0115893924524643	-0.0133550391545544	-0.0616479264295438	0.0123838333148759	-0.0259278531861381	-0.000981646040787075	-0.0182813708952546	-0.00542593771837978	0.0371088806560828
Row.224_1903	0.0414472253318535	-0.00661513507878057	-0.0108634982136059	-0.0113596855586174	0.0708531488665577	0.0681104807409509	0.00305378089457387	-0.00435075619298421	-0.0142937737304596	-0.0022097073954523	0.00265866611409569	-0.0108625479600486
Row.226_25567	0.0240422460516444	0.00302476654686353	0.0130630471009088	0.0168815889330969	-0.022788845643779	0.0194419628945111	-0.000412296921978009	0.0153932802464374	0.00113723088474747	-0.00428334216954331	-0.00963556034904243	0.0129828151839735
Row.233_33467	0.0119394356588925	0.0179977604517839	-0.018085829359872	0.00174764567060557	-0.00578688242935192	0.0135654662093766	0.00969924718072863	-0.0142398253762851	0.000839118723654648	0.0241416837605391	0.0372911761063001	-0.0187339569635041
Row.236_19275	-0.0233092623098579	0.00953171524880478	-0.0136214260637123	0.011525654376908	-0.00922133903548054	-0.00066771443190449	-0.00171303678152789	0.0127181675183588	-0.00396037861211454	-0.0189866968202076	0.00480160588129244	-0.0185387078973482
Row.237_31991	-0.00765440410758759	0.0366875122458033	0.00583183912903737	-0.0227972709541707	0.0366213502147623	-0.0321508343285614	0.012384505464722	-0.0251691249610008	-0.0191438447690054	0.0550565684210561	0.0426810645720166	-0.0298962148835322
Row.239_22694	0.00965636547431345	0.0157706040584445	-0.0127030076134535	-0.0166266885166631	-0.0237991795069785	0.00619046478614086	-0.00624833311073047	0.000385721625892617	0.00464779879889509	0.00301878602115942	-0.0125671578537599	-0.0144085925917472
Row.242_10527	-0.0139557869862953	0.000482578317314645	-0.0198519965319719	0.0218009070354841	0.0514357745100075	0.0516878391740873	-0.00923533257947951	0.00136007989049849	-0.0225589616873039	0.00497884558071394	-0.0488988677966518	0.00206351325694672
Row.244_27133	0.00451803511472873	0.0410396405435233	0.0188264088901797	0.0245144725909956	0.0263602813369938	-0.00504540879934037	-0.00408139367675546	-0.0280559579702634	0.0292905382363269	0.00378959964477331	-0.0436955050605494	-0.0287839206360467
Row.245_45261	0.0189714987105363	0.028181196454122	0.0453752870540908	0.0404164762317668	-0.020570214271121	0.0589030615907358	0.0697876310157237	-0.00520307946506899	0.0121832311302839	0.00914794015503625	-0.0243603330307987	0.020407513244659
Row.246_40293	0.0245223757935326	0.00515442588954069	0.0115598414221496	-0.00128369042847768	0.0309777980351541	-0.0173039262294311	-0.0123956922282467	0.0120702709580842	-0.00552474945203103	-0.0452528817386551	0.0541643940068642	0.00898809841598127
Row.247_21605	0.00587023200423636	0.0209552968202879	-0.0233659446380417	0.0105151140746772	-0.0154939395031033	-0.0300822064881886	0.0189637632691031	0.011582667742928	0.00260649416998836	0.0406035840938316	0.027544654106452	-0.0222343207138078
Row.248_1962	0.0231924269565245	-0.0432659136414412	-0.0367918544993714	-0.0256420778806789	0.0894396120269745	0.0697912600261455	-0.00227624808302327	-0.00532467478207097	-0.0195875471859582	-0.000922376485914018	-0.0336855809200232	-0.00617603966836767
Row.249_17703	-0.0644598758809132	0.00904414260614271	-0.00619961495309615	1.29365507977834e-05	-0.0187036144945106	-0.0129250114251847	-0.0137889760083584	0.0227651864175652	-0.00251577659274806	-0.00554595399447774	0.0016112465079257	0.0125557076525308
Row.250_20437	-0.00666123713643483	0.0158852809287997	-0.0183565875698159	-3.06902267196867e-05	-0.034002850496703	0.0155542770515918	0.013116186347273	0.0150895903441522	0.0123293209477931	0.00889788762431988	0.0107576917851997	0.0268032010107698
Row.252_21192	-0.000738859337676441	0.0211364785602753	-0.0184902282374919	-0.00311647073579744	-0.0157467649849253	0.0128439916544165	0.00735270755417918	-0.00348553534841227	-0.00319814385055128	-0.0021330187562711	-0.000663900440015857	-0.0353386513132527
Row.254_12953	-0.0386624468434391	0.0511650157388122	0.00485636394340567	0.0222527745651837	0.0242204584051793	-0.0189473054305924	-0.033250844760836	0.00523971102800661	0.0270473415277123	-0.0227713256774275	0.0617029489260537	0.0154219415292478
Row.255_32302	-0.00592749482101337	0.0308068582888671	0.0590234326887745	0.0298268129828151	-0.0548615735775397	0.0137606184013408	0.0254891845455072	0.0180480557948621	0.0286887526503403	0.00987159551834373	0.0385403163426131	0.00383451446195171
Row.258_1329	0.024388769175657	-0.0414555530670847	0.0161666669608304	0.00332602740751515	-0.00654285165511099	-0.0225366443154538	-0.00940651349798637	0.01699685576723	0.00730837193282876	0.00626785562306901	0.0156668512926992	-0.027014221881236
Row.261_30162	-0.00308323821808191	0.00904886606948736	0.0236384066394144	-0.00994110154094003	0.0284753536266598	0.0213406291584442	-0.00655650773555636	-0.000602955093587621	0.0208666624006857	-0.0103676094648395	-0.0285101299387329	-0.040852173198321
Row.262_27465	-0.0121995110097424	0.0322538363324183	0.0154487649646564	-0.0565735722704495	-0.0176517894811086	0.0163586202700845	-0.00471523948816699	0.0522483629871984	0.0349939789682866	-5.17096229491842e-05	0.00142922448221083	-0.0184154130326085
Row.264_12080	-0.0526126461971753	-0.0109294690156541	-0.03017227273307	-0.00527972029536019	0.00514119484941938	-0.0319014960584089	-0.0055162802520526	0.0230258364248822	-0.0157581524321284	-0.0237321212366859	-0.0068266757818231	0.0511343046511947
Row.267_17684	-0.0174940143622654	0.0105240304983934	-0.0147637696244209	0.0433126091396133	0.00627281972063777	-0.0119602804279066	-0.0123386695341491	0.000544487997199776	0.000491986514522807	-0.00760393500414001	0.0109859456548149	-0.034228344442494
Row.268_46383	0.0092450894397992	0.0228419312877872	0.052445310626961	-0.0162624455368508	0.0591748479370462	-0.00715868599465627	-0.00380333299927696	0.0101256265803543	-0.0240423475093505	0.002492181980519	-0.00534786630491723	0.0227170104924752
Row.269_25976	0.0322062194560514	-0.00804110548360806	0.0115400037318545	-0.0186751778701477	-0.000964225457740638	0.033527241005334	-0.077419656269142	0.00635259641417671	-0.00209820571983745	0.0376983365280583	-0.010817758623218	-0.034437519338397
Row.272_60298	-0.020871422251124	0.0704801955580613	0.033911447131103	0.0654698271709825	-0.0425247442535105	0.0396230891991755	0.098364086266051	0.0451025377562089	-0.0316971896940507	0.0357991293732987	-0.0416674305063034	-0.0372423329933492
Row.273_32340	-0.00346225314939757	0.0462199791313662	0.0398782206003805	0.024687478654625	-0.020777252320206	-0.0145863596896621	-0.0573967080904068	0.0401398906055027	-0.0249566888716165	0.003477402654693	-0.0157178251101771	0.0178779783213525
