"row ID"	"mz_cf"	"mz_0"	"mz_1"	"mz_2"	"mz_3"	"mz_4"	"mz_5"	"mz_6"	"mz_7"	"mz_8"	"mz_9"	"mz_10"	"mz_11"	"rt_cf"	"rt_0"	"rt_1"	"rt_2"	"rt_3"	"rt_4"	"rt_5"	"rt_6"	"rt_7"	"rt_8"	"rt_9"	"rt_10"	"rt_11"	"intensity_cf"	"intensity_0"	"intensity_1"	"intensity_2"	"intensity_3"	"intensity_4"	"intensity_5"	"intensity_6"	"intensity_7"	"intensity_8"	"intensity_9"	"intensity_10"	"intensity_11"	"exp_mass_to_charge"	"consensus_rt"	"identifier"
"Row 1_57526"	567.29929898317	567.299954141944	567.299355832494	567.29932442072	567.299222500778	567.299276412013	567.29944966794	567.298738521066	567.299121964403	567.299565408764	567.299370150251	567.298973195455	567.299235582214	1098.0377045753	1100.80068	1095.74739354625	1104.40673223578	1093.64065442386	1096.26506616114	1107.18260576087	1085.82382211188	1088.55603203096	1093.11863077335	1092.13665580326	1110.71307626922	1108.061105787	5808290.0	3751460.0	6571610.0	3867290.0	4681800.0	3392440.0	4328120.0	6941170.0	5181090.0	1.07113E7	9238890.0	6035190.0	4999090.0	567.29929898317	1098.0377045753	"c(HMDB0127657, HMDB0127658, HMDB0127659, HMDB0127660, HMDB0127661, HMDB0127662, HMDB0127663, HMDB0127664, HMDB0127665, HMDB0127666, HMDB0127667, HMDB0127668, HMDB0127669, HMDB0127670, HMDB0127671, HMDB0127672, HMDB0127673, HMDB0127674, HMDB0127675, HMDB0127676, HMDB0127677, HMDB0127678, HMDB0127679, HMDB0127680, HMDB0127681, HMDB0127682, HMDB0127683, HMDB0127684, HMDB0127685, HMDB0127686, HMDB0127687, HMDB0127688, HMDB0127689, HMDB0127690, 
HMDB0127700, HMDB0127701, HMDB0127702, HMDB0127703, HMDB0127704, HMDB0127705, HMDB0127706, HMDB0127707, HMDB0127708, HMDB0127709, HMDB0127710, HMDB0127711, HMDB0127718, HMDB0127719, HMDB0127720, HMDB0002379, HMDB0031150, HMDB0029770, HMDB0037527, HMDB0015303)"
"Row 2_98021"	199.072678499788	199.072675938353	199.072791905023	199.072850681727	199.07267592906	199.072703769664	199.072778526092	199.072514307828	199.072729856144	199.072739124356	199.072453897201	199.072541039	199.072687023013	1613.1162765739	1611.89496	1617.44966233556	1620.02097092747	1617.2839787009	1617.70419293655	1616.80690366987	1585.06581207305	1642.83055298737	1583.94072716642	1608.79199073211	1617.82112795646	1617.78443940107	3541020.0	2612650.0	2360440.0	1036620.0	969748.0	2791370.0	1223790.0	4742100.0	2062650.0	1.2503E7	3808500.0	5954390.0	2427000.0	199.072678499788	1613.1162765739	"c(HMDB0029482, HMDB0037487, HMDB0001066, HMDB0062624, HMDB0029307, HMDB0030544, HMDB0030545, HMDB0030546, HMDB0033146, HMDB0033255, HMDB0033732, HMDB0033989, HMDB0035208, HMDB0037243, HMDB0037917, HMDB0037918, HMDB0041644, HMDB0124866, HMDB0128580, HMDB0128585, HMDB0128589, HMDB0130366, HMDB0130390, HMDB0130666, HMDB0130893, HMDB0131001, HMDB0131002, HMDB0132851, HMDB0132852, HMDB0133335, HMDB0140452, HMDB0140459, HMDB0140472, HMDB0029699, 
HMDB0033834, HMDB0036905, HMDB0037142, HMDB0037145, HMDB0126379, HMDB0126467, HMDB0132267, HMDB0132973, HMDB0133466, HMDB0133677, HMDB0133678, HMDB0133679, HMDB0133680, HMDB0133681, HMDB0000486, HMDB0000711, HMDB0001954, HMDB0002264, HMDB0010722, HMDB0013898, HMDB0013899, HMDB0013900, HMDB0031509, HMDB0032270, HMDB0032827, HMDB0059825, HMDB0059867, HMDB0061914, HMDB0062596, HMDB0030276)"
"Row 4_111000"	254.152009803531	254.151551391536	254.151912892393	254.151491300894	254.152140962881	254.152249322772	254.151611379753	254.152677545528	254.151902186777	254.153048948764	254.152152317991	254.151516207443	254.151863185637	1824.82597688785	1823.13714	1826.61682157526	1827.08753969206	1827.24503972653	1821.75350733061	1823.29086430588	1822.09059265553	1820.63146150568	1820.38443253176	1834.55809790486	1823.40321874968	1827.71300667636	8200110.0	1.00105E7	6257880.0	3135790.0	3214070.0	8553240.0	3620710.0	6382100.0	1.21216E7	1.09225E7	7841490.0	2.00196E7	6321810.0	254.152009803531	1824.82597688785	"c(HMDB0033198, HMDB0015631, HMDB0033530, HMDB0035271, HMDB0031517, HMDB0031984, HMDB0032575, HMDB0032590, HMDB0034206, HMDB0034990, HMDB0036432, HMDB0037271, HMDB0040730, HMDB0041194, HMDB0041505, HMDB0041506, HMDB0041666, HMDB0059898, HMDB0059940, HMDB0059941, HMDB0059942, HMDB0059943, HMDB0059944, HMDB0059945, HMDB0124918, HMDB0126161, HMDB0126162, HMDB0126163, HMDB0126262, HMDB0126462, HMDB0126463, HMDB0126464, HMDB0126465, HMDB0126466, 
HMDB0132270, HMDB0133190, HMDB0133191, HMDB0133192, HMDB0133193, HMDB0133194, HMDB0133463, HMDB0133484, HMDB0133515, HMDB0133538, HMDB0141323, HMDB0013804, HMDB0036178, HMDB0036572, HMDB0036685, HMDB0037763, HMDB0059904, HMDB0059906)"
"Row 5_129984"	301.152487383607	301.152685380733	301.15334497285	301.152375193954	301.152099015441	301.152560436426	301.152435505933	301.151360744739	301.152321342595	301.152833731674	301.152562216525	301.15279503771	301.152475024709	2185.191248444	2184.93648	2186.77025671399	2192.07662771386	2185.96147936	2185.25961547898	2183.75876436655	2186.09427878415	2182.56622599508	2180.90370534298	2185.49607796588	2184.13646864254	2184.33500096404	2620930.0	2993900.0	3510210.0	1872070.0	1366400.0	3150420.0	2659660.0	732391.0	1974000.0	3383570.0	2339110.0	5336740.0	2132640.0	301.152487383607	2185.191248444	"c(HMDB0029773, HMDB0035520, HMDB0038923, HMDB0013243, HMDB0028914, HMDB0028998, HMDB0062483, HMDB0014567, HMDB0000172, HMDB0000557, HMDB0000687, HMDB0001645, HMDB0001901, HMDB0003640, HMDB0013773, HMDB0029168, HMDB0033923, HMDB0036382, HMDB0060650, HMDB0061716, HMDB0062203)"
"Row 7_96085"	375.20365430813	375.203622638179	375.203542442216	375.203682024469	375.204108698726	375.204004854039	375.203823824481	375.202940282395	375.203765600165	375.203376110139	375.20355222962	375.203707441372	375.203725551759	1581.9654732141	1582.64604	1585.43746227506	1586.9960573067	1583.85030477553	1583.88014015997	1579.73357274116	1576.30841931092	1575.77666646818	1575.23560742647	1579.83839489978	1586.79417985059	1587.08883335486	3767300.0	3846580.0	2958940.0	1533100.0	2965340.0	3652230.0	1255210.0	2809350.0	5651920.0	5201400.0	7662270.0	4016360.0	3654960.0	375.20365430813	1581.9654732141	"c(HMDB0015147, HMDB0015049, HMDB0015359, HMDB0006921, HMDB0014640, HMDB0030181, HMDB0033028, HMDB0033948, HMDB0134790, HMDB0011687, HMDB0033514, HMDB0041870, HMDB0040012)"
"Row 8_59209"	183.062537809918	183.062628748502	183.062569663178	183.062550891749	183.062560539107	183.062589338727	183.062667789983	183.062402602521	183.062478823908	183.062506734801	183.062454922617	183.062504480215	183.062539183706	1116.63597001226	1112.06394	1117.57864204387	1125.71227796329	1118.27753231963	1124.68214609705	1131.02477541379	1104.19582821871	1107.31105264281	1104.52635955165	1109.54782973616	1118.90305606401	1125.8082000961	6.72278E7	9.7000704E7	1.11544E8	5.03116E7	6.56377E7	6.40449E7	3.7906E7	5.37855E7	7.7003696E7	6.40052E7	6.65509E7	6.63897E7	5.25531E7	183.062537809918	1116.63597001226	"c(HMDB0041820, HMDB0000555, HMDB0000857, HMDB0002441, HMDB0029167, HMDB0029573, HMDB0041605, HMDB0059722, HMDB0059738, HMDB0059893, HMDB0061676, HMDB0062626, HMDB0062629, HMDB0143414, HMDB0003361, HMDB0034176)"
"Row 9_2974"	195.062541944011	195.062604099088	195.062430879466	195.062699333278	195.062627527552	195.062480846184	195.062654070117	195.062308992484	195.062547532718	195.062486308703	195.062623019956	195.062354629161	195.062686089419	48.6753454351716	54.9737514	40.3826646524946	57.5786778879366	63.1646126554395	48.4880159434176	43.7972593278667	42.5001070921686	37.1166857216107	48.046143416215	49.5697388438295	39.3689292322017	59.1175590488788	5157370.0	5001590.0	3395380.0	4947120.0	3207100.0	2629110.0	2940670.0	7710430.0	6322470.0	1.0488E7	5429870.0	4495110.0	5321640.0	195.062541944011	48.6753454351716	"c(HMDB0030133, HMDB0240252, HMDB0032003, HMDB0033066, HMDB0033067, HMDB0041509, HMDB0135218, HMDB0135220, HMDB0135222, HMDB0135224, HMDB0135226, HMDB0135546, HMDB0135548, HMDB0135550, HMDB0014991, HMDB0005792, HMDB0000341, HMDB0004982, HMDB0013312, HMDB0032352, HMDB0034851, HMDB0038601, HMDB0038379, HMDB0014023, HMDB0000549, HMDB0002523, HMDB0003407, HMDB0010720, HMDB0031209, HMDB0033977, HMDB0034439)"
"Row 10_111658"	179.154196168822	179.154224433647	179.15429212968	179.154261734067	179.154237299149	179.154341475331	179.15428236841	179.153921064122	179.154186206392	179.154173709264	179.154039072774	179.154094250773	179.154300282259	1836.17101992058	1886.75556	1835.78943053888	1848.2882635856	1845.77554815776	1842.26549343483	1817.05231988574	1834.29831044581	1784.78911985595	1779.16660189678	1885.60677000223	1828.9128819794	1845.35193926394	3.75267E7	3.04946E7	6.8718704E7	2.31466E7	1.29565E7	4874520.0	885236.0	1262590.0	4422910.0	2592180.0	6.05217E7	1.97435008E8	4.30103E7	179.154196168822	1836.17101992058	"HMDB0029708"
"Row 11_113493"	281.208554595903	281.208584371171	281.208656132154	281.208653431561	281.208628290547	281.208742143508	281.208650635784	281.208380333564	281.208558439217	281.208540829515	281.208448371215	281.207965238106	281.208846934491	1866.82000326971	1865.37978	1868.18084352254	1872.35539252158	1869.93471687773	1866.8104619931	1866.30642667369	1864.82856993751	1862.24681430046	1864.22039684343	1864.41857849483	1869.45646644452	1867.70159162715	2731460.0	2606540.0	2755030.0	1118920.0	1600650.0	2412410.0	2118590.0	2043940.0	4116470.0	3717480.0	5108100.0	2908100.0	2271260.0	281.208554595903	1866.82000326971	"c(HMDB0031061, HMDB0059866, HMDB0061657, HMDB0015299, HMDB0240238)"
"Row 12_81499"	200.104342969924	200.104342964407	200.10443837476	200.104343350565	200.104243451095	200.104336943842	200.104391600674	200.104486381225	200.104235935077	200.104387636665	200.104167834598	200.10436288256	200.104378283625	1367.56472041866	1364.33238	1367.59657027139	1368.44462513944	1362.89739673735	1371.34918287082	1383.0541628677	1361.56972912259	1371.74236654295	1367.52358735366	1362.47029152338	1364.63763255818	1365.15872003641	3.93609E7	1.00468E8	9.8181904E7	2.74993E7	3.09138E7	1.03544E7	903850.0	5732680.0	2.09313E7	2.16591E7	1.79091E7	6.88988E7	6.8878304E7	200.104342969924	1367.56472041866	"c(HMDB0000603, HMDB0013227, HMDB0030989, HMDB0030990, HMDB0034491, HMDB0034971, HMDB0036715, HMDB0014968, HMDB0033484, HMDB0039664, HMDB0039667, HMDB0040014, HMDB0040017, HMDB0040018, HMDB0040019, HMDB0040020, HMDB0040027, HMDB0041923, HMDB0031735, HMDB0034246, HMDB0059862, HMDB0059880, HMDB0125014, HMDB0125538, HMDB0132905, HMDB0133970, HMDB0137137, HMDB0137138, HMDB0029667, HMDB0031312, HMDB0031446, HMDB0031627, HMDB0031628, HMDB0032029, 
HMDB0032149, HMDB0032441, HMDB0032544, HMDB0032621, HMDB0032624, HMDB0032625, HMDB0033962, HMDB0034378, HMDB0038984, HMDB0038985, HMDB0038986, HMDB0038987, HMDB0038988, HMDB0039782, HMDB0059896, HMDB0125105)"
