feature_identifier	mz	rtime	p-value	t-score	DataSet	Type	Display_Name
Row.2102_70171	275.0533957592	1240.01995013028	0.0002835444533743	-4.83357868455891	Met_Pos	mz	mz275.0534
Row.1551_106877	255.098955206092	1757.63698387176	0.000302377414436701	4.79880745776767	Met_Pos	mz	mz255.099
Row.108_93359	169.075808372214	1532.61319768872	0.000539474218954011	4.48925193471692	Met_Pos	mz	mz169.0758
Row.1444_63140	281.183819294832	1161.66796185933	0.000622668859051851	-4.41346025922735	Met_Pos	mz	mz281.1838
Row.600_112351	488.274710613092	1849.05622322906	0.00062326185923664	-4.41295832195823	Met_Pos	mz	mz488.2747
Row.1205_103418	342.101632745241	1703.00358566852	0.000638233501601286	4.40044615893139	Met_Pos	mz	mz342.1016
Row.1658_.	366.826124770458	45.3807630064848	0.000639805905875974	-4.39914964014093	Met_Pos	mz	mz366.8261
Row.1624_54964	329.136607319384	1069.59224949552	0.000695571419373792	-4.35517293797096	Met_Pos	mz	mz329.1366
Row.133_3740	434.73794231989	54.6763514437027	0.000699635083986432	4.35211152106339	Met_Pos	mz	mz434.7379
Row.1439_.	655.62340423961	623.227895586827	0.000713414678065448	-4.34186500854165	Met_Pos	mz	mz655.6234
Row.1796_36541	623.253130055091	877.502056918108	0.000715140030595843	-4.34059639970154	Met_Pos	mz	mz623.2531
Row.2479_47360	421.240581977176	986.556669737521	0.000749889017926673	-4.31569548796248	Met_Pos	mz	mz421.2406
Row.1344_99927	288.19451825671	1643.70881309604	0.000763892581316883	4.3059944000139	Met_Pos	mz	mz288.1945
Row.2468_101564	315.177963886658	1670.9805241358	0.000856817878835193	4.24591350577554	Met_Pos	mz	mz315.178
Row.93_.	526.759273218569	804.64031605023	0.000871104749798403	-4.23727421003141	Met_Pos	mz	mz526.7593
Row.436_108839	344.279613859127	1790.06730562009	0.000883500268511054	4.22989567090992	Met_Pos	mz	mz344.2796
Row.441_41016	552.315895211258	923.109801656619	0.000971940064035959	-4.18014680297228	Met_Pos	mz	mz552.3159
Row.1517_49517	493.225379181733	1009.08276667274	0.00102955069296589	-4.15017802313556	Met_Pos	mz	mz493.2254
Row.2197_.	164.929749758921	43.9293755058746	0.00110321453857128	-4.1142693425461	Met_Pos	mz	mz164.9297
Row.1240_46174	709.338654616548	974.580864639333	0.00114929864768547	-4.09303300667585	Met_Pos	mz	mz709.3387
Row.1987_107665	172.111928857104	1768.95511121149	0.00115891048429949	4.08871370238431	Met_Pos	mz	mz172.1119
Row.190_48260	550.788901954007	996.338198479819	0.00122099275991778	-4.06166922661505	Met_Pos	mz	mz550.7889
Row.958_36837	656.285962141477	880.562183830683	0.00122739628662937	-4.05896014594602	Met_Pos	mz	mz656.286
Row.1550_91025	497.214593445477	1496.52701083368	0.00126303125953769	4.0441436326673	Met_Pos	mz	mz497.2146
Row.378_41456	309.180344266265	927.506162423047	0.00126727362013783	4.04240826704033	Met_Pos	mz	mz309.1803
Row.2087_.	539.269393947769	926.413086052806	0.0013237751868623	-4.01984611773245	Met_Pos	mz	mz539.2694
Row.1469_104663	158.096390983741	1721.46481394807	0.00135878474505843	4.00635485195747	Met_Pos	mz	mz158.0964
Row.2210_57237	448.206840020179	1094.8348114419	0.00163248069031108	-3.91171881255766	Met_Pos	mz	mz448.2068
Row.1379_45572	420.177372965209	967.772085477347	0.00164215753817847	-3.90867678921613	Met_Pos	mz	mz420.1774
Row.1526_15899	306.0595870093	620.453834291261	0.00168414555748672	-3.89568569298298	Met_Pos	mz	mz306.0596
Row.2290_47539	375.199126491236	988.004154347764	0.00173016424735797	-3.88182135452895	Met_Pos	mz	mz375.1991
Row.964_79799	233.114525592407	1346.1905897177	0.00173124117935207	-3.88150141809974	Met_Pos	mz	mz233.1145
Row.2354_79477	263.125041656908	1342.8676689073	0.00175083236296105	-3.87571637395438	Met_Pos	mz	mz263.125
Row.2001_4140	173.041894538018	59.5903925736561	0.00177702679505821	-3.86808365810989	Met_Pos	mz	mz173.0419
Row.33_64550	269.135414194589	1175.97709764027	0.00183519043964288	-3.85153738794169	Met_Pos	mz	mz269.1354
Row.1816_51655	449.198910773295	1033.85977534933	0.00184821204694204	-3.84790621744817	Met_Pos	mz	mz449.1989
Row.2260_91753	311.146184018488	1507.29519699737	0.00184912992819311	3.84765124301063	Met_Pos	mz	mz311.1462
Row.70_100102	197.151088981592	1646.24235429752	0.00201918931557243	3.80250524085515	Met_Pos	mz	mz197.1511
Row.2494_51425	437.214580238333	1031.23288350695	0.00203841957280395	-3.79764547937939	Met_Pos	mz	mz437.2146
Row.915_102509	307.151589381092	1687.37698480339	0.00204329114707437	3.79642176263146	Met_Pos	mz	mz307.1516
Row.1470_49226	469.242154641565	1006.55629317567	0.00204806186362589	-3.79522625230113	Met_Pos	mz	mz469.2422
Row.1231_43845	455.262658517897	951.803109756087	0.00207826954880409	-3.78772150058044	Met_Pos	mz	mz455.2627
Row.78_111522	259.072948404418	1832.75563305238	0.00212446486269441	3.77645658535167	Met_Pos	mz	mz259.0729
Row.835_73176	448.243610247227	1273.96637884726	0.00212768383303131	-3.77568092776222	Met_Pos	mz	mz448.2436
Row.914_35427	415.101034364456	867.258625225194	0.00214754301753565	-3.77092178235564	Met_Pos	mz	mz415.101
Row.1539_51417	733.426836624977	1031.14150706999	0.00217634814623356	-3.76409766552113	Met_Pos	mz	mz733.4268
Row.1056_2414	109.026177333921	44.8978517432627	0.00217736776539015	3.76385779591624	Met_Pos	mz	mz109.0262
Row.1157_93214	499.230143730075	1530.92281875615	0.00218236501898533	3.76268381908507	Met_Pos	mz	mz499.2301
Row.1909_36742	362.191064743934	879.596130008891	0.00219632200609231	-3.75941938928559	Met_Pos	mz	mz362.1911
Row.2341_83690	208.130541476965	1392.81392957804	0.00219833721393134	-3.75894978957766	Met_Pos	mz	mz208.1305
Row.747_65941	289.10427457059	1191.85810343997	0.0023876637556982	-3.71667521803389	Met_Pos	mz	mz289.1043
Row.573_53920	167.103936859419	1058.48959992646	0.00244521537053846	-3.70449699262413	Met_Pos	mz	mz167.1039
Row.1722_98914	199.13035233925	1628.222618637	0.00244863832702173	3.70378186451377	Met_Pos	mz	mz199.1304
Row.1579_107664	230.211339304667	1768.94715630159	0.00253165559829733	3.68674141604673	Met_Pos	mz	mz230.2113
Row.851_42129	307.079794806901	934.362890058702	0.002617733640122	-3.66966073279115	Met_Pos	mz	mz307.0798
Row.370_45312	434.191297360399	965.529786639496	0.00265751022198291	-3.66195913752315	Met_Pos	mz	mz434.1913
Row.2131_2895	552.65220306795	48.3631656526807	0.00272875252016082	3.6484525331878	Met_Pos	mz	mz552.6522
Row.1472_46178	412.208990081802	974.60924498216	0.00277476349135505	-3.63991794228154	Met_Pos	mz	mz412.209
Row.794_2647	317.114744533041	46.5493055560607	0.00277511465712844	-3.63985335686226	Met_Pos	mz	mz317.1147
Row.2467_55231	311.182325826404	1072.19212937486	0.00290203182982457	-3.61703681632395	Met_Pos	mz	mz311.1823
Row.471_45018	511.289260926523	962.448766314562	0.00303406922868829	-3.59434720173387	Met_Pos	mz	mz511.2893
Row.396_83700	380.182976435955	1393.02568554637	0.00305348086272511	-3.59109590584661	Met_Pos	mz	mz380.183
Row.2326_134205	544.337974607827	2278.05010049123	0.00309058804074989	3.58493848583545	Met_Pos	mz	mz544.338
Row.2335_2314	125.020907185922	43.9614837874669	0.00318301818156703	3.56992010942728	Met_Pos	mz	mz125.0209
Row.1140_122468	289.119798831438	2018.56793376605	0.00321384614049807	3.56500890919529	Met_Pos	mz	mz289.1198
Row.2008_81476	259.057361547127	1367.4292426857	0.00326043935868756	-3.5576757344982	Met_Pos	mz	mz259.0574
Row.60_56721	326.099612461925	1088.67176209665	0.00332315978736073	-3.54796973316872	Met_Pos	mz	mz326.0996
Row.1693_102028	227.0676785276	1678.23963038072	0.00332726579708819	3.5473407931628	Met_Pos	mz	mz227.0677
Row.2122_48858	505.225171164668	1002.55205250623	0.00342630769547182	-3.53240280434896	Met_Pos	mz	mz505.2252
Row.1714_.	667.784565057422	972.227693315158	0.00355179206526486	-3.51409039769719	Met_Pos	mz	mz667.7846
Row.1079_142398	530.358677017693	2497.9958430712	0.00355751708544155	3.51327056691028	Met_Pos	mz	mz530.3587
Row.1769_74506	201.088303307832	1288.43868418828	0.00358308949031012	-3.5096247356566	Met_Pos	mz	mz201.0883
Row.150_60717	256.093984832208	1133.33448181096	0.00360658311996446	-3.50629832673991	Met_Pos	mz	mz256.094
Row.2536_15941	290.085582307188	621.176927705427	0.00361286830598154	-3.50541212604923	Met_Pos	mz	mz290.0856
Row.1054_39515	634.332913441998	908.184311337344	0.0036360523088129	-3.50215660926286	Met_Pos	mz	mz634.3329
Row.2417_2346	99.0419320618957	44.2266935369113	0.00369873261901254	3.49345867545869	Met_Pos	mz	mz99.0419
Row.736_122646	223.166763742538	2021.32415256472	0.00373472343233904	3.48853125452031	Met_Pos	mz	mz223.1668
Row.979_.	244.895909754236	43.6556713897826	0.00374828694494863	-3.48668671011719	Met_Pos	mz	mz244.8959
Row.596_.	200.906334870505	44.3748623510588	0.00376770833412849	3.48405721211354	Met_Pos	mz	mz200.9063
Row.2035_.	213.145807516104	1335.04130560477	0.00381028456965769	-3.47834020619212	Met_Pos	mz	mz213.1458
Row.267_35442	399.127242488521	867.419220800993	0.0038675402321899	-3.47075273400188	Met_Pos	mz	mz399.1272
Row.1932_.	142.900403524314	54.2709024647895	0.00394297187723124	3.46092749722131	Met_Pos	mz	mz142.9004
Row.644_68699	267.156188287631	1223.9779931798	0.00396285200763604	-3.45836954952101	Met_Pos	mz	mz267.1562
Row.849_124356	349.141122660422	2060.48288192129	0.00400017876217764	3.4536014810564	Met_Pos	mz	mz349.1411
Row.1898_100769	307.130344122966	1658.50469994526	0.00405651193401256	3.44648969796426	Met_Pos	mz	mz307.1303
Row.2151_113247	358.295067386004	1863.04830365249	0.00412429132846805	3.43806347045627	Met_Pos	mz	mz358.2951
Row.601_78889	236.088992626364	1336.50072910221	0.0041610009880439	-3.43355776494013	Met_Pos	mz	mz236.089
Row.467_98211	218.153851864889	1616.29102535039	0.00420038389956117	3.42876819465473	Met_Pos	mz	mz218.1539
Row.594_107490	795.336142457139	1766.80589186646	0.00421432919191455	3.42708305356281	Met_Pos	mz	mz795.3361
Row.377_75893	227.1613751027	1305.10392551684	0.00431196211540461	-3.41543990252543	Met_Pos	mz	mz227.1614
Row.567_101527	477.366716655334	1670.52098119221	0.0043636694562522	3.40938048848967	Met_Pos	mz	mz477.3667
Row.2215_3818	432.740812376755	55.1771057670719	0.00437652206385329	3.40788553327764	Met_Pos	mz	mz432.7408
Row.589_104002	268.152074723256	1711.96645649243	0.00440859574432571	3.40417403379873	Met_Pos	mz	mz268.1521
Row.712_.	436.735224357069	54.5119149756266	0.00441263270494404	3.4037088090753	Met_Pos	mz	mz436.7352
Row.201_41788	640.295814263063	931.142298334867	0.00442518565465537	-3.40226491849812	Met_Pos	mz	mz640.2958
Row.474_34758	335.13611513353	859.480301052046	0.00444064154309934	-3.40049276361224	Met_Pos	mz	mz335.1361
Row.563_108061	534.316536518021	1774.23865157635	0.00444824167646716	-3.39962361277428	Met_Pos	mz	mz534.3165
Row.380_1002	100.112361116354	28.7646598107469	0.00446043358567448	-3.39823245866245	Met_Pos	mz	mz100.1124
Row.1373_124179	347.183002408679	2055.84793671155	0.00448072471277401	3.3959255947076	Met_Pos	mz	mz347.183
Row.852_.	682.643597688491	55.5841108614657	0.00454705927089401	-3.38845670623782	Met_Pos	mz	mz682.6436
Row.1794_87438	292.226699621296	1443.29433841017	0.00455639233273395	3.38741464973314	Met_Pos	mz	mz292.2267
Row.991_.	662.659426905358	58.7972293298103	0.00457366578417671	-3.38549167492905	Met_Pos	mz	mz662.6594
Row.397_51248	375.198995742693	1029.03839236614	0.00457631557794766	-3.3851973308904	Met_Pos	mz	mz375.199
Row.514_112738	172.111959823795	1855.48674178946	0.00464848793145349	3.37724542858348	Met_Pos	mz	mz172.112
Row.689_55336	313.161900669919	1073.50925202969	0.004907643776355	-3.34967929810795	Met_Pos	mz	mz313.1619
Row.664_121394	651.221535598004	2000.07137991217	0.00492753562891118	3.34762415931328	Met_Pos	mz	mz651.2215
Row.2232_36262	567.264321557909	874.697205246606	0.00493655999718639	-3.34669454366759	Met_Pos	mz	mz567.2643
Row.2471_86502	237.088372147491	1431.90497525119	0.00495116586812514	-3.34519357356455	Met_Pos	mz	mz237.0884
Row.1068_108610	150.12771807326	1785.65075773284	0.00496942845528164	3.34332305689119	Met_Pos	mz	mz150.1277
Row.1577_63091	292.114917457456	1160.98180149723	0.00501356423904599	-3.33883082955867	Met_Pos	mz	mz292.1149
Row.1969_3070	262.859052632802	49.3056433417576	0.00503853948866084	3.33630633505658	Met_Pos	mz	mz262.8591
Row.1974_69796	255.119787880777	1235.30557969428	0.00518592280226336	-3.32165960934311	Met_Pos	mz	mz255.1198
Row.85_124142	343.245589671166	2055.06927668126	0.0055401559600225	3.28809583085689	Met_Pos	mz	mz343.2456
Row.2143_99769	158.096316253049	1642.04287408513	0.00566415417548482	3.27685259449098	Met_Pos	mz	mz158.0963
Row.2543_.	433.741559829852	1059.44208153607	0.00569398856269519	-3.27418419431593	Met_Pos	mz	mz433.7416
Row.1000_42564	493.2253858844	938.616879981457	0.00569523907891338	-3.27407265324741	Met_Pos	mz	mz493.2254
Row.1803_3357	90.9770521040951	51.1450762003369	0.00581031812163892	3.26391152390443	Met_Pos	mz	mz90.9771
Row.2440_35771	438.21314655216	870.490845895817	0.00584740882292347	-3.26067937446773	Met_Pos	mz	mz438.2131
Row.2181_91302	495.198896952921	1500.022493071	0.00585126057702132	3.26034490141361	Met_Pos	mz	mz495.1989
Row.1894_109372	297.167067322948	1799.3550725023	0.00587168341114471	3.25857512259322	Met_Pos	mz	mz297.1671
Row.1984_.	278.880331077659	45.0838518545503	0.0059282406596295	-3.25370597993536	Met_Pos	mz	mz278.8803
Row.457_.	202.903380441015	47.6642995391964	0.006063787387637	3.24222288940506	Met_Pos	mz	mz202.9034
Row.809_.	404.847500129376	45.8611078898737	0.00615765666454489	-3.23441991147531	Met_Pos	mz	mz404.8475
Row.1724_3623	330.752990352553	53.5800296458451	0.00618569906850015	3.23211189714275	Met_Pos	mz	mz330.753
Row.1357_98212	369.22500536868	1616.30308810413	0.00632289187337141	3.22096884467432	Met_Pos	mz	mz369.225
Row.739_88839	311.146265870091	1464.27399895574	0.00632433210603492	3.2208531512024	Met_Pos	mz	mz311.1463
Row.619_49294	326.174082991355	1006.9501872527	0.00633427082720397	-3.22005549287854	Met_Pos	mz	mz326.1741
Row.238_38345	169.119574061098	895.10495970489	0.00634404150408037	-3.21927253831404	Met_Pos	mz	mz169.1196
Row.618_110211	268.152278327613	1812.11019713875	0.0063458716442692	3.21912601737691	Met_Pos	mz	mz268.1523
Row.223_79541	252.158933617917	1343.23102835719	0.00634664415335672	3.21906418299543	Met_Pos	mz	mz252.1589
Row.159_108351	228.195643482803	1780.5070798589	0.00640629217853526	3.21431228618517	Met_Pos	mz	mz228.1956
Row.2082_126829	236.198457421272	2117.99332558024	0.00641214951754004	3.21384804100064	Met_Pos	mz	mz236.1985
Row.1506_69206	302.135825498997	1229.49762572326	0.00644181065692236	3.21150361607262	Met_Pos	mz	mz302.1358
Row.922_57117	364.173007273357	1093.07269956638	0.0066144946849493	-3.19806492478512	Met_Pos	mz	mz364.173
Row.1534_19277	261.130525384531	680.041194548762	0.00663386166856109	-3.19657961923627	Met_Pos	mz	mz261.1305
Row.2012_123241	176.143334563285	2036.48678202302	0.00668064767887781	3.19300924285207	Met_Pos	mz	mz176.1433
Row.2426_64099	265.034920492509	1171.68079555421	0.00684126847988161	-3.18093875030486	Met_Pos	mz	mz265.0349
Row.8_59209	183.062537809918	1116.63597001226	0.00684252935806967	-3.18084511839693	Met_Pos	mz	mz183.0625
Row.1487_84011	651.357649991139	1397.85617968656	0.00686698801035119	-3.1790322305997	Met_Pos	mz	mz651.3576
Row.156_44653	467.262596508163	958.678795372977	0.00687087003562503	-3.17874508479533	Met_Pos	mz	mz467.2626
Row.1686_103093	211.166812108718	1699.09755748932	0.00698482975018913	3.17038696159803	Met_Pos	mz	mz211.1668
Row.1537_.	572.774383870077	1025.12212225763	0.00702071128256885	3.16778341550861	Met_Pos	mz	mz572.7744
Row.1599_105079	299.182750643916	1728.34546333964	0.00756485983955011	3.12984634334232	Met_Pos	mz	mz299.1828
Row.468_79966	231.098826964953	1348.27244559527	0.00762014769677352	-3.12614488716839	Met_Pos	mz	mz231.0988
Row.781_116485	453.167682010655	1914.7352803818	0.00777182213537583	3.11612595747205	Met_Pos	mz	mz453.1677
Row.891_86669	205.119666705347	1433.77715469115	0.00783495653142758	-3.11201275730039	Met_Pos	mz	mz205.1197
Row.2141_96882	218.117432017387	1593.15102530375	0.00791121497372139	3.1070882261011	Met_Pos	mz	mz218.1174
Row.174_101821	227.10401692934	1675.16976702568	0.00797252859028568	3.1031628723998	Met_Pos	mz	mz227.104
Row.889_94750	499.230201950209	1557.52501660576	0.00807379125114652	3.09674514499562	Met_Pos	mz	mz499.2302
Row.114_51714	355.172971636933	1034.46045287635	0.00817074862392413	-3.0906747562857	Met_Pos	mz	mz355.173
Row.2323_.	322.86199962951	45.7881604975099	0.00818481458795187	-3.08980004891641	Met_Pos	mz	mz322.862
Row.157_50612	677.400606955464	1020.98871292544	0.00822408865498979	-3.08736562663836	Met_Pos	mz	mz677.4006
Row.1279_125885	198.127715870712	2096.63826052354	0.00828052699861778	3.08388740254961	Met_Pos	mz	mz198.1277
Row.2460_75089	293.135571247324	1295.74686764656	0.00831994028207186	-3.08147233855296	Met_Pos	mz	mz293.1356
Row.1132_99921	180.135711584999	1643.52177250174	0.00847579183991632	3.07203241367027	Met_Pos	mz	mz180.1357
Row.773_52113	467.26254107581	1039.4355125073	0.00851064764115033	-3.06994477435815	Met_Pos	mz	mz467.2625
Row.1959_128957	577.39320368183	2163.78228555961	0.00851373984631715	3.06975998086958	Met_Pos	mz	mz577.3932
Row.1110_79716	293.135586339122	1345.62132080219	0.00852338365275427	-3.06918408401295	Met_Pos	mz	mz293.1356
Row.293_47889	467.262632384996	992.312794924427	0.00855958297859417	-3.06702812919073	Met_Pos	mz	mz467.2626
Row.1165_124111	387.271779596492	2054.82240168126	0.00856291982930169	3.06682984893612	Met_Pos	mz	mz387.2718
Row.942_73170	201.05178874315	1273.73982298646	0.00858705143044936	3.06539819313272	Met_Pos	mz	mz201.0518
Row.2514_41276	593.24198250796	925.868625584598	0.00867634967325526	-3.06013487597054	Met_Pos	mz	mz593.242
Row.1586_.	378.776227506504	44.1680759618511	0.0088307059083691	3.0511623885522	Met_Pos	mz	mz378.7762
Row.1474_76310	195.135289845198	1308.95571748497	0.00891116579347269	-3.04654683088262	Met_Pos	mz	mz195.1353
Row.1125_103577	248.163617923481	1705.02976822094	0.00908191745436892	3.03688701231179	Met_Pos	mz	mz248.1636
Row.2378_90335	169.075834993624	1486.83682693793	0.00908504270069252	3.03671189155849	Met_Pos	mz	mz169.0758
Row.1607_.	154.880118474199	55.0178171814339	0.00936602176360843	3.0212063654423	Met_Pos	mz	mz154.8801
Row.2133_15148	336.07344430857	606.720816018474	0.00937386140195575	-3.02078037776765	Met_Pos	mz	mz336.0734
Row.1386_96551	208.169378469417	1589.03265116104	0.00942102665704699	3.01822494656642	Met_Pos	mz	mz208.1694
Row.2038_.	320.865164332965	45.7605400125656	0.00946580284191841	-3.01581064517018	Met_Pos	mz	mz320.8652
Row.2187_37800	579.226405877467	889.41823702725	0.00947806791259312	-3.0151512927001	Met_Pos	mz	mz579.2264
Row.1743_77505	252.159016586755	1320.52598386477	0.00954130231771989	3.01176524387201	Met_Pos	mz	mz252.159
Row.2390_2159	113.05741950154	42.7816489898538	0.00955294759618113	3.01114408933881	Met_Pos	mz	mz113.0574
Row.363_106680	225.182441504393	1752.74239404995	0.00957227978945685	3.0101145700803	Met_Pos	mz	mz225.1824
Row.1292_99087	339.054186797526	1631.15776396186	0.00959060138408462	3.00914076618067	Met_Pos	mz	mz339.0542
Row.2484_128300	377.136076869338	2153.61577020517	0.00963967949232969	3.00654127472032	Met_Pos	mz	mz377.1361
Row.1249_76602	251.125027166634	1311.01376123832	0.00966465698140693	-3.00522332919921	Met_Pos	mz	mz251.125
Row.2456_79432	299.146120666112	1342.4887950154	0.00967646341274308	-3.00460153110847	Met_Pos	mz	mz299.1461
Row.1942_111689	243.099135882564	1836.7937459898	0.00967993127539082	3.00441903505483	Met_Pos	mz	mz243.0991
Row.1448_91687	200.10675793682	1506.28657601308	0.00972916917530008	3.00183484750838	Met_Pos	mz	mz200.1068
Row.1175_11870	306.080820477	488.215241308219	0.00977036845067883	-2.99968247625414	Met_Pos	mz	mz306.0808
Row.2336_75343	344.184688585144	1298.62174633599	0.00977185910352295	-2.99960476851296	Met_Pos	mz	mz344.1847
Row.30_109319	252.137005803777	1798.16047445863	0.00994724107314823	2.99054295521934	Met_Pos	mz	mz252.137
Row.2492_71957	279.156243247644	1259.79126179982	0.0100587791982201	-2.98486168675034	Met_Pos	mz	mz279.1562
Row.651_3712	140.903273686041	54.4900210037129	0.0101533046554938	2.9800954932816	Met_Pos	mz	mz140.9033
Row.760_103965	353.157151657218	1711.22611534334	0.01019512701268	2.9780006858141	Met_Pos	mz	mz353.1572
Row.718_15947	268.103700901602	621.342922976187	0.0102234212312162	-2.97658828743835	Met_Pos	mz	mz268.1037
Row.1462_96903	369.224961634908	1593.84951617781	0.0102897372630963	2.97329297820691	Met_Pos	mz	mz369.225
Row.2112_43059	333.188421695874	943.751404252143	0.0104152260050668	-2.96711431627303	Met_Pos	mz	mz333.1884
Row.1850_4267	137.070794016635	61.4839137041676	0.0104669758785714	2.96458769886025	Met_Pos	mz	mz137.0708
Row.1872_98994	506.285815987768	1629.40530835878	0.010542700838051	-2.96091266797226	Met_Pos	mz	mz506.2858
Row.1076_.	114.892854806918	50.2136556436178	0.0106295965218605	-2.95672747457863	Met_Pos	mz	mz114.8929
Row.1964_51488	421.240638111888	1032.21401960626	0.0108645607563465	-2.94557764509175	Met_Pos	mz	mz421.2406
Row.861_64643	305.099202153912	1176.78656162572	0.0108843864852553	-2.94464775788396	Met_Pos	mz	mz305.0992
Row.553_120663	186.127703150012	1989.17581634626	0.010896114598993	2.94409845961819	Met_Pos	mz	mz186.1277
Row.2423_37257	465.227235913874	883.93495194628	0.010896242637688	-2.94409246601251	Met_Pos	mz	mz465.2272
Row.2490_118299	795.336700480743	1939.80884084758	0.0109790788981507	2.94022931177905	Met_Pos	mz	mz795.3367
Row.1790_49842	593.242099996075	1012.92110509909	0.011101645053466	-2.93456571416032	Met_Pos	mz	mz593.2421
Row.465_4652	622.688179958359	67.9474709335258	0.011342142616448	-2.92362960022883	Met_Pos	mz	mz622.6882
Row.1569_124577	353.266245843676	2065.2358324955	0.0113551964534204	2.92304256146871	Met_Pos	mz	mz353.2662
Row.1005_123216	391.151546327413	2035.6373095998	0.0113560560832019	2.92300392674637	Met_Pos	mz	mz391.1515
Row.1274_62283	287.14603045855	1152.48582155693	0.0113742774437787	-2.92218567315896	Met_Pos	mz	mz287.146
Row.1363_128863	365.136001936115	2161.23160071649	0.0114041428028031	2.92084731963144	Met_Pos	mz	mz365.136
Row.1144_.	241.140662041535	1383.05653747776	0.0114374796059917	-2.91935747247355	Met_Pos	mz	mz241.1407
Row.1764_97259	212.106783090779	1600.29745169046	0.0114662055437476	2.91807711529943	Met_Pos	mz	mz212.1068
Row.2054_43244	345.151690294831	945.46358639179	0.0115068085945039	-2.91627275626594	Met_Pos	mz	mz345.1517
Row.934_89977	206.117327059212	1480.33871512733	0.0115515904143374	2.91428995427922	Met_Pos	mz	mz206.1173
Row.1370_117386	174.127655598645	1925.76616698921	0.011676136682301	2.90881496984155	Met_Pos	mz	mz174.1277
Row.146_101692	249.157330497927	1672.98367712602	0.0118933270962492	2.89940351947584	Met_Pos	mz	mz249.1573
Row.1297_104126	271.130374994451	1713.78113947101	0.0119558322626582	2.89672633254083	Met_Pos	mz	mz271.1304
Row.1515_130770	599.391181710957	2198.00042534299	0.0119697914628019	-2.89613032116354	Met_Pos	mz	mz599.3912
Row.2059_28793	153.088345396742	793.759117288326	0.0120948778086009	-2.89081986433109	Met_Pos	mz	mz153.0883
Row.1226_50529	329.156697576764	1020.24129739764	0.0121952055460312	-2.88659941344534	Met_Pos	mz	mz329.1567
Row.643_102219	249.088556639078	1681.66282726958	0.0122140671979144	2.88580978167723	Met_Pos	mz	mz249.0886
Row.1919_.	273.253368967042	1605.4995779356	0.0122854382660019	2.88283268813814	Met_Pos	mz	mz273.2534
Row.2458_78185	197.114582916595	1327.9076939856	0.0123215457879976	-2.8813330104794	Met_Pos	mz	mz197.1146
Row.2182_104702	266.172903262869	1721.98868520259	0.0124247293724293	2.8770711123214	Met_Pos	mz	mz266.1729
Row.869_66592	282.168314647907	1198.26103183975	0.012509662681743	2.87358904660778	Met_Pos	mz	mz282.1683
Row.793_.	212.838657167924	52.96785764095	0.0125201496922622	2.87316071631993	Met_Pos	mz	mz212.8387
Row.822_62203	393.187577452904	1151.5140604117	0.0125575742884172	2.8716350190849	Met_Pos	mz	mz393.1876
Row.95_43165	499.216233732537	944.839115979475	0.0126236191523041	-2.86895341984033	Met_Pos	mz	mz499.2162
Row.1339_73781	201.088281578204	1280.91864067238	0.0126472956160853	2.8679954470246	Met_Pos	mz	mz201.0883
Row.2080_76681	202.083525232046	1311.95708154483	0.0128469131577242	-2.8599880642186	Met_Pos	mz	mz202.0835
Row.2357_59684	475.214711947127	1122.33643868244	0.012861132569788	-2.85942234337	Met_Pos	mz	mz475.2147
