feature_identifier	mz	rtime	p-value	t-score	DataSet	Type	Display_Name
Row.766_.	714.309262116263	959.491996386442	0.0101817561229887	-2.93504461481378	Met_Neg	mz	mz714.3093
Row.7_.	928.883838176781	1098.55744006694	0.0107770782617437	-2.9071196726979	Met_Neg	mz	mz928.8838
Row.870_.	748.32271860529	990.922629491207	0.0109331384317219	-2.90004882268237	Met_Neg	mz	mz748.3227
Row.1059_.	536.213521718476	1000.8778692943	0.0112838769361445	-2.88451059245993	Met_Neg	mz	mz536.2135
Row.821_54086	259.192241315047	1583.27399203605	0.0114554037108592	-2.87708260162344	Met_Neg	mz	mz259.1922
Row.1355_31861	261.186829260744	1176.26805473025	0.0116421684098345	-2.86911715186546	Met_Neg	mz	mz261.1868
Row.257_.	741.320272623539	979.899960559965	0.0118151902706271	-2.86184827329878	Met_Neg	mz	mz741.3203
Row.1437_.	264.125552590577	1300.81932347711	0.0120434200058301	-2.85241717591423	Met_Neg	mz	mz264.1256
Row.397_.	902.370456108577	1079.44217902584	0.0127096850138729	-2.82584954475132	Met_Neg	mz	mz902.3705
Row.1064_32416	319.228996791032	1185.44246219465	0.0127992623101075	-2.82238147555333	Met_Neg	mz	mz319.229
Row.885_25635	848.845453128955	1071.68205412972	0.0128209645683696	-2.82154480637196	Met_Neg	mz	mz848.8455
Row.941_.	529.681966451319	742.736073818467	0.0128867747436535	2.81901607912605	Met_Neg	mz	mz529.682
Row.311_2032	91.021318882676	80.0774060276323	0.0129358760308582	-2.81713755301476	Met_Neg	mz	mz91.0213
Row.278_13736	456.162255996482	660.247994066499	0.0132387104801768	2.80570270183095	Met_Neg	mz	mz456.1623
Row.144_26107	919.376023919289	1079.77954387344	0.0132442694940515	-2.80549518246054	Met_Neg	mz	mz919.376
Row.15_24727	301.145765523061	1050.20434442032	0.0134735962764418	-2.79700731033969	Met_Neg	mz	mz301.1458
Row.749_.	380.885228089098	621.882960926458	0.0137605286088896	2.78658284679317	Met_Neg	mz	mz380.8852
Row.600_.	685.798306802764	975.964196968065	0.0137842654835465	-2.78572994620765	Met_Neg	mz	mz685.7983
Row.1396_.	678.278672094959	963.497293740683	0.0142566788714724	-2.76904554271049	Met_Neg	mz	mz678.2787
Row.693_.	491.512429766761	710.05408081461	0.0144570089641187	2.76213180984414	Met_Neg	mz	mz491.5124
Row.820_30721	259.171149268818	1156.36176861913	0.0149610218513802	-2.74514003232738	Met_Neg	mz	mz259.1711
Row.583_.	622.728009371027	771.808393509098	0.015320045287751	2.73337120039964	Met_Neg	mz	mz622.728
Row.1362_.	469.834869793244	662.166238303432	0.016553438630046	2.69487973443661	Met_Neg	mz	mz469.8349
Row.1217_20066	547.234168083161	900.204952735832	0.0171465905641845	-2.6773456439432	Met_Neg	mz	mz547.2342
Row.62_.	473.836812896247	686.920669723565	0.0175055224529539	2.66701738200521	Met_Neg	mz	mz473.8368
Row.520_373	126.904481881249	35.7216921478243	0.0175819581744911	-2.66484433638727	Met_Neg	mz	mz126.9045
Row.1295_.	728.32568905647	973.778014793606	0.0176142394024422	-2.66392932435193	Met_Neg	mz	mz728.3257
Row.89_.	712.311970994489	997.00916564502	0.0180224940366251	-2.65249475721395	Met_Neg	mz	mz712.312
Row.133_10826	462.163674019712	562.760556503507	0.0183178660083036	2.64437637588045	Met_Neg	mz	mz462.1637
Row.695_.	326.760865500766	49.9621248542699	0.0183464996751218	2.64359608524615	Met_Neg	mz	mz326.7609
Row.740_.	712.811911685296	988.124747023356	0.019228728399763	-2.62011158248917	Met_Neg	mz	mz712.8119
Row.306_27095	268.192837491555	1096.53502962477	0.0193871529400924	-2.61600442946457	Met_Neg	mz	mz268.1928
Row.841_.	862.342904291042	977.124008149619	0.0195564163408596	-2.61165176348985	Met_Neg	mz	mz862.3429
Row.1263_.	459.831129314	705.248659404285	0.0196386763837058	2.60954947096453	Met_Neg	mz	mz459.8311
Row.933_.	781.853590848326	1013.8262643016	0.0199220415747906	-2.60237178849183	Met_Neg	mz	mz781.8536
Row.380_39962	244.06231992629	1301.2421267251	0.0205997282155505	-2.58559565355877	Met_Neg	mz	mz244.0623
Row.1129_33646	243.233640206728	1206.3968279322	0.0206431399669171	-2.58453911950933	Met_Neg	mz	mz243.2336
Row.1206_.	754.317365072262	1090.55576784015	0.0209646574004559	-2.57677985530344	Met_Neg	mz	mz754.3174
Row.366_.	687.795838690499	939.21604982388	0.0211827633619394	-2.57158091045134	Met_Neg	mz	mz687.7958
Row.280_13885	431.819610190708	665.096333107371	0.0212948302047654	2.5689295112987	Met_Neg	mz	mz431.8196
Row.1443_1719	125.02388350853	63.9841219401214	0.0213937795730078	2.56659954698112	Met_Neg	mz	mz125.0239
Row.1196_.	210.842552167054	53.1652459403655	0.0215908644579535	2.56198937281546	Met_Neg	mz	mz210.8426
Row.905_.	318.877709932106	63.2084107979775	0.0218135978755375	-2.55682748258151	Met_Neg	mz	mz318.8777
Row.161_.	367.878234641531	605.690363490977	0.0219678645167829	2.55328180992815	Met_Neg	mz	mz367.8782
Row.1305_26120	875.358415891472	1080.20035307067	0.0225246833072109	-2.54067903225432	Met_Neg	mz	mz875.3584
Row.244_27133	281.143693256685	1097.33491912738	0.023105301503797	-2.52785091384078	Met_Neg	mz	mz281.1437
Row.932_14095	439.136719179907	672.473746877871	0.0236883253973449	2.51527580164107	Met_Neg	mz	mz439.1367
Row.423_.	506.660161668353	798.666552155912	0.0237060386841588	2.51489838986266	Met_Neg	mz	mz506.6602
Row.1176_17537	551.708611534026	799.234316638024	0.0240778549617403	2.50703768970807	Met_Neg	mz	mz551.7086
Row.1330_.	571.898725953408	1037.21906318063	0.0245364352645464	-2.49750059099906	Met_Neg	mz	mz571.8987
Row.243_.	731.816982122059	1008.74096067455	0.0246362733808925	-2.49544679329048	Met_Neg	mz	mz731.817
Row.513_.	472.667662742078	711.308344429222	0.0247569365114154	2.49297515715103	Met_Neg	mz	mz472.6677
Row.994_14696	411.15492259758	693.918707608696	0.0250025283839164	2.48797976237358	Met_Neg	mz	mz411.1549
Row.686_48625	217.181185698655	1455.47544884494	0.0251074746968113	-2.48585936834735	Met_Neg	mz	mz217.1812
Row.1029_20640	507.197457522295	921.258519889333	0.0254012143178161	-2.4799690477957	Met_Neg	mz	mz507.1975
Row.1262_23998	765.338715273638	1031.0810056176	0.0254698029919238	-2.47860298885336	Met_Neg	mz	mz765.3387
Row.299_.	613.722430597302	832.367015820094	0.02554371942814	2.47713473258138	Met_Neg	mz	mz613.7224
Row.793_.	634.769353049808	887.622955042489	0.0256020339946977	-2.47597923799017	Met_Neg	mz	mz634.7694
Row.1136_34451	183.102696306907	1218.37378019876	0.0260264062773869	-2.46764500193989	Met_Neg	mz	mz183.1027
Row.190_.	613.763494170388	1099.31268815956	0.0261240334074701	-2.4657459998237	Met_Neg	mz	mz613.7635
Row.839_.	84.0083418335907	55.8665789856059	0.0267378953848426	2.45395775242276	Met_Neg	mz	mz84.0083
Row.1003_17650	582.708508547197	803.570344546397	0.0273483566655437	2.4424870643529	Met_Neg	mz	mz582.7085
Row.665_.	918.874580380676	1084.18610158953	0.0273875416251804	-2.44175909858255	Met_Neg	mz	mz918.8746
Row.810_.	552.698120294493	788.142104247505	0.0273997179404742	2.44153309215021	Met_Neg	mz	mz552.6981
Row.1369_.	93.0338315256835	1538.9729572099	0.0282044119751394	-2.42680433370063	Met_Neg	mz	mz93.0338
Row.475_.	588.235486778136	1173.9158636434	0.0304627372250993	-2.38750088743367	Met_Neg	mz	mz588.2355
Row.1433_25649	915.873208278999	1071.93907352798	0.0309736011213414	-2.3789930836312	Met_Neg	mz	mz915.8732
Row.1407_34355	367.250262499585	1217.49135949861	0.0316062880904585	-2.36863826300846	Met_Neg	mz	mz367.2503
Row.87_.	534.534797616587	779.469396266975	0.031752486398111	-2.36627335837376	Met_Neg	mz	mz534.5348
Row.758_22593	705.30355645978	988.679720330773	0.0322906614990648	-2.35765542878533	Met_Neg	mz	mz705.3036
Row.493_.	541.171524530861	844.882840449722	0.032504726578775	2.35426514464648	Met_Neg	mz	mz541.1715
Row.1380_21227	755.829339066569	943.24232116696	0.0334886987125535	-2.33894701789435	Met_Neg	mz	mz755.8293
Row.544_18985	640.235924254901	858.27145088603	0.033871863914372	2.33309641350887	Met_Neg	mz	mz640.2359
Row.1439_.	491.847591010009	703.362041144146	0.0340607965915744	2.3302344555953	Met_Neg	mz	mz491.8476
Row.843_.	648.599046644142	922.812473220598	0.0342603531174929	-2.32722773404182	Met_Neg	mz	mz648.599
Row.1121_25235	973.407901252131	1063.27177307019	0.0343151954968835	-2.32640430750629	Met_Neg	mz	mz973.4079
Row.1207_31718	287.223725151126	1173.90235818691	0.0344496294339544	-2.32439108126668	Met_Neg	mz	mz287.2237
Row.529_34014	301.202962684122	1211.81961559193	0.0345427569964049	2.32300076709851	Met_Neg	mz	mz301.203
Row.840_.	536.547125322118	1003.23374950291	0.0349302483998598	-2.31725341930713	Met_Neg	mz	mz536.5471
Row.1131_49398	193.087044258028	1469.26071164547	0.0349480845541212	-2.31699031443153	Met_Neg	mz	mz193.087
Row.747_32500	197.154797798358	1187.21681775088	0.0352883078755988	-2.31199560639692	Met_Neg	mz	mz197.1548
Row.207_.	673.784355544257	952.947713376993	0.0357857182804079	-2.30477405883928	Met_Neg	mz	mz673.7844
Row.1125_20745	646.769935655455	927.132480006169	0.0359702551907508	-2.30211883491571	Met_Neg	mz	mz646.7699
Row.944_18141	584.564557323985	821.861062945738	0.0362099806581906	-2.29868854418116	Met_Neg	mz	mz584.5646
Row.390_.	208.84546346406	57.260218289738	0.0364452666537101	2.29534242670874	Met_Neg	mz	mz208.8455
Row.1183_27980	251.165935329715	1110.71033352034	0.0368063542730663	-2.29024640617086	Met_Neg	mz	mz251.1659
Row.561_27097	945.88724646919	1096.56063777206	0.0368706110822603	-2.28934446550849	Met_Neg	mz	mz945.8872
Row.47_16688	440.846310356662	765.274222421213	0.0369073320421266	-2.28882969293856	Met_Neg	mz	mz440.8463
Row.935_.	671.781758147163	968.304551845923	0.0371283720829548	-2.28574114510151	Met_Neg	mz	mz671.7818
Row.666_48223	207.139179208291	1447.23233054436	0.0372636361584749	-2.28385961193363	Met_Neg	mz	mz207.1392
Row.874_23671	566.216616304702	1021.70310199536	0.0372877974406982	-2.28352420025817	Met_Neg	mz	mz566.2166
Row.1270_22462	635.278519856074	984.770428626638	0.0376276654711952	-2.27882752836415	Met_Neg	mz	mz635.2785
Row.453_.	526.86360834182	653.915027869899	0.0381766387604025	2.27132443454092	Met_Neg	mz	mz526.8636
Row.1186_.	865.848309504443	1053.3797905946	0.0382546843991895	-2.27026595221381	Met_Neg	mz	mz865.8483
Row.546_30827	367.215682601869	1158.17618801878	0.0386231525422235	-2.26529577728726	Met_Neg	mz	mz367.2157
Row.1411_25362	803.816686643187	1066.21867618634	0.0386890628518641	-2.26441140730702	Met_Neg	mz	mz803.8167
Row.1251_19035	608.256614391871	860.625056462164	0.038723064134988	-2.26395573619876	Met_Neg	mz	mz608.2566
Row.12_.	667.777857021072	941.584839637067	0.0388300613649786	-2.26252424022495	Met_Neg	mz	mz667.7779
Row.1128_14228	537.204809758502	677.14834675692	0.0390039659948857	2.26020545010788	Met_Neg	mz	mz537.2048
Row.360_.	593.74221260706	876.836065220465	0.0390913217239478	-2.25904431949891	Met_Neg	mz	mz593.7422
Row.1250_.	600.714732775481	851.21860326866	0.0391021448043294	2.25890062818485	Met_Neg	mz	mz600.7147
Row.575_.	666.789921119011	1145.26477724156	0.0391082327916403	-2.25881981809106	Met_Neg	mz	mz666.7899
Row.1494_.	754.838503838597	993.489660477726	0.039264259242139	-2.25675277104551	Met_Neg	mz	mz754.8385
Row.984_18752	601.907179097053	848.17687919012	0.0396882946523216	-2.25117364886292	Met_Neg	mz	mz601.9072
Row.782_.	446.15625724696	668.152400852585	0.0401744269516634	2.24484558004851	Met_Neg	mz	mz446.1563
Row.678_.	352.438354513725	666.761756254438	0.0401906643923267	2.24463545030876	Met_Neg	mz	mz352.4384
Row.516_31070	225.186393337417	1162.74293079975	0.0408616184281585	-2.23602111450179	Met_Neg	mz	mz225.1864
Row.526_942	76.9872439174709	49.8870238332479	0.0411733587023371	2.23206349543984	Met_Neg	mz	mz76.9872
Row.383_.	601.746979527837	1173.67491289342	0.0412472517419731	-2.23112950116251	Met_Neg	mz	mz601.747
Row.957_.	425.482481874524	663.044498339047	0.0412605034723043	2.23096216668766	Met_Neg	mz	mz425.4825
Row.597_16279	635.260505460981	747.988903406352	0.0413088022728094	-2.23035270362125	Met_Neg	mz	mz635.2605
Row.101_.	212.839635082988	56.8041947250716	0.0415206995078125	2.22768668103433	Met_Neg	mz	mz212.8396
Row.100_.	754.986118373915	1003.63593428187	0.0419972640161925	-2.22173671236094	Met_Neg	mz	mz754.9861
Row.71_22542	692.299080029026	987.138495286381	0.0420095439903803	-2.22158422787635	Met_Neg	mz	mz692.2991
Row.814_12330	491.178713465403	613.501229324197	0.0420878320741971	2.22061307355784	Met_Neg	mz	mz491.1787
Row.533_25632	335.154510492016	1071.65544786184	0.043458083532432	-2.20388198829975	Met_Neg	mz	mz335.1545
Row.264_12080	421.47837523662	605.085163207244	0.0436483823355689	2.20159730618082	Met_Neg	mz	mz421.4784
Row.50_66407	233.155009709567	1934.19617365948	0.0436864918828476	2.20114088486507	Met_Neg	mz	mz233.155
Row.1438_.	700.298621632464	969.93321751337	0.0437997295007241	-2.19978686737328	Met_Neg	mz	mz700.2986
Row.442_.	702.763577528752	850.197565413167	0.0438178078575517	2.19957099999156	Met_Neg	mz	mz702.7636
Row.1166_.	411.802981279621	708.66592139425	0.0441244187629986	2.19592241215424	Met_Neg	mz	mz411.803
Row.1347_13414	550.211440360573	648.271097146834	0.0443837412344897	2.19285487873996	Met_Neg	mz	mz550.2114
Row.1334_.	548.882430817548	773.868592813163	0.0448678989279505	-2.1871720349522	Met_Neg	mz	mz548.8824
Row.302_16162	646.252189166907	742.993538729167	0.0450653919481463	-2.18487027143694	Met_Neg	mz	mz646.2522
Row.897_.	684.285583957087	948.317210688375	0.0451140479800332	-2.18430462683032	Met_Neg	mz	mz684.2856
Row.1040_23703	758.330269051671	1022.75190884241	0.0451198532761132	-2.18423717588485	Met_Neg	mz	mz758.3303
Row.1175_.	460.682467692707	1037.28570801693	0.0454514565290221	2.18039762353455	Met_Neg	mz	mz460.6825
Row.1268_.	572.736156725571	871.696583479333	0.0459834478060593	-2.17429175861619	Met_Neg	mz	mz572.7362
Row.1381_.	656.748681092666	62.5079163143321	0.0460410483077875	-2.17363458968274	Met_Neg	mz	mz656.7487
Row.1014_.	998.415340389923	1126.49076618256	0.0461000984040961	-2.17296167266968	Met_Neg	mz	mz998.4153
Row.438_.	212.887107442446	56.4010180108342	0.0461312235467754	2.1726073013771	Met_Neg	mz	mz212.8871
Row.344_14508	395.136538988915	686.87202458498	0.0461593842093903	2.17228687264904	Met_Neg	mz	mz395.1365
Row.955_.	461.631373473403	742.250023819131	0.0462535377306318	2.17121685167414	Met_Neg	mz	mz461.6314
Row.1409_31166	241.217964632883	1164.46340501401	0.0467022438630942	-2.16614502814072	Met_Neg	mz	mz241.218
Row.1486_.	666.749445270559	883.864258253781	0.0471300038888889	2.16135180451987	Met_Neg	mz	mz666.7494
Row.1430_2193	518.799554811929	88.591365246216	0.0471987832671535	-2.16058486473139	Met_Neg	mz	mz518.7996
Row.1306_21588	241.072608222143	955.03512685598	0.0473331719856464	-2.15908931362313	Met_Neg	mz	mz241.0726
Row.158_1503	220.900177604792	58.6928192136248	0.0490306161443974	-2.14052986723305	Met_Neg	mz	mz220.9002
Row.1241_.	701.752108742963	674.100592377252	0.049038563484696	2.14044437821573	Met_Neg	mz	mz701.7521
Row.447_.	728.827577546623	973.078339512261	0.0492378355280852	-2.13830499375344	Met_Neg	mz	mz728.8276
Row.1378_.	632.771442875756	931.482377204981	0.0495467990002961	-2.13500371722619	Met_Neg	mz	mz632.7714
Row.1255_.	478.830290528117	65.4006669102189	0.0495842637443199	-2.13460469896107	Met_Neg	mz	mz478.8303
Row.788_48819	175.076130500023	1457.81652890294	0.0496033117082592	-2.13440193531421	Met_Neg	mz	mz175.0761
Row.1047_30716	327.164843445411	1156.27025935477	0.0496054467098083	2.13437921291822	Met_Neg	mz	mz327.1648
Row.725_.	551.866420056484	672.776107162605	0.0499835590802961	2.13036920308104	Met_Neg	mz	mz551.8664
Row.706_14167	447.166830683203	674.434649788062	0.0502107652123916	2.12797304626127	Met_Neg	mz	mz447.1668
Row.1161_32133	325.239747648912	1180.98833912143	0.0503749711006928	-2.12624751935543	Met_Neg	mz	mz325.2397
Row.919_.	375.475864202843	660.937834814945	0.0504369570289411	2.12559750018367	Met_Neg	mz	mz375.4759
Row.1201_22806	889.354309109219	996.436592805649	0.0509668658962883	-2.12007044675456	Met_Neg	mz	mz889.3543
Row.350_.	701.812157741934	953.677799773514	0.0514169209453202	-2.11541771926632	Met_Neg	mz	mz701.8122
Row.825_19347	729.27749333448	874.097312649208	0.051783886331928	2.11165166590324	Met_Neg	mz	mz729.2775
Row.1451_.	583.557196500441	1036.98758825865	0.0519021556171738	-2.11044314004082	Met_Neg	mz	mz583.5572
Row.281_16174	460.928205593623	743.762855049476	0.0521533889652437	-2.10788432088416	Met_Neg	mz	mz460.9282
Row.1132_.	506.197210136619	716.370896581889	0.0522748532447747	-2.10665126962309	Met_Neg	mz	mz506.1972
Row.1352_28996	425.223219158721	1126.82487075225	0.052449892537631	-2.10487897812703	Met_Neg	mz	mz425.2232
Row.211_.	666.608693877484	933.503389743222	0.0524930825647056	-2.10444251164441	Met_Neg	mz	mz666.6087
Row.1300_.	594.19854840807	902.249287917338	0.052621192560446	2.10314980809695	Met_Neg	mz	mz594.1985
Row.592_.	951.390199039188	1082.52667356641	0.0527210563041264	-2.10214413193615	Met_Neg	mz	mz951.3902
Row.216_29076	327.164829206485	1128.01136856985	0.0527375840391238	2.10197785867846	Met_Neg	mz	mz327.1648
Row.323_.	697.762955659718	1003.93761643737	0.052998649186877	-2.09935781374859	Met_Neg	mz	mz697.763
Row.271_.	268.801916958886	52.410381948963	0.05317487867086	2.09759587923493	Met_Neg	mz	mz268.8019
Row.1483_.	450.49519934594	694.055670776683	0.0535019667796404	2.09433984744419	Met_Neg	mz	mz450.4952
Row.289_15320	468.16996684381	716.803832780648	0.05376685389225	2.09171638096078	Met_Neg	mz	mz468.17
Row.38_.	448.832860888458	611.157286719549	0.0543149534751279	2.08632544349076	Met_Neg	mz	mz448.8329
Row.949_.	504.679428792671	60.1301681690906	0.0543268197684223	2.0862092837748	Met_Neg	mz	mz504.6794
Row.657_.	515.521873066304	624.393347758283	0.0544098395468983	2.08539725019215	Met_Neg	mz	mz515.5219
Row.735_.	840.342622938574	980.403071620211	0.0546595336810026	-2.08296177758736	Met_Neg	mz	mz840.3426
Row.950_23244	781.351234198559	1010.2031448199	0.0548392856647411	-2.08121482227626	Met_Neg	mz	mz781.3512
Row.875_.	214.884206900881	56.1443844434234	0.0549806318149804	2.07984480847288	Met_Neg	mz	mz214.8842
Row.105_1855	172.957857396632	70.3348781556056	0.0550826251635118	-2.07885823210344	Met_Neg	mz	mz172.9579
Row.405_.	533.706417228025	824.784368611425	0.0556045878776367	2.07383539612549	Met_Neg	mz	mz533.7064
Row.1382_.	410.827160462173	690.77405017113	0.055608020313449	-2.07380250921815	Met_Neg	mz	mz410.8272
Row.95_.	878.855030722837	1041.6540207612	0.0573021560666985	-2.05779334781867	Met_Neg	mz	mz878.855
Row.806_.	777.302986029242	1053.41969427162	0.057328696855147	-2.05754601018779	Met_Neg	mz	mz777.303
Row.1384_.	701.959991338212	961.427634721844	0.0581525693878101	-2.04991985264362	Met_Neg	mz	mz701.96
Row.744_.	560.695469577747	772.751365438755	0.0583592148916708	2.04802254951315	Met_Neg	mz	mz560.6955
Row.848_.	460.170653584864	675.602687465828	0.0587216908022337	2.044709284882	Met_Neg	mz	mz460.1707
Row.883_15601	477.50592582782	725.393685053199	0.0587334863891634	2.04460177993652	Met_Neg	mz	mz477.5059
Row.164_.	399.796496270175	647.710294227724	0.0587922519102387	2.04406648497523	Met_Neg	mz	mz399.7965
Row.1107_.	714.806665325013	958.474295672158	0.0589514569443617	-2.04261873948142	Met_Neg	mz	mz714.8067
Row.986_18034	606.217303961218	816.905851342637	0.0591500482603288	2.04081783002341	Met_Neg	mz	mz606.2173
Row.881_.	662.24627329063	886.298575451417	0.0599989051511334	2.03318175811266	Met_Neg	mz	mz662.2463
Row.41_16252	637.241422527407	746.602746833503	0.0604017017301015	2.02959275655372	Met_Neg	mz	mz637.2414
Row.1320_.	693.79469527395	958.109135353367	0.0604708928942062	-2.02897844756476	Met_Neg	mz	mz693.7947
Row.1310_.	626.219411509661	966.142448539126	0.0608968814112275	-2.02521040155876	Met_Neg	mz	mz626.2194
Row.499_67873	478.295553937055	1978.65909142734	0.0609240522712232	2.02497088024189	Met_Neg	mz	mz478.2956
Row.1092_.	625.763113058667	923.792544917483	0.0612645866354462	-2.02197717234132	Met_Neg	mz	mz625.7631
Row.1331_29583	315.197846546217	1136.17336797361	0.0612740835539421	-2.02189390057694	Met_Neg	mz	mz315.1978
Row.233_33467	746.331147985129	1203.46702649271	0.0619504816091733	-2.01599308166111	Met_Neg	mz	mz746.3311
Row.431_.	579.704109764599	789.94856066473	0.0622532885162228	2.0133704250209	Met_Neg	mz	mz579.7041
Row.1165_.	383.46495912904	601.7183436715	0.0623732465727588	2.01233466129614	Met_Neg	mz	mz383.465
Row.410_.	778.311171598385	984.911904133197	0.062496696637823	-2.01127063797041	Met_Neg	mz	mz778.3112
Row.443_27138	945.388232115671	1097.46486922827	0.0632514198480473	-2.00480692502303	Met_Neg	mz	mz945.3882
Row.393_1616	198.918016622847	60.8150748831873	0.0634907002496986	-2.00277228951388	Met_Neg	mz	mz198.918
Row.205_23337	893.368869958922	1012.44548799002	0.0636227430128733	-2.00165249480085	Met_Neg	mz	mz893.3689
Row.1450_48103	244.098639683726	1444.90526494172	0.0637155699228712	-2.00086653613901	Met_Neg	mz	mz244.0986
Row.862_13648	462.165083954433	656.521757311829	0.0640219327328398	1.99827995087574	Met_Neg	mz	mz462.1651
Row.231_.	488.144747243543	776.741812035972	0.0642913006581946	1.99601498608556	Met_Neg	mz	mz488.1447
Row.528_.	515.842201800442	725.728183306988	0.0644115392974843	1.99500674869091	Met_Neg	mz	mz515.8422
Row.411_.	618.91076707322	885.638710079389	0.0655611035396269	-1.98545265543068	Met_Neg	mz	mz618.9108
Row.853_28593	251.202728681116	1119.81513160657	0.0657723727692237	-1.98371334528744	Met_Neg	mz	mz251.2027
Row.565_.	489.182608642926	887.075828306141	0.065784221864959	1.98361594576221	Met_Neg	mz	mz489.1826
Row.532_14169	417.806412084115	674.567477149897	0.0658633133995991	1.98296622099084	Met_Neg	mz	mz417.8064
Row.752_30383	255.160971049948	1150.39462918854	0.0659388018512372	1.98234675478325	Met_Neg	mz	mz255.161
