Metabolite	feature_identifier	Edge_Type	Display_Name
HMDB0000870	Row.736_122646	mz_met	mz223.1668
HMDB0014417	Row.736_122646	mz_met	mz223.1668
HMDB0060263	Row.736_122646	mz_met	mz223.1668
HMDB0000753	Row.736_122646	mz_met	mz223.1668
HMDB0001318	Row.736_122646	mz_met	mz223.1668
HMDB0002939	Row.736_122646	mz_met	mz223.1668
HMDB0005842	Row.736_122646	mz_met	mz223.1668
HMDB0005846	Row.736_122646	mz_met	mz223.1668
HMDB0005994	Row.736_122646	mz_met	mz223.1668
HMDB0030003	Row.736_122646	mz_met	mz223.1668
HMDB0030952	Row.736_122646	mz_met	mz223.1668
HMDB0031220	Row.736_122646	mz_met	mz223.1668
HMDB0031502	Row.736_122646	mz_met	mz223.1668
HMDB0031503	Row.736_122646	mz_met	mz223.1668
HMDB0031578	Row.736_122646	mz_met	mz223.1668

HMDB0061882	Row.736_122646	mz_met	mz223.1668
HMDB0062792	Row.736_122646	mz_met	mz223.1668
HMDB0029190	Row.267_35442	mz_met	mz399.1272
HMDB0030055	Row.267_35442	mz_met	mz399.1272
HMDB0041285	Row.267_35442	mz_met	mz399.1272
HMDB0059988	Row.267_35442	mz_met	mz399.1272
HMDB0059990	Row.267_35442	mz_met	mz399.1272
HMDB0060030	Row.267_35442	mz_met	mz399.1272
HMDB0127768	Row.267_35442	mz_met	mz399.1272
HMDB0127830	Row.267_35442	mz_met	mz399.1272
HMDB0033300	Row.267_35442	mz_met	mz399.1272
HMDB0033301	Row.267_35442	mz_met	mz399.1272
HMDB0040600	Row.267_35442	mz_met	mz399.1272
HMDB0000244	Row.267_35442	mz_met	mz399.1272
HMDB0029601	Row.267_35442	mz_met	mz399.1272
HMDB0128768	Row.267_35442	mz_met	mz399.1272
HMDB0038576	Row.267_35442	mz_met	mz399.1272
HMDB0030376	Row.267_35442	mz_met	mz399.1272
HMDB0059767	Row.267_35442	mz_met	mz399.1272
HMDB0013488	Row.644_68699	mz_met	mz267.1562
HMDB0034994	Row.644_68699	mz_met	mz267.1562
HMDB0062593	Row.644_68699	mz_met	mz267.1562
HMDB0002327	Row.644_68699	mz_met	mz267.1562
HMDB0036141	Row.644_68699	mz_met	mz267.1562
HMDB0037184	Row.644_68699	mz_met	mz267.1562
HMDB0031658	Row.644_68699	mz_met	mz267.1562
HMDB0032356	Row.644_68699	mz_met	mz267.1562
HMDB0039499	Row.644_68699	mz_met	mz267.1562
HMDB0031844	Row.644_68699	mz_met	mz267.1562
HMDB0041254	Row.644_68699	mz_met	mz267.1562
HMDB0041568	Row.644_68699	mz_met	mz267.1562
HMDB0041569	Row.644_68699	mz_met	mz267.1562
HMDB0041570	Row.644_68699	mz_met	mz267.1562
HMDB0041571	Row.644_68699	mz_met	mz267.1562
HMDB0041799	Row.644_68699	mz_met	mz267.1562
HMDB0041801	Row.644_68699	mz_met	mz267.1562
HMDB0033525	Row.644_68699	mz_met	mz267.1562
HMDB0130118	Row.849_124356	mz_met	mz349.1411
HMDB0130306	Row.849_124356	mz_met	mz349.1411
HMDB0037797	Row.849_124356	mz_met	mz349.1411
HMDB0031534	Row.849_124356	mz_met	mz349.1411
HMDB0033710	Row.849_124356	mz_met	mz349.1411
HMDB0034720	Row.849_124356	mz_met	mz349.1411
HMDB0036409	Row.849_124356	mz_met	mz349.1411
HMDB0040762	Row.849_124356	mz_met	mz349.1411
HMDB0124824	Row.849_124356	mz_met	mz349.1411
HMDB0124930	Row.849_124356	mz_met	mz349.1411
HMDB0129005	Row.849_124356	mz_met	mz349.1411
HMDB0129013	Row.849_124356	mz_met	mz349.1411
HMDB0131861	Row.849_124356	mz_met	mz349.1411
HMDB0133501	Row.849_124356	mz_met	mz349.1411
HMDB0135873	Row.849_124356	mz_met	mz349.1411
HMDB0040756	Row.849_124356	mz_met	mz349.1411
HMDB0040980	Row.849_124356	mz_met	mz349.1411
HMDB0031845	Row.849_124356	mz_met	mz349.1411
HMDB0032727	Row.849_124356	mz_met	mz349.1411
HMDB0032808	Row.849_124356	mz_met	mz349.1411
HMDB0040386	Row.1898_100769	mz_met	mz307.1303
HMDB0006465	Row.1898_100769	mz_met	mz307.1303
HMDB0062488	Row.1898_100769	mz_met	mz307.1303
HMDB0041124	Row.1898_100769	mz_met	mz307.1303
HMDB0000372	Row.1898_100769	mz_met	mz307.1303
HMDB0012941	Row.1898_100769	mz_met	mz307.1303
HMDB0012942	Row.1898_100769	mz_met	mz307.1303
HMDB0038995	Row.1898_100769	mz_met	mz307.1303
HMDB0142840	Row.1898_100769	mz_met	mz307.1303
HMDB0142842	Row.1898_100769	mz_met	mz307.1303
HMDB0142843	Row.1898_100769	mz_met	mz307.1303
HMDB0142844	Row.1898_100769	mz_met	mz307.1303
HMDB0035115	Row.1898_100769	mz_met	mz307.1303
HMDB0036150	Row.1898_100769	mz_met	mz307.1303
HMDB0038153	Row.1898_100769	mz_met	mz307.1303
HMDB0038154	Row.1898_100769	mz_met	mz307.1303
HMDB0038165	Row.1898_100769	mz_met	mz307.1303
HMDB0038503	Row.1898_100769	mz_met	mz307.1303
HMDB0060570	Row.1898_100769	mz_met	mz307.1303
HMDB0240213	Row.1898_100769	mz_met	mz307.1303
HMDB0059732	Row.1898_100769	mz_met	mz307.1303
HMDB0059772	Row.1898_100769	mz_met	mz307.1303
HMDB0013225	Row.1898_100769	mz_met	mz307.1303
HMDB0030018	Row.1898_100769	mz_met	mz307.1303
HMDB0032616	Row.1898_100769	mz_met	mz307.1303
HMDB0034069	Row.1898_100769	mz_met	mz307.1303
HMDB0041691	Row.1898_100769	mz_met	mz307.1303
HMDB0127488	Row.1898_100769	mz_met	mz307.1303
HMDB0128183	Row.1898_100769	mz_met	mz307.1303
HMDB0128665	Row.1898_100769	mz_met	mz307.1303
HMDB0128667	Row.1898_100769	mz_met	mz307.1303
HMDB0128668	Row.1898_100769	mz_met	mz307.1303
HMDB0128673	Row.1898_100769	mz_met	mz307.1303
HMDB0128674	Row.1898_100769	mz_met	mz307.1303

HMDB0140920	Row.1898_100769	mz_met	mz307.1303
HMDB0141325	Row.1898_100769	mz_met	mz307.1303
HMDB0142075	Row.1898_100769	mz_met	mz307.1303
HMDB0142169	Row.1898_100769	mz_met	mz307.1303
HMDB0142170	Row.1898_100769	mz_met	mz307.1303
HMDB0142171	Row.1898_100769	mz_met	mz307.1303
HMDB0142172	Row.1898_100769	mz_met	mz307.1303
HMDB0142173	Row.1898_100769	mz_met	mz307.1303
HMDB0142174	Row.1898_100769	mz_met	mz307.1303
HMDB0133408	Row.1898_100769	mz_met	mz307.1303
HMDB0133409	Row.1898_100769	mz_met	mz307.1303
HMDB0133410	Row.1898_100769	mz_met	mz307.1303
HMDB0133411	Row.1898_100769	mz_met	mz307.1303
HMDB0133412	Row.1898_100769	mz_met	mz307.1303
HMDB0133413	Row.1898_100769	mz_met	mz307.1303
HMDB0133414	Row.1898_100769	mz_met	mz307.1303
HMDB0060549	Row.1898_100769	mz_met	mz307.1303
HMDB0033154	Row.1898_100769	mz_met	mz307.1303
HMDB0034891	Row.1898_100769	mz_met	mz307.1303
HMDB0037148	Row.1898_100769	mz_met	mz307.1303
HMDB0037149	Row.1898_100769	mz_met	mz307.1303
HMDB0039990	Row.1898_100769	mz_met	mz307.1303
HMDB0039991	Row.1898_100769	mz_met	mz307.1303
HMDB0039992	Row.1898_100769	mz_met	mz307.1303
HMDB0039993	Row.1898_100769	mz_met	mz307.1303
HMDB0039994	Row.1898_100769	mz_met	mz307.1303
HMDB0039997	Row.1898_100769	mz_met	mz307.1303
HMDB0034623	Row.2151_113247	mz_met	mz358.2951
HMDB0038059	Row.2151_113247	mz_met	mz358.2951
HMDB0011532	Row.2151_113247	mz_met	mz358.2951
HMDB0011563	Row.2151_113247	mz_met	mz358.2951
HMDB0031008	Row.2151_113247	mz_met	mz358.2951
HMDB0059633	Row.2151_113247	mz_met	mz358.2951
HMDB0072849	Row.2151_113247	mz_met	mz358.2951
HMDB0072862	Row.2151_113247	mz_met	mz358.2951
HMDB0072865	Row.2151_113247	mz_met	mz358.2951
HMDB0072878	Row.2151_113247	mz_met	mz358.2951
HMDB0004980	Row.2151_113247	mz_met	mz358.2951
HMDB0010726	Row.2151_113247	mz_met	mz358.2951
HMDB0012183	Row.2151_113247	mz_met	mz358.2951
HMDB0029358	Row.2151_113247	mz_met	mz358.2951
HMDB0029859	Row.2151_113247	mz_met	mz358.2951
HMDB0030031	Row.2151_113247	mz_met	mz358.2951
HMDB0031002	Row.2151_113247	mz_met	mz358.2951
HMDB0031003	Row.2151_113247	mz_met	mz358.2951
HMDB0031297	Row.2151_113247	mz_met	mz358.2951
HMDB0031362	Row.2151_113247	mz_met	mz358.2951
HMDB0031440	Row.2151_113247	mz_met	mz358.2951
HMDB0031441	Row.2151_113247	mz_met	mz358.2951
HMDB0032119	Row.2151_113247	mz_met	mz358.2951
HMDB0032275	Row.2151_113247	mz_met	mz358.2951
HMDB0032393	Row.2151_113247	mz_met	mz358.2951
HMDB0032452	Row.2151_113247	mz_met	mz358.2951
HMDB0033203	Row.2151_113247	mz_met	mz358.2951
HMDB0033377	Row.2151_113247	mz_met	mz358.2951
HMDB0034427	Row.2151_113247	mz_met	mz358.2951
HMDB0034581	Row.2151_113247	mz_met	mz358.2951
HMDB0034880	Row.2151_113247	mz_met	mz358.2951
HMDB0035122	Row.2151_113247	mz_met	mz358.2951
HMDB0035365	Row.2151_113247	mz_met	mz358.2951
HMDB0035837	Row.2151_113247	mz_met	mz358.2951

HMDB0035839	Row.2151_113247	mz_met	mz358.2951
HMDB0035907	Row.2151_113247	mz_met	mz358.2951
HMDB0036099	Row.2151_113247	mz_met	mz358.2951
HMDB0036211	Row.2151_113247	mz_met	mz358.2951
HMDB0036990	Row.2151_113247	mz_met	mz358.2951
HMDB0036992	Row.2151_113247	mz_met	mz358.2951
HMDB0037021	Row.2151_113247	mz_met	mz358.2951
HMDB0037116	Row.2151_113247	mz_met	mz358.2951
HMDB0037217	Row.2151_113247	mz_met	mz358.2951
HMDB0037497	Row.2151_113247	mz_met	mz358.2951
HMDB0037632	Row.2151_113247	mz_met	mz358.2951
HMDB0038744	Row.2151_113247	mz_met	mz358.2951
HMDB0039149	Row.2151_113247	mz_met	mz358.2951
HMDB0039768	Row.2151_113247	mz_met	mz358.2951
HMDB0039795	Row.2151_113247	mz_met	mz358.2951
HMDB0040194	Row.2151_113247	mz_met	mz358.2951
HMDB0040208	Row.2151_113247	mz_met	mz358.2951
HMDB0040213	Row.2151_113247	mz_met	mz358.2951
HMDB0040330	Row.2151_113247	mz_met	mz358.2951
HMDB0040530	Row.2151_113247	mz_met	mz358.2951
HMDB0040726	Row.2151_113247	mz_met	mz358.2951
HMDB0040727	Row.2151_113247	mz_met	mz358.2951
HMDB0041012	Row.2151_113247	mz_met	mz358.2951
HMDB0041630	Row.2151_113247	mz_met	mz358.2951
HMDB0059610	Row.2151_113247	mz_met	mz358.2951
HMDB0059852	Row.2151_113247	mz_met	mz358.2951
HMDB0000798	Row.2151_113247	mz_met	mz358.2951
HMDB0000847	Row.2151_113247	mz_met	mz358.2951
HMDB0030331	Row.2151_113247	mz_met	mz358.2951
HMDB0031291	Row.2151_113247	mz_met	mz358.2951
HMDB0031480	Row.2151_113247	mz_met	mz358.2951
HMDB0031557	Row.2151_113247	mz_met	mz358.2951
HMDB0032042	Row.2151_113247	mz_met	mz358.2951
HMDB0032309	Row.2151_113247	mz_met	mz358.2951

HMDB0032406	Row.2151_113247	mz_met	mz358.2951
HMDB0032454	Row.2151_113247	mz_met	mz358.2951
HMDB0034162	Row.2151_113247	mz_met	mz358.2951
HMDB0034165	Row.2151_113247	mz_met	mz358.2951
HMDB0034606	Row.2151_113247	mz_met	mz358.2951
HMDB0036234	Row.2151_113247	mz_met	mz358.2951
HMDB0037143	Row.2151_113247	mz_met	mz358.2951
HMDB0037164	Row.2151_113247	mz_met	mz358.2951
HMDB0037288	Row.2151_113247	mz_met	mz358.2951
HMDB0038040	Row.2151_113247	mz_met	mz358.2951
HMDB0038603	Row.2151_113247	mz_met	mz358.2951
HMDB0039216	Row.2151_113247	mz_met	mz358.2951
HMDB0039219	Row.2151_113247	mz_met	mz358.2951
HMDB0040221	Row.2151_113247	mz_met	mz358.2951
HMDB0040295	Row.2151_113247	mz_met	mz358.2951
HMDB0040430	Row.2151_113247	mz_met	mz358.2951
HMDB0059822	Row.2151_113247	mz_met	mz358.2951
HMDB0240233	Row.601_78889	mz_met	mz236.089
HMDB0125517	Row.601_78889	mz_met	mz236.089
HMDB0014991	Row.601_78889	mz_met	mz236.089
HMDB0001365	Row.601_78889	mz_met	mz236.089
HMDB0000044	Row.601_78889	mz_met	mz236.089
HMDB0006355	Row.601_78889	mz_met	mz236.089
HMDB0031193	Row.601_78889	mz_met	mz236.089
HMDB0000341	Row.601_78889	mz_met	mz236.089
HMDB0004982	Row.601_78889	mz_met	mz236.089
HMDB0013312	Row.601_78889	mz_met	mz236.089
HMDB0032352	Row.601_78889	mz_met	mz236.089
HMDB0034851	Row.601_78889	mz_met	mz236.089
HMDB0038601	Row.601_78889	mz_met	mz236.089
HMDB0032354	Row.601_78889	mz_met	mz236.089
HMDB0000292	Row.601_78889	mz_met	mz236.089
HMDB0000786	Row.601_78889	mz_met	mz236.089
HMDB0001182	Row.601_78889	mz_met	mz236.089
HMDB0000549	Row.601_78889	mz_met	mz236.089
HMDB0002523	Row.601_78889	mz_met	mz236.089
HMDB0003407	Row.601_78889	mz_met	mz236.089
HMDB0010720	Row.601_78889	mz_met	mz236.089
HMDB0031209	Row.601_78889	mz_met	mz236.089
HMDB0033977	Row.601_78889	mz_met	mz236.089
HMDB0034439	Row.601_78889	mz_met	mz236.089
HMDB0039531	Row.467_98211	mz_met	mz218.1539
HMDB0035076	Row.467_98211	mz_met	mz218.1539
HMDB0133163	Row.467_98211	mz_met	mz218.1539
HMDB0031569	Row.467_98211	mz_met	mz218.1539
HMDB0034177	Row.467_98211	mz_met	mz218.1539
HMDB0036021	Row.467_98211	mz_met	mz218.1539
HMDB0036171	Row.467_98211	mz_met	mz218.1539
HMDB0094661	Row.467_98211	mz_met	mz218.1539
HMDB0030810	Row.594_107490	mz_met	mz795.3361
HMDB0035404	Row.594_107490	mz_met	mz795.3361
HMDB0035405	Row.594_107490	mz_met	mz795.3361
HMDB0030071	Row.594_107490	mz_met	mz795.3361
HMDB0030072	Row.594_107490	mz_met	mz795.3361
HMDB0140629	Row.594_107490	mz_met	mz795.3361
HMDB0011155	Row.377_75893	mz_met	mz227.1614
HMDB0014494	Row.377_75893	mz_met	mz227.1614
HMDB0030271	Row.567_101527	mz_met	mz477.3667
HMDB0034102	Row.567_101527	mz_met	mz477.3667
HMDB0038524	Row.567_101527	mz_met	mz477.3667
HMDB0006210	Row.567_101527	mz_met	mz477.3667
HMDB0014753	Row.2215_3818	mz_met	mz432.7408
HMDB0013568	Row.2215_3818	mz_met	mz432.7408
HMDB0013569	Row.2215_3818	mz_met	mz432.7408
HMDB0013583	Row.2215_3818	mz_met	mz432.7408
HMDB0013584	Row.2215_3818	mz_met	mz432.7408
HMDB0013493	Row.2215_3818	mz_met	mz432.7408
HMDB0013563	Row.2215_3818	mz_met	mz432.7408
HMDB0013578	Row.2215_3818	mz_met	mz432.7408
HMDB0009203	Row.589_104002	mz_met	mz268.1521
HMDB0009459	Row.589_104002	mz_met	mz268.1521
HMDB0015704	Row.589_104002	mz_met	mz268.1521
HMDB0028888	Row.589_104002	mz_met	mz268.1521
HMDB0028889	Row.589_104002	mz_met	mz268.1521
HMDB0028909	Row.589_104002	mz_met	mz268.1521
HMDB0028931	Row.589_104002	mz_met	mz268.1521
HMDB0000378	Row.589_104002	mz_met	mz268.1521
HMDB0000688	Row.589_104002	mz_met	mz268.1521
HMDB0041993	Row.589_104002	mz_met	mz268.1521
HMDB0029968	Row.589_104002	mz_met	mz268.1521
HMDB0033942	Row.589_104002	mz_met	mz268.1521
HMDB0033217	Row.589_104002	mz_met	mz268.1521
HMDB0033642	Row.589_104002	mz_met	mz268.1521
HMDB0035133	Row.589_104002	mz_met	mz268.1521
HMDB0039053	Row.589_104002	mz_met	mz268.1521
HMDB0039974	Row.589_104002	mz_met	mz268.1521
HMDB0002894	Row.589_104002	mz_met	mz268.1521
HMDB0004339	Row.589_104002	mz_met	mz268.1521
HMDB0011601	Row.589_104002	mz_met	mz268.1521
HMDB0000562	Row.589_104002	mz_met	mz268.1521
HMDB0000718	Row.589_104002	mz_met	mz268.1521
HMDB0000892	Row.589_104002	mz_met	mz268.1521
HMDB0002176	Row.589_104002	mz_met	mz268.1521
HMDB0030058	Row.589_104002	mz_met	mz268.1521
HMDB0031175	Row.589_104002	mz_met	mz268.1521
HMDB0031241	Row.589_104002	mz_met	mz268.1521
HMDB0031247	Row.589_104002	mz_met	mz268.1521
HMDB0031249	Row.589_104002	mz_met	mz268.1521
HMDB0031516	Row.589_104002	mz_met	mz268.1521
HMDB0032230	Row.589_104002	mz_met	mz268.1521
HMDB0033742	Row.589_104002	mz_met	mz268.1521
HMDB0033890	Row.589_104002	mz_met	mz268.1521
HMDB0034237	Row.589_104002	mz_met	mz268.1521

HMDB0039799	Row.589_104002	mz_met	mz268.1521
HMDB0040575	Row.589_104002	mz_met	mz268.1521
HMDB0041992	Row.589_104002	mz_met	mz268.1521
HMDB0059678	Row.589_104002	mz_met	mz268.1521
HMDB0014977	Row.201_41788	mz_met	mz640.2958
HMDB0014450	Row.474_34758	mz_met	mz335.1361
HMDB0013302	Row.474_34758	mz_met	mz335.1361
HMDB0014004	Row.474_34758	mz_met	mz335.1361
HMDB0029374	Row.474_34758	mz_met	mz335.1361
HMDB0030639	Row.474_34758	mz_met	mz335.1361
HMDB0033103	Row.474_34758	mz_met	mz335.1361
HMDB0041959	Row.474_34758	mz_met	mz335.1361
HMDB0004086	Row.474_34758	mz_met	mz335.1361
HMDB0035993	Row.474_34758	mz_met	mz335.1361
HMDB0061025	Row.474_34758	mz_met	mz335.1361
HMDB0035885	Row.563_108061	mz_met	mz534.3165
HMDB0011487	Row.563_108061	mz_met	mz534.3165
HMDB0011488	Row.563_108061	mz_met	mz534.3165
HMDB0011517	Row.563_108061	mz_met	mz534.3165
HMDB0011518	Row.563_108061	mz_met	mz534.3165
HMDB0035975	Row.563_108061	mz_met	mz534.3165
HMDB0035976	Row.563_108061	mz_met	mz534.3165
HMDB0037610	Row.563_108061	mz_met	mz534.3165
HMDB0035113	Row.563_108061	mz_met	mz534.3165
HMDB0035970	Row.563_108061	mz_met	mz534.3165
HMDB0038683	Row.563_108061	mz_met	mz534.3165
HMDB0031404	Row.380_1002	mz_met	mz100.1124
HMDB0032416	Row.380_1002	mz_met	mz100.1124
HMDB0062716	Row.380_1002	mz_met	mz100.1124
HMDB0031544	Row.380_1002	mz_met	mz100.1124
HMDB0034642	Row.1373_124179	mz_met	mz347.183
HMDB0037910	Row.1373_124179	mz_met	mz347.183
HMDB0041132	Row.1373_124179	mz_met	mz347.183
HMDB0033631	Row.1373_124179	mz_met	mz347.183
HMDB0038580	Row.1373_124179	mz_met	mz347.183
HMDB0037162	Row.1373_124179	mz_met	mz347.183
HMDB0015216	Row.1373_124179	mz_met	mz347.183
HMDB0041186	Row.1373_124179	mz_met	mz347.183
HMDB0041187	Row.1373_124179	mz_met	mz347.183
HMDB0015447	Row.1794_87438	mz_met	mz292.2267
HMDB0002725	Row.1794_87438	mz_met	mz292.2267
HMDB0035579	Row.1794_87438	mz_met	mz292.2267
HMDB0035963	Row.1794_87438	mz_met	mz292.2267
HMDB0037191	Row.1794_87438	mz_met	mz292.2267
HMDB0037230	Row.1794_87438	mz_met	mz292.2267
HMDB0035293	Row.1794_87438	mz_met	mz292.2267
HMDB0037631	Row.1794_87438	mz_met	mz292.2267
HMDB0037712	Row.1794_87438	mz_met	mz292.2267
HMDB0000898	Row.1794_87438	mz_met	mz292.2267
HMDB0001861	Row.1794_87438	mz_met	mz292.2267
HMDB0061685	Row.1794_87438	mz_met	mz292.2267
HMDB0003671	Row.1794_87438	mz_met	mz292.2267
HMDB0004814	Row.1794_87438	mz_met	mz292.2267
HMDB0005841	Row.1794_87438	mz_met	mz292.2267
HMDB0031405	Row.1794_87438	mz_met	mz292.2267
HMDB0031429	Row.1794_87438	mz_met	mz292.2267
HMDB0031475	Row.1794_87438	mz_met	mz292.2267
HMDB0031482	Row.1794_87438	mz_met	mz292.2267
HMDB0031538	Row.1794_87438	mz_met	mz292.2267
HMDB0031549	Row.1794_87438	mz_met	mz292.2267
HMDB0032405	Row.1794_87438	mz_met	mz292.2267
HMDB0038052	Row.1794_87438	mz_met	mz292.2267
HMDB0040191	Row.1794_87438	mz_met	mz292.2267
HMDB0041320	Row.1794_87438	mz_met	mz292.2267
HMDB0059693	Row.1794_87438	mz_met	mz292.2267
HMDB0061896	Row.1794_87438	mz_met	mz292.2267
HMDB0035346	Row.397_51248	mz_met	mz375.199
HMDB0001198	Row.397_51248	mz_met	mz375.199
HMDB0005095	Row.397_51248	mz_met	mz375.199
HMDB0061024	Row.397_51248	mz_met	mz375.199
HMDB0015454	Row.514_112738	mz_met	mz172.112
HMDB0034437	Row.514_112738	mz_met	mz172.112
HMDB0034968	Row.514_112738	mz_met	mz172.112
HMDB0060385	Row.514_112738	mz_met	mz172.112
HMDB0032959	Row.689_55336	mz_met	mz313.1619
HMDB0028739	Row.689_55336	mz_met	mz313.1619
HMDB0029012	Row.689_55336	mz_met	mz313.1619
HMDB0031101	Row.689_55336	mz_met	mz313.1619
HMDB0032232	Row.689_55336	mz_met	mz313.1619
HMDB0003464	Row.689_55336	mz_met	mz313.1619
HMDB0031149	Row.664_121394	mz_met	mz651.2215
HMDB0030567	Row.664_121394	mz_met	mz651.2215
HMDB0032806	Row.664_121394	mz_met	mz651.2215
HMDB0033586	Row.664_121394	mz_met	mz651.2215
HMDB0033787	Row.664_121394	mz_met	mz651.2215
HMDB0037086	Row.664_121394	mz_met	mz651.2215
HMDB0040936	Row.664_121394	mz_met	mz651.2215
HMDB0041645	Row.664_121394	mz_met	mz651.2215
HMDB0041650	Row.664_121394	mz_met	mz651.2215
HMDB0041672	Row.664_121394	mz_met	mz651.2215
HMDB0041682	Row.664_121394	mz_met	mz651.2215
HMDB0041694	Row.664_121394	mz_met	mz651.2215
HMDB0041697	Row.664_121394	mz_met	mz651.2215
HMDB0041700	Row.664_121394	mz_met	mz651.2215
HMDB0041703	Row.664_121394	mz_met	mz651.2215
HMDB0126601	Row.664_121394	mz_met	mz651.2215
HMDB0126602	Row.664_121394	mz_met	mz651.2215
HMDB0126603	Row.664_121394	mz_met	mz651.2215
HMDB0126605	Row.664_121394	mz_met	mz651.2215
HMDB0126606	Row.664_121394	mz_met	mz651.2215
HMDB0126608	Row.664_121394	mz_met	mz651.2215
HMDB0129577	Row.664_121394	mz_met	mz651.2215
HMDB0130638	Row.664_121394	mz_met	mz651.2215
HMDB0130639	Row.664_121394	mz_met	mz651.2215
HMDB0130640	Row.664_121394	mz_met	mz651.2215
HMDB0130641	Row.664_121394	mz_met	mz651.2215
HMDB0130643	Row.664_121394	mz_met	mz651.2215
HMDB0039090	Row.2232_36262	mz_met	mz567.2643
HMDB0028799	Row.2232_36262	mz_met	mz567.2643
HMDB0028883	Row.2232_36262	mz_met	mz567.2643
HMDB0028899	Row.2232_36262	mz_met	mz567.2643
HMDB0031873	Row.2232_36262	mz_met	mz567.2643
HMDB0040893	Row.2232_36262	mz_met	mz567.2643
HMDB0133902	Row.2232_36262	mz_met	mz567.2643
HMDB0134045	Row.2471_86502	mz_met	mz237.0884
HMDB0135286	Row.2471_86502	mz_met	mz237.0884
HMDB0135288	Row.2471_86502	mz_met	mz237.0884
HMDB0135291	Row.2471_86502	mz_met	mz237.0884
HMDB0135293	Row.2471_86502	mz_met	mz237.0884
HMDB0035062	Row.2471_86502	mz_met	mz237.0884
HMDB0014590	Row.2471_86502	mz_met	mz237.0884
HMDB0012111	Row.2471_86502	mz_met	mz237.0884
HMDB0029553	Row.2471_86502	mz_met	mz237.0884
HMDB0032709	Row.2471_86502	mz_met	mz237.0884
HMDB0135186	Row.2471_86502	mz_met	mz237.0884
HMDB0014337	Row.1068_108610	mz_met	mz150.1277
HMDB0015517	Row.1068_108610	mz_met	mz150.1277
HMDB0032243	Row.1068_108610	mz_met	mz150.1277
HMDB0032782	Row.1068_108610	mz_met	mz150.1277
HMDB0034886	Row.1068_108610	mz_met	mz150.1277
HMDB0034893	Row.1068_108610	mz_met	mz150.1277
HMDB0029641	Row.1068_108610	mz_met	mz150.1277
HMDB0061897	Row.1068_108610	mz_met	mz150.1277
HMDB0061878	Row.1068_108610	mz_met	mz150.1277
HMDB0041792	Row.1068_108610	mz_met	mz150.1277
HMDB0127558	Row.1577_63091	mz_met	mz292.1149
HMDB0127559	Row.1577_63091	mz_met	mz292.1149
HMDB0127565	Row.1577_63091	mz_met	mz292.1149
HMDB0127566	Row.1577_63091	mz_met	mz292.1149
HMDB0127610	Row.1577_63091	mz_met	mz292.1149
HMDB0127611	Row.1577_63091	mz_met	mz292.1149
HMDB0037551	Row.1577_63091	mz_met	mz292.1149
HMDB0041269	Row.1577_63091	mz_met	mz292.1149
HMDB0041934	Row.1577_63091	mz_met	mz292.1149
HMDB0037808	Row.1577_63091	mz_met	mz292.1149
HMDB0037809	Row.1577_63091	mz_met	mz292.1149
HMDB0032496	Row.1577_63091	mz_met	mz292.1149
HMDB0012210	Row.1577_63091	mz_met	mz292.1149
HMDB0060589	Row.1577_63091	mz_met	mz292.1149
HMDB0030327	Row.1577_63091	mz_met	mz292.1149
HMDB0036491	Row.1577_63091	mz_met	mz292.1149
HMDB0040234	Row.1577_63091	mz_met	mz292.1149
HMDB0029570	Row.1969_3070	mz_met	mz262.8591
HMDB0060333	Row.1969_3070	mz_met	mz262.8591
HMDB0060357	Row.1969_3070	mz_met	mz262.8591
HMDB0060452	Row.1969_3070	mz_met	mz262.8591
HMDB0015676	Row.1974_69796	mz_met	mz255.1198
HMDB0061149	Row.1974_69796	mz_met	mz255.1198
HMDB0003218	Row.1974_69796	mz_met	mz255.1198
HMDB0034415	Row.1974_69796	mz_met	mz255.1198
HMDB0036437	Row.1974_69796	mz_met	mz255.1198
HMDB0037848	Row.1974_69796	mz_met	mz255.1198
HMDB0060278	Row.1974_69796	mz_met	mz255.1198
HMDB0013639	Row.1974_69796	mz_met	mz255.1198
HMDB0000238	Row.1974_69796	mz_met	mz255.1198
HMDB0000468	Row.1974_69796	mz_met	mz255.1198
HMDB0000633	Row.1974_69796	mz_met	mz255.1198
HMDB0000817	Row.1974_69796	mz_met	mz255.1198
HMDB0001195	Row.1974_69796	mz_met	mz255.1198
HMDB0002263	Row.1974_69796	mz_met	mz255.1198
HMDB0029928	Row.1974_69796	mz_met	mz255.1198
HMDB0015052	Row.1974_69796	mz_met	mz255.1198
HMDB0032411	Row.1974_69796	mz_met	mz255.1198
HMDB0040244	Row.1974_69796	mz_met	mz255.1198
HMDB0033452	Row.1974_69796	mz_met	mz255.1198
HMDB0041444	Row.1974_69796	mz_met	mz255.1198
HMDB0028912	Row.85_124142	mz_met	mz343.2456
HMDB0028934	Row.85_124142	mz_met	mz343.2456
HMDB0028954	Row.85_124142	mz_met	mz343.2456
HMDB0028955	Row.85_124142	mz_met	mz343.2456
HMDB0032948	Row.2143_99769	mz_met	mz158.0963
HMDB0032799	Row.1000_42564	mz_met	mz493.2254
HMDB0036886	Row.1000_42564	mz_met	mz493.2254
HMDB0039016	Row.1000_42564	mz_met	mz493.2254
HMDB0014976	Row.1000_42564	mz_met	mz493.2254
HMDB0015148	Row.1000_42564	mz_met	mz493.2254
