GeneName	pValue	rank	DataSet
LRCH4	0.00158506296839927	-1.91031549812461	Phospho
LIMA1	0.00158533105124841	1.91031549812461	Phospho
SP100	0.00160946560655777	1.90606936329764	Phospho
PURA	0.00160949094173728	-1.90606936329764	Phospho
EFR3A	0.00161895333073434	1.90488719125303	Phospho
LPIN1	0.00162771865972469	-1.90488719125303	Phospho
SGTA	0.00162882660569049	-1.90488719125303	Phospho
CYLD	0.00164433219539034	-1.90137628215068	Phospho
DIDO1	0.00168662386329738	1.89263336737614	Phospho
TMEM132A	0.00170103266402666	1.89005274723444	Phospho
FOXK2	0.00170112899912515	1.89005274723444	Phospho
ARHGAP12	0.00171362676934295	-1.88824468885789	Phospho
BCLAF1	0.00171493360954368	1.88824468885789	Phospho
CLCN7	0.00172113779802851	-1.88802442435383	Phospho
STMN1	0.00172831775944052	-1.88802442435383	Phospho
MTX1	0.0017300524155278	-1.88802442435383	Phospho
TMUB1	0.00173081242727891	1.88802442435383	Phospho
BRWD3	0.00173369986298953	1.88802442435383	Phospho
NPDC1	0.00173939072928516	-1.88716120695584	Phospho
PSEN1	0.00174704357580164	1.88581391796343	Phospho
FNBP1	0.00176187434928888	-1.88270130088372	Phospho
EZH2	0.00176885133253044	1.88154276129128	Phospho
SIN3A	0.00178409609234306	-1.87892942859289	Phospho
ARHGAP35	0.00179639778149194	-1.87705588872241	Phospho
HDAC4	0.00180177191077285	-1.87631288731657	Phospho
ZBTB12	0.00183168298550268	-1.87268796954886	Phospho
RANBP2	0.0018330957506341	1.87268796954886	Phospho
EIF3B	0.00187884967048977	-1.86307779107596	Phospho
ATAD3A	0.00188314898628658	-1.86263245833534	Phospho
ROCK1	0.00189551409811381	-1.86033674647686	Phospho
DDX41	0.00190182302279204	1.85950663697629	Phospho
ARAF	0.00191324587591411	-1.85847263016464	Phospho
SUDS3	0.00192705256536915	1.85643559146826	Phospho
CIRBP	0.00192948537537571	-1.85642951383176	Phospho
AKAP11	0.00193524462437506	-1.85567631222183	Phospho
TTYH2	0.00195827039255103	-1.85161985929363	Phospho
SMEK2	0.00197057939722341	1.85009569996394	Phospho
TGFBR2	0.00197247858821094	-1.85009569996394	Phospho
SLC25A46	0.00199723926866058	-1.84628739458831	Phospho
TMEM55A	0.00200665612710368	-1.84531422680771	Phospho
KRT18	0.00201533642804799	-1.84397348658393	Phospho
RAPGEF6	0.00205425839504932	-1.8383254680108	Phospho
PAK4	0.00206107032171286	1.83794698409475	Phospho
ACLY	0.0020810813583176	-1.83427939529115	Phospho
USP39	0.00211275361797429	1.8297801095181	Phospho
BCL9L	0.00212111356521576	-1.82939018929591	Phospho
KLC3	0.0021227688738252	-1.82939018929591	Phospho
SEC16A	0.00212512529077435	1.82939018929591	Phospho
TAX1BP1	0.0021279502876324	-1.8293361825778	Phospho
KIAA1462	0.00215264526916704	-1.82537349845768	Phospho
MTMR4	0.00215569828524753	-1.82537349845768	Phospho
PTPRK	0.00215825767934639	-1.82537349845768	Phospho
REPS1	0.00217573299341625	-1.82537349845768	Phospho
NOC2L	0.00220708084748025	1.82319293950685	Phospho
XPO1	0.00220874526266743	-1.82319293950685	Phospho
DYNC1H1	0.00221020856364583	-1.82319293950685	Phospho
ATXN2L	0.0022197420002977	1.82183373196452	Phospho
RBM5	0.00223257621957167	1.81983937336538	Phospho
MEPCE	0.00224658316185836	-1.81763200787851	Phospho
TMEM192	0.00227499090303741	-1.81463336239684	Phospho
PTK2	0.00227510588370734	-1.81463336239684	Phospho
RALY	0.00227539310716513	1.81463336239684	Phospho
RTN4	0.00228535507457078	-1.81324140217286	Phospho
EXOC2	0.00229804345653755	-1.81184566549712	Phospho
MAP7D1	0.00233670280382852	-1.8071122545155	Phospho
ITPR3	0.00234611630166336	-1.80636687600428	Phospho
TWF2	0.00235239916028605	-1.80582261619671	Phospho
ERF	0.00237206613669045	-1.80457789610501	Phospho
NAGK	0.00239092370634973	-1.80213051194659	Phospho
TJP2	0.00239400028224607	-1.80206695534581	Phospho
SHROOM2	0.00242079357471831	1.79822155088821	Phospho
UHRF1BP1	0.00243792602387213	-1.79565202182041	Phospho
WAC	0.00244719842174871	1.79498815639901	Phospho
RTKN	0.0024545352595037	-1.79488716677994	Phospho
SCFD1	0.00245608386361663	1.79488716677994	Phospho
MCM2	0.00246470984091014	-1.79385445743735	Phospho
UBE4B	0.00249207561167045	-1.78954838744388	Phospho
MAGI1	0.00250704913621749	-1.787435551806	Phospho
ENAH	0.002517361906876	1.78614098726025	Phospho
C12orf29	0.00256490134884586	-1.77947742965228	Phospho
CLASP1	0.00257126244012358	-1.77888774962347	Phospho
TARDBP	0.00258259976477084	-1.77746256489453	Phospho
NOL8	0.00259210063653615	1.77670510430846	Phospho
C6orf132	0.0025928892994907	1.77670510430846	Phospho
PTMA	0.00260575819012982	1.77552221697865	Phospho
LEO1	0.00261070457868185	1.7751814153118	Phospho
FAM122A	0.00262533790749187	-1.77334332841465	Phospho
KAT6A	0.00263316357194426	-1.77334332841465	Phospho
TTC7B	0.00264437410238903	1.77202232065972	Phospho
RMDN3	0.00268029389642598	1.76712150638607	Phospho
MPZL1	0.00271038400073632	-1.76275166019414	Phospho
KIAA1522	0.00275210302338543	1.75755032625463	Phospho
SHANK2	0.00275619678901578	-1.75738125261328	Phospho
LY75	0.00281231311258691	-1.74957916065784	Phospho
TAOK3	0.00284963145036985	-1.74527727708274	Phospho
OBSL1	0.00285533701672208	1.74488194233174	Phospho
BMPR2	0.0028639183460118	-1.7445238325386	Phospho
CASZ1	0.00290341702510821	1.73996069702829	Phospho
EPS8L2	0.00290360570283801	-1.73996069702829	Phospho
TNRC18	0.00295211548601155	1.73610918957604	Phospho
BAG6	0.00297374696174415	-1.73457209348187	Phospho
LSM11	0.00299117035655031	1.73394590603801	Phospho
BOD1L1	0.00300971884772995	1.73183630101984	Phospho
CD97	0.00304635508554726	-1.72792013748873	Phospho
RERE	0.00307054319843192	1.72512947199924	Phospho
ARID1A	0.00307283442089999	1.72512947199924	Phospho
BAIAP2	0.00307925918135082	-1.72468220019838	Phospho
NCOR2	0.00315033095722719	-1.71887667400783	Phospho
BCL3	0.00315041914073645	1.71887667400783	Phospho
AKAP1	0.00315629958342013	-1.71852179029491	Phospho
ZC3H18	0.00316236617893593	1.71814237234733	Phospho
PRR11	0.00317562941528712	1.71721089702863	Phospho
PDCD5	0.00317578613826761	-1.71721089702863	Phospho
AHCTF1	0.00320517545641899	1.7138349660094	Phospho
EXOC1	0.00323283533133166	-1.71208514744238	Phospho
MYO18A	0.00323578350599963	1.71208514744238	Phospho
SRSF10	0.0032403253295861	1.71208514744238	Phospho
SDCCAG3	0.00325127622732655	-1.7110692422196	Phospho
WIPF1	0.00332958449898274	-1.70260068076163	Phospho
SCAMP4	0.00333243909545604	-1.70260068076163	Phospho
MAP3K7	0.00333929454400707	-1.70215474909267	Phospho
MFSD6	0.00336186099939504	1.69967584059795	Phospho
EPB41L2	0.00339484847114206	1.69677080609004	Phospho
HOMER3	0.0034092784764938	-1.69537301480449	Phospho
BAP1	0.00343991189182574	-1.69281832517877	Phospho
UTP18	0.00348277904877088	1.68920694398426	Phospho
CEP41	0.00354661674314831	1.68439404887736	Phospho
USP11	0.00358089977474321	1.68109085532945	Phospho
RPS14	0.00358864412811817	-1.68058932428423	Phospho
TOX4	0.00359750831420059	1.68038998871621	Phospho
XPR1	0.00360914030120521	-1.67960998909596	Phospho
TSR3	0.00361120494007271	-1.67960998909596	Phospho
EIF3J	0.00367139667547066	1.67416625941525	Phospho
ZNF778	0.00368337622101966	-1.67323518320228	Phospho
EPS8	0.00368661270350308	1.67323518320228	Phospho
SEMA4C	0.00371551932034901	1.67091800547399	Phospho
DHX16	0.00376678602359413	1.66849967730468	Phospho
AIM1	0.00377901629877717	1.66846305262333	Phospho
DDX42	0.00378505118250904	1.66822505194824	Phospho
RIN1	0.00381558666586232	-1.66516105638808	Phospho
SPG21	0.00382227674100233	-1.66482540480522	Phospho
ATN1	0.00388985399376927	1.65806329302643	Phospho
TRAF7	0.00390077648901506	-1.65774357379305	Phospho
CCRL2	0.00390157016476917	1.65774357379305	Phospho
CHD1	0.00393551325667488	1.65527693050944	Phospho
SRXN1	0.00393782970642034	-1.65527693050944	Phospho
IGF2BP2	0.00394731712586764	1.65465328315488	Phospho
ZFP36L2	0.00396006546689314	-1.6536739683619	Phospho
ZC3H12C	0.00402144188807379	-1.64808666291591	Phospho
NIFK	0.00402300269578789	1.64808666291591	Phospho
FAM129B	0.00404287872490504	-1.64636567821654	Phospho
RABGEF1	0.00406627059340532	-1.64469771446851	Phospho
RNF19A	0.00410515485265229	-1.64265140112935	Phospho
ZBTB7A	0.00410972098875358	1.6425847969958	Phospho
TGFB1I1	0.00412997126592645	1.64086589707506	Phospho
ABLIM3	0.00414435656591615	1.63992334615871	Phospho
DCK	0.00414686571585599	-1.63992334615871	Phospho
KIAA1217	0.00415741764458909	-1.63964846998591	Phospho
ADAMTS12	0.0041647931992164	-1.63929946320419	Phospho
TTC28	0.00416869277438746	-1.63929946320419	Phospho
PHLDB2	0.00417637637081244	-1.63891274659285	Phospho
BCL2L12	0.00422067485184255	-1.63556719964987	Phospho
UBE2E2	0.00426609235037027	-1.63174137140083	Phospho
RBM15	0.00431129055973939	1.62798530367143	Phospho
PXN	0.00435830335258296	-1.62484716415087	Phospho
ATP13A3	0.00436305914761567	-1.62484716415087	Phospho
PIAS1	0.00438837731254583	1.6235078524775	Phospho
FRMD5	0.00439298820220752	-1.6235078524775	Phospho
KIAA1143	0.00442425061730351	-1.62083462176424	Phospho
PTPN14	0.00443859317449127	-1.61983507342035	Phospho
GLCCI1	0.00446818727762867	-1.61776005441677	Phospho
PRKAB2	0.00449215687416381	-1.61656144400348	Phospho
ANKRD50	0.00450471390814231	-1.61624512561866	Phospho
NUP98	0.00450977546987725	1.61616047755212	Phospho
ARPC3	0.00454586627477975	-1.61378113363379	Phospho
TRAK2	0.00455856808826128	-1.61349664738931	Phospho
INO80B	0.00458769874290265	1.61233128913482	Phospho
IRF2BP2	0.00463327485019209	1.60883645274634	Phospho
ZNF318	0.00464163874455599	-1.60845179804849	Phospho
HDAC2	0.00468078804114902	1.60623346137159	Phospho
CHERP	0.00477436465321256	1.59898767809755	Phospho
FAM83H	0.0048659065192409	-1.5942880024005	Phospho
NONO	0.00490745813789198	1.59255409202905	Phospho
TDRG1	0.00493886879445025	1.59173334242763	Phospho
VPS13D	0.00495467088293204	-1.59112362876196	Phospho
WWC3	0.00498832184761087	-1.58923167266734	Phospho
SFSWAP	0.00510588952236297	1.58240667051072	Phospho
RUNX1	0.00510681552711991	1.58240667051072	Phospho
SEC22B	0.00510730619289945	-1.58240667051072	Phospho
BUD13	0.0051077684750397	1.58240667051072	Phospho
EIF4EBP2	0.00512875860425563	-1.58240667051072	Phospho
MARCKSL1	0.00513651188787264	1.58240667051072	Phospho
SYDE1	0.00516307963535239	1.58071781799697	Phospho
WASL	0.00517114665295447	-1.58071781799697	Phospho
ICE1	0.00517468204556314	1.58071781799697	Phospho
CAMSAP1	0.00518289089417986	-1.58052869327877	Phospho
NOP2	0.00520833473836984	1.57942377271448	Phospho
SLC9A7	0.00522714275264263	-1.57899180567767	Phospho
LIG1	0.0052271895503458	1.57899180567767	Phospho
UFL1	0.00523385765944511	-1.57881661742908	Phospho
EEF2K	0.00525136402560315	-1.57823673785078	Phospho
WIPI2	0.00525454629214914	-1.57823673785078	Phospho
RRP8	0.00528598688815906	1.5763998624733	Phospho
CCDC85B	0.00531183632554358	1.57465776095067	Phospho
OGFR	0.00532064876918745	-1.5744769208627	Phospho
FARP1	0.00532325842277584	1.5744769208627	Phospho
DGCR14	0.00534463197337911	1.5734873906624	Phospho
RNF11	0.00547587855047815	1.56519580967556	Phospho
MPRIP	0.00548805793752352	-1.56491055565851	Phospho
WFS1	0.00551371560979192	-1.56346829863961	Phospho
BCKDHA	0.00553412213532602	1.56320479221045	Phospho
HEXIM2	0.00555081446883348	1.56263793717027	Phospho
CCNY	0.00556200745852242	-1.56213316671651	Phospho
GPRC5A	0.00559665873308907	-1.55982489529095	Phospho
TMEM45A	0.00560117398660609	-1.55982489529095	Phospho
PITPNM3	0.00562419951037248	-1.55878120890741	Phospho
EPB41L1	0.00565030414491194	1.55732618259324	Phospho
PAK1	0.00565265476008215	1.55732618259324	Phospho
SLC4A7	0.00573427000625136	-1.55338309214383	Phospho
AMOTL2	0.0057428832213909	-1.55338309214383	Phospho
TMF1	0.00575842476212857	1.55257479448376	Phospho
CDC42EP2	0.00577587366869836	1.55199071252318	Phospho
EPB41L5	0.00578133756709239	1.55194456393743	Phospho
LASP1	0.00586753911614123	-1.54728617557711	Phospho
TFRC	0.00588080667831547	-1.54707891687917	Phospho
GTF3C2	0.00588814516340721	1.54689937441791	Phospho
UNC93B1	0.00596820441027152	1.54283999437086	Phospho
ZDHHC5	0.00601279312247636	-1.54032764514146	Phospho
TICRR	0.00603849187287011	1.53955352090324	Phospho
DYNC1I2	0.00606832051003307	-1.53777226903546	Phospho
MDN1	0.00611841369160519	-1.53519268601578	Phospho
MTA2	0.0061195943844697	1.53519268601578	Phospho
NIPBL	0.0062260769661086	1.5291294399267	Phospho
MIA3	0.00623348904694685	-1.52896914162846	Phospho
DNTTIP2	0.00624641623983036	-1.52842554662851	Phospho
KIAA1671	0.00629892795219558	1.52550120174672	Phospho
SRGAP2B	0.00631949135065808	-1.52444096997441	Phospho
SRSF2	0.00636118274616172	-1.52264923458337	Phospho
EIF4G1	0.00648791637696502	-1.51514327599989	Phospho
GTSE1	0.0065097120974178	1.51439290802891	Phospho
PPP1R7	0.00659829595900969	-1.5099228107712	Phospho
PER1	0.0066104665028236	1.50948299859162	Phospho
RING1	0.00666564597423075	1.50657503770653	Phospho
EML4	0.00669877261918269	-1.50512308537463	Phospho
FTSJ1	0.00671485982120421	-1.50478128174507	Phospho
WDR55	0.00674021273392325	-1.50349416144304	Phospho
RNF169	0.00677234435233342	-1.5021269556421	Phospho
CSNK1E	0.00680414772617652	1.50074773775111	Phospho
MATR3	0.00680479979740013	-1.50074773775111	Phospho
FKBP15	0.00683285766080797	-1.50069859180813	Phospho
ZFY	0.00685811949702801	1.49978912514195	Phospho
MPHOSPH8	0.00690186019853419	1.49775308362836	Phospho
CARS	0.00695278196937658	-1.49629774210472	Phospho
PTPN11	0.00699781473195743	-1.49448127036162	Phospho
CCDC25	0.0070249223155173	-1.49314563622755	Phospho
FAM195A	0.00704551895194798	-1.49277532023809	Phospho
LRCH3	0.00707138397946158	-1.49277532023809	Phospho
MINK1	0.00707346891575204	-1.49277532023809	Phospho
RRP9	0.00716870586686269	1.4888994116603	Phospho
ARHGEF11	0.00720685292620888	-1.48732065088524	Phospho
TOP1	0.00725084519685004	-1.48519602871248	Phospho
SNTB2	0.00726346117502763	1.48511804098266	Phospho
DSP	0.00730382914149894	-1.48371888418774	Phospho
RIPK1	0.00730960006134166	-1.48371888418774	Phospho
RHBDD1	0.0073328085010947	-1.48289712013409	Phospho
NHS	0.00740075636545165	1.47968304299767	Phospho
PRKDC	0.0074504206223116	1.47894487784194	Phospho
TRIM56	0.00745351122660332	1.47894487784194	Phospho
MADD	0.00748388338529987	-1.47818060928845	Phospho
GARS	0.00763828333740731	-1.4703113841646	Phospho
GBF1	0.00766487178067173	-1.46962795847231	Phospho
MAD1L1	0.00766789967839103	-1.46962795847231	Phospho
NUP107	0.00771096629511858	-1.46752747844909	Phospho
TRA2A	0.00800027240506377	1.45512006431126	Phospho
FAM219B	0.00815653672099313	1.44807882608103	Phospho
FAM65A	0.00819401573139059	1.44641572158107	Phospho
CDK12	0.00823304477279901	1.44500708238613	Phospho
CD44	0.00835079481298321	-1.43949380487013	Phospho
LENG1	0.00837038973834256	-1.43880259778988	Phospho
CDC5L	0.00848477779554247	1.4342119930549	Phospho
ZMYM4	0.0085633483677272	1.43085948282763	Phospho
BIN1	0.0086512549834296	-1.4276724313508	Phospho
ZC3HAV1	0.00866486577153748	-1.4276724313508	Phospho
PLEKHA3	0.00867317810357788	-1.4276724313508	Phospho
KIRREL	0.00867847281175316	-1.4276724313508	Phospho
CSNK1G1	0.00871775441784805	-1.42682975398959	Phospho
RIF1	0.00872080900176966	1.42682975398959	Phospho
HNRNPA1	0.00873835945798227	-1.42627868066299	Phospho
PHIP	0.00887378109010868	1.4200821575228	Phospho
FAM134A	0.00889475741369277	1.41953922022969	Phospho
ZNF592	0.00894727573807872	1.41730361162758	Phospho
PPIL4	0.00896035070312952	1.41701168233283	Phospho
PIK3C2A	0.0090965825449593	-1.41203782866476	Phospho
FBXO28	0.00914006004102231	1.41028649646032	Phospho
SLC12A2	0.00916367514076024	-1.40948507719436	Phospho
SRSF4	0.00924514302976781	1.40691565365835	Phospho
ATRIP	0.00925246022933395	1.40689010905287	Phospho
ARL6IP6	0.00934847930689281	1.40335911379588	Phospho
PKN1	0.00942462829408763	-1.40145906619549	Phospho
NUP35	0.00942591403137546	1.40145906619549	Phospho
B4GALT1	0.00951999182642595	1.39830927877117	Phospho
DHX9	0.00960655839940386	1.3953224880648	Phospho
GIT1	0.00961812851853132	1.3951141038814	Phospho
ARHGEF5	0.00966092164565667	-1.39350025701787	Phospho
ACSS2	0.00968220155037936	-1.39285860790565	Phospho
FRYL	0.00974719829892111	-1.39089516555476	Phospho
GPATCH8	0.00975418385497013	1.39089516555476	Phospho
ZMYND8	0.00979208073509511	1.39018956281725	Phospho
UNC13D	0.00979317285442138	1.39018956281725	Phospho
HSP90AB1	0.00988070787166675	-1.38872629186478	Phospho
AKAP8	0.0099577054514719	1.38679404735514	Phospho
JUNB	0.00996733175356859	1.38679404735514	Phospho
ENTHD2	0.010111540184052	1.38169792176712	Phospho
CDH11	0.0101136916380792	1.38169792176712	Phospho
LRFN4	0.0101295973722915	1.38132356585009	Phospho
POM121	0.0101619848292688	1.38024510824595	Phospho
GRB10	0.0101814048764982	-1.38003109049966	Phospho
YAP1	0.0103174997523951	-1.37549201983267	Phospho
FRS2	0.0105397265837598	-1.36807219202099	Phospho
TJAP1	0.0106357218262045	-1.36474453107758	Phospho
STT3B	0.0106543946109624	-1.36459183194633	Phospho
TANC2	0.0107046067438443	1.36375776779253	Phospho
TPD52L2	0.0107047986440044	-1.36375776779253	Phospho
PPP1R37	0.0107233267120712	1.36361328908815	Phospho
RUSC2	0.0108579814435206	-1.35970642765563	Phospho
RTN3	0.0108694254812917	1.35955084119904	Phospho
TMEM237	0.0109677637745113	1.35654380911899	Phospho
PVRL2	0.0109891806777549	-1.35599765394405	Phospho
ANKRD17	0.0110247502595201	1.35519572350082	Phospho
HECTD1	0.0110564905688792	-1.35472366776946	Phospho
RGL2	0.0110565853351847	-1.35472366776946	Phospho
MAP3K1	0.011103596031644	1.35390039614899	Phospho
DSTN	0.0111181742801288	1.3536297756471	Phospho
C7orf50	0.0112220668309794	1.3506227774183	Phospho
NKTR	0.0112857424524714	1.34981671746448	Phospho
IGF1R	0.011306193876085	1.34932758096144	Phospho
RBM6	0.0113597707018686	1.34821561331379	Phospho
CHD3	0.0113661921503085	1.34821561331379	Phospho
UPF1	0.0113768799241288	-1.34810357615232	Phospho
ELAC2	0.0114013811838083	-1.34776096676495	Phospho
FOSL1	0.0115111632805959	1.34482857381953	Phospho
EVI5	0.0115192656580025	1.34482857381953	Phospho
PDE4A	0.0115714101785996	-1.34369084347304	Phospho
SRCAP	0.0116727097745894	1.34078666456727	Phospho
ABLIM1	0.0116867994369143	-1.34055610427704	Phospho
EHBP1	0.0116973149450904	-1.34045865710144	Phospho
C1orf226	0.0117163289641121	-1.34004623069785	Phospho
UTP3	0.0117701469727836	1.33834865178119	Phospho
L1CAM	0.0118838429318944	1.33475854301377	Phospho
C9orf142	0.0119481431828743	-1.33299914950728	Phospho
RNPS1	0.0119688645689118	1.33298398674766	Phospho
TBC1D10B	0.0119887100745149	1.33298398674766	Phospho
MPDZ	0.0120430180330255	-1.33131189753227	Phospho
SLC43A2	0.0121024948185486	1.32975332486257	Phospho
CRIM1	0.0121267252144291	-1.32937261369986	Phospho
RALGPS2	0.0122478878558528	-1.32605971730981	Phospho
GPR56	0.0124637566891642	1.32016092668175	Phospho
FCHSD1	0.0128985852581936	-1.30814013884729	Phospho
MACF1	0.0129840982601462	1.30625759607115	Phospho
LIMK1	0.0129973164528964	-1.30625759607115	Phospho
NUSAP1	0.0130364772832986	1.30523628784796	Phospho
FAM195B	0.0130848268631855	-1.30391362323289	Phospho
ABCC4	0.0131443561832241	1.30249749253795	Phospho
AFAP1	0.0132798587811274	1.2994961510709	Phospho
ZFYVE28	0.0132975258179591	-1.2994961510709	Phospho
SMAP	0.0133053359687024	-1.2994961510709	Phospho
OTUD4	0.0133150082329574	1.29946357721673	Phospho
ZNF326	0.0133455578855326	-1.29903377085847	Phospho
PLCD3	0.0135048215103302	-1.29629389293875	Phospho
QSER1	0.013524597255721	1.29629389293875	Phospho
SLTM	0.0135348722665441	1.29629389293875	Phospho
CDCA5	0.0135776186481508	1.29527397579203	Phospho
RBM4B	0.0136706787150476	1.29335757443793	Phospho
ATAT1	0.0137921178667047	-1.29055405039231	Phospho
NCOA5	0.0137946294709917	-1.29055405039231	Phospho
DCAF8	0.0138041617020312	-1.29053271392372	Phospho
MYEF2	0.0138617878911566	1.28900198594626	Phospho
AMBRA1	0.0139735547376841	1.2863487142307	Phospho
CTAGE5	0.014077596917558	-1.28368245266045	Phospho
DOT1L	0.0142785371266753	1.28001764961701	Phospho
SPTBN1	0.0144118720526201	1.27708323774763	Phospho
SRP72	0.0144520844330845	-1.27669801647226	Phospho
PELP1	0.0144820696355629	1.27661096296075	Phospho
DEF6	0.0147430640349618	-1.27023278206629	Phospho
RLF	0.014884006174835	1.26687805509811	Phospho
CENPB	0.0148947890702552	-1.26687805509811	Phospho
PRKD2	0.0149405296394005	1.26584780869496	Phospho
ZBTB21	0.0149697461898107	-1.26551508673052	Phospho
DEK	0.0150348930470743	-1.26390120982094	Phospho
CRAMP1L	0.0151370159197268	-1.26258989138781	Phospho
DCBLD2	0.0152584921891048	-1.25993055794856	Phospho
HNRNPUL1	0.0153801447554174	1.25729225781768	Phospho
RPL15	0.0154112440223616	-1.25722397704364	Phospho
PPP1R14B	0.0154296722878691	1.25715670814454	Phospho
ZNF629	0.0155254861246945	1.25602924300103	Phospho
SH3BP5L	0.0156471348490085	-1.25384783623219	Phospho
MAFK	0.0157147175621746	1.25251059804407	Phospho
PLK2	0.0158431845115359	-1.25004176103545	Phospho
MTMR2	0.0158641420342274	-1.24973400822917	Phospho
TERF1	0.0159122239435279	1.24868590884967	Phospho
SRSF6	0.015948599213811	1.24796027702922	Phospho
KDM1A	0.015963891905776	1.2478099104684	Phospho
KMT2D	0.0160145934619004	-1.2469640176805	Phospho
HIVEP2	0.0161275497778451	-1.24497209373747	Phospho
TMEM184B	0.0162368677429007	1.24309619675838	Phospho
RELT	0.0162721379590429	-1.24268184994264	Phospho
DTX2	0.0163115637524259	1.2418946380241	Phospho
PPP6R3	0.0164639163132039	-1.23917343076012	Phospho
UBE2E3	0.0165063037535787	-1.23884480196962	Phospho
MTFR1L	0.0166134453411057	-1.23708331578386	Phospho
OSTF1	0.016637712746652	1.23671367868867	Phospho
HDGFRP2	0.0167235628636364	1.23530662631592	Phospho
MPP6	0.0167318257224664	1.23530662631592	Phospho
SEC61A1	0.0167925286307553	1.2339947771242	Phospho
UTP14A	0.0169999834992004	1.22978221377407	Phospho
HNRNPA3	0.0170134926486325	1.22978221377407	Phospho
TOMM70A	0.0170173085294315	-1.22978221377407	Phospho
EEF2	0.0170708652678385	-1.22869415716962	Phospho
TTN	0.0171701946085935	1.22791143259559	Phospho
TRIM28	0.0171725939186244	1.22791143259559	Phospho
KIF13B	0.0171858571566341	-1.22783472068392	Phospho
EXTL3	0.0172143466299714	1.2273738064327	Phospho
FCHO2	0.0174716302597987	-1.22210202516572	Phospho
BAIAP2L1	0.0175214009388371	1.22124289168834	Phospho
SAMD4A	0.0176723011052342	1.21829023877785	Phospho
LIN37	0.0177021534664879	1.21807089392775	Phospho
PLEKHG3	0.0177474708918133	-1.21754552518475	Phospho
CNNM2	0.0177784864285363	1.21754552518475	Phospho
CLASP2	0.0178142489967592	-1.21712249725452	Phospho
PTPN1	0.0183095127736271	-1.20725337019051	Phospho
RRAS2	0.018545096487754	-1.20373166384213	Phospho
CCDC8	0.0186779521952966	1.20139053668137	Phospho
YBX1	0.0188977206031221	1.19807631232845	Phospho
SLC9A1	0.0189287297522895	-1.19786750347918	Phospho
ASPH	0.0193326914213562	1.19145408981562	Phospho
ARHGEF17	0.0193755501294951	-1.19074217644951	Phospho
CDK13	0.0194080238999852	1.19051408949537	Phospho
SLC12A7	0.0195606038954476	1.18810980935483	Phospho
GNG12	0.0195945209584411	-1.18785489126551	Phospho
PLCG1	0.0196764440256267	-1.18629145056916	Phospho
DDHD1	0.0197594708751526	-1.18494716519826	Phospho
PKN3	0.019780153051095	1.18494716519826	Phospho
F3	0.0197826092744485	1.18494716519826	Phospho
ATG9A	0.0198730220225051	1.18410123525692	Phospho
RICTOR	0.0199116875716786	-1.18410123525692	Phospho
KPNA4	0.0199546197470424	-1.18351522003506	Phospho
KHDRBS1	0.0199718505233142	-1.18351522003506	Phospho
ANKIB1	0.0199725597457037	1.18351522003506	Phospho
SMCR8	0.0200173745295931	-1.18278810251072	Phospho
IL6ST	0.0201301688080544	-1.18108576939794	Phospho
DYNC1LI1	0.0203051187441054	1.17889806714105	Phospho
HIVEP1	0.0203119764840602	-1.17889806714105	Phospho
AP3D1	0.0203462560958495	-1.17841048749542	Phospho
MAPT	0.0205313684212319	-1.17643008370821	Phospho
DLGAP4	0.0206314330353355	-1.1748341395449	Phospho
CA9	0.0206907822273049	1.17477275795532	Phospho
TBL2	0.02071176795951	1.17457505064569	Phospho
HTATSF1	0.021136234211797	-1.16721710108257	Phospho
HIF1A	0.0211717930849181	1.16672868319402	Phospho
SRSF7	0.021460572639048	1.16229186372062	Phospho
ADAR	0.0216396753603683	-1.16012447040835	Phospho
SPRY1	0.0216976383609918	-1.15937127662081	Phospho
EMD	0.0218237833075427	1.15788244009126	Phospho
LRP5	0.0219226683662801	1.15639710145091	Phospho
PTDSS2	0.0220734695358859	-1.15481296481209	Phospho
SF3B1	0.0220814186701713	1.15481296481209	Phospho
MEF2D	0.0220874988901597	1.15481296481209	Phospho
LRP6	0.0222292459091392	-1.15251045384686	Phospho
SDPR	0.0222795120942943	1.15224205058172	Phospho
TBC1D10A	0.022305299111325	1.15221405459165	Phospho
CPSF7	0.0225222762052053	1.15009326450608	Phospho
SLC9A8	0.0225234193112479	-1.15009326450608	Phospho
ARHGAP27	0.0225316799673414	-1.15009326450608	Phospho
EPPK1	0.0226951180235731	-1.14799284385398	Phospho
GPAM	0.0229973180027504	1.14366042845459	Phospho
PPP1R13L	0.0235211520992691	1.13621772307501	Phospho
MAPK14	0.0238203001610581	1.13212627885376	Phospho
PRKAR2A	0.0238975352527446	1.13095282715679	Phospho
HERC2	0.0240503001628128	1.12953540908812	Phospho
CPSF4	0.0240795725227115	-1.1292806979982	Phospho
TACC3	0.0240967785432612	-1.12920192295789	Phospho
SLC35F2	0.0242588946567146	-1.12698347738541	Phospho
ATXN7L3B	0.0244470379157234	-1.12478174516808	Phospho
CLK4	0.0244829681937634	1.12452281833991	Phospho
C17orf85	0.0245021232371607	1.12452281833991	Phospho
KIAA1468	0.024530956768047	-1.12452281833991	Phospho
PLLP	0.0245640782938782	-1.12452281833991	Phospho
MISP	0.0245654334950581	1.12452281833991	Phospho
ACAT1	0.0247233113639743	1.12274478702198	Phospho
LARP4B	0.0248264975578486	1.12199169430154	Phospho
