Metabolite	feature_identifier	Edge_Type	Display_Name
HMDB0038529	Row.666_48223	mz_met	mz207.1392
HMDB0040233	Row.666_48223	mz_met	mz207.1392
HMDB0041636	Row.666_48223	mz_met	mz207.1392
HMDB0132947	Row.666_48223	mz_met	mz207.1392
HMDB0013806	Row.666_48223	mz_met	mz207.1392
HMDB0036759	Row.666_48223	mz_met	mz207.1392
HMDB0061815	Row.666_48223	mz_met	mz207.1392
HMDB0059834	Row.666_48223	mz_met	mz207.1392
HMDB0061809	Row.666_48223	mz_met	mz207.1392
HMDB0061810	Row.666_48223	mz_met	mz207.1392
HMDB0030317	Row.874_23671	mz_met	mz566.2166
HMDB0028731	Row.874_23671	mz_met	mz566.2166
HMDB0028836	Row.874_23671	mz_met	mz566.2166
HMDB0029419	Row.874_23671	mz_met	mz566.2166
HMDB0035429	Row.1270_22462	mz_met	mz635.2785
HMDB0030311	Row.1270_22462	mz_met	mz635.2785
HMDB0032066	Row.1270_22462	mz_met	mz635.2785
HMDB0014920	Row.546_30827	mz_met	mz367.2157
HMDB0036117	Row.546_30827	mz_met	mz367.2157
HMDB0036998	Row.546_30827	mz_met	mz367.2157
HMDB0039052	Row.546_30827	mz_met	mz367.2157
HMDB0039710	Row.546_30827	mz_met	mz367.2157
HMDB0040883	Row.546_30827	mz_met	mz367.2157
HMDB0001010	Row.546_30827	mz_met	mz367.2157
HMDB0031302	Row.546_30827	mz_met	mz367.2157
HMDB0032314	Row.546_30827	mz_met	mz367.2157
HMDB0032442	Row.546_30827	mz_met	mz367.2157
HMDB0035135	Row.546_30827	mz_met	mz367.2157
HMDB0036177	Row.546_30827	mz_met	mz367.2157
HMDB0036239	Row.546_30827	mz_met	mz367.2157
HMDB0037276	Row.546_30827	mz_met	mz367.2157
HMDB0038268	Row.546_30827	mz_met	mz367.2157
HMDB0038697	Row.546_30827	mz_met	mz367.2157
HMDB0040285	Row.546_30827	mz_met	mz367.2157
HMDB0060285	Row.546_30827	mz_met	mz367.2157
HMDB0002384	Row.1411_25362	mz_met	mz803.8167
HMDB0029632	Row.1411_25362	mz_met	mz803.8167
HMDB0002580	Row.1251_19035	mz_met	mz608.2566
HMDB0028682	Row.1251_19035	mz_met	mz608.2566
HMDB0028724	Row.1251_19035	mz_met	mz608.2566
HMDB0028797	Row.1251_19035	mz_met	mz608.2566
HMDB0028839	Row.1251_19035	mz_met	mz608.2566
HMDB0028855	Row.1251_19035	mz_met	mz608.2566
HMDB0060863	Row.1128_14228	mz_met	mz537.2048
HMDB0014433	Row.1128_14228	mz_met	mz537.2048
HMDB0028981	Row.1128_14228	mz_met	mz537.2048
HMDB0029023	Row.1128_14228	mz_met	mz537.2048
HMDB0033519	Row.1128_14228	mz_met	mz537.2048
HMDB0001273	Row.984_18752	mz_met	mz601.9072
HMDB0011615	Row.984_18752	mz_met	mz601.9072
HMDB0002261	Row.516_31070	mz_met	mz225.1864
HMDB0010731	Row.516_31070	mz_met	mz225.1864
HMDB0032417	Row.516_31070	mz_met	mz225.1864
HMDB0059850	Row.516_31070	mz_met	mz225.1864
HMDB0061656	Row.516_31070	mz_met	mz225.1864
HMDB0094672	Row.516_31070	mz_met	mz225.1864
HMDB0000499	Row.516_31070	mz_met	mz225.1864
HMDB0000521	Row.516_31070	mz_met	mz225.1864
HMDB0002000	Row.516_31070	mz_met	mz225.1864
HMDB0005051	Row.516_31070	mz_met	mz225.1864
HMDB0010732	Row.516_31070	mz_met	mz225.1864
HMDB0030921	Row.516_31070	mz_met	mz225.1864
HMDB0031029	Row.516_31070	mz_met	mz225.1864
HMDB0031073	Row.516_31070	mz_met	mz225.1864
HMDB0032152	Row.516_31070	mz_met	mz225.1864
HMDB0032321	Row.516_31070	mz_met	mz225.1864
HMDB0034561	Row.516_31070	mz_met	mz225.1864
HMDB0037188	Row.516_31070	mz_met	mz225.1864
HMDB0037189	Row.516_31070	mz_met	mz225.1864
HMDB0037227	Row.516_31070	mz_met	mz225.1864
HMDB0037228	Row.516_31070	mz_met	mz225.1864
HMDB0037369	Row.516_31070	mz_met	mz225.1864
HMDB0037633	Row.516_31070	mz_met	mz225.1864
HMDB0038056	Row.516_31070	mz_met	mz225.1864
HMDB0040228	Row.516_31070	mz_met	mz225.1864
HMDB0062243	Row.516_31070	mz_met	mz225.1864
HMDB0062248	Row.516_31070	mz_met	mz225.1864
HMDB0094671	Row.516_31070	mz_met	mz225.1864
HMDB0041081	Row.516_31070	mz_met	mz225.1864
HMDB0032537	Row.516_31070	mz_met	mz225.1864
HMDB0061817	Row.516_31070	mz_met	mz225.1864
HMDB0061818	Row.516_31070	mz_met	mz225.1864
HMDB0124993	Row.526_942	mz_met	mz76.9872
HMDB0134105	Row.526_942	mz_met	mz76.9872
HMDB0061693	Row.597_16279	mz_met	mz635.2605
HMDB0127525	Row.597_16279	mz_met	mz635.2605
HMDB0127526	Row.597_16279	mz_met	mz635.2605
HMDB0127527	Row.597_16279	mz_met	mz635.2605
HMDB0127528	Row.597_16279	mz_met	mz635.2605
HMDB0127529	Row.597_16279	mz_met	mz635.2605
HMDB0127530	Row.597_16279	mz_met	mz635.2605
HMDB0127531	Row.597_16279	mz_met	mz635.2605
HMDB0127532	Row.597_16279	mz_met	mz635.2605
HMDB0127535	Row.597_16279	mz_met	mz635.2605
HMDB0028742	Row.597_16279	mz_met	mz635.2605
HMDB0028897	Row.597_16279	mz_met	mz635.2605
HMDB0029078	Row.597_16279	mz_met	mz635.2605
HMDB0029107	Row.597_16279	mz_met	mz635.2605
HMDB0037153	Row.597_16279	mz_met	mz635.2605
HMDB0033750	Row.597_16279	mz_met	mz635.2605
HMDB0028843	Row.597_16279	mz_met	mz635.2605
HMDB0028885	Row.597_16279	mz_met	mz635.2605
HMDB0015377	Row.71_22542	mz_met	mz692.2991
HMDB0039253	Row.814_12330	mz_met	mz491.1787
HMDB0015559	Row.814_12330	mz_met	mz491.1787
HMDB0034954	Row.814_12330	mz_met	mz491.1787
HMDB0041515	Row.814_12330	mz_met	mz491.1787
HMDB0030057	Row.814_12330	mz_met	mz491.1787
HMDB0061127	Row.814_12330	mz_met	mz491.1787
HMDB0029178	Row.814_12330	mz_met	mz491.1787
HMDB0033518	Row.814_12330	mz_met	mz491.1787
HMDB0033582	Row.814_12330	mz_met	mz491.1787
HMDB0039109	Row.814_12330	mz_met	mz491.1787
HMDB0032223	Row.533_25632	mz_met	mz335.1545
HMDB0001164	Row.533_25632	mz_met	mz335.1545
HMDB0029581	Row.533_25632	mz_met	mz335.1545
HMDB0031344	Row.533_25632	mz_met	mz335.1545
HMDB0031543	Row.533_25632	mz_met	mz335.1545
HMDB0031759	Row.533_25632	mz_met	mz335.1545
HMDB0032233	Row.533_25632	mz_met	mz335.1545
HMDB0033569	Row.533_25632	mz_met	mz335.1545
HMDB0034247	Row.533_25632	mz_met	mz335.1545
HMDB0039778	Row.533_25632	mz_met	mz335.1545
HMDB0040260	Row.533_25632	mz_met	mz335.1545
HMDB0040908	Row.264_12080	mz_met	mz421.4784
HMDB0030918	Row.50_66407	mz_met	mz233.155
HMDB0030919	Row.50_66407	mz_met	mz233.155
HMDB0032122	Row.50_66407	mz_met	mz233.155
HMDB0033149	Row.50_66407	mz_met	mz233.155
HMDB0034574	Row.50_66407	mz_met	mz233.155
HMDB0035309	Row.50_66407	mz_met	mz233.155
HMDB0035597	Row.50_66407	mz_met	mz233.155
HMDB0035613	Row.50_66407	mz_met	mz233.155
HMDB0035729	Row.50_66407	mz_met	mz233.155
HMDB0035767	Row.50_66407	mz_met	mz233.155
HMDB0036448	Row.50_66407	mz_met	mz233.155
HMDB0036663	Row.50_66407	mz_met	mz233.155
HMDB0037063	Row.50_66407	mz_met	mz233.155
HMDB0037969	Row.50_66407	mz_met	mz233.155
HMDB0038502	Row.50_66407	mz_met	mz233.155
HMDB0040685	Row.50_66407	mz_met	mz233.155
HMDB0112086	Row.50_66407	mz_met	mz233.155
HMDB0112094	Row.50_66407	mz_met	mz233.155
HMDB0030016	Row.50_66407	mz_met	mz233.155
HMDB0031349	Row.50_66407	mz_met	mz233.155
HMDB0032081	Row.50_66407	mz_met	mz233.155
HMDB0033252	Row.50_66407	mz_met	mz233.155
HMDB0033253	Row.50_66407	mz_met	mz233.155
HMDB0033960	Row.50_66407	mz_met	mz233.155
HMDB0034562	Row.50_66407	mz_met	mz233.155
HMDB0034742	Row.50_66407	mz_met	mz233.155
HMDB0034956	Row.50_66407	mz_met	mz233.155
HMDB0035202	Row.50_66407	mz_met	mz233.155
HMDB0035407	Row.50_66407	mz_met	mz233.155
HMDB0035408	Row.50_66407	mz_met	mz233.155
HMDB0035413	Row.50_66407	mz_met	mz233.155
HMDB0035639	Row.50_66407	mz_met	mz233.155
HMDB0035794	Row.50_66407	mz_met	mz233.155
HMDB0035869	Row.50_66407	mz_met	mz233.155

HMDB0035889	Row.50_66407	mz_met	mz233.155
HMDB0035935	Row.50_66407	mz_met	mz233.155
HMDB0036035	Row.50_66407	mz_met	mz233.155
HMDB0036390	Row.50_66407	mz_met	mz233.155
HMDB0036392	Row.50_66407	mz_met	mz233.155
HMDB0036427	Row.50_66407	mz_met	mz233.155
HMDB0036449	Row.50_66407	mz_met	mz233.155
HMDB0036466	Row.50_66407	mz_met	mz233.155
HMDB0036647	Row.50_66407	mz_met	mz233.155
HMDB0037038	Row.50_66407	mz_met	mz233.155
HMDB0037391	Row.50_66407	mz_met	mz233.155
HMDB0037640	Row.50_66407	mz_met	mz233.155
HMDB0037710	Row.50_66407	mz_met	mz233.155
HMDB0037739	Row.50_66407	mz_met	mz233.155
HMDB0038190	Row.50_66407	mz_met	mz233.155
HMDB0038198	Row.50_66407	mz_met	mz233.155
HMDB0038698	Row.50_66407	mz_met	mz233.155
HMDB0038795	Row.50_66407	mz_met	mz233.155
HMDB0038796	Row.50_66407	mz_met	mz233.155
HMDB0038914	Row.50_66407	mz_met	mz233.155
HMDB0039621	Row.50_66407	mz_met	mz233.155
HMDB0041036	Row.50_66407	mz_met	mz233.155
HMDB0134131	Row.50_66407	mz_met	mz233.155
HMDB0134132	Row.50_66407	mz_met	mz233.155
HMDB0134133	Row.50_66407	mz_met	mz233.155
HMDB0134134	Row.50_66407	mz_met	mz233.155
HMDB0134135	Row.50_66407	mz_met	mz233.155
HMDB0134136	Row.50_66407	mz_met	mz233.155
HMDB0134137	Row.50_66407	mz_met	mz233.155
HMDB0134138	Row.50_66407	mz_met	mz233.155
HMDB0134139	Row.50_66407	mz_met	mz233.155
HMDB0134140	Row.50_66407	mz_met	mz233.155
HMDB0134141	Row.50_66407	mz_met	mz233.155
HMDB0134142	Row.50_66407	mz_met	mz233.155

HMDB0134143	Row.50_66407	mz_met	mz233.155
HMDB0134153	Row.50_66407	mz_met	mz233.155
HMDB0015301	Row.50_66407	mz_met	mz233.155
HMDB0036683	Row.50_66407	mz_met	mz233.155
HMDB0059696	Row.50_66407	mz_met	mz233.155
HMDB0059826	Row.50_66407	mz_met	mz233.155
HMDB0061824	Row.50_66407	mz_met	mz233.155
HMDB0031532	Row.50_66407	mz_met	mz233.155
HMDB0032395	Row.50_66407	mz_met	mz233.155
HMDB0061889	Row.50_66407	mz_met	mz233.155
HMDB0029429	Row.1347_13414	mz_met	mz550.2114
HMDB0010404	Row.302_16162	mz_met	mz646.2522
HMDB0015263	Row.1040_23703	mz_met	mz758.3303
HMDB0032758	Row.1040_23703	mz_met	mz758.3303
HMDB0041319	Row.1040_23703	mz_met	mz758.3303
HMDB0032600	Row.344_14508	mz_met	mz395.1365
HMDB0040565	Row.344_14508	mz_met	mz395.1365
HMDB0040897	Row.344_14508	mz_met	mz395.1365
HMDB0132952	Row.344_14508	mz_met	mz395.1365
HMDB0132957	Row.344_14508	mz_met	mz395.1365
HMDB0003409	Row.344_14508	mz_met	mz395.1365
HMDB0036134	Row.344_14508	mz_met	mz395.1365
HMDB0000826	Row.1409_31166	mz_met	mz241.218
HMDB0030469	Row.1409_31166	mz_met	mz241.218
HMDB0032250	Row.1409_31166	mz_met	mz241.218
HMDB0032328	Row.1409_31166	mz_met	mz241.218
HMDB0036218	Row.1409_31166	mz_met	mz241.218
HMDB0036220	Row.1409_31166	mz_met	mz241.218
HMDB0037306	Row.1409_31166	mz_met	mz241.218
HMDB0038907	Row.1409_31166	mz_met	mz241.218
HMDB0040998	Row.1409_31166	mz_met	mz241.218
HMDB0041588	Row.1409_31166	mz_met	mz241.218
HMDB0059820	Row.1409_31166	mz_met	mz241.218
HMDB0059833	Row.1409_31166	mz_met	mz241.218
HMDB0061707	Row.1409_31166	mz_met	mz241.218
HMDB0033567	Row.1409_31166	mz_met	mz241.218
HMDB0061833	Row.1409_31166	mz_met	mz241.218
HMDB0061834	Row.1409_31166	mz_met	mz241.218
HMDB0030930	Row.1409_31166	mz_met	mz241.218
HMDB0061827	Row.1409_31166	mz_met	mz241.218
HMDB0061783	Row.1409_31166	mz_met	mz241.218
HMDB0061892	Row.1409_31166	mz_met	mz241.218
HMDB0061893	Row.1409_31166	mz_met	mz241.218
HMDB0061894	Row.1409_31166	mz_met	mz241.218
HMDB0061895	Row.1409_31166	mz_met	mz241.218
HMDB0060361	Row.1430_2193	mz_met	mz518.7996
HMDB0038048	Row.1306_21588	mz_met	mz241.0726
HMDB0034909	Row.1306_21588	mz_met	mz241.0726
HMDB0032924	Row.1306_21588	mz_met	mz241.0726
HMDB0038126	Row.1306_21588	mz_met	mz241.0726
HMDB0039136	Row.1306_21588	mz_met	mz241.0726
HMDB0128185	Row.1306_21588	mz_met	mz241.0726
HMDB0135754	Row.1306_21588	mz_met	mz241.0726
HMDB0141545	Row.1306_21588	mz_met	mz241.0726
HMDB0000434	Row.1306_21588	mz_met	mz241.0726
HMDB0029645	Row.1306_21588	mz_met	mz241.0726
HMDB0029648	Row.1306_21588	mz_met	mz241.0726
HMDB0030571	Row.1306_21588	mz_met	mz241.0726
HMDB0032365	Row.1306_21588	mz_met	mz241.0726
HMDB0035721	Row.1306_21588	mz_met	mz241.0726
HMDB0037177	Row.1306_21588	mz_met	mz241.0726
HMDB0039427	Row.1306_21588	mz_met	mz241.0726
HMDB0040256	Row.1306_21588	mz_met	mz241.0726
HMDB0040637	Row.1306_21588	mz_met	mz241.0726
HMDB0060398	Row.1306_21588	mz_met	mz241.0726
HMDB0060733	Row.1306_21588	mz_met	mz241.0726
HMDB0060735	Row.1306_21588	mz_met	mz241.0726
HMDB0062121	Row.1306_21588	mz_met	mz241.0726
HMDB0125530	Row.1306_21588	mz_met	mz241.0726
HMDB0129339	Row.1306_21588	mz_met	mz241.0726
HMDB0130895	Row.1306_21588	mz_met	mz241.0726
HMDB0131138	Row.1306_21588	mz_met	mz241.0726
HMDB0131175	Row.1306_21588	mz_met	mz241.0726
HMDB0131427	Row.1306_21588	mz_met	mz241.0726
HMDB0133490	Row.1306_21588	mz_met	mz241.0726
HMDB0133530	Row.1306_21588	mz_met	mz241.0726
HMDB0133782	Row.1306_21588	mz_met	mz241.0726
HMDB0134100	Row.1306_21588	mz_met	mz241.0726
HMDB0135753	Row.1306_21588	mz_met	mz241.0726
HMDB0140293	Row.1306_21588	mz_met	mz241.0726

HMDB0140897	Row.1306_21588	mz_met	mz241.0726
HMDB0000118	Row.1306_21588	mz_met	mz241.0726
HMDB0000333	Row.1306_21588	mz_met	mz241.0726
HMDB0000423	Row.1306_21588	mz_met	mz241.0726
HMDB0000755	Row.1306_21588	mz_met	mz241.0726
HMDB0002643	Row.1306_21588	mz_met	mz241.0726
HMDB0004061	Row.1306_21588	mz_met	mz241.0726
HMDB0029232	Row.1306_21588	mz_met	mz241.0726
HMDB0029273	Row.1306_21588	mz_met	mz241.0726
HMDB0029646	Row.1306_21588	mz_met	mz241.0726
HMDB0033624	Row.1306_21588	mz_met	mz241.0726
HMDB0037274	Row.1306_21588	mz_met	mz241.0726
HMDB0041270	Row.1306_21588	mz_met	mz241.0726
HMDB0059763	Row.1306_21588	mz_met	mz241.0726
HMDB0062595	Row.1306_21588	mz_met	mz241.0726
HMDB0124923	Row.1306_21588	mz_met	mz241.0726
HMDB0125533	Row.1306_21588	mz_met	mz241.0726
HMDB0125591	Row.1306_21588	mz_met	mz241.0726
HMDB0125595	Row.1306_21588	mz_met	mz241.0726
HMDB0126386	Row.1306_21588	mz_met	mz241.0726
HMDB0127495	Row.1306_21588	mz_met	mz241.0726
HMDB0129348	Row.1306_21588	mz_met	mz241.0726
HMDB0131428	Row.1306_21588	mz_met	mz241.0726
HMDB0133494	Row.1306_21588	mz_met	mz241.0726
HMDB0133788	Row.1306_21588	mz_met	mz241.0726
HMDB0134042	Row.1306_21588	mz_met	mz241.0726
HMDB0134043	Row.1306_21588	mz_met	mz241.0726
HMDB0140294	Row.1306_21588	mz_met	mz241.0726
HMDB0140892	Row.1306_21588	mz_met	mz241.0726
HMDB0240266	Row.1306_21588	mz_met	mz241.0726
HMDB0013742	Row.1306_21588	mz_met	mz241.0726
HMDB0029609	Row.1306_21588	mz_met	mz241.0726
HMDB0040145	Row.1306_21588	mz_met	mz241.0726
HMDB0062395	Row.158_1503	mz_met	mz220.9002
HMDB0036350	Row.158_1503	mz_met	mz220.9002
HMDB0031517	Row.788_48819	mz_met	mz175.0761
HMDB0031984	Row.788_48819	mz_met	mz175.0761
HMDB0032575	Row.788_48819	mz_met	mz175.0761
HMDB0032590	Row.788_48819	mz_met	mz175.0761
HMDB0034206	Row.788_48819	mz_met	mz175.0761
HMDB0034990	Row.788_48819	mz_met	mz175.0761
HMDB0036432	Row.788_48819	mz_met	mz175.0761
HMDB0037271	Row.788_48819	mz_met	mz175.0761
HMDB0040730	Row.788_48819	mz_met	mz175.0761
HMDB0041194	Row.788_48819	mz_met	mz175.0761
HMDB0041505	Row.788_48819	mz_met	mz175.0761
HMDB0041506	Row.788_48819	mz_met	mz175.0761
HMDB0041666	Row.788_48819	mz_met	mz175.0761
HMDB0059898	Row.788_48819	mz_met	mz175.0761
HMDB0059940	Row.788_48819	mz_met	mz175.0761
HMDB0059941	Row.788_48819	mz_met	mz175.0761
HMDB0059942	Row.788_48819	mz_met	mz175.0761
HMDB0059943	Row.788_48819	mz_met	mz175.0761
HMDB0059944	Row.788_48819	mz_met	mz175.0761
HMDB0059945	Row.788_48819	mz_met	mz175.0761
HMDB0124918	Row.788_48819	mz_met	mz175.0761
HMDB0126161	Row.788_48819	mz_met	mz175.0761
HMDB0126162	Row.788_48819	mz_met	mz175.0761
HMDB0126163	Row.788_48819	mz_met	mz175.0761
HMDB0126262	Row.788_48819	mz_met	mz175.0761
HMDB0126462	Row.788_48819	mz_met	mz175.0761
HMDB0126463	Row.788_48819	mz_met	mz175.0761
HMDB0126464	Row.788_48819	mz_met	mz175.0761
HMDB0126465	Row.788_48819	mz_met	mz175.0761
HMDB0126466	Row.788_48819	mz_met	mz175.0761
HMDB0132270	Row.788_48819	mz_met	mz175.0761
HMDB0133190	Row.788_48819	mz_met	mz175.0761
HMDB0133191	Row.788_48819	mz_met	mz175.0761
HMDB0133192	Row.788_48819	mz_met	mz175.0761

HMDB0133193	Row.788_48819	mz_met	mz175.0761
HMDB0133194	Row.788_48819	mz_met	mz175.0761
HMDB0133463	Row.788_48819	mz_met	mz175.0761
HMDB0133484	Row.788_48819	mz_met	mz175.0761
HMDB0133515	Row.788_48819	mz_met	mz175.0761
HMDB0133538	Row.788_48819	mz_met	mz175.0761
HMDB0141323	Row.788_48819	mz_met	mz175.0761
HMDB0029699	Row.788_48819	mz_met	mz175.0761
HMDB0033834	Row.788_48819	mz_met	mz175.0761
HMDB0036905	Row.788_48819	mz_met	mz175.0761
HMDB0037142	Row.788_48819	mz_met	mz175.0761
HMDB0037145	Row.788_48819	mz_met	mz175.0761
HMDB0126379	Row.788_48819	mz_met	mz175.0761
HMDB0126467	Row.788_48819	mz_met	mz175.0761
HMDB0132267	Row.788_48819	mz_met	mz175.0761
HMDB0132973	Row.788_48819	mz_met	mz175.0761
HMDB0133466	Row.788_48819	mz_met	mz175.0761
HMDB0133677	Row.788_48819	mz_met	mz175.0761
HMDB0133678	Row.788_48819	mz_met	mz175.0761
HMDB0133679	Row.788_48819	mz_met	mz175.0761
HMDB0133680	Row.788_48819	mz_met	mz175.0761
HMDB0133681	Row.788_48819	mz_met	mz175.0761
HMDB0029598	Row.788_48819	mz_met	mz175.0761
HMDB0015691	Row.1047_30716	mz_met	mz327.1648
HMDB0061822	Row.1047_30716	mz_met	mz327.1648
HMDB0032277	Row.1047_30716	mz_met	mz327.1648
HMDB0032374	Row.1047_30716	mz_met	mz327.1648
HMDB0032375	Row.1047_30716	mz_met	mz327.1648
HMDB0034878	Row.1047_30716	mz_met	mz327.1648
HMDB0036194	Row.1047_30716	mz_met	mz327.1648
HMDB0040152	Row.1047_30716	mz_met	mz327.1648
HMDB0000569	Row.706_14167	mz_met	mz447.1668
HMDB0029542	Row.706_14167	mz_met	mz447.1668
HMDB0034016	Row.706_14167	mz_met	mz447.1668
HMDB0033284	Row.706_14167	mz_met	mz447.1668
HMDB0035110	Row.706_14167	mz_met	mz447.1668
HMDB0036557	Row.706_14167	mz_met	mz447.1668
HMDB0039059	Row.706_14167	mz_met	mz447.1668
HMDB0041197	Row.706_14167	mz_met	mz447.1668
HMDB0125487	Row.706_14167	mz_met	mz447.1668
HMDB0132645	Row.706_14167	mz_met	mz447.1668
HMDB0133451	Row.706_14167	mz_met	mz447.1668
HMDB0133453	Row.706_14167	mz_met	mz447.1668
HMDB0133454	Row.706_14167	mz_met	mz447.1668
HMDB0133455	Row.706_14167	mz_met	mz447.1668
HMDB0133518	Row.706_14167	mz_met	mz447.1668
HMDB0133525	Row.706_14167	mz_met	mz447.1668
HMDB0133709	Row.706_14167	mz_met	mz447.1668
HMDB0133710	Row.706_14167	mz_met	mz447.1668
HMDB0133711	Row.706_14167	mz_met	mz447.1668
HMDB0135229	Row.706_14167	mz_met	mz447.1668
HMDB0135552	Row.706_14167	mz_met	mz447.1668
HMDB0135581	Row.706_14167	mz_met	mz447.1668
HMDB0135582	Row.706_14167	mz_met	mz447.1668
HMDB0135584	Row.706_14167	mz_met	mz447.1668
HMDB0092900	Row.1161_32133	mz_met	mz325.2397
HMDB0116368	Row.1161_32133	mz_met	mz325.2397
HMDB0031006	Row.1161_32133	mz_met	mz325.2397
HMDB0031047	Row.1161_32133	mz_met	mz325.2397
HMDB0031048	Row.1161_32133	mz_met	mz325.2397
HMDB0031049	Row.1161_32133	mz_met	mz325.2397
HMDB0000673	Row.1161_32133	mz_met	mz325.2397
HMDB0003797	Row.1161_32133	mz_met	mz325.2397
HMDB0005047	Row.1161_32133	mz_met	mz325.2397
HMDB0005048	Row.1161_32133	mz_met	mz325.2397
HMDB0006270	Row.1161_32133	mz_met	mz325.2397
HMDB0029800	Row.1161_32133	mz_met	mz325.2397
HMDB0030430	Row.1161_32133	mz_met	mz325.2397
HMDB0031051	Row.1161_32133	mz_met	mz325.2397
HMDB0031097	Row.1161_32133	mz_met	mz325.2397
HMDB0061864	Row.1161_32133	mz_met	mz325.2397
HMDB0062238	Row.1161_32133	mz_met	mz325.2397
HMDB0062784	Row.1161_32133	mz_met	mz325.2397
HMDB0031050	Row.1161_32133	mz_met	mz325.2397
HMDB0030957	Row.1161_32133	mz_met	mz325.2397
HMDB0030958	Row.1161_32133	mz_met	mz325.2397
HMDB0031262	Row.1161_32133	mz_met	mz325.2397
HMDB0031269	Row.1161_32133	mz_met	mz325.2397
HMDB0031834	Row.1161_32133	mz_met	mz325.2397
HMDB0032535	Row.1161_32133	mz_met	mz325.2397
HMDB0033554	Row.1161_32133	mz_met	mz325.2397
HMDB0033794	Row.1161_32133	mz_met	mz325.2397
HMDB0034758	Row.1161_32133	mz_met	mz325.2397
HMDB0034761	Row.1161_32133	mz_met	mz325.2397
HMDB0034764	Row.1161_32133	mz_met	mz325.2397
HMDB0034845	Row.1161_32133	mz_met	mz325.2397
HMDB0035916	Row.1161_32133	mz_met	mz325.2397
HMDB0035926	Row.1161_32133	mz_met	mz325.2397
HMDB0035927	Row.1161_32133	mz_met	mz325.2397

HMDB0037001	Row.1161_32133	mz_met	mz325.2397
HMDB0037150	Row.1161_32133	mz_met	mz325.2397
HMDB0037170	Row.1161_32133	mz_met	mz325.2397
HMDB0038067	Row.1161_32133	mz_met	mz325.2397
HMDB0038400	Row.1161_32133	mz_met	mz325.2397
HMDB0039461	Row.1161_32133	mz_met	mz325.2397
HMDB0059828	Row.1161_32133	mz_met	mz325.2397
HMDB0062671	Row.1161_32133	mz_met	mz325.2397
HMDB0015200	Row.1201_22806	mz_met	mz889.3543
HMDB0037125	Row.825_19347	mz_met	mz729.2775
HMDB0129788	Row.825_19347	mz_met	mz729.2775
HMDB0129789	Row.825_19347	mz_met	mz729.2775
HMDB0129790	Row.825_19347	mz_met	mz729.2775
HMDB0129791	Row.825_19347	mz_met	mz729.2775
HMDB0129793	Row.825_19347	mz_met	mz729.2775
HMDB0129794	Row.825_19347	mz_met	mz729.2775
HMDB0129795	Row.825_19347	mz_met	mz729.2775
HMDB0129796	Row.825_19347	mz_met	mz729.2775
HMDB0129798	Row.825_19347	mz_met	mz729.2775
HMDB0129799	Row.825_19347	mz_met	mz729.2775
HMDB0129800	Row.825_19347	mz_met	mz729.2775
HMDB0129801	Row.825_19347	mz_met	mz729.2775
HMDB0129803	Row.825_19347	mz_met	mz729.2775
HMDB0129804	Row.825_19347	mz_met	mz729.2775
HMDB0129805	Row.825_19347	mz_met	mz729.2775
HMDB0129806	Row.825_19347	mz_met	mz729.2775
HMDB0129808	Row.825_19347	mz_met	mz729.2775
HMDB0129809	Row.825_19347	mz_met	mz729.2775
HMDB0129810	Row.825_19347	mz_met	mz729.2775
HMDB0129811	Row.825_19347	mz_met	mz729.2775
HMDB0129813	Row.825_19347	mz_met	mz729.2775
HMDB0129814	Row.825_19347	mz_met	mz729.2775
HMDB0129815	Row.825_19347	mz_met	mz729.2775
HMDB0129816	Row.825_19347	mz_met	mz729.2775
HMDB0129818	Row.825_19347	mz_met	mz729.2775
HMDB0129819	Row.825_19347	mz_met	mz729.2775
HMDB0129820	Row.825_19347	mz_met	mz729.2775
HMDB0129821	Row.825_19347	mz_met	mz729.2775
HMDB0129822	Row.825_19347	mz_met	mz729.2775
HMDB0129823	Row.825_19347	mz_met	mz729.2775
HMDB0129824	Row.825_19347	mz_met	mz729.2775
HMDB0129825	Row.825_19347	mz_met	mz729.2775
HMDB0129826	Row.825_19347	mz_met	mz729.2775

HMDB0129827	Row.825_19347	mz_met	mz729.2775
HMDB0129828	Row.825_19347	mz_met	mz729.2775
HMDB0129829	Row.825_19347	mz_met	mz729.2775
HMDB0129830	Row.825_19347	mz_met	mz729.2775
HMDB0129831	Row.825_19347	mz_met	mz729.2775
HMDB0129832	Row.825_19347	mz_met	mz729.2775
HMDB0129833	Row.825_19347	mz_met	mz729.2775
HMDB0129834	Row.825_19347	mz_met	mz729.2775
HMDB0028984	Row.825_19347	mz_met	mz729.2775
HMDB0029089	Row.825_19347	mz_met	mz729.2775
HMDB0000489	Row.825_19347	mz_met	mz729.2775
HMDB0060600	Row.281_16174	mz_met	mz460.9282
HMDB0014639	Row.1352_28996	mz_met	mz425.2232
HMDB0004095	Row.1352_28996	mz_met	mz425.2232
HMDB0004369	Row.1352_28996	mz_met	mz425.2232
HMDB0030533	Row.1352_28996	mz_met	mz425.2232
HMDB0032860	Row.1352_28996	mz_met	mz425.2232
HMDB0015691	Row.216_29076	mz_met	mz327.1648
HMDB0061822	Row.216_29076	mz_met	mz327.1648
HMDB0032277	Row.216_29076	mz_met	mz327.1648
HMDB0032374	Row.216_29076	mz_met	mz327.1648
HMDB0032375	Row.216_29076	mz_met	mz327.1648
